Auec priuilege du Roy.	Avec privilège du Roi.
Cruel ſoulagement!	Cruel soulagement!
& malheureux retour, Du chemin de la mort, à la clairté du iour.	et malheureux retour, Du chemin de la mort, à la clairté du jour.
Puis qu’il ne m’eſt rendu que pour voir mon ſupplice, Que pour voir Alexis dans les bras de Clarice, Etjoindre à la rigueur de ce cruel tourment, La ſenſible douleur d’en eſtre l’inſtrument.	Puis qu'il ne m'est rendu que pour voir mon supplice, Que pour voir Alexis dans les bras de Clarice, Éjoindre à la rigueur de ce cruel tourment, La sensible douleur d'en être l'instrument.
Mais va, tu l’as promis, tu ne t’en peux deffendre, Fay gon riual heureux, miſerable Leandre, Et ſigne le contract, qui borne ſon ſoucy, Mais, apres ſon repos, trauaille au tienaußi, Puis qu’vne jeune main te peut offrir de l aide, D’vne vieille doulcur n’atten pas ton remede, Meurs, & laiſſe, en mourant, aux yeux de la pitié, Vn exemple eternel, d’amour, & d’amitié.	Mais va, tu l'as promis, tu ne t'en peux défendre, Fais gon rival heureux, misérable Léandre, Et signe le contract, qui borne son souci, Mais, après son repos, travaille au tienaussi, Puis qu'une jeune main te peut offrir de l aide, D'une vieille doulcur n'atten pas ton remède, Meurs, et laisse, en mourant, aux yeux de la pitié, Un exemple éternel, d'amour, et d'amitié.
	
SCENE II HORACE.	SCÈNE II HORACE.
ALEXIS.	ALEXIS.
LEONSE.	LEONSE.
HORACE.	HORACE.
Acuſez la ſoibleſſe, ou du ſexe, & de l'âge, L Elle croit que l’Hymen eſt vn rude ſeruage;	Accusez la soiblesse, ou du sexe, et de l'âge, L Elle oit que l'Hymen est un rude servage;
Mais vos bons traictemens la ſçauront bien ranger, Et luy rendront ce joug vn fardeau bien leger.	Mais vos bons traitements la sauront bien ranger, Et tu rendront ce joug fardeau bien léger.
ALEXIS.	ALEXIS.
S’il peut, parmon amour, ſe rendre ſupportable;	S'il peut, parmon amour, se rendre supportable;
Il luy ſera bien doux, à moy bien delectable;	Il lui sera bien doux, à moi bien délectable;
Adieu;	Adieu;
dans vn moment, ie rends mon frere icy;	dans un moment, je rends mon frère ici;
HORACE.	HORACE.
Allez, vous trouuerez, ſon eſprit adoucy.	Allez, vous trouverez, son esprit adouci.
SCENE III.	SCÈNE III.
ALEXTS.	ALEXTS.
LEONSE.	LEONSE.
LEONSE.	LEONSE.
Dieu!	Dieu!
combien Lucreſſe, aura martel en teſte,	combien Lucresse, aura martel en tête,
ALEXIS.	ALEXIS.
Tu viens mal à propos, troubler encor la feſte.	Tu viens mal à propos, troubler encor la fête.
LEONSE.	LEONSE.
Vous vous precipitez, bien plus mal à propos, La feſte pourroit bien troubler voſtre repos.	Vous vous précipitez, bien plus mal à propos, La fête pourrait bien troubler votre repos.
ALEXIS.	ALEXIS.
L’affaire ne peut plus receuoir de deffenſe, On attend le Notatre, il vient auec Hortenſe.	L'affaire ne peut plus recevoir de défense, On attend le Notâtre, il vient a Hortense.
LEONSE.	LEONSE.
Hortenſe, ſi i’endoy croire vn ſigne apparent, Agrande repugnance anmuon ran oous rend.	Hortense, si j'endais croire un signe apparent, Agrande répugnance anmuon ran oous rend.
2 -–d	2 -d
ALEXIS.	ALEXIS.
LEONSE.	LEONSE.
Vous ſçauez qu’engageant ſa promeſſe, De s'employer pour vous pres de voſtre maiſtreſſe, Sa parole, & ſon teint ont changé mille fois, Marque du peu d’accord du cœurauec la voix, Mais i’en viens biẽ de voin vn plus clair teſmoignage Tandis qu’Horace, & vous, traictiez, ce mariage;	Vous savez qu'engageant sa promesse, De s'employer pour vous pres de votre maîtresse, Sa parole, et son teint ont changé mille fois, Marque du peu d'accord du cœuravec la voix, Mais j'en viens bien de voin vn plus clair témoignage Tandis qu'Horace, et vous, traitiez, ce mariage;
Car m’eſtant retiré durant voſtre entretien, Comme ie le cherchois pour poſſeder le ſien, I'ay dans vn cabinet veu Clarice eſtenduë;	Car m'étant retiré durant votre entretien, Comme ici le cherchais pour posséder le sien, J'ai dans un cabinet vu Clarice étendue;
Paſle, défigurée;	Pâle, défigurée;
à peine ouurant la veué Et luy meſme à ſes pieds, défait ſans mouuement, Et plus mort que les morts qu’on porte au monument;	à peine ouvrant la vué Et lui même à ses pieds, défait sans mouvement, Et plus mort que les morts qu'on porte au monument;
Emilie entr'eux deux, preſque außi mal qu’eux meſAßiſtoit l’vn & l’autre auecdès ſoins extrêmes, [mes, Et d’vn torrent de pleurs, interrompant le Cours, Apour la ſeconder imploré mon ſecours.	Emilie entr'eux deux, presque aussi mal qu'eux mesAssistoit l'vn et l'autre avec soins extrêmes, [mes, Et d'Un torrent de pleurs, interrompant le Cours, Apour la seconder imploré mon secours.
Bien-toſt par noſtre ſoing.	Bientôt par notre soing.
Clarice eſt reuenüe:	Clarice est revenue:
Mais ma preſence a fait qu'elle s’eſt retenüe, Et n'a pas teſmoigné ce qu'elle auoit au cœur;	Mais ma présence a fait qu'elle s'est retenue, Et n'a pas témoigné ce qu'elle avait au cœur;
L’autre apres vne longue & mourante langueur, Triſte, & peu ſatisfait de nostre bon office, S’eſt laißé releuer à la voix de Clarice:	L'autre après avoir longue et mourante langueur, Triste, et peu satisfait de notre bon office, S'est laisse relever à la voix de Clarice:
Mais, ne pouuant aſſez contraindre ſes douleurs, S’eſt retire de nous, les yeux baignez de pleurs.	Mais, ne pouvant assez contraindre ses douleurs, S'est retire de nous, les yeux baignez de pleurs.
SCENE IV ANSELME frere d’Horace, arriuant de Florence.	SCÈNE IV ANSELME frère d'Horace, arrivant de Florence.
ALEXIS.	ALEXIS.
ALFONCE.	ÀLFONCE.
LEONSE.	LEONSE.
ANSELME.	ANSELME.
TL'eſt tard en effet, mais vn amy fidelle Ne doit point differer vne heureuſe nouuelle, Qui porte vn bon meſſage, est touſiours bien venu.	TL'est tard en effet, mais un ami fidèle Ne doit point différer une heureuse nouvelle, Qui porte un bon message, est toujours bien venu.
ALFONSE.	ÀLFONSE.
La maiſon n'est pas toing, fij uy vien tetents.	La maison n'est pas toing, fij uy est tetents.
ANSELME.	ANSELME.
Atrente pas au plus.	Atrente pas au plus.
AEEAIO.	AEAIO.
Anſelme, est-ce vous meſme?	Anselme, est-ce vous -ce?
ANSELME.	ANSELME.
O Seigneur Alexis!	Ô Seigneur Alexis!
ALEXIS.	ALEXIS.
Hé!	Hé!
quel bon-heurextreſme, Nous procure aujourd huy le bon-heur de vous voir?	quel bonheurextresme, Nous procure aujourd' hui le bonheur de vous voir?
Horace fortuné!	Horace fortuné!
ANSELME.	ANSELME.
L’auez vous veu ce ſoir?	L'avez -vous vu ce soir?
Car je ſçay de quel nœud lamitié vous aſſemble;	Car je sais de quel nœud lamitié vous assemble;
ALEXIS.	ALEXIS.
Nous aurom ie vomneur den conſe rerenſemble, EntreZ, il eſt chez luy, je reuiens de ce pas.	Nous aurom ie vomneur den conse rerensemble, Entrez, il est chezblé, je reviens de ce pas.
ANSELME.	ANSELME.
Ie croy que ſes tranſports, ne vous déplairoient pas, Mons quit apprenara, quel ſuſernons ameine;	Je crois que ses transports, ne vous déplairaient pas, Monsieur quit apprenara, quel susernons âme;
Qu'eſt-ce encor?	Qu'est-ce encor?
ALEXIS.	ALEXIS.
ANSELME.	ANSELME.
Vous ſçauez quelle mortelle hayne, Separoit les maiſons des Sardins, & de nous.	Vous savez quelle mortelle haine, Séparait les maisons des Sardins, et de nous.
Quy.	Qui.
ALEXIS.	ALEXIS.
ANSELME.	ANSELME.
Iugés, ſi l’accord, nous en doit eſtre doux, Et ſi la liberté de retourner à Gennes, Apres vn different, autheur de tant de peines, Ne doit pas à mon frere eſtre vn rauiſſement, Qui de tous ſes ſouhaits, ſoit l'accompliſſement.	Jugez, si l'accord, nous en doit être doux, Et si la liberté de retourner à Gennes, Apres un différent, auteur de tant de peines, Ne doit pas à mon frère était un ravissement, Qui de tous ses souhaits, soit l'accomplissement.
ALEXIS.	ALEXIS.
me outen fou ceuſs muispui queuc uduanture ę	me outen fou ceuss muispui queuc uduenture 
ANSELME.	ANSELME.
Par les droits que Raymond deuoit à la nature.	Par les droits que Raymond devait à la nature.
Qui prest de les payer a conjuré les ſiens D'vne paix generale, auec les Porciens, Pour s’oster de l’eſprit la iuſte défiance, De mourirmal d’accord auec ſa conſcience.	Qui prêt de les payer a conjuré les siens D'une paix générale, avec les Porciens, Pour s'ôter de l'esprit la juste défiance, De mourirmal d'accord quelque conscience.
Et pource que ſon fils n’estoit pas ſur les lieux, Pour receuoir ſon ordre, & luy clore les yeux, Cét Eſcrit qui contient, ſa volonté derniere, Luy laiſſe, au cas qu’il viue, vne inſtante priere, *e nouer tut & Hvrate, vnt eſtrunt amitte, Et rechercher Clarice, au nom de ſa moitié.	Et pource que son fils n'était pas sur les lieux, Pour recevoir son ordre, et notre clore les yeux, Cet Écrit qui contient, sa volonté dernière, Lui laisse, au cas qu'il vive, une instante prière, *e nouer tut et Hvrate, une estrunt amitte, Et rechercher Clarice, au nom de sa moitié.
Voyez quel coup du Ciel, & jugez ſi mon frere, Nis pas grand intereſt, d’entendre à ceſte affaire?	Voyez quel coup du Ciel, et jugez si mon frère, Nis pas grand intérêt, d'entendre à cette affaire?
ALEXIS.	ALEXIS.
O dieux!	Ô dieux!
mais en quels lieux, eſt ce fils bien-heureux, A qui vous deſtinez, cét objet amoureux.	mais en quels lieux, est ce fils bienheureux, A qui vous destinez, cet objet amoureux.
ANSELME.	ANSELME.
Comme, en nous inſpirant, Ditu ieut tout obſtacle, Il nous l’a faict ſçauoir, par vn autre miracle, Carayant pres de Piſe, à dix milles d’icy, Rencontré, par bonheur, Alfonſe que voicy, Et luy faiſant ſçauoir cette heureuſe nouuelle, Comme estant du païs & ſçachant la querelle;	Comme, en nous inspirant, Ditu jeut tout obstacle, Il nous l'a fait savoir, par un autre miracle, Carayant pres de Pise, à dix milles d'ici, Rencontré, par bonheur, Alfonse que voici, Et ainsi faisant Savoir cette heureuse nouvelle, Comme étant du pays et sachant la querelle;
Il m’a de cét amant appris l’heureux deſtin Pour l’auoir de luy-meſme entendu ce matin.	Il m'a de cet amant appris l'heureux destin Pour l'avoir de m-même entendu ce matin.
Certes iamais l’amour ce dieujeune & bizarre, N'a cauſé de ſuccez ſi iuste ny ſi rare, Que celuy des amours de Clarice & de luy, Si l’ayant tant aymée il l’obtient aujourd’huy.	Certes jamais l'amour ce dieujeune et bizarre, N'a causé de succès si juste ni si rare, Que celui des amours de Clarice et de lui, Si l'ayant tant aimée il l'obtient aujourd'hui.
ALEXIS.	ALEXIS.
Clarice m’eſt promiſe, & ſi l’on me l’enuie, Voicy pourquoy i'en dois faire paſſerlenuie:	Clarice m'est promise, et si l'on me l'envie, Voici pourquoi j'en dois faire passerlenvie:
Et mettre mon riual aux termes du deuoir;	Et mettre mon rival aux termes du devoir;
Quel eſt ſon nomencor ne le puis-je ſçauoir?	Quel est son nomencor ne le puis-je savoir?
ALFONSE.	ÀLFONSE.
Oüy Leandre eſt ſonnom, & nom d’vn honneſte hõme, Et digne de bruſler du feu qui le conſomme;	Oui Léandre est sonnom, et nom d' honnête honte, Et digne de brûler du feu qui le consomme;
L'eſperance de voir ſon deſſein reüßi, M'a fait rompre mes pas & retourner icy.	L'espérance de voir son dessein reüssi, M'a fait rompre mes pas et retourner ici.
Ou i’ay part en ſa bonne & mauuaiſe fortune, Ou ſi l’on luy fait tort l’injure m’est commune, Quoy que ſeul il ſoit homme à vous faire raiſon.	Ou j'ai part en sa bonne et mauvaise fortune, Ou si l'on était fait tort l'injure m'est commune, Quoi que seul il soit homme à vous faire raison.
Ha!	Ha!
ALEXIS voulant mettre l’eſpée à la main.	ALEXIS voulant mettre l'épée à la main.
LEONSE le retirant.	LENSE le retirant.
Seigneur ce tranſport ſeroit hors de ſaiſon.	Seigneur ce transport serait hors de saison.
Alexis	Alexis
Permets.	Permets.
ALEXIS.	ALEXIS.
ANSELME.	ANSELME.
Pour Dieu, Seigneur, domptez cette cholere, Et parl affection qui vous joint à mon frere, Peſez, cette chaleur (ſi ce mot m’eſt permis, y Et noſtre intention d’vn eſprit plus remis.	Pour Dieu, Seigneur, domptez cette cholère, Et parl affection qui vous joint à mon frère, Pesez, cette chaleur (si ce mot m'est permis, y Et notre intention d'un esprit plus remis.
Qu’auons nous entrepris à voſtre prejudice?	Qu'avons nous entrepris à votre préjudice?
Opunions nous querueſpem cousanit & pour Clarices Et que ce teſtament chocquoit voſtre repos.	Opunions nous queruespem cousanit et pour Clarices Et que ce testament chocquoit votre repos.
Ie ſçay qu'Alfonſe außi	Je sais qu'Alfonse aussi
ALEXIS.	ALEXIS.
Cher Anſelme en deux mot,s Et ſans vous emporter, faites moy voir Leandre La beauté de Clarice eſt vn prix à deffendre, Et dailleurs noſtre Hymen ſe concluant ce ſoir, Si l'on me la diſpute, il eſt temps de ſe voir.	Cher Anselme en deux mot,s Et sans vous emporter, faites -moi voir Léandre La beauté de Clarice est un prix à défendre, Et dailleurs notre Hymen se concluant ce soir, Si l'on me la dispute, il est temps de se voir.
ALEONSE.	ALÉONSE.
Celuy, dont vous parlez, auecques tant d’audace, Sert, ſous le nom d’Hortenſe, en la maiſon d’Horace, Ignorant du bon-heur qui luy vient aujourd’huy;	Celui, dont vous parlez, avec tant d'audace, Sert, sous le nom d'Hortense, en la maison d'Horace, Ignorant du bonheur qui lui vient aujourd'hui;
Et, ſi le jeu vous plaiſt, ie vous reſponds de luy.	Et, si le jeu vous plaît, je vous réponds de lui.
	
LEONSE.	LEONSE.
O prodige inoüy!	Ô prodige inoüy!
merueille ſans exemple!	merveille sans exemple!
Est-ce là d’vn grand cœur vne preuue aſſeZ ample?	Est-ce là d'un grand cœur une preuve assez ample?
eimt fuis Je trompe dedans mon fentiment:	Eimt fuis Je trompe dedans mon sentiment:
ALEXIS.	ALEXIS.
L dèmeure interdit en cét eſtonnement, Hortence ayme Clarice, & me ſert aupres d’elle.	L dèmeure interdit en cet étonnement, Hortence aime Clarice, et me sert auprès d'elle.
O trop fidelle Hortence!	Ô trop fidèle Hortence!
à toy trop infidelle, Tes ſoupçons ont faict tort à ma diſcretion, I'euſſe, au lieu de trahir, ſeruy ta paßion;	à toi trop infidèle, Tes soupçons ont fait tort à ma discrétion, J'eusse, au lieu de trahir, servivia passion;
Mais, je t'euſſe rauy, le merite, & la gloire, Du plus fameux amy, dont parle la memoire, 2 embraſſant Anfelme.	Mais, je t'eusse ravi, le mérite, et la gloire, Du plus fameux ami, dont parle la mémoire, 2 embrassant Anfelme.
& Alfanſe.	et Alfanse.
Trefue, apres cétexemple, incroyable aux neueux;	Trefue, après crètexemple, incroyable aux neueux;
Trefue à nos differens außi bien qu’à mes vœux, 'Acheuez cét accord, preſſez, ce mariage, Allez, i’offre auec vous la main à cét ouurage.	Trefue à nos différents aussi bien qu'à mes vœux, 'Acheuez cét accord, pressez, ce mariage, Allez, offre auec vous la main cét ouurage.
Pourrendre la pareille à ſa fidelité, Et combuttre auec luy de generoſité, Banny pour ſon ſujet, ie benis ma diſgrace, Et ſouffre, auec plaiſir, qu’vn tel riual me chaſſe, Puis qu’il a faictpour moy, ce qu’il a fait pour luy.	Pourrendre la pareille à sa fidélité, Et combuttre avec lui de générosité, Banni pour son sujet, une bénis ma disgrâce, Et souffre, auec plaisir, qu'un tel rival me chasse, Puis qu'il a faitpour moi, ce qu'il a fait avec lui.
len'ay qu'vn mot à dire, aduancez ie vous ſuy.	l'ai qu'un mot à dire, avancez ie -vous suis.
Ils entrent chez Horace.	Ils entrent chez Horace.
SCENE ALEXIS.	SCÈNE ALEXIS.
LEONSE, ſeuls.	LENSE, seuls.
Aiua lare colamlas.	Aiva la colâlas.
Leonſe que dis-tu?	Léonse que dis-tu?
LEONSE.	LEONSE.
Ie doute ſi ie veille, Et croylire vn Roman de voircette merueille, Lucrece, maintenant.	Je doute si ici veille, Et croisire un Roman de voircette merveille, Lucrece, maintenant.
ALEXIS.	ALEXIS.
Ie t’allois confeſſer, Vn ſentiment ſecret dont ie me ſens preſſé;	Je t'allais confesser, Un sentiment secret dont tu me sens pressé;
Ie ne ſçay quel remord que le Ciel me ſuſcite, D’auoir ſi froidement eſtimé ſon merite, Et ſi mal recogneu l’amour qu’elle a pour moy.	Je ne sais quel remord que le Ciel me suscite, D'avoir si froidement estimé son mérite, Et si mal reconnu l'amour qu'elle a pour moi.
L’EONSE.	L'ENSE.
Dans cette bonne humeur, tenez luy voſtre foy, Mais ſerrez-là d’vn nœud qu’on ne puiſſe diſſoudre, Eſcoutez ce remords, & laiſſez vous reſoudre, Apres tant de foibleſſe, & de legereté, D'eſtre enfin infidelle à l’infidelité.	Dans cette bonne humeur, tenez Se vostre foi, Mais serrés-là d'un nœud qu'on ne puisse dissoudre, Escoutez ce remords, et laissez vous résoudre, Après tant de faiblesse, et de légèreté, D'être enfin infidèle à l'infidélité.
22	22
ALEXIS.	ALEXIS.
Hortenſe vient.	Hortense vient.
Voicy ce cher amy;	Voici ce cher ami;
va m’attendre chez elle, Et ſi, comme il ſe peut, elle auoit eu nouuelle De l’Hymen qu’on traittoit entre Clarice & moy;	va m'attendre chez elle, Et si, comme il se peut, elle avait eu nouvelle De l'Hymen qu'on traitait entre Clarice et moi;
Dy luy, que ie te ſuypour luy prouuer ma foy.	Dis lui, que Les te suipour Seigneur proouver ma foi.
LEONSE.	LEONSE.
A la fin le merite obtient ſa recompenſe, Et l'amournous fait voir qu’auecque connoiſſance, Quoy qu'ons en tmagine, it regit l’Vniuers, Et qu'il porte vn bandeau, mais qu’il voit au trauers.	À la fin le mérite obtient sa récompense, Et l'amournous fait voir qu'avec connaissance, Quoi qu'ons en tmagine, it régit l'Univers, Et qu'il porte un bandeau, mais qu'il voit au travers.
SCENE VI.	SCÈNE VI.
ALEXIS.	ALEXIS.
HORTENSE.	HORTENSE.
HORTENSE.	HORTENSE.
Es pleurs que vous verſés deshonorent mes peines, LArreſtez-vous mes yeux, mais ouurez-vous mes veines, Nn'appartient qu’à vous de pleurer mon tourment.	Es pleurs que vous versez déshonorent mes peines, LArrestez-vous mes yeux, mais ouvrez-vous mes veines, N'appartient qu'à vous de pleurer mon tourment.
ALEXIS.	ALEXIS.
Et bien, mon cher Hortenſe?	Et bien, mon cher Hortense?
	
HORTENSE.	HORTENSE.
Il vtem dans vn moment.	Il vitem dans un moment.
ALEXIS.	ALEXIS.
Il n’eſtrien d’obligeant apres ta courtoiſie, Quoy que depuis ta veuë vn trait de jalouſie Ayt ſi fort alenty mes premieres ferueurs, Qu'il me rendtes bien-faits d’inutiles faueurs.	Il n'étrien d'obligeant après ta courtoisie, Quoi que depuis ta vue un trait de jalousie Ait si fort alenti mes premières ferveurs, Qu'il me rendtes bienfaits d'inutiles faveurs.
Rvomme de unsmmigemenb,ou iuifoib,ou caprice, Ie me veux degager des charmes de Clarice, Et pour t’en conſulter ie t’attendois icy.	Rusomme de unsmigemenb, juifoib, caprice, Je me veux dégager des charmes de Clarice, Et pour t'en consulter quelque t'attendais ici.
HORTENSE.	HORTENSE.
Vous vous diuertiſſez, a me railler ainſi;	Vous vous divertissez, a me railler ainsi;
Ne pouuant contenir vne allegreſſe extreſme, On ſe fait des esbats & des jeux de ſoy-meſme;	Ne pouvant contenir une allégresse extrême, On se fait des ébats et des jeux de soi-même;
Heureux à qui le Ciel deſtine ſes appas.	Heureux à qui le Ciel destine ses appas.
HELATU.	HÉLATU.
Tu t’en peux étonner, mais ie ne te ments pas.	Tu t'en peux étonner, mais ainsi ne te mens pas.
HORTENSE.	HORTENSE.
Sur quel ſoupçon encor fondeZ vous cét ombrage?	Sur quel soupçon encor fondez -vous cet ombrage?
Car le Ciel n'eſt pas pur ſi Clarite n’eſt ſage.	Car le Ciel n'est pas pur si Clarite n'est sage.
ALEXIS.	ALEXIS.
Ie n’ay pas conſerué le ſens iuſqu’aujourd’huy, Pour adorer enfin l’idolatre d’autruy.	Je n'ai pas conservé le sens jusqu'aujourd'hui, Pour adorer enfin l'idolâtre d'autrui.
iii Si tu la connoiſſois tu me deuois apprendre, Son inclination pour vn certain Leandre, Qui poſſede ſon cœur par des liens ſi forts, Que tout autre n’en peut poſſeder que le corps.	ji Si tu la connaissais tu me devais apprendre, Son inclination pour un certain Léandre, Qui possède son cœur par des liens si forts, Que tout autre n'en peut posséder que le corps.
Cognois-tu ce Leandre?	Connais-tu ce Léandre?
HORTENSE.	HORTENSE.
A l’égal de moy-meſme, Il ne s’offenſe point que Clarice vous ayme, Et ce que i'ay pour vous entrepris aujourd huy, Croyez que ie l’ay fait bien auoüé de luy.	À l'égal de moi-même, Il ne s'offense point que Clarice vous aime, Et ce que j'ai pour vous entrepris aujourd' hui, Croyez que je l'ai fait bien auoüé de lui.
I'ay ſur ſes paßions vn ſouuerain empire, Ie contiens ſes douleurs, deffends qu’il ne ſouſpire, tinpranis tuomneut a'eſtre cognen de vous, De peu que l’estimant, peu contant ou jaloux, Vous ne vous deffendiez, de nostre bon office, Et n’ayez repugnance à luy rauir Clarice.	J'ai sur ses passions un souverain empire, Je contiens ses douleurs, défends qu'il ne soupire, tinpranis tuomneut à'être connen de vous, De peu que l'estimant, peu contant ou jaloux, Vous ne vous défendiez, de notre bon office, Ni n'ayez répugnance à lui ravir Clarice.
ALEXIS l'embraſſant.	ALEXIS l'embrassant.
Helas!	Hélas!
plutost le Ciel me rauiſſe le jourt Prodige d’amitié, de conſtance, & d’amour;	plutôt le Ciel me ravisse le jourt Prodige d'amitié, de constance, et d'amour;
Incomparable amy, trop fidelle Leandre, Quels offices, quels ſoins, quels vœux te puis:	Incomparable ami, trop fidèle Léandre, Quels offices, quels soins, quels vœux te puis:
je rẽdre?	je rendre?
Qui puiſſent égaler ta generoſité?	Qui puissent égaler ta générosité?
Ta franchiſe a fait tort à ma fidelité.	Ta franchise a fait tort à ma fidélité.
L'objet d'vne ſi belle & ſi ſenſible flame!	L'objet d'une si belle et si sensible flamme!
L'idole de tes ſens, la moitié de ton ame, Dont les affections reſpondent à tes vœux, La conſtance à ta foy, les ardeurs à tes feux, Dont les yeux ſont des tiens la vie & la lumiere, Me l’auoir accordée à ma ſimple priere!	L'idole de tes sens, la moitié de ton âme, Dont les affections répondent à tes vœux, La constance à ta foi, les ardeurs à tes feux, Dont les yeux sont des tiens la vie et la lumière, Me l'avoir accordée à ma simple prière!
N'eſt-ce pas m’offenſer à force de bonté, Et ſoupçonner ma foy de trop de laſcheté.	N'est-ce pas m'offenser à force de bonté, Et soupçonner ma foi de trop de lâcheté.
HORTENSE eſtonné.	HORTENSE étonné.
Il faut que deſormais la Fortune ſe laſſe, Puiſque ce ſeul malheur manquoit à ma diſgrace, D’estre cogneu de vous, & d’eſtre ſoupçonné, De regretter vn bien que ie vous ay donné, Moy, voſtre priſonnier, voſtre ſerf, voſtre eſclaue, vous, mon feut reſuge, au malheur qui me braue Quand vous tirez, d’vnjoug pire que les enfers, Ces membres oppreſſez deſſous le poids des fers.	Il faut que désormais la Fortune se lasse, Puisque ce seul malheur manquait à ma disgrâce, D'être connu de vous, et d'être soupçonné, De regretter un bien que je vous ai donné, Moi, votre prisonnier, votre serf, votre esclave, vous, mon feut résuge, au malheur qui me brave Quand vous tirez, d'un pire que les enfers, Ces membres oppressez dessous le poids des fers.
Qui vous a dit monnom?	Qui vous a dit monnom?
& par quelle aduanture:	et par quelle aventure:
ALEXIS.	ALEXIS.
C’eſt trop, n’offenſe plus vne amitié ſi pure, Pour ſoupçonner la tienne, & douter de ta foy;	C'est trop, n'offense plus une amitié si pure, Pour soupçonner la tienne, et douter de ta foi;
Vien ſçauoir par quel ſort ta Clarice eſt à toy, Et quel heureux malheur termine ta diſgrace.	Viens sçauoir par quel sort ta Clarice est à toi, Et quel heureux malheur termine ta disgrâce.
SCENE VII.	SCÈNE VII.
ALFONSE.	ÀLFONSE.
HORTENSE.	HORTENSE.
ALEXIS.	ALEXIS.
ALFONSE.	ÀLFONSE.
Fortuné Leandre, & bien heureux Horaceu	Fortuné Léandre, et bien heureux Horaceu
HORIENOE.	HORIENOE.
Dieux!	Dieux!
Alfonſe, est-ce vous?	Alfonse, est-ce vous?
ALFONSE.	ÀLFONSE.
Trefue, trefue aux tourmens, Honneurt mornejoanjosgronroues oruys amans:	Trefue, trouve aux tourments, Honneurt mornejoanjosgronroues oruis amants:
Poſſedez la beauté, qui vous eſt deſtinée, Horace a conſenty cét heureux Hymenée, Et de vos longs trauauxx vous accorde le prix.	Possédez la beauté, qui vous est destinée, Horace a consenti cet heureux Hyménée, Et de vos longs travauxx vous accorde le prix.
Entrons.	Entrons.
HORTENSE rauy.	HORTENSE ravi.
Sans doute vn ſonge occupe mes eſprits.	Sans doute un songe occupe mes esprits.
Ils entrent tous.	Ils entrent tous.
SCENE	SCÈNE
SCENE VIII.	SCÈNE VIII.
CLARICE.	CLARICE.
EMILIE dans la chambre de Clarice.	EMILIE dans la chambre de Clarice.
EMILIE.	EMILIE.
Larice, enfin vos pleurs me forcent de vous dire, Qu'vn indigne ſujet, cauſe voſtrè martyre, Et qu’il n’est, ny de ſang, ny de condition, A meriter l’honneur de voſtre affection, Car (s’il en faut en fin dire ce que ie penſe,) I'ay decouuert la trame, & vous aymez Hortenſe.	Larice, enfin vos pleurs me forcent de vous dire, Qu'un indigne sujet, cause vostrète martyre, Et qu'il n'est, ni de sang, ni de condition, A mériter l'honneur de votre affection, Car s'il en faut en fin dire ce que Un pense,) J'ai découvert la trame, et vous aimez Hortense.
CLARICE.	CLARICE.
Indiſcrete, impudente, auec quel front peux tu, D'vn ſi fol ſentiment sogentermu vertu?	Indiscrète, impudente, avec quel front peux tu, D'un si fol sentiment sogentermu vertu?
Moy i’aurois à ce poinct, oublié ma naiſſance,	Moi j'aurais à ce point, oublié ma naissance,
EMILIE.	EMILIE.
Ce que ie vous en dis.	Ce que personne vous en dis.
CLARICE.	CLARICE.
Infame, i’ayme Hortenſet	Infâme, j'aime Hortenset
EMILIE.	EMILIE.
On auoüe auec peine vn indigne vainqueur, Mais le don d’vn pourtrait marque celuy du cœur,	On auoüe avec peine un indigne vainqueur, Mais le don d'un pourtrait marque celui du cœur,
128 CLARICE.	128 CLARICE.
pum iceomnoije cous doumnueeule pruifure:	pum iceomnoije cous doumneule pruifure:
CLARICE.	CLARICE.
Tui vois-ie?	Tui vois-je?
ô juſtes Dieux!	ô justes Dieux!
quellé eſt cette auanture?	quelle est cette aventure?
Et de qui la tiens tu?	Et de qui la tiens -tu?
EMILIE' Du commun accident;	EMILIE Du commun accident;
Qui rend, de vos deux cœurs, le feu trop éuident, Quand, (ce qui marque aſſés cettes ardeur inoüye) Vous eſtes à mes pieds, tombée eſüanoüye, Les yeux baignez, de pleurs;	Qui rend, de vos deux cœurs, le feu trop évident, Quand, (ce qui marque assez cettes ardeur inouïe) Vous êtes à mes pieds, tombée esüanoüye, Les yeux baignez, de pleurs;
& les ſoûpirs au ſein, Hortenſe vous ſuiuant, j’ignore à quel deſſein;	et les soupirs au sein, Hortense vous suivant, j'ignore à quel dessein;
Eſt tombé, comme vous, ſi toſt qu’il vous a veue, Paſt, & jansmvuuemen, a me, pieas étendue;	Est tombé, comme vous, si tôt qu'il vous a vue, Pât, et jansmvuuemen, à me, pieas étendue;
Moy, tâchant d'alleger ſa mourante langueur;	Moi, tâchant d'alléger sa mourante langueur;
I'ay trouué ce pourtaict qui pendoit ſur ſon cœur, D'où vous pouuez juger, ce que i'en puis apprendre;	J'ai trouvé ce pourtait qui pendait sur son cœur, D'où vous pouvez juger, ce que j'en puis apprendre;
CLARICE.	CLARICE.
I'en ay faictautre-fois, vn preſent à Leandre, O Dieux!	J'en ai faites-fois, un présent à Léandre, Ô Dieux!
