E 2 AVA DAMES	 2 AVA DAMES
VRSACE.	VRSACE.
Elle part de mon cœur, i’en atteſte les Cieux:	Elle part de mon cœur, j'en atteste les Cieux:
PLACIDIE.	PLACIDIE.
Madame il faut ſongerà ſortir de ces lieux.	Madame il faut songerà sortir de ces lieux.
SE.	SE.
En effect, en ces lieux le danger eſt extreſme:	En effet, en ces lieux le danger est extrême:
Et bien que dans moncœur l’amour le ſoit de meſme.	Et bien que dans moncœur l'amour le soit de même.
* Si ie vous en parlois en ce faſcheux moment, Faurois beaucoup d’amour, & peu de iugement.	* Si ici vous en parlais en ce fâcheux moment, Faurais beaucoup d'amour, et peu de jugement.
Ne nous engageons point dãs quelqu’autre diſgrace:	Ne nous engageons point dans quelqu'autre disgrâce:
Et puis, trop de teſmoins eſcouteroient Vrſace;	Et puis, trop de témoins écouteraient Vrsace;
Datrainte es tereſpeei, le ferom tairt iey;	Datrainte es terespeei, le ferom tairt ici;
Mais ſortons de ces lieux, & de Carthage außi.	Mais sortons de ces lieux, et de Carthage aussi.
EVDOXE.	EUDOXE.
miui tenurpſieuure Smen femuiemaſſez fortes;	mivre tenurpsieuure Smen femuiemassé fortes;
Gar le Roy fait garder, & le haure, & les portes;	Gar le Roi fait garder, et le haure, et les portes;
Et difficilement pourra-t'on nous ſauuer.	Et difficilement pourra-t'-on nous sauver.
L’IMPERATRICE.	L'IMPÉRATRICE.
Quel remede Seigneur, eſperez vous trouuer?	Quel remède Seigneur, espérez -vous trouver?
THRASIMOND.	THRASIMOND.
Deſia le Roy touché d’vn repentir extréme, Deteſte ſon amour, ſa fureur & ſoy-meſme, Il a fait prendre Aſpar, il l’a fait enchaiſner, Il medite la mort, qu’il luy fera donner;	Déjà le Roi touché d'autre repentir extrême, Deteste son amour, sa fureur et soi-même, Il a fait prendre Aspar, il l'a fait enchaîner, Il médite la mort, qu'il avait fera donner;
Il le nomme la cauſe, & l’autheur de ſoncrime;	Il le nomme la cause, et l'auteur de soncrime;
Il dit que ſa douleur eſt forte, & legitime;	Il dit que sa douleur est forte, et légitime;
Que iamais ſes eſprits, ne ſeront conſolez.	Que jamais ses esprits, ne seront consolez.
L'on a trouué lesos de ces gardes bruſlez;	L'on a trouvé lesos de ces gardes brûlés;
Et ne diſcernant pas les vns d’auec les autres, Il les garde, il les baiſe, il les prend pour les voſtres, Et pour les conſeruercomme vn riche threſor, Illes met ſous vn Dais, & dans vne vrne d’or.	Et ne discernant pas les uns d'avec les autres, Il les garde, il les baise, il les prend pour les vôtres, Et pour les conservercomme un riche thres, Illes met sous un Dais, et dans une vrne d'or.
Car à peine ( preſſé d’vne mortelle atteinte) Par le coſté du parc la flame fut eſteinte, A peine auec de l’eau ceſſa l’embraſement, Qu'il fut chercher luy-meſme à voſtre apartement.	Car à peine ( pressé d'une mortelle atteinte) Par le côté du par la flamme fut éteinte, À peine avec de l'eau cessa l'embrasement, Qu'il fut chercher lui-même à votre appartement.
Enfin, plein de douleur, il ſoupire & proteſte, Que d’vne iniuſte amour, aucun feu ne luyreſte;	Enfin, plein de douleur, il soupire et proteste, Que d'une injuste amour, aucun feu ne crête;
11616j ſiuomufampris que coqute doit ſentir;	11616 siuomufampris que coqute doit sentir;
C’eſt a dire le trait, d’vn cuiſant repentir, Ainſi voſtre ſalut, n’eſt pas ſans apparence.	C'est -à -dire le trait, d'un cuisant repentir, Ainsi votre salut, n'est pas sans apparence.
OLIMBRE.	OLIMBRE.
Non Madame, & mon cœur en conçoit l'eſperance.	Non Madame, et mon cœur en conçoit l'espérance.
I’imagine vndeſſain, & ſeur, & bien conduit;	J'imagine verts, et sûr, et bien conduit;
Mais dans ce pauillon, allons paſſer la nuit, Et qu'on me laiſſe apres le ſoin de cette affaire;	Mais dans ce pavillon, allons passer la nuit, Et qu'on me laisse après le soin de cette affaire;
Hecrebtin tiiſprreru jos quuis uouray faire.	Hecrebtin tiisprivreru jos quuis ourai faire.
Vous verrez que le Royme cherit autrefois, Et qu'entu mainue hieu, je voit le cœur des Roys.	Vous verrez que le Royme chérit autrefois, Et qu'entu mainue hieu, je voit le cœur des Rois.
L’IMPERATRICE.	L'IMPÉRATRICE.
I'y conſents, & ce Dieu redouble moncourage.	J'y consens, et ce Dieu redouble moncourage.
HRASIMOND.	HRASIMOND.
Soyè uoneie ienons, en onſi grandorage.	Soyé uoneie ienons, en ons grandorage.
VRSACE.	VRSACE.
S’il faut perdre quelqu’vn, pour le ſalut de tous, Ciel acceptez vn cœur qui ſe preſente àvous.	S'il faut perdre quelqu'vn, pour le salut de tous, Ciel acceptez un cœur qui se présente àvous.
Fin du quatrieſme Acte.	Fin du quatrième Acte.
IIC * L’IMPERATRICE, VRSACE, THRASIMOND, OLIMBRE, GENSERIC, OLICHARSIS, EVDOXE, PLACIDIE, ASPAR, TROVPE DE GARDES.	IIC * L'IMPÉRATRICE, VRSARCE, THRASIMOND, OLIMBRE, GENSERIC, OLICHARSIS, EUDOXE, PLACIDIE, ASPAR, TROUPE DE GARDES.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
L’IMPERATRICE, VRSACE.	L'IMPÉRATRICE, VRSACE.
3 L’IMPERATRICE.	3 L'IMPÉRATRICE.
E iour eſt deſia grand,	E jour est déjà grand,
VRSACE.	VRSACE.
Ouy Madame,	Oui Madame,
L’IMPERATRICE.	L'IMPÉRATRICE.
Il n’importe;	Il n'importe;
Il ſuffit ſeulement de fermer cette porte, *-e----d--- u-- 4	Il suffit seulement de fermer cette porte, *-e-d- u- 4
A Que le feu qui deuore en bouleuerſant tout, Pour nous fauoriſer, vient de laiſſer debout:	A Que le feu qui dévore en bouleversant tout, Pour nous favoriser, vient de laisser debout:
Car parmy ce debris, dont l’horreur eſpouuante.	Car parmi ce débris, dont l'horreur épouvante.
On ne peut eſtre veu de perſonne viuante, Parlez, donc cherVrſace, & me dites pourquoy Vous auez ſouhaité vous voir ſeul auec moy.	On ne peut être vu de personne vivante, Parlez, donc cherUrsace, et me dites pourquoi Vous avez souhaité vous voir seul avec moi.
RSACE.	RSACE.
Madame, ſur le point de rompre mon ſilence, Ie ſents d’vun mal ſecret, l’extréme violence, Ma conſtance me quitte, & puis elle reuient;	Madame, sur le point de rompre mon silence, Je sents d'un mal secret, l'extrême violence, Ma constance me quitte, et puis elle revient;
Voſtre intereſt m'anime, & le mien me retient;	Votre intérêt m'anime, et le mien me retient;
Ie veux, ie ne veux plus, & l’ame balancée, Taſche inutilement, d’exprimer ſa penſée.	Je veux, Seigneur ne veux plus, et l'âme balancée, Tâche inutilement, d'exprimer sa pensée.
L’amour luyrend la force, & puis la luyrauit;	L'amour luyrend la force, et puis la luyrauit;
Par l’amour elle meurt, par l’amour elle vit;	Par l'amour elle meurt, par l'amour elle vit;
Il la force à parler, il la force à ſe taire;	Il la force à parler, il la force à se taire;
Et l’vn & l’autre enfin ne m’eſt plus volontaire.	Et l'autre et l'autre enfin ne m'est plus volontaire.
Mais dans l’eſtat douteux, ou ie ſuis en ce iour, Il faut, il faut ſe vaincre, en faueur de l’amour:	Mais dans l'état douteux, ou je suis en ce jour, Il faut, il faut se vaincre, en faveur de l'amour:
Car ſi l’excez du mal, me fait perdre la vie, La douleur ne fera, que ſuiure mon enuie;	Car si l'excès du mal, me fait perdre la vie, La douleur ne fera, que suivre mon envie;
Ie ſçay que le treſpas me pourra ſecourir, Il faut donc ſe reſoudre, & parler pour mourir.	Je sais que le trépas me pourra secourir, Il faut donc se résoudre, et parler pour mourir.
Aſſez voſtre grand cœur, genereux, & fidelle, A teſmoigné pour moy, ſon amour, & ſon zelle, Et le mien ſeroit laſche, & ſans reſſentiment, S'il n’eſtoit ſatisfait, d’eſtre aymé conſtamment	Assez votre grand cœur, généreux, et fidèle, A témoigné pour moi, son amour, et son zelle, Et le mien serait lâche, et sans ressentiment, S'il n'était satisfait, d'être aimé constamment
Madame, c’eſt aſſez, & la raiſon s’irrite, De voir que vous m'aimeZ plus que ie ne merite, Et que pour vn ſujet, & que pour vn vaſſal, Vous deſcendeZ du Throſne, & le traitez, d’eſģal.	Madame, c'est assez, et la raison s'irrite, De voir que vous m'aimez plus que ieans mérite, Et que pour un sujet, et que pour un vassal, Vous descendez du Thrône, et le traités, d'esģal.
Vous le deuiez punir, quand il oſa vous plaire;	Vous le deviez punir, quand il osa vous plaire;
Vn iuſte chaſtiment nous euſt pu garantir, Vous d’vn mal-heur ſi grand, & moy d’vn repentir.	Un juste châtiment nous eût pu garantir, Vous d'un malheur si grand, et moi d'un repentir.
Mais puis que le paſſe iamais ne ſe rappelle, Faites que l’aduenir, vous trouue moins rebelle;	Mais puis que le passe jamais ne se rappelle, Faites que l'avenir, vous trouve moins rebelle;
Obeïſſez au ſort, qui fait tout obeïr;	Obéissez au sort, qui fait tout obéir;
Et n’aymez plus vn cœur, que vous deuez haïr.	Et n'aimez plus un coeur, que vous devez haïr.
Ouy vous deuez haïr dans ce mal-heur extréme, Celuy que le ciel haït, & qui ſe haït ſoy-meſme, Mais qui dans la douleur dont il reſſent les coups, Haiſſant & hay, n'ayme pourtant que vous.	Oui vous devez haïr dans ce malheur extrême, Celui que le ciel hait, et qui se haït soi-même, Mais qui dans la douleur dont il ressent les coups, Haissant et haï, n'aime pourtant que vous.
Que voſtre Maieſté (s’il luy plaiſt) me pardonne:	Que votre Majesté (s'il était plaît) me pardonne:
Ie me punis aſſez du conſeil que ie donne;	Je me punis assez du conseil que Seigneur donne;
Ie me fais plus de mal, que le ſort ne m'en fait, Et ie donne vn conſeil, dont ma mort eſt l’effaict.	Je me fais plus de mal, que le sort ne m'en fait, Et ie donne un conseil, dont ma mort est l'effait.
Mais quoyie ne ſçaurois vous ſouffrir dauantage, En cét engagement, & vous voir à Carthage.	Mais quoiie ne saurais vous souffrir davantage, En cet engagement, et vous voir à Carthage.
Quittez, quittez Vrſace, & receuez le Roy:	Quittez, quittez Vrsace, et recevez le Roi:
Il eſt, il eſt plus grand, & plus heureux que moy;	Il est, il est plus grand, et plus heureux que moi;
Si vous portez vn ſceptre, il porte vne couronne;	Si vous portez un sceptre, il porte une couronne;
La miſere me ſuit, la ſplendeur l’enuironne;	La misère me suit, la splendeur l'environne;
Bien qu’il ait moins d’amour, il a plus de pouuoir, Et ie cede par force, ou pluſtoſt pardeuoir.	Bien qu'il ait moins d'amour, il a plus de pouvoir, Et personne par force, ou plutôt pardevoir.
Car ces murs tous noircis, où la flame eſt eſteinte, Par leur affreux aſpect, renouuellent ma crainte.	Car ces murs tous noircis, où la flamme est éteinte, Par leur affreux aspect, renouvellent ma crainte.
Ils me font ſouuenir des deſordres paſſez, Et vous diſent pour moy, Madame, c’eſt aſſez.	Il me font souvenir des désordres passez, Et vous disent pour moi, Madame, c'est assez.
Ne vous engagez plus dans ma triſte aduanture;	Ne vous engagez plus dans ma triste aventure;
Ne vous expoſez plus aux tourmens que i’endure;	Ne vous exposez plus aux tourments que j'endure;
Viuez, viuez contente, & me laiſſez mourir, Et pour vous rendre libre, & pour me ſecourir.	Vivez, vivez contente, et me laissez mourir, Et pour vous rendre libre, et pour me secourir.
Ainſi iamais le ſort, n'esbranſle voſtre gloire, Et puiſſe vn mal-heureux, viure en voſtre memoire;	Ainsi jamais le sort, n'ébranle votre gloire, Et puisse un malheureux, vivre en votre mémoire;
C’eſt l’vnique bon-heur qu’iloſe deſirer, Si ſans excez d’orgueil, il y peut aſpirer.	C'est l'unique bonheur qu'ilose désirer, Si sans excès d'orgueil, il y peut aspirer.
Helas la voix me manque, en cét eſtat funeſte;	Hélas la voix me manque, en cet état funeste;
Mais le cours de mes pleurs, vous dira bien le reste;	Mais le cours de mes pleurs, vous dira bien le reste;
Ouyliſez dans mes yeux, & la rigueur du ſort, Et la force d’amour, & l’arreſt de ma mort.	Ouilisez dans mes yeux, et la rigueur du sort, Et la force d'amour, et l'arrêt de ma mort.
L’IMPERATRICE.	L'IMPÉRATRICE.
Vrſace vn tel diſcours me ſurprend dauantage, Que n’ont fait tous les maux qu’on m’a fais à Carthage.	Vrsace un tel discours me surprend davantage, Que n'ont fait tous les maux qu'on m'a fais à Carthage.
Ie ne l’attendois pas d’vn cœur ſi genereux, D'vn cœur ſi magnanime, & d’vn cœur amoureux.	Je ne l'attendais pas d'une cœur si généreux, D'un cœur si magnanime, et d'un cœur amoureux.
Quoy vous m'abãdonnez!	Quoi vous m'abandonnez!
& voſtre ame eſt capable De former vn deſſain, qui la rend ſi coupable!	et votre âme est capable De former un dessain, qui la rend si coupable!
Vous pouuez, ſeulement énauoir le penſer!	Vous pouvez, seulement énauoir le penser!
Vous pouueZ l’auoir dit, vous pouuez m'offencer!	Vous pourvez l'avoir dit, vous pouvez m'offenser!
?	?
Cimce I umt- d J	Cimce I umt-elle d J
Ha ſi vous le pouuez vous n'estes plus Vrſace, Et ie ſouffre en cela ma derniere diſgrace;	Ha si vous le pouvez vous n'êtes plus Vrsace, Et ici souffre en cela ma dernière disgrâce;
Car la perte du Throſne, & de la liberté, Me ſont moins que l’eſpoir que vous m’auez oſté.	Car la perte du Thrône, et de la liberté, Me sont moins que l'espoir que vous m'avez ôté.
Au milieu des mal-heurs, cette chere eſperance, Conſoloit mon eſprit, ſoutenoit ma conſtance, Et mon cœur oppoſoit, lors qu’il vouloit finir, A ſon mal-heur preſent, l’eſpoir de l’auenir.	Au milieu des malheurs, cette chère espérance, Consolait mon esprit, soutenait ma constance, Et mon cœur opposait, lors qu'il voulait finir, A son malheur présent, l'espoir de l'avenir.
Mais helas auiourd’huy Princeſſe infortunée, Quitte Vrſace & l’eſpoir, qui t’ont abandonnee;	Mais hélas aujourd'hui Princesse infortunée, Quitte Vrsace et l'espoir, qui t'ont abandonnée;
Quitte encore le iour, puis qu’on ceſſe d’aymer;	Quitte encore le jour, puis qu'on cesse d'aimer;
Et r’allume le feu qu’on te vit allumer.	Et rallume le feu qu'on te vit allumer.
A lamort, à la mort, Vrſace est infidelle;	À lamort, à la mort, Vrsace est infidèle;
Il fuit nostre infortune, il eſt ennuyé d’elle;	Il fuit notre infortune, il est ennuyé d'elle;
Il nous oſte ſon cœur, il ſe deſrobe à nous;	Il nous ôte son cœur, il se dérobe à nous;
Noſtre ſort eſt funeſte, il en cherche vn plus doux;	Notre sort est funeste, il en cherche un plus doux;
Ne nous oppoſons point, à ſa bonne fortune;	Ne nous opposons point, à sa bonne fortune;
Permettons luy d’eſteindre vn feu qui l’importune;	Permettons rien d'éteindre un feu qui l'importune;
Vn feu qu’il apprehende, & qu’il iuge fatal;	Un feu qu'il appréhende, et qu'il juge fatal;
Et ſouffrons qu'il s’en aille, à ſon pais natal.	Et souffrons qu'il s'en aille, à son pais natal.
Partez donc cher Vrſace, abandonnez l’Affrique;	Partez donc cher Vrsace, abandonnés l'Afrique;
Rendez vn Senateur à noſtre Republique;	Rendez un Sénateur à notre République;
LaiſſeZ mourir Eudoxe, en ce bord estranger;	Laissez mourir Eudoxe, en ce bord étranger;
Il n'importe, partez, eſuitez le danger.	Il n'importe, partez, évitez le danger.
Vous le voulez ainſi, i’y conſens, ie vous cede;	Vous le voulez ainsi, j'y consens, je vous cède;
Mais dans le deſeſpoir, qui mon ame poſſede, SouueneZ-vous Vrſace, en me diſant adieu, Que vous laiſſez Eudoxe ence funeſte lieu:	Mais dans le désespoir, qui mon âme possède, SouueneZ-vous Vrsace, en me disant adieu, Que vous laissez Eudoxe ence funeste lieu:
Qu'elle y voulut mourir, pour vous eſtre fidelle, Et qu'elle y va mourir pour eſtre touſiours telle.	Qu'elle y voulut mourir, pour vous être fidèle, Et qu'elle y va mourir pour être toujours telle.
VRSACE.	VRSACE.
Ha Madame ceſſez d’outrager mon amour:	Ha Madame cessez d'outrager mon amour:
LIMIERAIXICL.	LIMIÈRAIXICL.
Mais vous meſme ceſſez de me priuer du iour.	Mais vous -même cessez de me priver du jour.
VRSACE.	VRSACE.
C’eſt pour vous conſeruer, que ie me pers moy meſme:	C'est pour vous conserver, que je me pers moi -même:
L’IMPERATRICE.	L'IMPÉRATRICE.
L’on n'agit point ainſi, quand il eſt vray qu'on ayme.	L'on n'agit point ainsi, quand il est vrai qu'on aime.
ISACE.	ISACE.
En pouuez-vous douter?	En pouvez-vous douter?
LIMPERATRICE.	LIMPERATRICE.
Puis-je n'endouter point?	Puis-je n'endouter point?
VRSACE.	VRSACE.
M'estime-t'on ſi peu?	M'estime-t'-on si peu?
L’IMPERATRICE.	L'IMPÉRATRICE.
Me hait-t’on à tel point?	Me hait-t-on à tel point?
VRSACE.	VRSACE.
Quoy, ma fidellité ne vous est pas connuë!	Quoi, ma fidélité ne vous est pas connue!
L’IMPERATRICE.	L'IMPÉRATRICE.
L’IMPERATRICE.	L'IMPÉRATRICE.
Mais ſi vous en auiez, qu'eſt elle deuenuë?	Mais si vous en aviez, qu'est elle devenue?
VRSACE.	VRSACE.
IN Ie l’ay touſiours Madame, & veux touſiours l’auoir.	IN Je l'ai toujours Madame, et veux toujours l'avoir.
L'IMPERATRICE.	L'IMPÉRATRICE.
Mais elle eſt ſans courage,	Mais elle est sans courage,
VRSACE.	VRSACE.
Ou pluſtoſt ſans pouuoir.	Ou plutôt sans pouuoir.
L’IMPERATRICE.	L'IMPÉRATRICE.
Ctet, ptpate me quitte, & me quittant, il m'ayme!	Ctet, ptpate me quitte, et me quittant, il m'aime!
R ACE.	R ACE.
MOMA CIM Le veritable Amant, n’agit point pour ſoy-meſme.	MOMA CIM Le véritable Amant, n'agit point pour soi-même.
LIMPERATRICE.	LIMPERATRICE.
Agiſſez donc pour moy,	Agissez donc pour moi,
VRSACE.	VRSACE.
Ie le croy faire außi,	Je le crois faire aussi,
L’IMPERATRICE.	L'IMPÉRATRICE.
Mon Vrſace,	Mon Vrsace,
TOVRSACE.	TOURSACE.
G Madame,  110	G Madame, 110
L’IMPERATRICE.	L'IMPÉRATRICE.
COUR Helas reſtez icy.	COUR Hélas restez ici.
RSACE.	RSACE.
JATEAMIMIU Iy voutois reſtermort, mais puis qu'on me l’ordonne, Ty reſteray viuant, & vous eſtes trop bonne.	JATEMIMIU Ii voûtais restermort, mais puis qu'on me l'ordonne, Ty resterai vivant, et vous êtes trop bonne.
SCENEI.	SCENEI.
THRASIMOND, PLACIDIE, EVDOXE, OLIMBRE, L’IMPERATRICE, VRSACE.	THRASIMOND, PLACIDIE, EUDOXE, OLIMBRE, L'IMPÉRATRICE, VRSACE.
M THRASIMOND.	M MHRASIMOND.
14 12 10 Adame, aſſeurement voicy venir le Roy:	14 12 10 Adame, assurément voici venir le Roi:
L’IMPERATRICE.	L'IMPÉRATRICE.
Dieu par quelle raiſon?	Dieu par quelle raison?
Q	Q
OLIMBRE.	OLIMBRE.
N'en ayez point d'eſſt Tant mieux;	N'en ayez point d'eût Tant mieux;
c’eſt en ce lieu qu’on verra mon adreſſe, Cathons-nons promptement, puis que ie temps nous preſſe:	c'est en ce lieu qu'on verra mon adresse, Cathons-nons promptement, puis que sans temps nous presse:
M4	M4
VRSACE.	VRSACE.
Ciel, qu'eſt-ce que ie fais;	Ciel, qu'est-ce que ici fais;
& qu'eſt-ce qu’il fera!	et qu'est-ce qu'il fera!
PIMTERAA IEE.	PIMTERA IE.
Rien que la ſeule mort ne nous ſeparera.	Rien que la seule mort ne nous séparera.
BCHIEEI GENSERIC, OLICHARSIS, ASPAR, I TROVPE DE GARDES.	BCHIEI GENSERIC, OLICHARSIS, ASPAR, I TROUPE DE GARDES.
GENSERIC.	GENSERIC.
STANCES.	STANCES.
I le regret d’vn ſacrilege OPeut obtenir le priuilege, D'eſtre ſouffert aux lieux, qui virent ſon erreur:	I le regret d'être sacrilège OPeut obtenir le privilège, D'être souffert aux lieux, qui virent son erreur:
Helas ombres dolentes, 1 Sçachez, qu’eſtant preſſé de douleurs violentes, Ie viens vous immoler vn qui me fait horreur Et m'immoler moy-meſme, à ma iuste fureur.	Hélas ombres dolentes, 1 Sachez, qu'étant pressé de douleurs violentes, Je viens vous immoler un qui me fait horreur Et m'immoler moi-même, à ma juste fureur.
O A	Ô À
Icy fut commis noſtre crime, Icy le remords legitime, Le conduit à la mort, & m’y conduit außi:	Ici fut commis notre crime, Ici le remords légitime, Le conduit à la mort, et m'y conduit aussi:
Mais ô foible allegeance!	Mais ô faible allégeance!
Pour vn crime ſi grand, c’eſt trop peu de vangeance;	Pour un crime si grand, c'est trop peu de vengeance;
Vn ſi iuſte courroux, ne s'eſteint pas ainſi;	Un si juste courroux, ne s'éteint pas ainsi;
C’eſt trop peu d’vne mort, mourons cent fois icy.	C'est trop peu d'une mort, mourons cent fois ici.
Funeſte obiet, cendre adorable, Dans la douleur incomparable, Qui trauerſe mon ame, eſcoutez, mes propos:	Funeste objet, cendre adorable, Dans la douleur incomparable, Qui traverse mon âme, écoutez, mes propos:
Helas, quoy qu'inſenſible, Teſmoignez à moncœur, au moins s’il eſt poßible, Que vous voulez ma mort, pour me mettre en repos, Et que voſtre vrne ſerue, à mettre außi mes os.	Hélas, quoi qu'insensible, Témoignez à moncœur, au moins s'il est possible, Que vous voulez ma mort, pour me mettre en repos, Et que votre vraine serve, à mettre aussi mes os.
Odiſcours ſans raiſon, dont l’orgueil eſt inſigne!	Odiscours sans raison, dont l'orgueil est insigne!
Ie demande vn honneur, dont ie ſuis trop indigne:	Je demande un honneur, dont ici suis trop indigne:
Si le laſche aſſaßin par ſon funeſte abord, Renuerſe la nature, & fait ſeigner vn mort, Indubitablement cette cendre à la veuë, D'vn perfide meurtrier, ſeroit encor eſmeuë.	Si le lâche assassin par son funeste abord, Renverse la nature, et fait seigner un mort, Indubitablement cette cendre à la vue, D'un perfide meurtrier, serait encor émue.
Ha ne l’approche point, Barbare ſans pitié, Qui ne connus iamais la parfaite amitié:	Ha ne l'approche point, Barbare sans pitié, Qui ne connus jamais la parfaite amitié:
Laiſſe, laiſſe en repos, cette cendre fidelle;	Laisse, laisse en repos, cette cendre fidèle;
Tu ne merite pas, de mourir auprés d’elle;	Tu ne mérite pas, de mourir auprès d'elle;
Garde toybien de mettre en vn meſme tombeau,	Garde toibien de mettre en un même tombeau,
Le corps de l’innocent & celuy du Bourreau.	Le corps de l'innocent et celui du Bourreau.
Loin, prophane, loind’elle, & loin de ces riuages, Va mourir au milieu de cent Tigres ſauuages;	Loin, prophane, loind'elle, et loin de ces rivages, Va mourir au milieu de cent Tigres sauvages;
Et tiens pour aſſeuré, qu'en ce lieu plein d’effroy, Ils ſeront moins cruels & moins Tigres que toy.	Et tiens pour assuré, qu'en ce lieu plein d'effroi, Ils seront moins cruels et moins Tigres que toi.
Helas quel deſeſpoir, s’empare de mon ame!	Hélas quel désespoir, s'empare de mon âme!
Icy ma violence, alluma cette flame;	Ici ma violence, alluma cette flamme;
Icy ma violence, eſteignit mon bon-heur, Bref, icy ie perdis le repos, & l’honneur.	Ici ma violence, éteignit mon bonheur, Bref, ic ie perdis le repos, et l'honneur.
Ha ne ceſſe iamais de ſouffrir & de pleindre;	Ha ne cesse jamais de souffrir et de pleindre;
Elle deuoit regner, tu la voulois contraindre;	Elle devait régner, tu la voulais contraindre;
L’amour ne peut venir que par la volonté, Et tu luy rauiſſois repos, & liberté.	L'amour ne peut venir que par la volonté, Et tu lui ravissais repos, et liberté.
Iniuſte paßion, amour laſche, & funeſte, Pire que le poiſon, & pire que la peſte, Par toy i’ay fait vn crime horrible au ſouuenir, Que meſme tout l’Enfer ne peut aſſeZ punir.	Injuste passion, amour lâche, et funeste, Pire que le poison, et pire que la peste, Par toi j'ai fait un crime horrible au souvenir, Que même tout l'Enfer ne peut assez punir.
Helas ces baſtimens en ſont de tristes marques!	Hélas ces bâtiments en sont de tristes marques!
Meurs la honte du ſiecle, & l’horreur des Monarques;	Meurs la honte du siècle, et l'horreur des Monarques;
Meurs pour te deliurer de ces preſſants remors, Et pour cacher au moins ton crime entre les morts, Si le temps & la mort ont vne ombre aſſez noire, Pour deſrober vn iour, toncrime à la memoire.	Meurs pour te délivrer de ces pressants remors, Et pour cacher au moins ton crime entre les morts, Si le temps et la mort ont quelque ombre assez noire, Pour dérober un jour, toncrime à la mémoire.
OLICHARSIS.	OLICHARSIS.
Seigneur, conſoleZ-vous, ce iuſte repentir, Que voſtre Maieſté commence de ſentir, Chez la posterité ſauuera voſtre eſtime;	Seigneur, consolez-vous, ce juste repentir, Que votre Majesté commence de sentir, Chez la postérité sauvera votre estime;
Außi n'eſtes vous point la cauſe de ce crime;	Aussi n'êtes -vous point la cause de ce crime;
Tout le mõde vous plaind, chacun en ſçait l’autheur.	Tout le monde vous plaind, chacun en vertu l'auteur.
GENSERIC.	GENSERIC.
Ha ſage Olicharſis, ie creus trop vn flateur!	Ha sage Olicharsis, Seigneur crus trop flatteur!
Helas heureux les Roys, helas heureux les Princes.	Hélas heureux les Rois, hélas heureux les Princes.
Qui pour ſe delaſſer du faix de leurs prouinces, Rencontrent vn Miniſtre, & ſage, & genereux, Qui ſans penſer à ſoy, veut s’immoler pour eux;	Qui pour se délacer du faix de leurs provinces, Rencontrent un Ministre, et sage, et généreux, Qui sans penser à soi, veut s'immoler pour eux;
Qui leur donne touſiours des aduis profitables, Qui rend' en tous endroicts leurs armes redoutables, Qui fait craindre leur nom, chez tous les eſtrangers, Et qui ne craind pour eux, ny trauaux ny dangers.	Qui leur donne toujours des avis profitables, Qui rend' en tous endraits leurs armes redoutables, Qui fait craindre leur nom, chez tous les étrangers, Et qui ne craind pour eux, Seigneur travaux ainsi dangers.
Qui cherche à leur valeur, de nouuelles matieres;	Qui cherche à leur valeur, de nouvelles matières;
Affermit leurs eſtats, recule leurs frontieres;	Affermit leurs états, recule leurs frontières;
Qui fait de leur honneur, ſon vnique ſoucy;	Qui fait de leur honneur, son unique souci;
Helas heureux les Roys, qui le trouuent ainſi.	Hélas heureux les Rois, qui le trouvent ainsi.
Traiſtre tu fus bien loin de ces nobles maximes!	Traître tu fus bien loin de ces nobles maximes!
Ton eſprit criminel, me conſeilla des crimes, Indignes de mon rang, & bien dignes de toy;	Ton esprit criminel, me conseilla des crimes, Indignes de mon rang, et bien dignes de toi;
Mais qui m'ayant perdu, te perdront auec moy.	Mais qui m'ayant perdu, te perdront avec moi.
Tu m'as oſté l’honneur, tu m'as oſté la ioye, Par toy de cent vautours, mon cœur deuient la proye, Tu m'as fait mal-heureux, tu m'as deſeſperé, Mais außi ton ſupplice eſt deſia preparé;	Tu m'as ôté l'honneur, tu m'as ôté la joie, Par toi de cent vautours, mon cœur devient la proie, Tu m'as fait malheureux, tu m'as désespéré, Mais aussi ton supplice est déjà préparé;
Ie verray t’arracher ce cœur remply de vice;	Je verrai t'arracher ce cœur rempli de vice;
Ce cœur où fut touſiours la fraude, & l’artifice;	Ce cœur où fut toujours la fraude, et l'artifice;
Ie veux voir ce perfide, encor tout palpitant, Mourir aux yeux de tous, luy qui ſe cachoit tant.	Je veux voir ce perfide, encor tout palpitant, Mourir aux yeux de tous, Seigneur qui se cachait tant.
Mais l’indigne vangeance, apres vn teloutrage!	Mais l'indigne vengeance, après un teloutrage!
Il faut plus noblement teſmoigner à noſtre âge, Que nous ſçauons vanger, que nous ſçauons punir;	Il faut plus noblement témoigner à notre âge, Que nous savons venger, que nous savons punir;
Noſtre cœur a peche, noſtre cœur doit finir;	Notre cœur a pèche, notre cœur doit finir;
Il n'eſt pas innocent, qu’il ne ſoit pas ſans peine;	Il n'est pas innocent, qu'il ne soit pas sans peine;
Satisfaiſons enſemble, & l’amour, & la haine;	Satisfaisons ensemble, et l'amour, et la haine;
Mourons, faiſons mourir, perdons, & perdons nous, Mais helas pour nous deux, le treſpas eſt trop doux.	Mourons, faisons mourir, perdons, et perdons nous, Mais hélas pour nous deux, le trépas est trop doux.
Ciel, Olimbre paroit!	Ciel, Olimbre parait!
