Auec Priuilege du Roy.	Avec Privilège du Roi.
I'auray ſoin de vous plaire, Ie feray tout, Seigneur!	J'aurai soin de vous plaire, Je ferai tout, Seigneur!
pour le ſalut d’vn Pete.	pour le salut d'un Pète.
LE ROY.	LE ROY.
Ioins vn peu de Prudence à tant de pieté, Oppoſe aux traits de Mars, les traits de ta beauté.	Joins un peu de Prudence à tant de piété, Oppose aux traits de Mars, les traits de ta beauté.
Des deux Ambaſſadeurs approuue les viſites, Voy leur fatal amour, flatte leurs faux merites, Lom d adon da meipilsaae raucinon, Témoigne de l’eſtime & de l’affection Sous le ſainct nom d’Hymen tu le pourras ſans honte, Sur tout fay bon viſage à celuy de Chreſphonte.	Des deux Ambassadeurs approuve les visites, Voy leur fatal amour, flatte leurs faux mérites, Lom d on da meipilsae ravinon, Témoigne de l'estime et de l'affection Sous le saint nom d'Hymen tu le pourras sans honte, Sur tout fay bon visage à celui de Chréphonte.
MEROPE.	MEROPE.
Pour vous plaire, Seigneur!	Pour vous plaire, Seigneur!
en me faiſant ſa Cour, Ie paraiſtray ſenſible à ſon ardente Amour.	en me faisant sa Cour, Je paraîtrai sensible à son ardente Amour.
LE ROY Mais traictez bien auſſi celuy de Tyſamene.	LE ROY Mais traitez bien aussi celui de Tysamène.
MEROPE.	MEROPE.
Ie diſſimuletay n’en ſoyez point en peine, Et puiſque vos deſtins ſont écris dans mes yeux, Ne craignez point pour vous puiſque ie crains les Dieux?	Je dissimuletai n'en soyez point en peine, Et puisque vos destins sont écris dans mes yeux, Ne craignez point pour vous puisque sans crains les Dieux?
LE ROY.	LE ROY.
D’vne pieré vraye exemple illuſtre & rare, Fille digne du ſort qu’vn Pere luy prepare, Dign de commander à cent Peuples diuers, Et d’auoir pour Eſpoux le Roy de l’Vniuers.	D'une pieré vraie exemple illustre et rare, Fille digne du sort qu'un Père lui Separe, Dign de commander à cent Peuples divers, Et d'avoir pour Époux le Roi de l'Univers.
Le Fils du Roy d’Aſie y peut vn iour pretendre:	Le Fils du Roi d'Asie y peut un jour prétendre:
Enfin ie te promets le genereux Scamandre, Ce Hetos qui des Dieux eſt le cher fauory, Ma gré tous tes Riuaux deuiendra ton Mary ;	Enfin ie te promets le généreux Samandre, Ce Hétos qui des Dieux est le cher favori, Ma gré tous tes Rivaux deviendra ton Mari ;
Si-toſt qu’il deſcendra ſur ce triſte riuage, Ton Pere accomplira cét heureux mariage.	Si-tôt qu'il descendra sur ce triste rivage, Ton Père accomplira cet heureux mariage.
Deut-il m’eſtre fatal & me cauſer la mort, Ie ſuis le choix du Ciel & i’obeïs au ſort, Pour eſtre auſſi pieux que ie te vois pieuſe, Ie conſens à perir ſi ie te rends heureuſe.	Deeut-il m'être fatal et me causer la mort, Je suis le choix du Ciel et j'obéis au sort, Pour être aussi pieux que je te vois pieuse, Je consens à périr si tu te rends heureuse.
Ouy ie veux accomplir cét Hymen glorieux, Ie le iure ma Fille en preſence des Dieux!	Ou ie était accomplir cet Hymen glorieux, Je le jure ma Fille en présence des Dieux!
Par le Ciel, par l’enfer & par mon Diademe.	Par le Ciel, par l'enfer et par mon Diademe.
Imite donc ton Pere & iure auſſi de meſme, Prends à témoings les Dieux, fais les meſmes ſermens, De n’eſpouſer pas vn de tes autres Amans.	Imite donc ton Père et jure aussi de même, Prends à témoings les Dieux, fais les mêmes serments, De n'épouser pas un de tes autres Amants.
Iure auſſi ſi tu vois Chreſphonte ou Tyſamene, De taire ce ſecret.	Jure aussi si tu vois Chresphonte ou Tysamène, De taire ce secret.
MEROPE.	MEROPE.
N’en ſoyez point en peine Ouy i’en jure les Dieux, & les atteſte tous, Que de Scamandre ſeul ie feray mon eſpoux.	N'en soyez point en peine Oui j'en jure les Dieux, et les atteste tous, Que de Scamandre seul ie ferai mon époux.
MEROPE, Seule.	MEROPE, Seule.
Que l’aueugle fortune eſt injuſte & cruelle!	Que l'aveugle fortune est injuste et cruelle!
Ne pouuant pas me rendre inconſtante comme elle, elle me veut forcer par vn femt changement, Aparoiſtre infidelle à mon fidelle Amant:	Ne pouvant pas me rendre inconstante comme elle, elle me veut forcer par un femt changement, Aparoistre infidèle à mon fidèle Amant:
A flatter Tyſamene, & feindre de luy plaire, mui rrnence Chreſphonte, & ie crains ſa colere:	À flatter Tysamène, et feindre de Ma plaire, mui rrnence Chréphonte, et Seigneur crains sa colère:
D ine eaicne leimte n peutertre cuſiens.	D ine eaigne leimte n peutertre cusiens.
Mais de noſtre deſtin laiſſons le ſoin aux Dieux.	Mais de notre destin laissons le soin aux Dieux.
SCENE II.	SCÈNE II.
MEROPE, L’Ambaſſ de TYSAMENE.	MEROPE, L'Ambass de TYSAMENE.
MEROPE.	MEROPE.
JEnez-vous me parler encor pour Tyſamene!	JEnez-vous me parler encor pour Tysamène!
V Ne me croiez-vous plus trop ſuperbe & trop vaine, Ie muis pourtant la memie, & le n'ay point changé;	V Ne me croisez-vous plus trop superbe et trop vaine, Je muis pourtant la mémie, et le n'ai point changé;
N’eſtes vous pas content de vous eſtre vangé!	N'êtes vous pas content de vous être vengé!
4 Vos plaintes ont touché le cœur du Roy mon Pere, I’ay pour l’amour de vous éprouué ſa colere;	4 Vos plaintes ont touché le cœur du Roi mon Père, J'ai pour l'amour de vous éprouvé sa colère;
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Madame ſans deſſein i’allumay ſon courroux, I’en demande pourtant le pardon à genoux.	Madame sans dessein j'allumai son courroux, J'en demande pourtant le pardon à genoux.
Ie demande la grace, & i’ay receu l’injure.	Je demande la grâce, et j'ai reçu l'injure.
MEROPE Vn cœur reſpectueux ſouffre tout ſans murmure.	MEROPE Un cœur respectueux souffre tout sans murmure.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Lors qu’on oſte l’eſpoir à nos ardens deſirs, Les plus reſpectueux monſtrent leurs déplaiſirs:	Lors qu'on ôte l'espoir à nos ardents désirs, Les plus respectueux montrent leurs déplaisirs:
Connoiſſant de mon Roy, la fatale diſgrace, I’ay reſſenty ſes maux, i’ay ſouffert en ſa place, I’ay parlé fierement, & i’ay fait le aloux, Sçachant qu’il eſtoit p eſt de s’immoler pour vous;	Connaissant de mon Roi, la fatale disgrâce, J'ai ressenti ses maux, j'ai souffert en sa place, J'ai parlé fièrement, et j'ai fait le aloux, Sachant qu'il était est de s'immoler pour vous;
Ou de vos ennemis, vous faire vn ſatrnice, Ie me ſuis plaint de vous, & de voſtre injuſtice:	Ou de vos ennemis, vous faire un satrnice, Je me suis plaint de vous, et de votre injustice:
renuj parie mauaine, auec deaucoup d’ardeur.	renj parie mauaine, avec deaucoup d'ardeur.
MEROPE.	MEROPE.
Vous en auez trop dit, pour vn Ambaſſadeur.	Vous en avez trop dit, pour un Ambassadeur.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Pour bien repreſenter ſa paſſion extréme, Madame, i’ay parlé comme il euſt fait luy méme.	Pour bien représenter sa passion extrême, Madame, j'ai parlé comme il eût fait toujours même.
Qtouure launte plaimdie, vn meplis flgoureux, Il n’a point l’ame noble, & n’eſt point amoureux.	Qtouvre launte plaimdie, un méplis floureux, Il n'a point l'âme noble, et n'est point amoureux.
MEROPE.	MEROPE.
Vn Amant doitrouſiours épargner ſa Maiſtreſſe.	Un Amant doitrousiours épargner sa Maîtresse.
L’Ambaſſ.	L'Ambass.
de TYSAMENE Plus nous la reuerons, plus ſon mépris nous bleſſe.	de TYSAMENE Plus nous la révérons, plus son mépris nous blesse.
Pour vne indifferente, on eſt ſans ſentiment;	Pour ici indifférente, on est sans sentiment;
Mais tout ce qui nous plaiſt nous touche viuement.	Mais tout ce qui nous plaît nous touche vivement.
Et plus l’Amour eſt grand plus la flame outragée, Se plaint, murmure, éclate, & veut eſtre vangée.	Et plus l'Amour est grand plus la flamme outragée, Se plaint, murmure, éclate, et veut être vengée.
Le dé pit, la colere accompagne ce Dieu, Les chagrins, les ſoucis, le ſuiuent en tout lieu, Ce Tyran abſolu dans noſtre fantaiſie.	Le dé pit, la colère accompagne ce Dieu, Les chagrins, les soucis, le suivent en tout lieu, Ce Tyran absolu dans notre fantaisie.
Fait regner auec luy, l’erreur, la jalouſie:	Fait régner avec Madame, l'erreur, la jalousie:
L’Amout par la raiſon ne peut eſtre adoucy.	L'Amout par la raison ne peut être adouci.
Quandil eſt dans l’exceds, la fureur l’eſt auſſi;	Quandil est dans l'excéds, la fureur l'est aussi;
Vn Amant dans ſes mains voudroit voir le Tonnerre, Pour perdre ſes Riuaux, il deſtruiroit la Terre.	Un Amant dans ses mains voudrait voir le Tonnerre, Pour perdre ses Rivaux, il détruirait la Terre.
MEROPE.	MEROPE.
le veuriauindaurpaadaucielanu, Car ie crains le tonnerre, & reuere les Dieux.	le veuriauindaurpaadaucielanu, Car tu crains le tonnerre, et révère les Dieux.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Ie vous ay peint Madame, vn Amant miſerable:	Je vous ai peint Madame, un Amant misérable:
Dont la Maiſtreſſe rend le deſtin déplorable.	Dont la Maîtresse rend le destin déplorable.
Mais lors que le bon-heur accompagne l’Amour, Tout l’Vniuers n’a rien de ſi beau que ſa Cour :	Mais lors que le bonheur accompagne l'Amour, Tout l'Univers n'a rien de si beau que sa Cour :
Pour luy ſeul la Nature en delices feconde, A remply de beautez, le Ciel, la Terre & l’Onde, Qui n’a jamais vécu ſous l’empire Amoureux, Il n’a jamais connu ce que c’eſt qu’eſtre heureux?	Pour Elle seul la Nature en délices féconde, A rempli de beautés, le Ciel, la Terre et l'Onde, Qui n'a jamais vécu sous l'empire Amoureux, Il n'a jamais connu ce que c'est qu'être heureux?
Adorable beauté que l’Vniuers admire, Vous poſſedez les biens de tout ce grand empire!	Adorable beauté que l'Univers admire, Vous possédez les biens de tout ce grand empire!
Ce Dieu vous remettant, ſon Sceptre entre les mains, Vous remet auec luy le deſtin des humains:	Ce Dieu vous remettant, son Sceptre entre les mains, Vous remet avec lui le destin des humains:
Mais l’Amour ne veut pas qu’on exerce la haine, La voſtre peut donner la mort à Tyſamene.	Mais l'Amour ne veut pas qu'on exerce la haine, La vôtre peut donner la mort à Tysamène.
Pource fidelle Amant ayez plus de douceur, Et ſauuez voſtre Pere auec ſon deffenſeur?	Pource fidèle Amant ayez plus de douceur, Et sauuez votre Père avec son défenseur?
MEROPE.	MEROPE.
Il ſe doit contenter qu’il luy ſoit fauorable.	Il se doit contenter qu'il lui soit favorable.
LAmbaſl.	LAmbasl.
de TISAMENE.	de TISAMENE.
Voulez vous ce qu’il veut, ſerez vous pitoyable?	Voulez -vous ce qu'il veut, serez -vous pitoyable?
MEROPE.	MEROPE.
Vn Pere a ſur ſa fille vn abſolu pouuoir, Ouy ie veux ce qu’il veut, & ie ſçay mon deuoir.	Un Père a sur sa fille un absolu pouvoir, Oui tu veux ce qu'il veut, et ie sais mon devoir.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Vous conſentirez donc à ce grand Hymenée, A Tyſamene enfin ſa parole eſt donnée, A ce rare bon-heur l’auez-vous deſtiné ?	Vous consentirez donc à ce grand Hyménée, A Ysamène enfin sa parole est donnée, À ce rare bonheur l'avez-vous destiné ?
MEROPE I'épouſeray celuy qu’vn Pere ma donné.	MEROPE J'épouserai celui qu'un Père ma donné.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
C’eſt aſſez s’expliquer vertueuſe Princeſſe?	C'est assez s'expliquer vertueuse Princesse?
Il eſt le plus heureux de tous les Roys de Grece:	Il est le plus heureux de tous les Rois de Grèce:
Ie vais apprendre au Roy, ce que i’apprends de vous, Et que vous acceptez mon Prince pour Eſpoux.	Je vais apprendre au Roi, ce que j'apprends de vous, Et que vous acceptez mon Prince pour Époux.
MEROPE, Seule.	MEROPE, Seule.
Ah que i’ay dans mon cœur vn ſentiment contraire!	Ah que j'ai dans mon cœur un sentiment contraire!
Sans trahir mon Amant, i’obeïs à mon Perẽ.	Sans trahir mon Amant, j'obéis à mon Per.
Mais i’ay peur que ce bruit s’épande dans la Cour, Et que ma pieté ne bleſſe ſon Amour.	Mais j'ai peur que ce bruit s'épande dans la Cour, Et que ma piété ne blesse son Amour.
De cet Ambaſſadeur ie crains la vaine gloire, Qu’il n’aille ſe vanter d’vne fauſſe victoire.	De cet Ambassadeur ie crains la vaine gloire, Qu'il n'aille se vanter d'une fausse victoire.
Que le Prince ſon Maiſtre eſt mon heureux vainqueur.	Que le Prince son Maître est mon heureux vainqueur.
Bien qu’à ſon Riual ſeul ie conſerue mon cœur.	Bien qu'à son Riual seul ie conserve mon cœur.
Ie crains que l'inſolent hautement ne publie, Qu’auec ce Roy d’Argos laſchement ie m’allie:	Je crains que l'insolent hautement ne publie, Qu'avec ce Roi d'Argos lâchement ie m'allie:
Et que dans ce Palais il ſeme cet erreur, Qui pourroit de Chreſponte exciter la fureur;	Et que dans ce Palais il ferme cet erreur, Qui pourrait de Chresponte exciter la fureur;
O Ciel, ô Iuſte Ciel, entend ma iuſte plainte, empeſcher ce mal-heur, & diſſipe ma crainte.	Ô Ciel, ô Juste Ciel, entend ma juste plainte, empêcher ce malheur, et dissipe ma crainte.
Fay que ma pieté ſuccede heureuſement, Et ſauue mon Pays ſans perdre mon Amant;	Fais que ma piété succède heureusement, Et sauve mon Pays sans perdre mon Amant;
Mais le voicy qui vient.	Mais le voici qui vient.
SCENE III.	SCÈNE III.
CHRESPHONIE, MEROPE.	CHRÉPHONIE, MEROPE.
CHESPHONTE.	CHÉPHONTE.
L A fureur me ſurmonte, Pour ſouffrir cet affiont, ſuis-je encore Chreſphonte?	 À fureur me surmonte, Pour souffrir cet affiont, suis-je encore Chresphonte?
MEROPE.	MEROPE.
Ce que i’ay crains arriue, & Chreſphonte eſt jaloux.	Ce que j'ai crains arrive, et Chresphonte est jaloux.
Vos yeux eſtincelans témoignent du courroux:	Vos yeux étincelants témoignent du courroux:
Eſt-ce ainſi qu’vn Amant vient reuoir ſa Maiſtreſſe?	Est-ce ainsi qu'HanNant vient revoir sa Maîtresse?
CHRESPHONTE Mais pluſtoſt eſt-ce ainſi qu’elle tient ſa promeſſe;	CHRÉPHONTE Mais plutôt est-ce ainsi qu'elle tient sa promesse;
Pouuez vous écouter pour troubler mon repos, E maigne iimounaueur du laenc Roy d'higos;	Pouvez -vous écouter pour troubler mon repos, E maigne iimounaueur du laenc Roi d'higos;
Qui ſortant d’auec vous oſe dire à ma honte, Que l’on a preferé Tyſamene à Chreſphonte?	Qui sortant d'avec vous ose dire à ma honte, Que l'on a préféré Tysamène à Chréphonte?
I’en viens d’auoir l’affront en preſence du Roy, Quoy vous m’abandonnez?	J'en viens d'avoir l'affront en présence du Roi, Quoi vous m'abandonnez?
vous ma Princeſſe.	vous ma Princesse.
MEROPE.	MEROPE.
moy!	moi!
Ah vous me faites tort!	Ah vous me faites tort!
& ce diſcours m’offence.	et ce discours m'offense.
CHRESPHONTE.	CHRÉPHONTE.
Voulez-vous que ie loue encor voſtre conſtance?	Voulez-vous que ici loue encor votre constance?
MEROPE.	MEROPE.
Helas que luy diray-je, inſpirez-moy grands Dieux.	Hélas que lui dirai-je, inspirés-moi grands Dieux.
CHREPHONTE.	CHRÉPHONTE.
Vous ne repondez rien, & vous baiſſez les yeux:	Vous ne répondez rien, et vous baissez les yeux:
Oſez-vous approuuer les feux de Tyſamene?	Osez-vous approuver les feux de Tysamène?
MEROPE.	MEROPE.
I’ay ſouffert ſon amour, pour mieux cacher ma haine.	J'ai souffert son amour, pour mieux cacher ma haine.
CMRESEIONIE.	CMRÊEIONIE.
Cette haine s’explique en des termes bien doux, Si vous luy promettez qu’il ſera voſtre eſpoux.	Cette haine s'explique en des termes bien doux, Si vous lui promettez qu'il sera votre époux.
MEROPE.	MEROPE.
Voyant ſon Camp nombreux ſi pres de Mantinée, D’vn Pere qui m’eſt cher i’ay crain la deſtinée:	Voyant son Camp nombreux si pres de Mantinée, D'un Père qui m'est cher j'ai crain la destinée:
Et la prediction qui trouble ſes eſprits, Me donne vn feint Amour pour qui i’ay du mépris.	Et la prédiction qui trouble ses esprits, Me donne un feint Amour pour qui j'ai du mépris.
CHRESPHONTE.	CHRÉPHONTE.
Voſtre cœur genereux ſans raiſon le redoute, Mettez-vous mon amour ou ma valeur en doute?	Votre cœur généreux sans raison le redoute, Mettez-vous mon amour ou ma valeur en doute?
Apres ce que i’ay fait, Se tant di ureux exploits, Craignez-vous vn Riual, que i’ay vaincu deux fois?	Après ce que j'ai fait, Se tant di ureux exploits, Craignez-vous un Rival, que j'ai vaincu deux fois?
MEROPE.	MEROPE.
vne mle tounouis doit craindre pour ſon Pere, Et cette pieté ne vous doit pas deplaire.	Elle mle tounouis doit craindre pour son Père, Et cette piété ne vous doit pas déplaire.
CHRESPHONTE.	CHRÉPHONTE.
Si l’on trompe vn Riual, en luy donnant la foy, Qui me peut aſſeurer qu’on la garde pour moy?	Si l'on trompe un Rival, en lui donnant la foi, Qui me peut assurer qu'on la garde pour moi?
MEROPE.	MEROPE.
Il n’eut jamais ma foy.	Il n'eut jamais ma foi.
CHRESPHONTE.	CHRÉPHONTE.
CHRESPHONTE.	CHRÉPHONTE.
L’Ambaſſadeur s’en vante,	L'Ambassadeur s'en vante,
MEROPE.	MEROPE.
La vanité d’autruy me rend-elle inconſtante?	La vanité d'autrui me rend-elle inconstante?
CHRESPHONTE.	CHRÉPHONTE.
s’il n’a point voſtre foy, pourquoy donc ſouffrezVOus, Qu’il diſe que ſon Roy doit-eſtre voſtre Eſpoux?	s'il n'a point votre foi, pourquoi donc souffrezUOus, Qu'il dise que son Roi doit-être votre Époux?
MEROPE.	MEROPE.
Mon diſcours ambigu qui vous a mis en peine, Flatte cet abuſé d’vne éperance vaine:	Mon discours ambigu qui vous a mis en peine, Flatte cet abusé d'une éperance vaine:
I’ay dit en ſens obſcur (mais qu’il a mal tourné) I’épouſeray celuy qu’vn Pere m’a donné:	J'ai dit en sens obscur (mais qu'il a mal tourné) J'épouserai celui qu'un Père m'a donné:
Si le Roy de tout temps m’a promis à Scamandre?	Si le Roi de tout temps m'a promis à Samandre?
Puis que c’eſt vous, Seigneur!	Puis que c'est vous, Seigneur!
c’eſt vous qu’il faut entendre, Ainſi cet entretien, ſans bleſſer la pudeur, Vous oblige aux dépens de cet Ambaſſadeur, Et bien loin d’exciter vos jalouſes menaces, Ie penſe meriter que l’on me rende graces.	c'est vous qu'il faut entendre, Ainsi cet entretien, sans blesser la pudeur, Vous oblige aux dépens de cet Ambassadeur, Et bien loin d'exciter vos jalouses menaces, Je pense mériter que l'on me rende grâces.
CHRESPHONTE.	CHRÉPHONTE.
Quand vous le receuez en ces lieux comme moy, Eſt-ce ſecrettement, ou par l’ordre du Roy?	Quand vous le recevez en ces lieux comme moi, Est-ce secrètement, ou par l'ordre du Roi?
Qui me donne vn Riual, ou Merope, ou Cypſele?	Qui me donne un Rival, ou Merope, ou Cyple?
Tous les deux m’ont promis, lequel m’eſt infidelle?	Tous les deux m'ont promis, lequel m'est infidèle?
Qui des deux à ma honte a choiſi cet Eſpoux?	Qui des deux à ma honte a choisi cet Époux?
Qui des deux a changé mes reſpects en courroux?	Qui des deux a changé mes respects en courroux?
Eſt-ce le Roy qui prend Tyſamene pour Gendre?	Est-ce le Roi qui prend Tysamène pour Gendre?
eſt-ce-vous qui perdez & Chreſphonte & Scamandre ?	est-ce-vous qui perdez et Chresphonte et Scamandre ?
Qui dois-je ſoupçonner?	Qui dois-je soupçonner?
enfin répondez-moy:	enfin répondez-moi:
Eſt-ce-vous?	Est-ce-vous?
eſt-ce luy qui me manque de foy:	est-ce même qui me manque de foi:
Qui des deux a rompu le nœud qui nous aſſemble, Elt-ce Cyplele, ou vous, ou tous les deux enſemble?	Qui des deux a rompu le nœud qui nous assemble, Élt-ce Cyple, ou vous, ou tous les deux ensemble?
MEROPE.	MEROPE.
Vous m’accuſez à tort de cauſer voſtre ennuy.	Vous m'accusez à tort de causer votre ennui.
CHRESPHONTE.	CHRÉPHONTE.
Ah!	Ah!
ſi ce n’eſt pas vous, dites moy ſi c’eſt luy.	si ce n'est pas vous, dites -moi si c'est lui.
MEROTE.	MEROTE.
Ie ne le puis blaſmer ſans que ie ſois blaſmable.	Je ne le puis blâmer sans que ici sois blâmable.
CHRESPHONTE.	CHRÉPHONTE.
Puis qu’il eſt innocent, vous-eſtes donc coupable.	Puis qu'il est innocent, vous-êtes donc coupable.
Vn Amant voit trop clair, on ne peut l’abuſer, Et l’infidelité ne ſe peut excuſer:	Un Amant voit trop clair, on ne peut l'abuser, Et l'infidélité ne se peut excuser:
A mon premier bon-heur ie ne puis plus pretendre, Le mal-heureux Chreſphonte eſt jaloux de Scamandre:	À mon premier bonheur ie ne puis plus prétendre, Le malheureux Chresphonte est jaloux de Scamandre:
Scamandre eſtoit aymé, Chreſphonte ne l’eſt pas:	Scamandre était aimé, Chresphonte ne l'est pas:
Le temps change Merope, & non pas ſes appas.	Le temps change Merope, et non pas ses appas.
Le temps changeant ſon cœur, ſans la rendre moins belle, La change pour moy ſeul, puis qu’elle eſt infidelle.	Le temps changeant son cœur, sans la rendre moins belle, La change pour moi seul, puis qu'elle est infidèle.
En vain durant huit ans trop ingrate beauté !	En vain durant huit ans trop ingrate beauté !
I’ay témoigné mon zele & ma fidelité, En vain dés le moment que ma flame fut née?	J'ai témoigné mon zèle et ma fidélité, En vain dès le moment que ma flamme fut née?
Aux yeux de tous les Grecs, ie vous ay couronnée:	Aux yeux de tous les Grecs, je vous ai couronnée:
En vain aux champs de Mars, i’ay ſouffert des trauaux :	En vain aux champs de Mars, j'ai souffert des travaux :
Et ſur terre, & ſur mer, i’ay vaincu mes Riuaux.	Et sur terre, et sur mer, j'ai vaincu mes Rivaux.
Le détroit de Naupacte, & les riues d’Alphée Ont en vain à ce bras dreſſé plus d’vn trophée, Le beau fleuue Ladon, ma veu vaincre à ſon tour:	Le détroit de Naupacte, et les rives d'Alphée Ont en vain à ce bras dressé plus d'un trophée, Le beau fleuve Ladon, ma veu vaincre à son tour:
Mais en vain mes reſpects ont monſtré mon amour.	Mais en vain mes respects ont montré mon amour.
un vain i’ay ſur les eaux peint mes feux & ma gloire, Puis que ie ne ſuis plus dedans voſtre memoire, Et tout vaincu qu’il eſt.	un vain j'ai sur les eaux peint mes feux et ma gloire, Puis que je ne suis plus dedans votre mémoire, Et tout vaincu qu'il est.
Tyſamene eſt vainqueur, Il remporte le prix, puis qu’il a voſtre cœur.	Tysamène est vainqueur, Il remporte le prix, puis qu'il a votre cœur.
MEROPE.	MEROPE.
Non il n’a point mon cœur, & ie vous ſuis fidelle, Pour reſpecter vn Pere, on n’eſt pas criminelle.	Non il n'a point mon cœur, et Seigneur vous suis fidèle, Pour respecter un Père, on n'est pas criminelle.
CRESPHONTE D'vn eſpoir glorieux flattez bien mon Riual;	CRÉPHONTE D'un espoir glorieux flattez bien mon Rival;
Cet eſpoir mal fondé luy deuiendra fatal.	Cet espoir mal fondé lui deviendra fatal.
Auec voſtre inconſtance, adorable inhumaine, Ie ne vous puis haïr, ie hais ſeul Tyſamene.	Avec votre inconstance, adorable inhumaine, Je ne vous puis haïr, toujours hais seul Tysamène.
I’ay du reſpect pour vous malgré voſtre rigueur;	J'ai du respect pour vous malgré votre rigueur;
Mais ie ne puis ſouffrir qu’vn autre ait voſtre cœur, Dans ma iuſtefureur, ie vais dans mon armée Par tant d’heureux combats à vaincre accouſtumée, Animer mes ſoldats de ma gloire jaloux, A combatre pour moy, comme ils ont fait pout vous, Sous l’eſtendart d’Amour, i’ay vaincu Tyſamene?	Mais ici ne puis souffrir qu'un autre ait votre cœur, Dans ma justefureur, Seigneur vais dans mon armée Par tant d'heureux combats à vaincre accoutumée, Animer mes soldats de ma gloire jaloux, A combattre pour moi, comme ils ont fait pout vous, Sous l'étendard d'Amour, j'ai vaincu Tysamène?
Ie le veux vaincre encor ſous celuy de la haine, Et pour mieux me vanger de cet audacieux Ie veux en triompher ſous vos murs, à vos yeux.	Je le veux vaincre encor sous celui de la haine, Et pour mieux me venger de cet audacieux Je veux en triompher sous vos murs, à vos yeux.
Ie veux pour ſuy monſtrer ma haine & ma vaillance, Eſteindre dans ſon ſang ſon injuſte eſperance, Et luy faire auoüer par ſes derniers ſoûpirs, Que ie meritois ſeul l’objet de ſes deſirs.	Je veux pour suy onstrer ma haine et ma vaillance, Éteindre dans son sang son injuste espérance, Et lui faire auoüer par ses derniers soupirs, Que ie meritois seul l'objet de ses désirs.
MEROPE.	MEROPE.
Merope veut monſtrer qu’elle vous eſt ſi lelle, Son deuoir la contraint à s’expliquer contre elles Cherchez donc vn moyen dans cette extrémité D’accorder ſon Amour auec la Pieté, Ouy pourueu qu’à l’honneur l’Amour ne ſoit contraire, Merope veut mourir, ou vous veut ſatisfaire.	Mérope veut montrer qu'elle vous est si lelle, Son devoir la contraint à s'expliquer contre elles Cherchez donc un moyen dans cette extrémité D'accorder son Amour avec la Piété, Oui pourvu qu'à l'honneur l'Amour ne soit contraire, Mérope veut mourir, ou vous veut satisfaire.
CHRESPHONTE.	CHRÉPHONTE.
Vn vnique moyen me reſte en mon mal-heur, D ij Sans bleſſer la vertu, ny ſans bleſſer l’honneur.	Un unique moyen me reste en mon malheur, D éj Ans blesser la vertu, toujours sans blesser l'honneur.
Puis que i’ay voſtre foy, monſtrez voſtre conſtance, Si le Ciel à mes feux donne la preference;	Puis que j'ai votre foi, montrez votre constance, Si le Ciel à mes feux donne la préférence;
Pour l’intereſt d’Amour, & celuy d’vn vainqueur, Dites que cele moj rurqualqueen voſtre cœur;	Pour l'intérêt d'Amour, et celui d'un vainqueur, Dites que cele moj urqualqueen votre cœur;
Par là vous conſeruez voſtre gloire & ma vie.	Par là vous conservez votre gloire et ma vie.
MEROPE.	MEROPE.
Pour finir voſtre erreur & voſtre jalouſie, Donnez moy quelque temps.	Pour finir votre erreur et votre jalousie, Donnez moi quelque temps.
CHRESPHONTE.	CHRÉPHONTE.
Ma violelité Amour Ne vous peut accorder que le reſte du iour.	Ma violelité Amour Ne vous peut accorder que le reste du jour.
SCENE IV.	SCÈNE IV.
MEROPE, CEPHALIE.	MEROPE, CÉPHALIE.
MEROPE.	MEROPE.
Vand i’ay ſceu l’obliger, l’ingrat me nomme ingrate, Quani mes feux ſont conſtans, ſa jalouſie éclate, Et ce ſoupçon injuſté exite mon courfoux.	Vand j'ai su l'obliger, l'ingrat me nomme ingrate, Quani mes feux sont constants, sa jalousie éclate, Et ce soupçon injusté exite mon courfoux.
CEPJHALIE.	CEPJHALIE.
S’il vous cheriſſoit moins, il ſeroit moins jaloux Comme il croit icy bas vos beautez ſans égales, Il a craint de vous perdre	S'il vous chérissait moins, il serait moins jaloux Comme il croit ici bas vos beautés sans égales, Il a craint de vous perdre
MEROPE.	MEROPE.
Ah beautez trop fatales	Ah beautés trop fatales
Redoutables éclairs qui ſortez de mes yeux, Vous attirez touſiours la foudre dans ces lieux, Ou ſur ma propre teſte, où ſur tout ce que i’ayme, Pour perdre mon Amant, ou mon Pere, ou moyméme, Mon Pere en ſes Eſtats ſeroit en paix ſans vous, Et mon aueugle Amant ne ſeroit point jaloux.	Redoutables éclairs qui sortez de mes yeux, Vous attirez toujours la foudre dans ces lieux, Ou sur ma propre tête, où sur tout ce que j'aime, Pour perdre mon Amant, ou mon Père, ou moyméme, Mon Père en ses États serait en paix sans vous, Et mon aveugle Amant ne serait point jaloux.
Moy ie ne verrois pas la funeſte iournée Qui fait qu’au deſeſpoir ie ſuis abandonnée;	Moi ici ne verrais pas la funeste journée Qui fait qu'au désespoir esprit suis abandonnée;
