A PARIS.	À PARIS.
Mauieje juia e ecadre cldlinanta y Que toûjours je vous aimeray.	Mauieje juia eût ecadre cldinanta y Que toujours je vous aimerai.
ERASTE.	ERASTE.
Elle continue.	Elle continue.
Voilà qui m’aſſeuroit à jamais de vos feux?	Voilà qui m'assurait à jamais de vos feux?
Et la main, & la lettre, ont menty toutes deux.	Et la main, et la lettre, ont menti toutes deux.
Teunen GROS-RENE’.	Teunen GROS-RENE'
ERASTE.	ERASTE.
Elie eit de vous ?	Élie eit de vous ?
iunit;	junit;
memne fortune.	memne fortune.
Ferme.	Ferme.
MARINETTE.	MARINETTTE.
LUCILE.	LUCILE.
J’aurois regret d’en épargner aucune.	J'aurais regret d'en épargner aucune.
ROS-RENE’.	ROS-RENE.
N’ayez pas le dernier.	N'ayez pas le dernier.
MARINAETE.	MARINAETE.
Tenez bon juſqu’au bout.	Tenez bon jusqu'au bout.
LUCILE.	LUCILE.
Enfin, voilà le reſte.	Enfin, voilà le reste.
ERASTE.	ERASTE.
Et, grace au Ciel, c’eſt tout.	Et, grâce au Ciel, c'est tout.
Que ſois-je eateriine, ir je ne tiens parole.	Que sois-je éateriine, ir je ne tiens parole.
UCILE.	UCILE.
Me confonde le Ciel, ſi la mienne eſt frivole.	Me confonde le Ciel, si la mienne est frivole.
Adieu donc.	Adieu donc.
ERASTE.	ERASTE.
LUCILE.	LUCILE.
Adieu donc.	Adieu donc.
MARINETTE.	MARINETTTE.
Voila qui va des mieux.	Voilà qui va des mieux.
GROS	GROS
GROS-RENE'.	GROS-RENE'.
Vous triomphez.	Vous triomphez.
MARINETTE.	MARINETTTE.
Allons, oſtez vous de ſes yeux.	Allons, ôtez -vous de ses yeux.
GROS-RENE’́.	GROS-RENE'Hel.
Retirez-vous, aprés cet effort de courage.	Retirez-vous, après cet effort de courage.
Miule dlun ilan.	Mivle dlun ilan.
Qu’attendez-vous encor?	Qu'attendez-vous encor?
ANOGRENE.	ANOGRENE.
Que faut-il davantage?	Que faut-il davantage?
ERASTE.	ERASTE.
Ha!	Ha!
Lucile, Lucile, un cœur comme le mien.	Lucile, Lucile, un cœur comme le mien.
Se fera regreter, & je le ſçay fort bien.	Se fera régréter, et je le sais fort bien.
n avld E.	 nauld E.
Eraſte, Eraſte, un cœur fait comme eſt fait le voſtre Se peut facilement reparer par un autre.	Eraste, Eraste, un cœur fait comme est fait le vôtre Se peut facilement réparer par un autre.
ERASTE.	ERASTE.
Non, non, cherchez par tout, vous n’en aurez jamais De ſi paſſionné pour vous, je vous promets.	Non, non, cherchez par tout, vous n'en aurez jamais De si passionné pour vous, je vous promets.
Je ne dis pas cela pour vous rendre attendrie;	Je ne dis pas cela pour vous rendre attendrie;
J’aurois tort d’en former encore quelque envie;	J'aurais tort d'en former encore quelque envie;
Mes plus ardens reſpects n’ont pû vous obliger, vous avez vouiu fompre;	Mes plus ardents respects n'ont pu vous obliger, vous avez voui fompre;
Il n’y raut plus ſonger:	Il n'y raut plus songer:
Mais perſonne aprés moy, quoy qu’on vous faſſe entendre, N’aura jamais pour vous de paſſion ſi tendre.	Mais personne après moi, quoi qu'on vous fasse entendre, N'aura jamais pour vous de passion si tendre.
LUCILE.	LUCILE.
Quand on aime les gens, on les traite autrement;	Quand on aime les gens, on les traite autrement;
On fait de leur perſonne un meilleur jugement.	On fait de leur personne un meilleur jugement.
ERASTE.	ERASTE.
Quand on aime les gens, on peut de jalouſie, Sur beaucoup d’apparence, avoir l’ame ſaiſie:	Quand on aime les gens, on peut de jalousie, Sur beaucoup d'apparence, avoir l'âme saisie:
Mais alors qu’on les aime, on ne peut en effet Se reſoudre à les perdre, & vous vous l’avez fait.	Mais alors qu'on les aime, on ne peut en effet Se résoudre à les perdre, et vous vous l'avez fait.
LUCILE.	LUCILE.
La pure jalouſie eſt plus reſpectueuſe.	La pure jalousie est plus respectueuse.
ERASTE.	ERASTE.
On voit d'un cen plus uoux une onence amoureuſe.	On voit d'un cen plus uoux une onence amoureuse.
LUCILE.	LUCILE.
Non, voſtre cœur, Eraſte, eſtoit mal-enſlammé.	Non, votre cœur, Eraste, était mal-enslammé.
ERASTE.	ERASTE.
Non, Lucile, jamais vous ne m’avez aimé.	Non, Lucile, jamais vous ne m'avez aimé.
LUCILE.	LUCILE.
Eh!	Eh!
je croy que cela foiblement vous ſoucie:	je crois que cela faiblement vous soucie:
Peut-eſtre en ſeroit-il beaucoup mieux pour ma vie, Si je.	Peut-être en serait-il beaucoup mieux pour ma vie, Si je.
mais laiſſons-la ces diſcours ſuperflus:	mais laissons-la ces discours superflus:
Je ne dis point quels ſont mes penſers là-deſſus.	Je ne dis point quels sont mes pensers là-dessus.
Pourquoy?	Pourquoi?
ERASTE.	ERASTE.
MMORLE.	MORLE.
Par la raiſon que nous rompons enſemble, Et que cela n’eit plus de faſion, ce ine lemble.	Par la raison que nous rompons ensemble, Et que cela n'éit plus de fasion, ce ine lemble.
Nous rompons?	Nous rompons?
ERASTE.	ERASTE.
LUCILE.	LUCILE.
Ouy vrayment;	Oui vraiment;
quoy?	quoi?
n’en eſt-ce pas fait?	n'en est-ce pas fait?
ERASTE.	ERASTE.
Et vous voyez cela d’un eſprit ſatisfait?	Et vous voyez cela d'un esprit satisfait?
Comme vous.	Comme vous.
ETCTLE.	ETCTLE.
ERASTE.	ERASTE.
Comme moy?	Comme moi?
PACILE.	PACILE.
Sans doute c’eſt foibleſſe, De mune von aux gens que ſeur perte nous bleſſe,	Sans doute c'est faiblesse, De mune von aux gens que sûr perte nous blesse,
ERASTE.	ERASTE.
Mais, crûelle, c’eſt vous qui l’avez bien vouſu.	Mais, crûelle, c'est vous qui l'avez bien vousu.
LUCILE.	LUCILE.
Moy!	Moi!
point du tout;	point du tout;
c’eſt vous qui l’avez reſolu.	c'est vous qui l'avez résolu.
ERASTE.	ERASTE.
Moy!	Moi!
je vous ay creu là faire un plaiſir extréme.	je vous ai cru là faire un plaisir extrême.
LUCILE.	LUCILE.
Point, vous avez voulu vous contenter vous même.	Point, vous avez voulu vous contenter vous -même.
ERASTE.	ERASTE.
Mais, ſi mon cœur encor revouloit ſa priſon?	Mais, si mon cœur encor revoulait sa prison?
Sl, lour falcne qu’I eit, i’demandoit pardon ?	Sl, lour falcne qu'I eit, j'demandait pardon ?
LUCILE.	LUCILE.
Non, non, n’en faites rien;	Non, non, n'en faites rien;
ma foibleſſe eſt trop grande, J’aurois peur d’accorder trop toſt voſtre demande.	ma faiblesse est trop grande, J'aurais peur d'accorder trop tôt votre demande.
ERASTE.	ERASTE.
Ha!	Ha!
vous ne pouvez pas trop toſt me l’accorder, Ny moy ſur cette peur trop toſt le demander;	vous ne pouvez pas trop tôt me l'accorder, Ni moi sur cette peur trop tôt le demander;
Conſentez-y, Madame, une flame ſi belle Doit pour voſtre intereſt demeurer immortelle.	Consentez-y, Madame, une flamme si belle Doit pour votre intérêt demeurer immortelle.
Je le demande enfin:	Je le demande enfin:
me l’accorderez-vous Ce pardon obligeant?	me l'accorderez-vous Ce pardon obligeant?
LUCILE.	LUCILE.
Remenez-moy chez nous.	Remenez-moi chez nous.
SCENE IV.	SCÈNE IV.
MARINETTE, GROS-RENE'.	MARINETTTE, GROS-RENE.
MARINETTE.	MARINETTTE.
O!	Ô!
la laſche perſonne!	la lâche personne!
d ROSRENE.	d ROSRENE.
Ha!	Ha!
le foible courage!	le faible courage!
MARINETTE.	MARINETTTE.
J’en rougis de dépit.	J'en rougis de dépit.
GROS-RENE’.	GROS-RENE'.
J’en ſuis gonflé de rage:	J'en suis gonflé de rage:
Re t fhagine pas que je me lende aiii.	Re t hagine pas que je me lende aii.
MARINETTE.	MARINETTTE.
Et ne penſe pas, toy, trouver ta dupe auſſi.	Et ne pense pas, toi, trouver ta dupe aussi.
GROS-RENE'.	GROS-RENE'.
Vien, vien, frotter ton nez auprés de ma colere.	Viens, viens, frotter ton nez auprès de ma colère.
MARINETTE.	MARINETTTE.
Tu nous prens pour un autre;	Tu nous prends pour un autre;
& tu n’as pas affaire A ma ſotte maiſtreſſe.	et tu n'as pas affaire À ma sotte maîtresse.
Ardez le beau muſeau?	Ardez le beau museau?
Pour nous donner envie encore de ſa peau :	Pour nous donner envie encore de sa peau :
Moy, Moy, j’aurois de l’amour pour ta chienne de face!	Moi, Moi, j'aurais de l'amour pour ta chienne de face!
Moy, je te chercherois!	Moi, je te chercherais!
Ma foy, l’on t’en fricaſſe Des filles comine nous.	Ma foi, l'on t'en fricasse Des filles comine nous.
GROS-RENE'.	GROS-RENE'.
Ouy?	Oui?
tu le prens par là?	tu le prends par là?
Tien, tien, ſans y chercher tant de façons, voilà Ton beau galand de neige, avec ta hompureille;	Tiens, tien, sans y chercher tant de façons, voilà Ton beau galant de neige, avec ta hompureille;
Il n’aura plus l’honneur d’eſtre ſur mon oreille,	Il n'aura plus l'honneur d'être sur mon oreille,
MARINETTE.	MARINETTTE.
Et toy, pour te monſtrer que tu m’es à mépris, Voila ton demy cent d’epingles de Paris, Que tu me donnas hier avec tant de fanfare.	Et toi, pour te montrer que tu m'es à mépris, Voilà ton demi cent d'épingli de Paris, Que tu me donnas hier avec tant de fanfare.
GROS-RENE’.	GROS-RENE'.
Tiens encor ton couſteau;	Tiens encor ton coûteau;
la piece eſt riche & rare:	la pièce est riche et rare:
Al te coulta M blanes ioisquetumen ls don.	Al te coulta M lanes joisquetumen ls don.
MARINETTE.	MARINETTTE.
Tien tes ciſeaux, avec ta chaiſne de leton.	Tiens tes ciseaux, avec ta chaîne de leton.
GROS-RENE'.	GROS-RENE'.
j’oubliois d’avant-hier ton morceau de fromage?	j'oubliais d'avant-hier ton morceau de fromage?
Tien:	Tiens:
je voudrois pouvoir rejetter le potage Que dumono mangeis pouimuavonnena toy.	je voudrais pouvoir rejetter le potage Que dumono mangeis pouimuavonnena toi.
MARINETTE.	MARINETTTE.
je ir ay poifit hiaintenant de tes lettres ſur moy;	je ir ai poifit hiaintenant de tes lettres sur moi;
Mais j’en feray du feu juſques à la derniere.	Mais j'en ferai du feu jusques à la dernière.
GROS-RENE.	GROS-RENE.
Et des tiennes tu ſçais ce que j’en ſçauray faire!	Et des tiennes -tu sais ce que j'en sçauray faire!
MARINETTE.	MARINETTTE.
Prend garde à ne venir jamais me reprier.	Prend garde à ne venir jamais me reprier.
SROSRER LE Pour couper tout chemin à nous rapatrier, Il faut rompre la paille;	SROSRER LE Pour couper tout chemin à nous rapatrier, Il faut rompre la paille;
Une paille rompue Rend, entre gens d’honneur, une affaire concluë, Ne fay point les doux yeux;	Une paille rompue Rend, entre gens d'honneur, une affaire conclue, Ne fais point les doux yeux;
je veux eſtre faſché.	je veux être fâché.
MARINETTE.	MARINETTTE.
Ne me lorgue point, toy;	Ne me lorgue point, toi;
j’ay l’eſprit trop touché.	j'ai l'esprit trop touché.
GROS-RENE'.	GROS-RENE'.
Romps;	Romps;
voilà le moyen de ne s’en plus dédire:	voilà le moyen de ne s'en plus dédire:
Romps;	Romps;
Romps;	Romps;
tu ris, bonne beſte!	tu ris, bonne bête!
1T	1T
MARINETTE.	MARINETTTE.
Ouy, car tu me fais rire.	Oui, car tu me fais rire.
GROS-RENE’.	GROS-RENE'.
La peſte ſoit ton ris;	La peste soit ton ris;
voilà tout mon courroux Déja duicifié:	voilà tout mon courroux Déjà duicifié:
qu’en dis-tu :	qu'en dis-tu :
romprons nous?	romprons -nous?
Ou ne romprons nous pas?	Ou ne romprons nous pas?
MARINETTE.	MARINETTTE.
GROSRENE.	GROSRENE.
Voy toy.	Vois toi.
MARINETTE.	MARINETTTE.
Voy toy-même.	Vois toi-même.
ROS-RENE.	ROS-RENE.
uit ce quela comens que jammale je ne saiine?	Ouit ce quel compens que jammale je ne saisine?
MARINETTE.	MARINETTTE.
Moy?	Moi?
ce que tu voudras.	ce que tu voudras.
Dy.	Dis.
GROS-RENE'.	GROS-RENE'.
Ce que tu voudras, toy.	Ce que tu voudras, toi.
MARINETTE.	MARINETTTE.
Je ne diray rien.	Je ne dirai rien.
BROSRENE.	BROSRENE.
Ny moy non plus.	Ni -moi non plus.
MARINETTE.	MARINETTTE.
Ny moy.	Ni -mo.
ROS-RENÉ Ma foy, nous ferons mieux de quitter la grimace;	ROS-REN Ma foi, nous ferons mieux de quitter la grimace;
fauene, jelepaldome.	favène, jelépaldome.
MARINETTE.	MARINETTTE.
Et moy je te fais grace.	Et moi je te fais grâce.
GROS-RENE'.	GROS-RENE'.
Mon Dieu!	Mon Dieu!
qu’à tes appas je ſuis acoquino	qu'à tes appas je suis acoquino
MARINETTE.	MARINETTTE.
Que Marinette eſt ſotte aprés ſon Gros-René!	Que Marinette est sotte après son Gros-René!
Fin du quatreme victe.	Fin du quatreme victe.
ACTE	ACTE
ACTE V.	ACTE V.
MASCARILLE.	MASCARILLE.
Ez que l’obſcurité regnera dans la ville, Je me veux introduire au logis de Lucile:	Es que l'obscurité régnera dans la ville, Je me veux introduire au logis de Lucile:
Va viſte de ce pas preparer pour tantoſt, Et la lanterne ſourde, & les armes qu’il faut.	Va vite de ce pas préparer pour tantôt, Et la lanterne sourde, et les armes qu'il faut.
Quand il m’a dit ces mots, il m’a ſemblé d’entendre, Va viſtement chercher un licou pour te pendre.	Quand il m'a dit ces mots, il m'a semblé d'entendre, Va vite chercher un licou pour te pendre.
Venez-ça, mon patron, car, dans l’étonnement Où m’a jetté d’abord un tel commandement, Je n’ay pas eu le temps de vous pouvoir répondre;	Venez-ça, mon patron, car, dans l'étonnement Où m'a jeté d'abord un tel commandement, Je n'ai pas eu le temps de vous pouvoir répondre;
Mais je vous veux icy parler, & vous confondre:	Mais je vous veux ici parler, et vous confondre:
Deffendez-vous donc bien, & raiſonnons ſans bruit.	Défendez-vous donc bien, et raisonnons sans bruit.
Vous voulez, dites-vous, aller voir cette nuit Lucile?	Vous voulez, dites-vous, aller voir cette nuit Lucile?
ouy, Maſcarille.	oui, Mascarille.
Et que penſez vous faire?	Et que pensez -vous faire?
Une action d’amant qui ſe veut ſatisfaire, Une action d’un homme à fort petit cerveau, Que d’aller ſans beſoin riſquer ainſi ſa peau :	Une action d'amant qui se veut satisfaire, Une action d'un homme à fort petit cerveau, Que d'aller sans besoin risquer ainsi sa peau :
Mais tu ſçais quel motif à ce deſſein m’apelle;	Mais tu sais quel motif à ce dessein m'appelle;
Lucile eſt irritée.	Lucile est irritée.
Et bien, tant pis pour elle.	Et bien, tant pis pour elle.
Mais l’amour veut quej’aille appaiſer ſon eſprit.	Mais l'amour veut quej'aille apaiser son esprit.
Mais l’amour eſt un ſot qui ne ſçait ce qu’il dit:	Mais l'amour est un sot qui ne sait ce qu'il dit:
Nous garantira-t-il cet amour, je vous prie, D’un rival, ou d’un pere, ou d’un frere en furie?	Nous garantira-t-il cet amour, je vous prie, D'un rival, ou d'un père, ou d'un frère en furie?
Penſes-tu qu’aucun d’eux ſonge à nous faire mal?	Penses-tu qu'aucun d'eux songe à nous faire mal?
Ouy vrayment, je le penſe;	Oui vraiment, je le pense;
& ſur tout, ce rival.	et sur tout, ce rival.
Maſcarille, en tous cas, l’eſpoir où je me fonde, Nous irons bien armez, & ſi quelqu’un nous gronde, Nous nous chamillerons.	Mascarille, en tous cas, l'espoir où je me fonde, Nous irons bien armés, et si quelqu'un nous gronde, Nous nous chamillerons.
Ouy, voilà juſtement Ce que voſtre valet ne pretend nullement:	Oui, voilà justement Ce que votre valet ne prétend nullement:
Moy chamiller!	Moi chamiller!
bon Dieu!	bon Dieu!
ſuis-je un Roland?	suis-je un Roland?
mon	mon
Ou quelque Ferragus?	Ou quelque Ferragus?
c’eſt fort mal me connoiſtre, Quand je viens à ſonger, moy qui me ſuis ſi cher, Qu’il ne faut que deux doits d’un miſerable fer Dans le corps, pour vous mettre un humain dans la biere, Je ſuis ſcandaliſé d’une étrange maniere.	c'est fort mal me connaître, Quand je viens à songer, moi qui me suis si cher, Qu'il ne faut que deux doits d'un misérable fer Dans le corps, pour vous mettre un humain dans la bête, Je suis scandalisé d'une étrange manière.
Mais tu ſeras arme de pied en cap.	Mais tu seras arme de pied en cap.
Tant pis;	Tant pis;
J’en ſeray moins leger à gagner le taillis:	J'en serai moins léger à gagner le taillis:
Et de plus, il n’eſt point d’armure ſi bien jointe, Où ne puiſſe gliſſer une vilaine pointe.	Et de plus, il n'est point d'armure si bien jointe, Où ne puisse glisser une vilaine pointe.
Oh!	Oh!
tu ſeras ainſi tenu pour un poltron.	tu seras ainsi tenu pour un poltron.
Soit:	Soit:
pourveu que toûjours je branle le menton :	pourvu que toujours je branle le menton :
A table contez moy, ſi vous voulez, pour quatre;	A table comptez -moi, si vous voulez, pour quatre;
Mais contez moy pour rien, s’il s’agit de ſe batre:	Mais comptez -moi pour rien, sil 'agit de se battre:
Enfin, ſi l’autre monde a des charmes pour vous, Pour moy, je trouve l’air de celuy-cy fort doux:	Enfin, si l'autre monde a des charmes pour vous, Pour moi, je trouve l'air de celui-cy fort doux:
Je n’ay pas grande faim de mort ny de bleſſure, Et vous ferez le ſot tout ſeul, je vous aſſure.	Je n'ai pas grande faim de mort ni de blessure, Et vous ferez le sot tout seul, je vous assure.
SCENE II.	SCÈNE II.
VALERE, MASCARILLE.	VALÈRE, MASCARILLE.
VALERE.	VALÈRE.
E n’ay jamais trouvé de jour plus ennuyeux :	ELLE n'ai jamais trouvé de jour plus ennuyeux :
Le ſoleil ſemble s’eſtre oublié dans les Cieux, Et juſqu’au lit qui doit recevoir ſa lumiere, Je voy reſter encore une telle carriere, Que je croy que jamais il ne l’achevera, al que de la lenteul monamc emagcia.	Le soleil semble s'être oublié dans les Cieux, Et jusqu'au lit qui doit recevoir sa lumière, Je vois rester encore une telle carrière, Que je crois que jamais il ne l'achèvera, al que de la lenteul monamc emaga.
MASCARILLE.	MASCARILLE.
Et cet empreſſement pour s’en aller dans l’ombre, Peſcher viſte à taſtons quelque ſiniſtre encombre.	Et cet empressement pour s'en aller dans l'ombre, Pêcher vite à tâtons quelque sinistre encombre.
Vous voyez que Lucile entiere en ſes rebuts.	Vous voyez que Lucile entière en ses rebuts.
ALERE.	ALÈRE.
Ne me fay point icy de contes ſuperflus.	Ne me fais point ici de contes superflus.
Quand j’y devrois trouver cent embûches mortelles, Je ſens de ſon courroux ues gemes nop diuuiu, Et je veux l’adoucir, ou terminer mon ſort, Celt uu poicienla.	Quand j'y devrais trouver cent embûches mortelles, Je sens de son courroux ues gémes nop diviu, Et je veux l'adoucir, ou terminer mon sort, Celt poicienla.
MASCARILLE.	MASCARILLE.
J’approuve ce tranſport:	J'approuve ce transport:
Mais le mal eſt, Monſieur, qu’il faudra s’introduire En cachette.	Mais le mal est, Monsieur, qu'il faudra s'introduire En cachette.
VALERE.	VALÈRE.
Fort bien.	Fort bien.
MASCRRILLE.	MASCRILLE.
Et j’ay peur de vous nuire.	Et j'ai peur de vous nuire.
Et comment?	Et comment?
VALERE.	VALÈRE.
MASCARILLE.	MASCARILLE.
Une toux me tourmente à drourir, Dont le bruit importun vous fera deſcouvrir:	Une toux me tourmente à drourir, Dont le bruit importun vous fera découvrir:
De momein en moment.	De momein en moment.
vous voyez le ſlipplice.	vous voyez le slipplice.
VALERE.	VALÈRE.
Ce mal te paſſera;	Ce mal te passera;
pren du jus de reglice.	pren du jus de règlice.
MASCARILLE.	MASCARILLE.
Je ne croy pas, Monſieur, qu’il ſe veuille paſſer.	Je ne crois pas, Monsieur, qu'il se veuille passer.
Je ſerois ravy moy de ne vous point laiſſer;	Je serais ravi moi de ne vous point laisser;
Mais j’aurois un regret mortel, ſi j’eſtois cauſe Qu’il fuſt à mon cher maiſtre arrivé quelque choſe.	Mais j'aurais un regret mortel, si j'étais cause Qu'il fût à mon cher maître arrivé quelque chose.
SCENE III.	SCÈNE III.
VALERE, LA RAPIERE, MASCARILLE.	VALÈRE, LA RAPIÈRE, MASCARILLE.
i de Mde de de Onſieur, de bonne part je viens d’eſtre informé, M Qu’Eraſte eſt contre vous fortement animé;	y de Mde de de Onsieur, de bonne part je viens d'être informé, M Eraste est contre vous fortement animé;
Et qu’Albert parle auſſi de faire pour ſa fille Roüer jambes & bras à voſtre Maſcarille.	Et qu'Albert parle aussi de faire pour sa fille Rouer jambes et bras à votre Mascarille.
MASCARILLE.	MASCARILLE.
Moy;	Moi;
je ne ſuis pour rien dans tout cet embarras.	je ne suis pour rien dans tout cet embarras.
Qu’ay je fait?	Qu'ai je fait?
pour me voir roüer jambes & bras?	pour me voir rouer jambes et bras?
Suis-je donc gardien, pour employer ce ſtile, De la Virginité des filles de la ville?	Suis-je donc gardien, pour employer ce style, De la Virginité des filles de la ville?
Sur la tentation ay je quelque credit?	Sur la tentation ai -je quelque crédit?
Mnpuis jeinuis, encin, lle cocurleur endits	Mnpuis jeinuis, encin, lèle cocurleur endits
VALERE.	VALÈRE.
O!	Ô!
qu’ils ne ſeront pas ſi meſchans qu’ils le diſent?	qu'ils ne seront pas si méchants qu'ils le disent?
Et quelque belle ardeur que ſes feux luy produiſent, Eraſte n’aura pas ſi bon marché de nous.	Et quelque belle ardeur que ses feuxlui produisent, Eraste n'aura pas si bon marché de nous.
111l .	1111l .
LA RAPIERE.	LA RAPIÈRE.
dintoudinlomiouiomijmouulud oitout à vous.	dintoudinlomiouiomijmouulud ait à vous.
Vous ſçavez de tout temps que je ſuis un bon frere.	Vous savez de tout temps que je suis un bon frère.
AEERE.	AÈRE.
Je vous ſuis obligé, Monſieur de la Rapiere.	Je vous suis obligé, Monsieur de la Rapière.
LA RAPIERE.	LA RAPIÈRE.
J’ay deux amis auſſi que je vous puis donner, Qui contre tous venans ſont gens à dégainer, Et ſur qui vous pouiren prenure route ancurance.	J'ai deux amis aussi que je vous puis donner, Qui contre tous venants sont gens à dégainer, Et sur qui vous pouiren prenure route ancurance.
MASCARILLE.	MASCARILLE.
Accepten les, Momneul.	Accépten les, Momneul.
VALERE.	VALÈRE.
C'eſt trop de complaiſance.	C'est trop de complaisance.
LA RAPIERE.	LA RAPIÈRE.
Le petit Gille encor euſt pû nous aſſiſter, Sans le triſte accident qui vient de nous l’oſter.	Le petit Gille encor eût pu nous assister, Sans le triste accident qui vient de nous l'ôter.
Monireur, le granti donnlage.	Monireur, le granti donnage.
da l'ilomme de ſervice!	da l'ilomme de service!
Vous avez ſceu le tour que luy fit la Juſtice?	Vous avez su le tour que lui fit la Justice?
Il mourut en Ceſar, & luy caſſant les os Le boureau ne luy pût faire laſcher deux mots.	Il mourut en César, et même cassant les os Le boureau ne parler pût faire lâcher deux mots.
ALERE.	ALÈRE.
Monſieur de la Rapiere, un homme de la ſorte Doit eſtre regreté;	Monsieur de la Rapière, un homme de la sorte Doit être regreté;
mais, quant à voſtre eſcorte, Je vous lend giace.	mais, quant à votre escorte, Je vous lend giace.
LA RAPIERE.	LA RAPIÈRE.
Soit;	Soit;
mais ſoyez averti Quiitoue cheiene;	mais soyez averti Quiitoue cheiene;
& vous peut faire un mauvais party.	et vous peut faire un mauvais parti.
VALERE.	VALÈRE.
Et moy, pour vous montrer combien je l’apprehende:	Et moi, pour vous montrer combien je l'appréhende:
Je luy veux, s’il me cherche, offiir ce qu’il demande:	Je te veux, s'il me cherche, offir ce qu'il demande:
Et Et par toute la ville aller preſentement, dans eſtre accompagne que de Iuy leulcinent.	Et Et par toute la ville aller présentement, dans être accompagne que de Ju leulcinent.
LA RAPIERE.	LA RAPIÈRE.
Quoy!	Quoi!
Monſieur, vous voulez tenter Dieu!	Monsieur, vou lez tenter Dieu!
quelle audace!	quelle audace!
nis rous rey en tous deux comme l’on vous menace, Combien de tous coſtez.	nis rous rei en tous deux comme l'on vous menace, Combien de tous côtés.
d na Ene ſs Que regardes-tu là?	d na Ene ss Que regardes-tu là?
MASCARILLE.	MASCARILLE.
C’eſt qu’il ſent le baſton du coſté que voilà.	C'est qu'il sent le bâton du côté que voilà.
emn, ſi maintenant ma prudence en eſt creuë, Ne nous obſtinons point à reſter dans la ruë:	emn, si maintenant ma prudence en est cruë, Ne nous obstinons point à rester dans la rue:
Allons nous renfermer.	Allons nous renfermer.
VALERE.	VALÈRE.
Nous fememer :	Nous fememer :
faquin;	faquin;
Tu m’oſes propoſer un acte de coquin !	Tu m'oses proposer un acte de coquin !
Sus, ſans plus de diſcours, reſous-toy de me ſuivre.	Sus, sans plus de discours, résous-toi de me suivre.
MASCARILLE.	MASCARILLE.
Eh!	Eh!
Monſieur mon cher maiſtre, il eſt ſi doux de vivre?	Monsieur mon cher maître, il est si doux de vivre?
On ne meurt qu’une fois, & c’eſt pour ſi long-temps!	On ne meurt qu'une fois, et c'est pour si longtemps!
VALERE.	VALÈRE.
Je m’en vais t’aſſommer de coups, ſi je t’entens.	Je m'en vais t'assommer de coups, si je t'entends.
Aſcagne vient icy;	Ascagne vient ici;
laiſſons-le;	laissons-le;
il faut aftendre Quel party de luy-même il reſoudra de prendre.	il faut aftendre Quel parti de Seigneur-même il résoudra de prendre.
Cependant avec moy vien prendre à la maiſon Pour nous frotter.	Cependant avec moi vien prendre à la maison Pour nous frotter.
M ASCARTEEE Je n’ay nulle demangeaiſon.	M MDCARTEEE Je n'ai nulle démangeaison.
Que maudit ſoit l’amour, & les filles maudites, &ui veuient en taſter, puis lont les chatemites.	Que maudit soit l'amour, et les filles maudites, et vient en tâter, puis lont les chatemites.
SCENE IV.	SCÈNE IV.
ASCAGNE, FROSINE.	ASCAGNE, FROSINE.
A S CA G ri.	À S A G ri.
E St-il bien vray, Froſine?	 Et-il bien vrai, Frosine?
& ne reſvay-je point?	et ne rêvai-je point?
D 2 De me graee, contez-moy oien tout de poiſt en point.	 2 De me grace, contez-moi oyen tout de poît en point.
F ROSINE.	 ROSINE.
Vous en ſçaurez aſſez le détail;	Vous en sçaurez assez le détail;
laiſſez faire:	laissez faire:
Ces ſortes d’incidens ne ſont pour l’ordinaire Que redits trop de fois de moment en moment.	Ces sortes d'incidents ne sont pour l'ordinaire Que redits trop de fois de moment en moment.
Suffit que vous ſçachiez, qu’aprés ce teſtament Qui vouloit un garçon pour tenir ſa promeſſe, De la femme d’Albert la derniere groſſeſſe N’accoucha que de vous, & que luy deſſous main Ayant depuis long-temps concerté ſon deſſein, Fit ſon fils de celuy d’Ignés la bouquetiere, Qui vous donna pour ſienne à nourrir à ma mere.	Suffit que vous sachiez, qu'après ce testament Qui voulait un garçon pour tenir sa promesse, De la femme d'Albert la dernière grossesse N'accoucha que de vous, et que tu dessous main Ayant depuis longtemps concerté son dessein, Fit son fils de celui d'Ignès la bouquetière, Qui vous donna pour sienne à nourrir à ma mère.
La mort ayant ravy ce petit innocent Quelque dix mois aprés, Albert eſtant abſent, La crainte d’un Epoux, & l’amour maternelle, Firent l’evenement d’une ruſe nouvelle.	La mort ayant ravi ce petit innocent Quelque dix mois après, Albert étant absent, La crainte d'un Époux, et l'amour maternelle, Firent l'événement d'une ruse nouvelle.
Sa femme en ſecret lors ſe rendit ſon vray ſang?	Sa femme en secret lors se rendit son vrai sang?
Vous devintes celuy qui renoit voſtre rang, Et la mort de ce fils mis dans voſtre famille Se couvrit pour Albert de celle de ſa fille.	Vous devîntes celui qui renaît votre rang, Et la mort de ce fils mis dans votre famille Se couvrit pour Albert de celle de sa fille.
Voilà de voſtre ſort un miſtere éclaircy, Que voſtre feinte mere a caché juſqu’icy.	Voilà de votre sort un mystère éclairci, Que votre feinte mère a caché jusqu'ici.
Elle en dit des raiſons, & peut en avoir d’autres, Par qui ſes intereſts n’eſtoient pas tous les voſtres.	Elle en dit des raisons, et peut en avoir d'autres, Par qui ses intérêts n'étaient pas tous les vôtres.
Enfin cette viſite où j’eſperois ſi peu, Plus qu’on ne pouvoit croire, a ſervi voſtre feu.	Enfin cette visite où j'espérais si peu, Plus qu'on ne pouvait croire, a servi votre feu.
