AIV LROLRVRO	AIV LROLRURO
NEVFIESME.	NEUFIESME.
HELENE, TYRCIS.	HELENE, TYRCIS.
HELENE.	HELENE.
Voy!	Voi!
réueiller ſi toſt & perdre le TaJu Que vous pouuiez gouſler icy plus à loiſir?	réveiller si tôt et perdre le Ta Que -vous pouviez goûler ici plus à loisir?
12*.	12*.
TYRCIS.	TYRCIS.
Vous penſez vous railler, mais ſoyez aſſeurée Que ſi ma réuerie euſt eu plus de durée, Si mon eſprit charmé, ſi mes ſens enchantez, Euſſent peu conſeruer ce qui les a flattez;	Vous pensez vous railler, mais soyez assurée Que si ma réuerie eût eu plus de durée, Si mon esprit charmé, si mes sens enchantez, Eussent pu conserver ce qui les a flattez;
Bref, ſi i’auois encor les biens dont l’apparence, Auec tant de plaiſir trompent mon eſperance;	Bref, si j'avais encor les biens dont l'apparence, Avec tant de plaisir trompent mon espérance;
Que ie ſerois content, & que mon cœur heureux, Beniroit le moment qui me fit amoureux:	Que me serais content, et que mon cœur heureux, Bénirait le moment qui me fit amoureux:
Tyrcu n’auroit plus rien à ſouhaiter.	Tircu n'aurait plus rien à souhaiter.
	
HELENE.	HELENE.
De ſorte, Que le ſeul ſouuenit vous charme & vous trãſporte?	De sorte, Que le seul souvenit vous charme et vous transporte?
Mais ſi le racontant n’eſt point le profaner, Souffrez que ie commence à vous importuner, Et ſans confiderer ſi ie ſuis ennuieuſe, Contentez le deſir d’vne ame curieuſe.	Mais si le racontant n'est point le profaner, Souffrez que je commence à vous importuner, Et sans considérer si ici suis ennuyeuse, Contentez le désir d'une âme curieuse.
TYRCIS.	TYRCIS.
Ie le veux bien Helene, & mon eſprit deceu Va regreter vn bien qu’il a tantoſt receu:	Je le veux bien Hélène, et mon esprit déçu Va règreter bien qu'il a tantôt reçu:
Mais eſcoutez vn peu comme la ialouſie, Le reſpect, & l’amour troublent ma fantaſie.	Mais écoutez un peu comme la jalousie, Le respect, et l'amour troublent ma fantaisie.
Le maiſtre à mon aduis d’vne vieille priſon, A mon eſprit malade offroit la gueriſon, Et mon cœur tourmenté par les froideurs d'Eliſe, Pouuoit reprendre alors ſa premiere franchiſe:	Le maître à mon avis d'une vieille prison, À mon esprit malade offrait la guérison, Et mon cœur tourmenté par les froideurs d'Élise, Pouvait reprendre alors sa première franchise:
Mais comme ce remede importe à mon amour, Ie voulois m’eſtoigner de ce facheux ſeiour, Quand i'ay ſenty d’abord qu’il m’eſtoit impoßible, De pouuoir euiter vne chaiſne inuiſible, Vn attrait inconnu dont l'effort rigoureux, Difenuunt nmontum ſes deuoirs amoureux,	Mais comme ce remède importe à mon amour, Je voulais m'étoigner de ce fâcheux seiour, Quand j'ai senti d'abord qu'il m'était impoïrible, De pouvoir éviter une chaîne invisible, Un attrait inconnu dont l'effort rigoureux, Difenuunt nmontum ses devoirs amoureux,
HELENE.	HELENE.
Dieux!	Dieux!
que ce ſonge eſt beau!	que ce songe est beau!
pourſuiuez ie vous prie.	poursuivez Seigneur vous prie.
TYRCIS.	TYRCIS.
Pourriez vous bien penſer auec quelle furie, mon ame depitée a monſtre ſon courroux?	Pourriez -vous bien penser avec quelle furie, mon âme dépitée à montre son courroux?
HELENE.	HELENE.
Ce traittement pourtant ne me ſemble que doux, Et ie ne ſçay pourquoy vous eſtiez en cholere?	Ce traitement pourtant ne me semble que doux, Et ici ne sais pourquoi vous étiez en colère?
TYRCIS.	TYRCIS.
Quoy!	Quoi!
diſois-ie eſtouffer vne flame ſi chere?	disais-je étouffer une flamme si chère?
Effacer vn pourtrait que l’amour de ſa main, Voulut grauer luy meſme au milieu de mon ſein?	Effacer un pourtrait que l'amour de sa main, Voulut graver lui même au milieu de mon sein?
Incomparable objet, Eliſe que i’adore, Vous auez intereſt qu’il y demeure encore, Venez donc le deffendre, & monſtrer en ce lieu Que vous repreſentant il repreſente vn Dieu.	Incomparable objet, Élise que j'adore, Vous avez intérêt qu'il y demeure encore, Venez donc le défendre, et montrer en ce lieu Que vous représentant il représente un Dieu.
Mais admirez icy que ſa puiſſance eſt forte, A peine i’acheuois à parler de la ſorte, Quand i’ay veu dans ſes yeux vn eſclat tout pareil, A celuy qu’on remarque aux rayons du ſoleil, Helene ie l’ay veuë, & contre ſa couſtume.	Mais admirez ici que sa puissance est forte, À peine j'achevais à parler de la sorte, Quand j'ai vu dans ses yeux éclat tout pareil, A celui qu'on remarque aux rayons du soleil, Hélène sans l'ai vue, et contre sa coutume.
Mais à ce ſeul penſer mon deſir ſe rallume, Et par le ſouuenir de ce qu’elle m’a dit, Ie ſens mon ame eſmeuë, & mon cœur interdit.	Mais à ce seul penser mon désir se rallume, Et par le souvenir de ce qu'elle m'a dit, Je sens mon âme émue, et mon cœur interdit.
DIXIESME.	DIXIÈME.
ELISE, TYRCIS, HELENE.	ÉLISE, TYRCIS, HELENE.
ELISE.	ÉLISE.
manquez pas.	manquez pas.
Adieu, depeur qu’il ne vous  voye.	Adieu, dépeur qu'il ne vous voit.
TYRCIS.	TYRCIS.
Le Ciel voudroit il bien continuer ma ioye?	Le Ciel voudrait -il bien continuer ma joie?
Ouy mon contentement doit eſtre bien parfait, Puis qu'à pres mon ſommeil ie la vois en effet.	Oui mon contentement doit être bien parfait, Puis qu'à pres mon sommeil ie la vois en effet.
HELENE.	HELENE.
Permettez moy qu’icy ie vous laiſſe auec elle.	Permettez -moi qu'ic ie vous laisse auec elle.
TYRCIS.	TYRCIS.
I'y conſens librement.	J'y consens librement.
Mais Eliſe l’appelle, Et luy parle tout bas auec émotion.	Mais Élise l'appelle, Et tu parle tout bas avec émotion.
ELISE à Helene.	ÉLISE à Hélène.
demt juu toigteneule perln.	demaît ju toigteneule perl.
à TYRCIS.	à TYRCIS.
Me pardonnerez-vous vne ſi grande offence, Dauoir trop abuſé de voſtre patience?	Me pardonnerez-vous une si grande offense, Davoir trop abusé de votre patience?
Et contre ma promeſſe.	Et contre ma promesse.
TYRCIS.	TYRCIS.
Arreſtez ce diſcour?	Arrêtez ce discour?
Qui choque mon deuoir & bleſſe mes amours.	Qui choque mon devoir et blesse mes amours.
Doutez vous que ce lieu ne me ſoit agreable, Puis qu’il voit chaque iour voſtre objet adorable?	Doutez -vous que ce lieu ne me soit agréable, Puis qu'il voit chaque jour votre objet adorable?
ELISE.	ÉLISE.
Il eſt bien vray pourtant qu’il eſt moins ennuyeux.	Il est bien vrai pourtant qu'il est moins ennuyeux.
TYRCIS.	TYRCIS.
Quand il eſt eſclairé de vos celeſtes yeux.	Quand il est éclairé de vos célestes yeux.
Aulouo Non pas cela Tyrcis, mais bien quand à ſon aiſe, L’on entretient icy quelque ob jet qui nous plaiſe.	Aulouo Non pas cela Tircis, mais bien quand à son aise, L'on entretient ici quelque ob jet qui nous plaise.
TYRCIS.	TYRCIS.
Iugez donc à preſent que ie ſuis auec vous, Combien il me doit prant O coubieu ume doux.	Jugez donc à présent que on suis avec vous, Combien il me doit prant Ô coubieu ume doux.
ELISE.	ÉLISE.
ELISE.	ÉLISE.
Ce ſens eſt tout contraire encor à ma penſée, Ie dis pour m’expliquer que mon ame eſt laßée, D’auoir entretenu ma vieille ſi long temps?	Ce sens est tout contraire encor à ma pensée, Je dis pour m'expliquer que mon âme est lassée, D'avoir entretenu ma vieille si long temps?
De quoy luy parliez vous que l’iniure des ans, Alloit ſur ſon viſage aſſembler mille rides?	De quoi était parliez -vous que l'injure des ans, Allait sur son visage assembler mille rides?
TYRCIS.	TYRCIS.
Nous nous entretenions de diſcours plus ſolides;	Nous nous entretenions de discours plus solides;
Ie luy diſois les maux dont nos yeux & l’amour Se plaiſoient d’affliger mon eſprit cha que tour, Et que malgré ma ſtame, & couſtante & fidelle, Vous paroiſſez touſiours inſenſible & cruelle:	Je lui disais les maux dont nos yeux et l'amour Se plaisaient d'affliger mon esprit cha que tour, Et que malgré ma stâme, et coûtante et fidèle, Vous paraissez toujours insensible et cruelle:
Que voſtre cœur refiſte aux traits de la pitié,	Que votre cœur refite aux traits de la pitié,
ELISE.	ÉLISE.
Mais pour vous faire voir ſi i'ay de l’amuté, Et ſi ie ſuis cruelle au point que vous me faites, Ie vous en veax donner des preuues bien ſecret, tes.	Mais pour vous faire voir si j'ai de l'amuté, Et si tu suis cruelle au point que vous me faites, Je vous en veax donner des preuves bien secret, tes.
Vous ne me croyez point?	Vous ne me croyez point?
TYRCIS.	TYRCIS.
Ne vous ſuffit-il pas, De me voir tous les iour ſoufprir uulle trépas Le voir que mou amour va iuſqu’à la furie, Sans que ie ſois l’objet de voſtre raillerie?	Ne vous suffit-il pas, De me voir tous les jour souffprir ulle trépas Le voir que mou amour va jusqu'à la furie, Sans que je sois l'objet de votre raillerie?
ELISE.	ÉLISE.
Non ie parle ſans feinte, & vous d’y qu’à ce ſoir, Si vous voulez venir nous nous pourrons reuoir:	Non ici parle sans feinte, et vous d'y qu'à ce soir, Si vous voulez venir nous nous pourrons revoir:
Mais il faut le promettre afin qu’on vous attende.	Mais il faut le promettre afin qu'on vous attende.
TYRCIS.	TYRCIS.
Puis-je bien eſperer vne faueur ſi grande?	Puis-je bien espérer une faveur si grande?
Et ſe peut il bien faire apres tant de rigueur, Que la conſtance enfin ait touché voſſtr cœur?	Et se peut il bien faire après tant de rigueur, Que la constance enfin ait touché vos cœur?
Madame i’y viendray, m’en deuſt eſtre la vie, Par vn excez d’amour ou de plaiſir rauie.	Madame j'y viendrai, m'en dût être la vie, Par un excès d'amour ou de plaisir ravie.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
TRASILE, ALCIDON.	TRASILE, ALCIDON.
TRASILE.	TRASILE.
Dmirez auec moy cet incogneu pouuoir, Qui ſçait ſi bien ranger nos cœurs à leur deuoir, Et que ſecrettement nous adorons l'Empire, De ce puiſſant inſtinct que la nature inſpire, Croiriez-vous que depuis que vous m’auez promis, Que mes yeux autourd’huy verroient encor mon fils, Tranſporté des faueurs que le deſtin m'enuoye, Ie n’ay peu refuſer des larmes à ma ioye, I’ay pleure ie l’aduoüe, & l’amour a chaßé, L’importun ſouuenir de ſon trime paßé.	Démirez avec moi cet inconnu pouvoir, Qui sait si bien ranger nos cœurs à leur devoir, Et que secrètement nous adorons l'Empire, De ce puissant instinct que la nature inspire, Croiriez-vous que depuis que vous m'avez promis, Que mes yeux autourd'hui verraient encor mon fils, Transporté des faveurs que le destin m'envoie, Je n'ai peu refuser des larmes à ma joie, J'ai pleure appris l'avoue, et l'amour a chassé, L'importun souvenir de son trime payeurs.
ALCIDON.	ÀLCIDON.
Mais vous meſme admirez ce qu’il m’a falu faire Pour porter voſire eſprit à perdre ſa cholere, Et les fortes raiſons dont ie l’ay combattu.	Mais vous -même admirez ce qu'il m'a fallu faire Pour porter vosire esprit à perdre sa cholère, Et les fortes raisons dont grande l'ai combattu.
TRASILE.	TRASILE.
Eußiez-vous deſiré que mon cœur ſans vertu, Euſt approuué d’abord vne faute ſi grande?	Eussiez-vous désiré que mon cœur sans vertu, Eut approuvé d'abord une faute si grande?
Non il ne ſe peut pas, qu’enfin on ne ſerende?	Non il ne se peut pas, qu'enfin on ne serende?
Et quoy que puiſſe faire où commettre vn enfant, Ie paternel amour eſt toufiours triomphant:	Et quoi que puisse faire où commettre un enfant, Je paternel amour est toufiours triomphant:
Mais il faut teſmoigner du moins en apparence, Qu’on a quelque deſſein de punir leur offence, Afin que leur eſprit qui s’eſtoit emporté, Soit lors par le reſpect, ou la crainte arreſlé.	Mais il faut témoigner du moins en apparence, Qu'on a quelque dessein de punir leur offense, Afin que leur esprit qui s'était emporté, Soit lors par le respect, ou la crainte arreslé.
ALCIDON.	ÀLCIDON.
Mais pourquoy contrédire vne ſi belle flame?	Mais pourquoi contrédire une si belle flamme?
Eliſe à mon aduis.	Élise à mon avis.
TRASILE.	TRASILE.
C’eſt luy ſeul que ie blaſme, C’eſt ſa legereté qui m'offence ſi fort, Si ie n’eſtimois pas Eliſe, i’aurois tort;	C'est lui seul que Un blâme, C'est sa légèreté qui m'offense si fort, Si apprendre n'estimais pas Élise, j'aurais tort;
Elle eſt belle, elle eſt ſage, & de plus dans ſa rac?	Elle est belle, elle est sage, et de plus dans sa rac?
Ie ne remarque rien qui ne me ſatiface:	Je ne remarque rien qui ne me satiface:
Mais dés le meſme inſtant quuugau fesuppa, 22 Sans voir fi ce deſſein ne me deſplaiſoit pas, Si i’agrerois les feux dont il bruſloit pour elle, S’emharaſſer l’eſprit de cette amour nouuelle?	Mais dès le même instant quuugau lapa, 22 Sans voir fi ce dessein ne me déplaisait pas, Si j'agrerais les feux dont il brûlait pour elle, S'emharrasser l'esprit de cette amour nouvelle?
Quand elle part, la ſuiure?	Quand elle part, la suivre?
& ſans vmluertir, Ce ieune temeraire auoir oſé partir.	et sans vmluertir, Ce jeune téméraire avoir osé partir.
ALCIDON.	ÀLCIDON.
Ainl c eejonem,e sojtatrElit.	Ainl ç éjonem,e soutatrElit.
Lors que vous entrerez, ſa crainte & ſa ſarpriſe.	Lors que vous entrerez, sa crainte et sa sarprise.
TRASILE.	TRASILE.
Mon amour luy prepare vn traittement bien dous:	Mon amour avait prépare un traittement bien dous:
Mais i’apperçoy quelqu’vn qui s’en viẽt droit à nous	Mais j'aperçois quelqu'un qui s'en vie droit à nous
ALCIDON.	ÀLCIDON.
C’eſt le Docteur Fabrice, au moins il me le ſemble.	C'est le Docteur Fabrice, au moins il me le semble.
TRASILE.	TRASILE.
Laiſſons le approther, nons irons tous enſemble.	Laissons le approther, nons irons tous ensemble.
SECONDE.	SECONDE.
AVETENS IADATCE ALCIDON, TRASILE.	AUETEND IADATCE ALCIDON, TRASILE.
ain, & IVLIEN.	ain, et JULIEN.
O deſſus la terre, i'o deſſus les airs.	Ô dessus la terre, j'ô dessus les airs.
Ie ne fais que ſonger aux quatre fois ſept vers, Qui ſont faits pour ſeurir d’Anacephaleoſe A voſtre Epithalame, & la pourprine, roſe, Le Myrthe nuptial, & le candide Lys, Soient à grande faiſon ſemez deſſus vos lits.	Je ne fais que songer aux quatre fois sept vers, Qui sont faits pour sûrir d'Anacephaleose A vôtre Epithalame, et la pourprine, rose, Le Myrte nuptial, et le candide Lys, Soient à grande saison semés dessus vos lits.
FABRICE.	FABRICE.
Sçais-tu pourquoi i’ay mis toutes ces fleurs diuerſes?	Sais-tu pourquoi j'ai mis toutes ces fleurs diverses?
C’eſt qu’anciennement les Romains, & les Perſes.	C'est qu'anciennement les Romains, et les Perses.
IVLIEN.	IVLIEN.
Mais ſoyez expectant.	Mais soyez expectant.
Deux hommes que je voy Inculquent à mon cœur quelque eſpece d’effroy, ſieſt nmti,nisjeur deane	Deux hommes que je vois Inculquent à mon cœur quelque espèce d'effroi, siest nmti,nisjeur deane
FABRICE.	FABRICE.
{ 60 Mon ame eſt rafermie Ayant veu ſeulement leur phyſionomie.	âme 60 Mon âme est rafermie Ayant vu seulement leur physionomie.
Ie m’en vay leur parler, ie ne trepide plus, Qu’agiſſez vous icy couple d’indiuidus?	Je m'en vais leur parler, ie ne trepide plus, Qu'agissez vous ici couple d'indiuidus?
Si vous me voutez fururt en la prochaine ruë Ie vay dans vn logis où l’abondance affluë,	Si vous me voûtez furt en la prochaine rue Je vais dans un logis où l'abondance afflue,
Aecibon.	Aécibon.
Nous attendions quelqu’vn.	Nous attendions quelqu'vn.
FABRICE.	FABRICE.
Par le moyen du quel Vous conſideraßiez cet acte ſolemnel Qui conioint deux eſprits par la foy coniugale D’vne chaiſne eſtraignante & mairimeniale?	Par le moyen du quel Vous considerassiez cet acte solennel Qui conjoint deux esprits par la foi conjugale D'une chaîne estraignante et mairimeniale?
ALCIDON.	ÀLCIDON.
C’eſt pour cela Fabrice.	C'est pour cela Fabrice.
FABRICE.	FABRICE.
Ho!	Ho!
vous ſçauez mon nom.	vous savez mon nom.
Qui peut vous l’auoir dit?	Qui peut vous l'avoir dit?
mais c’eſt mon ſeul renom, Car ie n’ignore pas que l’abord de Fabrice, N’enioigne eſtroictement la fuitte à l’Imperice.	mais c'est mon seul renom, Car ie n'ignore pas que l'abord de Fabrice, N'enioigne étroitement la fuite à l'Impérice.
TRASILE.	TRASILE.
Ouiti paniſcegi.	Ouiti paniscegi.
FABRICE.	FABRICE.
A propos ie ſongeois, Auec quelle démarche, auec quel ton de vois, Auec quel tournement des yeux ou de la langue.	À propos Seigneur songeais, Au quelle démarche, avec quel ton de vois, Avec quel tournement des yeux ou de la langue.
Ie donnerois principe à ma docte harangue.	Je donnerais principe à ma docte harangue.
Ciceron en diſoit de toutes les façons;	Cicéron en disait de toutes les façons;
Maintefois de ſuccints, ſouuentefois de longs, Etpaſſant plus auant, on dit que Demoflenes, Quand il vouloit parler aux Citiadins d’Athenes.	Maintefois de succints, souuentefois de longs, Etpassant plus avant, on dit que Demoflenes, Quand il voulait parler aux Citiadins d'Athène.
	
a cadoleo Nous en aduiſerons en marchant.	à cadole Nous en aviserons en marchant.
FABRICE.	FABRICE.
Mais encer Si i'allois pratiquer ce que fit Agenor, Mon ignorance alors ſeroit toute notoire.	Mais encer Si j'allais pratiquer ce que fit Agénor, Mon ignorance alors serait toute notoire.
Ce pere de Cadmus.	Ce père de Cadmus.
TRASILE.	TRASILE.
I'en liſois hier l'Hiſtoire.	J'en lisais hier l'Histoire.
S’il eſt encer long-temps à nous parler ainſi, Ie ſerois bien d’aduis de laiſſer icy.	S'il est encer longtemps à nous parler ainsi, Je serais bien d'avis de laisser ici.
ALCI	ÀLCI
ALCIDON.	ÀLCIDON.
maais fans plur ayperer, nous pouuons vous conduire:	maais sans plur aipérer, nous pouvons vous conduire:
FABRICE.	FABRICE.
Si ie puis!	Si grands puis!
moy?	moi?
ce mot m’a cuidé faire rire, Ouy, ouy, ie le puis bien, n’en doutez nullement?	ce mot m'a cuidé faire rire, Oui, oui, tu le puis bien, n'en doutez nullement?
Or marchons.	Or marchons.
IVLIEN.	IVLIEN.
Venez tous poſterieurement.	Venez tous postérieurement.
FADRICE.	FADRICE.
Et pourquoy les veux tu preceder?	Et pourquoi les veux tu précéder?
IVLIEN.	IVLIEN.
La lumiers Pour bien illuminer doit marcher la premiere.	La lumiers Pour bien illuminer doit marcher la première.
FABRICE.	FABRICE.
Eux außi me ſuiuront:	Eux aussi me suivront:
car i’y ſuis engagé, Par l’adage qui dit:	car j'y suis engagé, Par l'adage qui dit:
Cedant arma togæ.	Cédant arma togæ.
TROISIESME.	TROISIÈME.
ADRASTE, ELISE.	ADRASTE, ÉLISE.
ADRASTE.	ADRASTE.
V m’as repreſenté Cloris ſi genereuſe:	V V'as représenté Cloris si généreuse:
Que nous deuons tâcher à la von pius veurtuſt:	Que nous devons tâcher à la von pius veurtust:
Sa reſolution meritoit bien?	Sa résolution méritait bien?
ſoins.	soins.
	
ELISE.	ÉLISE.
Pour tant de fermeté pouuois-ie en faire moius;	Pour tant de fermeté pouvais-je en faire moius;
Et voyant dans ſon cœur cette rage puiſſante, Que n’euſſe- ie point dit, pour la rendre contente, Et pour fauoriſer ſa iuſte affection?	Et voyant dans son cœur cette rage puissante, Que n'eusse- là point dit, pour la rendre contente, Et pour favoriser sa juste affection?
ADRASTE.	ADRASTE.
Mais i’admire en cecy ta prompte inuention, Et comme ten eſprit a rencontré ſur l’heure.	Mais j'admire en ceci ta prompte invention, Et comme ten esprit a rencontré sur l'heure.
HELENE.	HELENE.
S8 Amais l’occaſion ne ſe trouua meilleure.	S8 Amais l'occasion ne se trouva meilleure.
Dlà Tyrcis vient d’arriuer aſſez ſecrettement;	Dlà Tircis vient d'arriver assez secrètement;
Et voſtre rendez-vous l’occupant ſeulement, Saus qu’il ait eu la grace encor de me rien dire, Dedans voſtre antichambre il s’eſt laißé conduire.	Et votre rendez-vous l'occupant seulement, Saus qu'il ait eu la grâce encor de me rien dire, Dedans votre antichambre il s'est laisse conduire.
ADRASTE.	ADRASTE.
Il continuë encor ce ſilence odieux?	Il continue encor ce silence odieux?
HELENE.	HELENE.
Ie croy que c’eſt außi pour cela que les Dieux, Ncompereni p'matjes ueſfains e jaſame;	Je crois que c'est aussi pour cela que les Dieux, Nécompéreni p'matjes uesfains jasame;
Son chaſtiment pourtant ne plaiſt point a mon ame, Et ſans vous déguiſer mon déplaifir ſecret, I’aprens ſon infortune, & la mienne à regret.	Son châtiment pourtant ne plaît point à mon âme, Et sans vous déguiser mon déplaisir secret, J'apprends son infortune, et la mienne à regret.
ELISE.	ÉLISE.
Quoy!	Quoi!
vous portez enuie au bõheur qui m'eſt proche?	vous portez envie au bheur qui m'est proche?
	
HELENE.	HELENE.
Madame, ce n’eſt point que i'vſe de reproche Mais ſans vous eſtonner & le rendre confus L’on ſçait que vous auez ſeulement mon refus, Et demeurez d’accord qu’Helene liberale va fes preprestuſpens comtun fa riuale.	Madame, ce n'est point que j'vse de reproche Mais sans vous étonner et le rendre confus L'on sait que vous avez seulement mon refus, Et demeurez d'accord qu'Hélène libérale va fes preprestuspens comptun fa rivale.
Ie conſens qu’il vous aime.	Je consens qu'il vous aime.
ADRASTE.	ADRASTE.
Et deſſous cêt aueu L’amour dedans mon ame allume vn nouueau feu, Adieu donc vieux attraits, vieux charmes, vieux viſage, Puis que tu le veux bien ie quitte ton ſeruage.	Et dessous cet aveu L'amour dedans mon âme allume un nouveau feu, Adieu donc vieux attraits, vieux charmes, vieux visage, Puis que tu le veux bien grande quitte ton servage.
Mais que ie ſuis conſtant, puis que ie luy promes De l’aimer tout autant que ie l’aimay iamau.	Mais que ici suis constant, puis que sans avoir promes De l'aimer tout autant que ie j'aimai jamau.
ELISE.	ÉLISE.
Dieux qu’eſt-ce que i’entends?	Dieux qu'est-ce que j'entends?
HELENC.	HÉLENC.
Ne ſoyez point ialouſe Ie feray ia maginege O vous ſerez l’Efpouſe.	Ne soyez point jalouse Je ferai ja maginege Ô vous serez l'Efouse.
ELISE.	ÉLISE.
Quoy!	Quoi!
l’on partagera ce que i’ay merité!	l'on partagera ce que j'ai mérité!
HELENE.	HELENE.
Ie veux monirer icy ma generoſité, --- ---- Et ſans que deſormais ie me laiſſe ſurprendre, Ie vous quitte le droit que ie pouuois pretendre, Et pour vous faire voir combien ie vous chery, Ie conſens à la fin qu’il ſoit voſtre mary.	Je veux monirer ici ma générosité, -- -- Et sans que désormais quelque laisse surprendre, Je vous quitte le droit que personne pouvais prétendre, Et pour vous faire voir combien ces vous chéri, Je consens à la fin qu'il soit été mari.
ELISE.	ÉLISE.
Ie vous remercirois d’vne faueur ſi grande, Mais ma promeſſe ailleurs, à preſent ine demande.	Je vous remercirais d'une faveur si grande, Mais ma promesse ailleurs, à présent ine demande.
Mueus lenp imaa jaiy dejutlaas A ſa triſte maiſtreſſe a redonné ſoncœur.	Mueus lenp imaa jaii déjutlaas À sa triste maîtresse a redonné soncœur.
A ME VI CINQVIESME.	À ME VI CINQUIÈME.
CLORIS.	CLORIS.
& Aut-il que l'on me force à viure?	et Aut-il que l'on me force à vivre?
à Faut-il que la compaßion, Rompe la reſolution, Que mon deſeſpoir vouloit ſuiure?	à Faut-il que la compassion, Rompe la résolution, Que mon désespoir voulait suivre?
Eliſe a quel ſuiet retenois-tu mon bras?	Élise a quel sujet retenais-tu mon bras?
L’on ne pouuoit blaſmer ſon effort homicide.	L'on ne pouvait blâmer son effort homicide.
Ta ſçais bien qu’il ne trembloit pas, M’allant perdre auec ce perfide, Et qu’on ne vit iamais vne main moins timide Ou plus reſolumeul apronter le trépas.	Ta sçais bien qu'il ne tremblait pas, M'allant perdre avec ce perfide, Et qu'on ne vit jamais une main moins timide Ou plus résolumeul apronter le trépas.
Mais le Ciel qui ſe rend complice, De tous les tourments que ie ſens, Voulur par des maux plus preſſants Me témorgner ſon iniuſtice.	Mais le Ciel qui se rend complice, De tous les tourments que ici sens, Voulur par des maux plus pressants Me témorgner son injustice.
Car de quelques eſpoirs, dont mon cœur ſoit flatté Ie ſuis trop mel-heureuſe, & luy trop infidelle, Les charmes qui me l’ont oſté, Luy font vne excuſe trop belle, Et pour pouuoir reduire vn ſi pui ſſant rebelle;	Car de quelques espoirs, dont mon cœur soit flatté Je suis trop melheureuse, et et même infidèle, Les charmes qui me l'ont ôté, Lui font ra excuse trop belle, Et pour pouuoir réduire un si puy sant rebelle;
It ſuis trop impuiſſante & luy trop arreſté.	It suis trop impuissante et même trop arrêté.
Amour qui ſçauois mon enuie, Et le deſſein que la fureur, Auoit inſpiré dans mon cœur Pour luy faire haï la vie, Si ie te vois encor en ce dernier moment Trop foibie pour fléchir l’eſpeit de ce pariure, Laiſſe agir mon reſſentiment, Il vengera bien noſtre iniure, Et ſouffre pour finir ma funeſte auanture, Qu'vne amante periſſe aux pieds de ſon amant.	Amour qui savais mon envie, Et le dessein que la fureur, Avait inspiré dans mon cœur Pour lui faire haï la vie, Si justes te vois encor en ce dernier moment Trop foibie pour fléchir l'espérit de ce parjure, Laisse agir mon ressentiment, Il vengera bien notre injure, Et souffre pour finir ma funeste aventure, Qu'une amante périsse aux pieds de son amant.
I	I
MN	MN
Cloris que l’ardeur qui t’euporte, Eſt puiſſante ſur tes eſprits, Que la vengeance, & le mérris.	Cloris que l'ardeur qui t'euporte, Est puissante sur tes esprits, Que la vengeance, et le mérris.
Mais i’entens que quelqu’vn fait du bruit à la porte.	Mais j'entends que quelqu'une fait du bruit à la porte.
C’eſt mon perfide, il faut le laiſſer approcher.	C'est mon perfide, il faut le laisser approcher.
Amour fay qu’en ce lieu ie le puiſſe toucher.	Amour fais qu'en ce lieu ie . puisse toucher.
TYRCIS.	TYRCIS.
Oy plus reſpectueux, où vas tu tẽmeraire?	Oi plus respectueux, où vas tu tẽmeraire?
Il croit E Ta preſence en ce lieu ne peut que la diſtraire que ce Profane ſors d’icy, retourne ſur tes pas, ſoit Eli In vois bien qu’elle reſue, ah!	Il croit ENsa présence en ce lieu ne peut que la distraire que ce Profane sors d'ici, retourne sur tes pas, soit Eli In vois bien qu'elle rêve, ah!
ne l’interromps pas.	ne l'interromps pas.
ſe.	se.
N’importe banniſons la peur qui nous eſtonne Et la diuertiſſons puis que l’amour l’ordonne.	N'importe bannisons la peur qui nous étonne Et la divertissons puis que l'amour l'ordonne.
Auec le meſme honneur que ie rendrois aux dieux.	Avec le même honneur que ici rendrais aux dieux.
S’ils eſtoient comme vous viſibles à mes yeux, Et par les fentimens de mon reſpect extréme.	S'ils étaient comme vous visibles à mes yeux, Et par les sentiments de mon respect extrême.
CLORIS.	CLORIS.
Ah!	Ah!
que ce n'eſt pas moy qu’on doit traitter de meſme, Appellez-moy plutoſt le but de leurs courroux Et ce nom maintenant me ſera bien plus doux;	que ce n'est pas moi qu'on doit traiter de même, Apelez-moi plutôt le but de leurs courroux Et ce nom maintenant me sera bien plus doux;
Ma memoire du moins ne jera point bleßée Du cruel ſouuenir de ma gloire paßée.	Ma mémoire du moins ne jera point blessée Du cruel souvenir de ma gloire passée.
TYRCIS.	TYRCIS.
Dieux que vien-te d entendre?	Dieux que viente d entendre?
vne ſemblable voix, A ſans doute frappé mon oreille autrefois.	Ah semblable voix, A sans doute frappé mon oreille autrefois.
CLORIS.	CLORIS.
Et c’eſt de la que vient, ma douleur ſans pareille De ce qu'elle a touch ſeulement ton oreille.	Et c'est de la que vient, ma douleur sans pareille De ce qu'elle a touch seulement ton oreille.
TYRCIS.	TYRCIS.
C’eſt Cloris qui me parle.	C'est Cloris qui me parle.
CLORIS.	CLORIS.
Ingrat ce ne I'eſt pas Lors que tu la voyois elle auoit plus d’appas, Elle eſtoit ſans mal-heur;	Ingrat ce ne J'est pas Lors que tu la voyais elle avait plus d'appas, Elle était sans malheur;
mais cét objet funeſte Qui te parle à preſent, n’en eſt rien que le reſte.	mais cet objet funeste Qui te parle à présent, n'en est rien que le reste.
TYRCIS.	TYRCIS.
