TREIACI	TREICI
SCENE VI.	SCÈNE VI.
ACHILLE, AGAMEMNON.	ACHILLE, AGAMEMNON.
ACHILLE.	ACHILLE.
N bruit aſſez étrange eſt venu juſqu’à moy, U Seigneur, je l’ay jugé trop peu digne de foy.	 Nuit assez étrange est venu jusqu'à moi, V Seigneur, je l'ai jugé trop peu digne de foi.
On dit, & ſans horreur je ne puis le redire, Qu’aujourd’huy par voſtre ordre Iphigenie expire, Que vous meſme étouffant tout ſentiment humain, Vous l’allez à Calchas livrer de voſtre main.	On dit, et sans horreur je ne puis le redire, Qu'aujourd'hui par votre ordre Iphigénie expire, Que vous rendre étouffant tout sentiment humain, Vous l'allez à Calchâ livrer de votre main.
On dit que ſous mon nom à l’Autel appellée, Je ne l’y conduiſois que pour eſtre immolée, Et que d’un faux hymen nous abuſant tous deux, Vous voulez me charger d’un employ ſi honteux.	On dit que sous mon nom à l'Autel appelée, Je ne l'y conduisais que pour être immolée, Et que d'un faux hymen nous abusant tous deux, Vous voulez me charger d'un emploi si honteux.
Qu’en dites vous, Seigneur?	Qu'en dites -vous, Seigneur?
Que faut-il que j’en penſe?	Que faut-il que j'en pense?
Ne ferez vous pas taire un bruit qui vous offenſe?	Ne ferez -vous pas taire un bruit qui vous offense?
AGAMEMNON.	AGAMEMNON.
Seigneur, je ne rens point conte de mes deſſeins.	Seigneur, je ne rends point compte de mes desseins.
Ma Fille ignore encor mes ordres ſouverains.	Ma Fille ignore encor mes ordres souverains.
Et quand il ſera temps qu’elle en ſoit informée, Vous apprendres lon fort, jer imtiunaj t'iffmée,	Et quand il sera temps qu'elle en soit informée, Vous apprendrez lon fort, jer imtiunajà t'iffmée,
ACHILLE.	ACHILLE.
Ah!	Ah!
je ſçay trop le ſort que vous lui reſervez.	je sais trop le sort que vous lui réservez.
AGAMEMNON.	AGAMEMNON.
Pourquoy le demander, puiſque vous le ſçavez?	Pourquoi le demander, puisque vous le savez?
ACHILLE.	ACHILLE.
Pourquoy je le demande?	Pourquoi je le demande?
O ciel!	Ô ciel!
Le puis-je croire, Qu’on oſe des fureurs avoüer la plus noire?	Le puis-je croire, Qu'on ose des fureurs avouer la plus noire?
Vous croyez qu’approuvant vos deſſeins odieux, Je vous laiſſe immoler voſtre Fille à mes yeux?	Vous croyez qu'approuvant vos desseins odieux, Je vous laisse immoler votre Fille à mes yeux?
uenla loy;	ouvenla loi;
hionamour, hioil noimieur y conſente?	hionamour, hioil noimieur y consente?
AGAMEMNON.	AGAMEMNON.
Mais vous, qui me parlez d’une voix menaſſante Oubhez-vous icy qui vous intérrogez ?	Mais vous, qui me parlez d'une voix menaçante Oubhez-vous ici qui vous interrogez ?
ACHILLE.	ACHILLE.
Oubliez-vous qui j’aime, & qui vous outragez?	Oubliez-vous qui j'aime, et qui vous outragez?
AGAMEMNON.	AGAMEMNON.
Et qui vous a chargé du ſoin de ma Famille?	Et qui vous a chargé du soin de ma Famille?
Ne pourray-je ſans vous diſpoſer de ma Fille?	Ne pourrai-je sans vous disposer de ma Fille?
Ne luis-je plus ſon Pere?	Ne luis-je plus son Père?
Eſtes-vous ſon Eſpoux;	Êtes-vous son Époux;
Et ne peut-elle.	Et ne peut-elle.
ACHILLE.	ACHILLE.
Non, elle n’eſt plus à vous.	Non, elle n'est plus à vous.
On ne m’abuſe point par des promeſſes vaines.	On ne m'abuse point par des promesses vaines.
Tant qu’un reſte de ſang coulera dans mes veines, vous deviez à lon lort dii tous les momens, Je deffendrai mes droits fondez ſur vos ſermens.	Tant qu'un reste de sang coulera dans mes veines, vous deviez à lon lort dii tous les moments, Je défendrai mes droits fondez sur vos serments.
Et n’eſt-ce pas pour moy que vous l’avez mandée?	Et n'est-ce pas pour moi que vous l'avez mandée?
AGAMEMNON.	AGAMEMNON.
Plaignez-vous donc aux Dieux qui me l’ont demandée, Accuiam ee euienan, ce le oamp aude emder, Uiyſſe, Menelas, & vous tout le premier.	Plaignez-vous donc aux Dieux qui me l'ont demandée, Accuiam ce élan, ce le oamp aude emder, Uizse, Ménélas, et vous tout le premier.
Moy !	Moi !
ACHILLE.	ACHILLE.
AGAMEMNON.	AGAMEMNON.
Vous, qui de l’Aſie embraſſant la conqueſte, Querellez tous les jours le Ciel qui vous arreſte, Vous, qui vous offenſant de mes juſtes terreurs, arvez dans tout le Caſip lepandu vos fureurs.	Vous, qui de l'Asie embrassant la conquête, Querellez tous les jours le Ciel qui vous arrête, Vous, qui vous offensant de mes justes terreurs, arvez dans tout le Casip lepandu vos fureurs.
Mon cœur pour la ſauver vous ouvroit une voye.	Mon cœur pour la sauver vous ouvrait une voie.
Mais vous ne demandez, vous ne cherchez que Troye.	Mais vous ne demandez, vous ne cherchez que Troie.
Je vous fermois le champ, où vous voulez courir.	Je vous fermais le champ, où vous voulez courir.
Vous le voulez, partez, ſa mort va vous l’ouvrir.	Vous le voulez, partez, sa mort va vous l'ouvrir.
ACHILLE.	ACHILLE.
Juſte ciel!	Juste ciel!
Puis-je entendre, & ſouffrir ce langage?	Puis-je entendre, et souffrir ce langage?
Eſt-ce ainſi qu’au parjure on ajoûte l’outrage?	Est-ce ainsi qu'au parjure on ajoute l'outrage?
Moy, je voulois partir aux dépens de ſes jours!	Moi, je voulais partir aux dépens de ses jours!
Et que m’a fait à moy cette Troye où je cours?	Et que m'a fait à moi cette Troie où je cours?
Au pié de ſes rempars quel intereſt m’appelle?	Au pié de ses rempars quel intérêt m'appelle?
Pour qui, ſourd à la voix d’une Mere immortelle, Et d’un Pere éperdu negligeant les avis, Vais-je y chercher la mort, tant prédite à leur Fils?	Pour qui, sourd à la voix d'une Mère immortelle, Et d'un Père éperdu négligeant les avis, Vais-je y chercher la mort, tant prédite à leur Fils?
Jamais Vaiſſeaux partis des Rives du Scamandre Aux champs Theſſaliens oſerent-ils deſcendre?	Jamais Vaisseaux partis des Rives du Samandre Aux champs Thessaliens osèrent-ils descendre?
Et jamais dans Lariſſe un laſche Rayiſſeur Me vint-il enlever ou ma Femme, ou ma Sœur ?	Et jamais dans Larisse un lâche Rayisseur Me vint-il enlever ou ma Femme, ou ma Sœur ?
Qu’ay-je à me plaindre?	Qu'ai-je à me plaindre?
Où ſont les pertes que j’ay faites?	Où sont les pertes que j'ai faites?
Je n’y vais que pour vous, Barbare que vous eſtes, Pour vous, à qui des Grecs moi ſeul je ne doy rien, Vous, que j’ay fait nommer & leur Chef, & le mien, Vous, que mon bras vangeoit dans Leſbos enflammée, Avant que vous euſſiez aſſemblé voſtre Armée.	Je n'y vais que pour vous, Barbare que vous êtes, Pour vous, à qui des Grecs moi seul je ne dois rien, Vous, que j'ai fait nommer et leur Chef, et le mien, Vous, que mon bras vengeait dans Lesbos enflammée, Avant que vous eussiez assemblé votre Armée.
Et quel fut le deſſein qui nous aſſembla tous ?	Et quel fut le dessein qui nous assembla tous ?
Ne courons nous pas rendre Helene à ſon Epoux?	Ne courons nous pas rendre Hélène à son Époux?
Depuis quand penſe-t’on qu’inutile à moy meſme Je me laiſſe ravir un Epouſe que j’aime?	Depuis quand pense-t-on qu'inutile à moi -même Je me laisse ravir un Épouse que j'aime?
Seul d’un honteux affront voſtre Frere bleſſé A-t-il droit de vanger ſon amour offenſé?	Seul d'un honteux affront votre Frère blessé A-t-il droit de venger son amour offensé?
Voſtre Fille me plût, je prétendis lui plaire.	Votre Fille me plut, je prétendis lui plaire.
Elle eſt de mes ſermens ſeule Dépoſitaire.	Elle est de mes serments seule Dépositaire.
Content de ſon hymen, vaiſſeaux, armes, ſoldats, Ma foy lui promit tout, & rien à Menelas.	Content de son hymen, vaisseaux, armes, soldats, Ma foi lui promit tout, et rien à Ménélas.
Qu’il pourſuive, s’il veut, ſon Epouſe enlevée.	Qu'il poursuive, s'il veut, son Épouse enlevée.
Qu’il cherche une victoire à mon ſang reſervée.	Qu'il cherche une victoire à mon sang réservée.
le ne connois Priam, Helene, ny Paris.	le ne connais Priam, Hélène, ni Paris.
Je voulois voſtre Fille, & ne pars qu’à ce prix.	Je voulais votre Fille, et ne pars qu'à ce prix.
AGAMEMNON.	AGAMEMNON.
Fuyez donc.	Fuyez donc.
Retournez dans voſtre Theſſalie.	Retournez dans votre Thessalie.
Moy meſme je vous rens le ſerment qui vous lie.	 même je vous rends le serment qui vous lie.
Aſſez d’autres viendront, à mes ordres ſouſmis, Se couvrir des lauriers qui vous furent promis, Et par d’heureux exploits forçant la Deſtinée.	Assez d'autres viendront, à mes ordres soumis, Se couvrir des lauriers qui vous furent promis, Et par d'heureux exploits forçant la Destinée.
Trouveront d’Ilion la fatale journée.	Trouveront d'Ilion la fatale journée.
J’entrevoy vos mépris, & juge à vos diſcours Combien j’acheterois vos ſuperbes ſecours.	J'entrevoi vos mépris, et juge à vos discours Combien j'achèterais vos superbes secours.
De la Grece dé-ja vous vous rendez l’Arbitre, Ses Rois, à vous oüir, m’ont paré d’un vain titre Fier de voſtre valeur, tout, ſi je vous en crois, Doit marcher, doit fléchir, doit trembler ſous vos lois Un Bienſait reproché tint toûjours lieu d’offenſe.	De la Grèce déjà vous vous rendez l'Arbitre, Ses Rois, à vous ouïrir, m'ont paré d'un vain titre Fier de votre valeur, tout, si je vous en crois, Doit marcher, doit fléchir, doit trembler sous vos lois Un Biens reproché tint oujours lieu d'offense.
Je veux moins de valeur, & plus d’obeïſſance.	Je veux moins de valeur, et plus d'obéissance.
Fuyez.	Fuyez.
Je ne crains point voſtre impuiſſant courroux.	Je ne crains point votre impuissant courroux.
Et je romps tous les nœuds, qui m’attachent à vous.	Et je romps tous les nœuds, qui m'attachent à vous.
ACHILLE.	ACHILLE.
Rendez grace au ſeul nœud qui retient ma colere.	Rendez grâce au seul nœud qui retient ma colère.
D’Iphigenie encor je reſpecte le Pere.	D'Iphigénie encor je respecte le Père.
Peut-eſtre ſans ce nom, le Chef de tant de Rois M’auroit oſé braver pour la derniere fois.	Peut-être sans ce nom, le Chef de tant de Rois M'aurait osé braver pour la dernière fois.
Je ne dis plus qu’un mot, c’eſt à vous de m’entendre, y'apvomnepine ememibie, & llia Oionre a défendre.	Je ne dis plus qu'un mot, c'est à vous de m'entendre, y'apvomnepine eémibie, et lia Oionre a défendre.
Pour aller juſqu’au cœur, que vous voulez percer, Voila par quel chemin vos coups doivent paſſer.	Pour aller jusqu'au cœur, que vous voulez percer, Voilà par quel chemin vos coups doivent passer.
SCENE VII.	SCÈNE VII.
AGAMEMNON, ſeul.	AGAMEMNON, seul.
T voila ce qui rend ſa perte inévitable.	T voilà ce qui rend sa perte inévitable.
L Ma Fille toute ſeule eſtoit plus redoutable.	 Ma Fille toute seule était plus redoutable.
Ton inſolent amour, qui croit m’épouvanter, Vient de haſter le coup que tu veux arreſter.	Ton insolent amour, qui croit m'épouvanter, Vient de hâter le coup que tu veux arrêter.
Ne déliberons plus.	Ne déliberons plus.
Bravons ſa violence.	Bravons sa violence.
Ma gloire intereſſée emporte la balance.	Ma gloire intéressée emporte la balance.
Achille menaſſant détermine mon cœur.	Achille menaçant détermine mon cœur.
Ma pitié ſembleroit un effet de ma peur.	Ma pitié semblerait un effet de ma peur.
Holà, Gardes;	Holà, Gardes;
à moi.	à moi.
SCENE VIII.	SCÈNE VIII.
1 AGAMEMNON, EURY BATE, GARDES.	1 AGAMEMNON, EURY BÂTE, GARDES.
daſerani na CEigneur.	daserani na CEigneur.
2	2
AGAMEMNON.	AGAMEMNON.
Que vais-je faire?	Que vais-je faire?
Puis-je leur prononcer cét ordre ſanguinaire?	Puis-je leur prononcer cet ordre sanguinaire?
Cruel!	Cruel!
à quel combat faut-il te preparer!	à quel combat faut-il te préparer!
Quel eſt cét Ennemy que tu leur vas livrer!	Quel est cet Ennemi que tu leur vas livrer!
Une Mere m’attend, une Mere intrepide, Qui défendra ſon ſang contre un Pere homicide, Je verray mes Soldats, moins barbares que moy, Reſpecter dans ſes bras la Fille de leur Roy.	Une Mère m'attend, une Mère intrépide, Qui défendra son sang contre un Père homicide, Je verrai mes Soldats, moins barbares que moi, Respecter dans ses bras la Fille de leur Roi.
Achille nous menaſſe, Achille nous mépriſe.	Achille nous menace, Achille nous méprise.
Mais ma Fille en eſt-elle à mes lois moins ſoûmiſe?	Mais ma Fille en est-elle à mes lois moins soumise?
Ma Fille, de l’Autel cherchant à s’échapper, Gémit-elle du coup dont je la veux frapper?	Ma Fille, de l'Autel cherchant à s'échapper, Gémit-elle du coup dont je la veux frapper?
Que dis-je?	Que dis-je?
Que prétend mon ſacrilege zele?	Que prétend mon sacrilège zèle?
Quels vœux en l’immolant formeray-je ſur elle?	Quels vœux en l'immolant formerai-je sur elle?
Quelques prix glorieux qui me ſoyent propoſez, Quels lauriers me plairont de ſon ſang arroſez?	Quelques prix glorieux qui me soient proposés, Quels lauriers me plairont de son sang arrosez?
Je veux fléchir des Dieux la puiſſance ſupréme?	Je veux fléchir des Dieux la puissance suprême?
Ah!	Ah!
quels Dieux me ſeroient plus cruels que moy meſme!	quels Dieux me seraient plus cruels que moi -même!
Non, je ne puis.	Non, je ne puis.
Cedons au ſang, à l’amitié Et ne rougiſſons plus d’une juſte pitié.	Cédons au sang, à l'amitié Et ne rougissons plus d'une juste pitié.
Qu’elle vive.	Qu'elle vive.
Mais quoi?	Mais quoi?
Peu jaloux de ma gloire Dois-je au ſuperbe Achille accorder la victoire?	Peu jaloux de ma gloire Dois-je au superbe Achille accorder la victoire?
Son temeraire orgüeil, que je vais redoubler, Croira que je lui cede, & qu’il m’a fait trembler, De quel frivole ſoin mon eſprit s’embaraſſe?	Son téméraire orgueil, que je vais redoubler, Croira que je lui cède, et qu'il m'a fait trembler, De quel frivole soin mon esprit s'embarrasse?
Ne puis-je pas d’Achille humilier l’audace?	Ne puis-je pas d'Achille humilier l'audace?
Que ma Fille à ſes yeux ſoit un ſujet d’ennui.	Que ma Fille à ses yeux soit un sujet d'ennui.
Il l’aime.	Il l'aime.
Elle vivra pour un autre que lui, Ediyeale, aprenes la Iiicene, la Renles Qu’elles ne craignent point.	Elle vivra pour un autre que lui, Ediyeale, apprenez la Jiicène, la Renles Qu'elles ne craignent point.
SCENE.	SCÈNE.
IX.	IX.
AGAMEMNON, GARDES.	AGAMEMNON, GARDES.
AGAMEMNON.	AGAMEMNON.
ORands Dieux, ſi voſtre haine Perſevere à vouloir l’arracher de mes mains, Que peuvent devant vous tous les foibles humains?	ORands Dieux, si votre haine Persévère à vouloir l'arracher de mes mains, Que peuvent devant vous tous les faibles humains?
Loin de la ſecourir, mon amitié l’opprime, Je le ſçay.	Loin de la secourir, mon amitié l'opprime, Je le sais.
Mais, grands Dieux, une telle Victime Vaut bien que confirmant vos rigoureuſes lois, Vous me la demandiez une ſeconde fois.	Mais, grands Dieux, une telle Victime Vaut bien que confirmant vos rigoureuses lois, Vous me la demandiez une seconde fois.
SCENE X.	SCÈNE X.
AGAMEMNON, CLYTEMNESTE, IPHIGENIE, ERIPHILE,EC IEIDATE, DORIS, GARDES.	AGAMEMNON, CLYTEMNESTE, IPHIGENIE, ERIPHILE,EC JÉIDATE, DORIS, GARDES.
AGAMEMNON.	AGAMEMNON.
Llez, Madame, allez, prenez ſoin de ſa vie.	Llez, Madame, allez, prenez soin de sa vie.
AJe vous rens voſtre Fille, & je vous la confie.	AJe vous rends votre Fille, et je vous la confie.
Loin de ces lieux cruels précipitez ſes pas.	Loin de ces lieux cruels précipités ses pas.
Mes Gardes vous ſuivront commandez par Arcas.	Mes Gardes vous suivront commandez par Arcas.
Je veux bien excuſer ſon heureuſe imprudence.	Je veux bien excuser son heureuse imprudence.
Tout dépend du ſecret & de la diligence.	Tout dépend du secret et de la diligence.
Ulyſſe ny Calchas n’ont point encor parlé.	Ulysse ici Calchas n'ont point encor parlé.
Gardez que ce départ ne leur ſoit revelé.	Gardez que ce départ ne leur soit revelé.
Cachez bien voſtre Fille & que tout le Camp croye Que je la retiens ſeule, & que je vous renvoye.	Cachez bien votre Fille et que tout le Camp croie Que je la retiens seule, et que je vous renvoie.
Fuyez.	Fuyez.
Puiſſent les Dieux de mes larmes contens A mes triſtes regards ne l’offrir de long temps!	Puissent les Dieux de mes larmes contents À mes tristes regards ne l'offrir de long temps!
Gardes, ourvez la Reine.	Gardes, ourvez la Reine.
CLYTEMNESTRE.	CLYTEMNESTRE.
Ah Seigneur!	Ah Seigneur!
IPHIGENIE.	IPHIGENIE.
Ah mon Pere!	Ah mon Père!
AGAMEMNON.	AGAMEMNON.
Prévenez de Calchas l’empreſſement ſevere.	Prévenez de Calchas l'empressement sévère.
Fuyez, vous dis-je.	Fuyez, vous dis-je.
Et moy, pour vous favoriſer, Par de feintes raiſons je m’en vais l’abuſer, Je vais faire ſuſpendre une pompe funeſte, Et de ce jour au moins lui demander le reſte.	Et moi, pour vous favoriser, Par de feintes raisons je m'en vais l'abuser, Je vais faire suspendre une pompe funeste, Et de ce jour au moins lui demander le reste.
SCENE XI.	SCÈNE XI.
ERITHILE, DONTS.	ERITHILE, DONTS.
ERIPHILE.	ERIPHILE.
Uy moy.	Oui -moi.
Ce n’eſt pas là, Doris, noſtre chemin,	Ce n'est pas là, Doris, notre chemin,
DORIS.	DORIS.
Vous ne les ſuivez pas!	Vous ne les suivez pas!
ERIPHILE.	ERIPHILE.
Ah!	Ah!
je ſuccombe enfin.	je succombe enfin.
Je reconnoy l’effet des tendreſſes d’Achille.	Je reconnais l'effet des tendresses d'Achille.
Je n’emporteray poit dile rage mutile.	Je n'emporterai poit dile rage mutile.
Plus de raiſons.	Plus de raisons.
Il faut, ou la perdre, ou perir Vien, te dis-je.	Il faut, ou la perdre, ou périr Viens, te dis-je.
A Calchas je vais tout découvrir.	À Calchas je vais tout découvrir.
Fin du quatriéme Acte.	Fin du quatrième Acte.
ACTE V	ACTE V
SCENE PREMIERE.	SCÈNE PREMIÈRE.
IPHIGENIE, ÆGINE.	IPHIGENIE, ÆGINE.
IPHIGENIE.	IPHIGENIE.
Eſſe de m’arreſter.	Esse de m'arrêter.
Va, retourne à ma Mere, CÆgine, il faut des Dieux appaiſer la colere.	Va, retourne à ma Mère, CIgine, il faut des Dieux apaiser la colère.
Pour ce ſang malheureux qu’on veut leur dérober, Regarde quel orage eſt tout preſt à tomber.	Pour ce sang malheureux qu'on veut leur dérober, Regarde quel orage est tout prêt à tomber.
Conſidere l’état où la Reine eſt reduite.	Considère l'état où la Reine est réduite.
Voy comme tout le Camp s’oppoſe à noſtre fuite, Avec quelle inſolence ils ont de toutes parts Fait briller à nos yeux la pointe de leurs dards.	Vois comme tout le Camp s'oppose à notre fuite, Avec quelle insolence ils ont de toutes parts Fait briller à nos yeux la pointe de leurs dards.
Nos Gardes repouſſez, la Reine évanoüie.	Nos Gardes repoussés, la Reine évanouie.
Ah!	Ah!
c’eſt trop l’expoſer, ſouffre que je la ſuye.	c'est trop l'exposer, souffre que je la suie.
Et ſans attendre icy ſes ſecours impuiſſans, Lante moy pronter du touple de les lens.	Et sans attendre ici ses secours impuissants, Lante moi pronter du touple de les lents.
Mon Pere meſme, helas!	Mon Père même, hélas!
puiſqu’il faut te le dire, Mon Pere, en me ſauvant, ordonne que j’expire.	puisqu'il faut te le dire, Mon Père, en me sauvant, ordonne que j'expire.
7 ÆGINE.	7 GINE.
Luy, Madame?	Lui, Madame?
Quoy donc?	Quoi donc?
Qu’eſt-ce qui s’eſt paſſé?	Qu'est-ce qui s'est passé?
IPHIGENIE.	IPHIGENIE.
Achille trop ardent l’a peut-eſtre offenſé.	Achille trop ardent l'a peut-être offensé.
Mais le Roy, qui le hait, veut que je le haïſſe.	Mais le Roi, qui le hait, veut que je le haïsse.
Il ordonne à mon cœur cet affreux ſacrifice.	Il ordonne à mon cœur cet affreux sacrifice.
Il m’a fait par Arcas expliquer ſes ſouhaits ægme, il mie defend de lui parler jamais.	Il m'a fait par Arcas expliquer ses souhaits ægme, il mie défend de lui parler jamais.
Ah Madame!	Ah Madame!
ÆGINE.	ÆGINE.
IPHIGENIE.	IPHIGENIE.
Ah ſentence!	Ah sentence!
Ah rigueur inoüie!	Ah rigueur inoüie!
Dieux plus doux!	Dieux plus doux!
vous n’avez demandé que ma vie.	vous n'avez demandé que ma vie.
Mourons, obeïſſons.	Mourons, obéissons.
Mais qu’eſt-ce que je voy?	Mais qu'est-ce que je vois?
Dieux !	Dieux !
’Achille?	’Achille?
SCENE II.	SCÈNE II.
ACHILLE, IPHIGENIE.	ACHILLE, IPHIGENIE.
ACHILLE.	ACHILLE.
VEnez, Madame, ſuivez moy.	VEnez, Madame, suivez -moi.
Ne craignez ni les cris, ni la foulle impuiſſante D’un Peuple, qui ſe preſſe autour de cette Tente.	Ne craignez ni les cris, ni la foulle impuissante D'un Peuple, qui se presse autour de cette Tente.
Paroiſſez.	Paraissez.
Et bien-toſt, ſans attendre mes coups, Ces flots tumultueux s’ouvriront devant vous.	Et bientôt, sans attendre mes coups, Ces flots tumultueux s'ouvriront devant vous.
Patrocle, & quelques Chefs qui marchent à ma ſuite, De mes Theſſaliens vous amenent l’élite.	Patrocle, et quelques Chefs qui marchent à ma suite, De mes Thessaliens vous amènent l'élite.
Tout le reſte, aſſemblé prés de mon Etandart, Vous offre de ſes rangs l’invinble rempart.	Tout le reste, assemblé près de mon Étandard, Vous offre de ses rangs l'invinble rempart.
A vos Perſecuteurs oppoſons cet azile.	À vos Persécuteurs opposons cet asile.
Qu’ils viennent vous chercher ſous les Tentes d’A.	Qu'ils viennent vous chercher sous les Tentes d'A.
chille.	chille.
Quoy, Madame?	Quoi, Madame?
Eſt-ce ainſi que vous me ſecondez?	Est-ce ainsi que vous me secondez?
Ce n’eſt que par des pleurs que vous me répondez.	Ce n'est que par des pleurs que vous me répondez.
Vous fiez-vous encore à de ſi foibles armes ?	Vous fiez-vous encore à de si faibles armes ?
Haſtons nous.	Hâtons -nous.
Voſtre Pere a déja veû vos larmes,	Votre Père a déjà vu vos larmes,
IPHIGENIE.	IPHIGENIE.
Ie le ſçay bien, Seigneur.	Je le sais bien, Seigneur.
Auſſi tout mon eſpoir N’eſt plus qu’au coup mortel que je vais recevoir	Aussi tout mon espoir N'est plus qu'au coup mortel que je vais recevoir
ACHILLE.	ACHILLE.
Vous, mourir?	Vous, mourir?
Ah!	Ah!
ceſſez de tenir ce langagé, Songez vous quel ſerment vous & moy nous engage?	cessez de tenir ce langagé, Songez -vous quel serment vous et moi nous engage?
poligta vous ( poul dancher d’inudies diicours) Que le bonheur d’Achille eſt fondé ſur vos jours?	poligta vous ( poul dancher d'inudies diicours) Que le bonheur d'Achille est fondé sur vos jours?
IPHIGENIE.	IPHIGENIE.
Le Ciel n’a point aux jours de cette Infortunée.	Le Ciel n'a point aux jours de cette Infortunée.
Attaché le bonheur de voſtre deſtinée.	Attaché le bonheur de votre destinée,
Noſtre amour nous trompoit.	Notre amour nous trompait.
Et les arreſts du Sort Veulent que ce bonheur ſoit un fruit de ma mort.	Et les arrêts du Sort Veulent que ce bonheur soit un fruit de ma mort.
Songez, Seigneur, ſongez à ces moiſſons de gloire Qu’à vos vaillantes mains preſente la Victoire.	Songez, Seigneur, songez à ces moissons de gloire Qu'à vos vaillantes mains présente la Victoire.
Ce champ ſi glorieux, où vous aſpirez tous, Si mon ſang ne l’arroſe, eſt ſterile pour vous.	Ce champ si glorieux, où vous aspirez tous, Si mon sang ne l'arrose, est stérile pour vous.
Telle eſt la loy des Dieux à mon Pere dictée.	Telle est la loi des Dieux à mon Père dictée.
En vain ſourd à Calchas il l’avoit rejettée.	En vain sourd à Calchas il l'avait rejettée.
Par la bouche des Grecs contre moy conjurez Leurs ordres éternels ſe ſont trop declarez.	Par la bouche des Grecs contre moi conjurés Leurs ordres éternels se sont trop déclarés.
Partez.	Partez.
A vos honneurs j’apporte trop d’obſtacles.	À vos honneurs j'apporte trop d'obstacles.
Vous meſme dégagez la foy de vos Oracles.	Vous -même dégagez la foi de vos Oracles.
Signalez ce Heros à la Grece promis, Tournez voſtre douleur contre ſes Ennemis.	Signalez ce Héros à la Grèce promis, Tournez votre douleur contre ses Ennemis.
Déja Priam pâlit.	Déjà Priam pâlit.
Déja Troye en allarmes Redoute mon bucher, & fremit de vos larmes.	Déjà Troie en alarmes Redoute mon bûcher, et frémit de vos larmes.
Allez, & dans ſes murs vuides de Citoyens, Faites pleurer ma mort aux Veuves des Troyens.	Allez, et dans ses murs vides de Citoyens, Faites pleurer ma mort aux Veuves des Troyens.
Je meurs dans cet eſpoir ſatisfaite, & tranquille.	Je meurs dans cet espoir satisfaite, et tranquille.
Si je n’ay pas veſcu la Compagne d’Achille, l’eſpere que du moins un heureux Avenir.	Si je n'ai pas vécu la Compagne d'Achille, l'espère que du moins un heureux Avenir.
A vos faits immortels joindra mon ſouvenir, Et qu’un jour mon trépas, ſource de voſtre gloire, Ouvrira le recit d’une ſi belle Hiſtoire.	À vos faits immortels joindra mon souvenir, Et qu'un jour mon trépas, source de votre gloire, Ouvrira le récit d'une si belle Histoire.
Adieu, Prince, vivez, digne Race des Dieux.	Adieu, Prince, vivez, digne Race des Dieux.
ACHILLE.	ACHILLE.
Non, je ne reçoy point vos funeſtes adieux.	Non, je ne reçois point vos funestes adieux.
En vain par ce diſcours voſtre cruelle adreſſe Veut ſervir voſtre Pere, & tromper ma tendreſſe.	En vain par ce discours votre cruelle adresse Veut servir votre Père, et tromper ma tendresse.
En vain vous pretendez, obſtinée à mourir, Intereſſer ma gloire à vous laiſſer perir.	En vain vous prétendez, obstinée à mourir, Intéresser ma gloire à vous laisser périr.
Ces moiſſons de lauriers, ces honneurs, ces conqueſtes Ma main, en vous ſervant, les trouve toutes preſtes.	Ces moissons de lauriers, ces honneurs, ces conquêtes Ma main, en vous servant, les trouve toutes prêtes.
Et qui de ma faveur ſe voudroit honnorer, Si mon hymen prochain ne peut vous aſſurer?	Et qui de ma faveur se voudrait honorer, Si mon hymen prochain ne peut vous assurer?
Ma gloire, mon amour, vous ordonnent de vivre.	Ma gloire, mon amour, vous ordonnent de vivre.
Venez, Madame, il faut les encroire, & me ſuivre.	Venez, Madame, il faut les encroire, et me suivre.
IPHIGENIE.	IPHIGENIE.
i moy?	y joi?
Que comie m rere olant me fevolter, Je merite la mort, que j’irois éviter?	Que comie m ère olant me fevolter, Je mérite la mort, que j'irais éviter?
Où ſeroit le reſpect!	Où serait le respect!
Et ce devoir ſupréme.	Et ce devoir suprême.
ACHILLE.	ACHILLE.
Vous ſuivrez un Epoux avoüé par lui-meſme.	Vous suivrez un Époux avoué par lui-même.
C’eſt un titre qu’en vain il pretend me voler.	C'est un titre qu'en vain il prétend me voler.
Ne fait-il des ſermens que pour les violer?	Ne fait-il des serments que pour les violer?
Vous-meſme, que retient un devoir ſi ſevere, Quand il vous donne a moy, n’eſt-il point voſtre Pere?	Vous-même, que retient un devoir si sévère, Quand il vous donne à moi, n'est-il point votre Père?
Suivez-vous ſeulement ſes ordres abſolus, Quand il ceſſe de l’eſtre, & ne vous connoiſt plus?	Suivez-vous seulement ses ordres absolus, Quand il cesse de l'être, et ne vous connaît plus?
Enfin c’eſt trop tarder, ma Princeſſe, & ma crainte.	Enfin c'est trop tarder, ma Princesse, et ma crainte.
IPHIGENIE.	IPHIGENIE.
Quoy, Seigneur, vous iriez juſques à la contrainte?	Quoi, Seigneur, vous iriez jusques à la contrainte?
D’un coupable tranſport écoutant la chaleur Vous pourriez ajouſter ce comble à mon malheur?	D'un coupable transport écoutant la chaleur Vous pourriez ajouter ce comble à mon malheur?
Ma gloire vous ſeroit moins chere que ma vie.	Ma gloire vous serait moins chère que ma vie.
Ah, Seigneur!	Ah, Seigneur!
épargnez la triſte Iphigenie.	épargnez la triste Iphigénie.
