A PARIS.	À PARIS.
il n’y faut plus ſonger:	il n'y faut plus songer:
Mais perſonne apres moy, quoy qu’on vous faſſe entendre, N’aura iamais pour vous de paſſionſi tendre.	Mais personne après moi, quoi qu'on vous fasse entendre, N'aura jamais pour vous de passions tendre.
LVCILE.	LUCILE.
Quand on ayme les gens, on les traite autrement;	Quand on aime les gens, on les traite autrement;
On fait de leur perſonne vn meilleur iugement.	On fait de leur personne un meilleur jugement.
ERASTE.	ERASTE.
Quand on ayme les gens, on peut de ialouſie, Sur beaucoup d’apparence, auoir l’ame ſaiſie:	Quand on aime les gens, on peut de jalousie, Sur beaucoup d'apparence, avoir l'âme saisie:
Mais alors qu’on les ayme, on ne peut en effet Se reſoudre à les perdre, & vous vous l’auez fait.	Mais alors qu'on les aime, on ne peut en effet Se résoudre à les perdre, et vous vous l'avez fait.
LVCILE.	LUCILE.
La pure ialouſie eſt plus reſpectueuſe.	La pure jalousie est plus respectueuse.
ERASTE.	ERASTE.
On voit d’vn œil plus doux vne offence amoureuſe,	On voit d'une œil plus doux une offense amoureuse,
LVCILE.	LUCILE.
Ivon votre cœm, Lrante, entoit mar enflammé.	Juon votre cœm, Lrante, entait mar enflammé.
ERASTE.	ERASTE.
Non, Lucile, iamais vous ne m’auez aymé.	Non, Lucile, jamais vous ne m'avez aimé.
LVCILE.	LUCILE.
Eh!	Eh!
ie croy que cela foiblement vous ſoucie:	Ne crois que cela faiblement vous soucie:
Peut-eſtre en ſeroit-il beaucoup mieux pour ma vie, Si ie.	Peut-être en serait-il beaucoup mieux pour ma vie, Si ici.
mais loiſſons-là ces diſcours ſuperflus:	mais loissons-là ces discours superflus:
Ie ne dis point quels ſont mes penſers la deſſus.	Je ne dis point quels sont mes pensers la dessus.
Pourquoy?	Pourquoi?
ERASTE.	ERASTE.
LVCILE.	LUCILE.
Par la raiſon que nous rompons enſemble, Et que cela n’eſt plus de ſaiſon ce me ſemble.	Par la raison que nous rompons ensemble, Et que cela n'est plus de saison ce me semble.
Nous rompons?	Nous rompons?
ERASIH.	ERASIH.
LVCILE.	LUCILE.
Ouy vrayement?	Oui vraiment?
quoy?	quoi?
n’en eſt-ce pas fait	n'en est-ce pas fait
ERASTE.	ERASTE.
Et vous voyez cela d’vn eſprit ſatisfait?	Et vous voyez cela d'un esprit satisfait?
Comme vous.	Comme vous.
LVCILE.	LUCILE.
ERASTE.	ERASTE.
Comme moy!	Comme moi!
LVCILE.	LUCILE.
Sans doute c’eſt foibleſſe, De faite von aux gens que leur perte nous bleſſe,	Sans doute c'est faiblesse, De faite von aux gens que leur perte nous blesse,
ERASTE.	ERASTE.
Mais, cruelle, c’eſt vous qui l’auez bien voulu.	Mais, cruelle, c'est vous qui l'avez bien voulu.
LVCILE.	LUCILE.
Moy!	Moi!
point du tout;	point du tout;
c’eſt vous qui l’auez reſolu.	c'est vous qui l'avez résolu.
ERASTE.	ERASTE.
Moy!	Moi!
ie vous ay creu là faire vn plaiſir ext reme.	Ne vous ai cru là faire un plaisir ext âme.
LVCILE.	LUCILE.
Point, vous auez voulu vous contenter vous meſme.	Point, vous avez voulu vous contenter vous -même.
ANMATD.	ANMATD.
Mais, ſi mon cœur encor reuouloit ſa priſon?	Mais, si mon cœur encor revoulait sa prison?
Si, tout fâché qu’il eſt, il demandoit pardon?	Si, tout fâché qu'il est, il demandait pardon?
LVCILE.	LUCILE.
Non, non, n’en faites rien ma foibleſſe eſt trop grande I’aurois peur d’accorder trop toſt vôſtre demande,	Non, non, n'en faites rien ma faiblesse est trop grande J'aurais peur d'accorder trop tôt vôstre demande,
ERASTE.	ERASTE.
Ha!	Ha!
vous ne pouuez pas trop toſt me l’accorder, Ny moy ſur cette peur trop toſt le demander;	vous ne pouvez pas trop tôt me l'accorder, Ni moi sur cette peur trop tôt le demander;
Conſentez-y, madame, vne flame ſi belle, Doit pour voſtre intereſt demeurer immortelle Ie le demande enfin:	Consentez-y, madame, une flamme si belle, Doit pour votre intérêt demeurer immortelle Je le demande enfin:
me l’accorderez-vous, Ce pardon obligeant?	me l'accorderez-vous, Ce pardon obligeant?
LVCILE.	LUCILE.
Remenez-moy chez nous.	Remenez-moi chez nous.
SCENE V.	SCÈNE V.
SCENE IV.	SCÈNE IV.
MNETIDJ AROS-RENE.	MNETIDJ ROS-RENE.
MARINETTE.	MARINETTTE.
!	!
La lâche perſonne!	La lâche personne!
GROS-RENE’.	GROS-RENE'.
Ha!	Ha!
le foible courage!	le faible courage!
MARINETTE.	MARINETTTE.
I'en rougis de dépit.	J'en rougis de dépit.
GROS-RENE'.	GROS-RENE'.
I’en ſuis gonflé de rage:	J'en suis gonflé de rage:
Ne t’imagine pas que ie me rende ainſi.	Ne t'imagine pas que Ne me rende ainsi.
MARINETTE.	MARINETTTE.
Et ne penſe pas, toy, trouuer ta dupe auſſi,	Et ne pense pas, toi, trouver ta dupe aussi,
GROS-RENE.	GROS-RENE.
Vien, vien, froter ton nez aupres de ma colere.	Viens, viens, frodter ton nez auprès de ma colère.
MARINETTE.	MARINETTTE.
Tu nous prens pour vn autre;	Tu nous prends pour un autre;
& tu n’as pas affaire A ma ſotte maiſtreſſe.	et tu n'as pas affaire À ma sotte maîtresse.
Ardez le beau muſeau!	Ardez le beau museau!
Pour nous donner enuie encore de ſa peau:	Pour nous donner envie encore de sa peau:
Moy, i’aurois de l’amour pour ta chienne de face!	Moi, j'aurais de l'amour pour ta chienne de face!
Moy, ie te chercherois!	Moi, Seigneur te chercherais!
ma foy, l’on t’en fricaſſe Des ſilles comme nous.	ma foi, l'on t'en fricasse Des silles comme nous.
GROSRENE'.	GROSRENE.
Ouy?	Oui?
tu le prens par là?	tu le prends par là?
Tien, tien, ſans y chercher tant de façons, voila Ion beau galand de neige, auec ta nomhpareille:	Tiens, tien, sans y chercher tant de façons, voilà Ion beau galant de neige, avec ta nomhpareille:
Il n’aura plus l’honneur d’eſtre ſur mon oreille.	Il n'aura plus l'honneur d'être sur mon oreille.
MARINETTE.	MARINETTTE.
Et toy, pour te monſtrer que tu m’es à mépris, Voila ton demy-cent d’épingles de Paris, Que tu me donnas hier auec tant de fanfarre.	Et toi, pour te montrer que tu m'es à mépris, Voilà ton demi-cent d'épingles de Paris, Que tu me donnas hier avec tant de fanfarre.
GROS-RENE'.	GROS-RENE'.
Tiens encor ton coûteau;	Tiens encor ton coûteau;
la piece eſt riche & rare:	la pièce est riche et rare:
A te couta i biuucs lors que tu m’en fis don.	À te coûta y biuucs lors que tu m'en fis don.
MARINETTE.	MARINETTTE.
Tien tes ciſeaux, auec ta chaiſne de leton.	Tiens tes ciseaux, avec ta chaîne de leton.
GROS-RENE'.	GROS-RENE'.
I’oubliois d’auant-hier ton morceau de fromage;	J'oubliais d'avant-hier ton morceau de fromage;
Tien:	Tiens:
ie voudrois pouuoir reietter le potage que tu me no manger, pour n’auoir rien à toy.	Je voudrais pouvoir réjetter le potage que tu me nô manger, pour n'avoir rien à toi.
MARINETTE.	MARINETTTE.
Ie n’ay point maintenant de tes lettres ſur moy;	Je n'ai point maintenant de tes lettres sur moi;
MaſsTen Iday du leuMaqueonn demeic.	MassTen Idai du leuMaqueonn êmeic.
GROS-RENE'.	GROS-RENE'.
Et des tiennes tu ſçais ce que i’en ſçauray faire?	Et des tiennes -tu sais ce que j'en sçauray faire?
MARINETTE.	MARINETTTE.
Prend garde à ne venir iamais me reprier.	Prend garde à ne venir jamais me reprier.
GROS-RENE’.	GROS-RENE'.
Pour couper tout chemin à nous rapatrier, Il faut rompre la paille;	Pour couper tout chemin à nous rapatrier, Il faut rompre la paille;
Vne paille rompuë Rend, entre gens d’honneur, Vne affaire concluë, Ne fay point les doux yeux;	Une paille rompue Rend, entre gens d'honneur, Une affaire conclue, Ne fais point les doux yeux;
ie veux eſtre fâché.	Ne veux être fâché.
MARINETTE.	MARINETTTE.
Ne me lorgne point, toy;	Ne me lorgne point, toi;
i’ay l’eſprit trop touché.	j'ai l'esprit trop touché.
GROSNENE.	GROSNENE.
Romps;	Romps;
voila le moyen de ne s’en plus dédire:	voilà le moyen de ne s'en plus dédire:
Romps;	Romps;
tu ris, bonne beſte!	tu ris, bonne bête!
MARINETTE.	MARINETTTE.
Ouy, car tu me fais tire.	Oui, car tu me fais tire.
GROS-RENE’.	GROS-RENE'.
La peſte ſoit ton ris;	La peste soit ton ris;
voila tout mon courroux Déja dulcifié:	voilà tout mon courroux Déjà dulcifié:
qu’en dis-tu?	qu'en dis-tu?
romprons nous?	romprons -nous?
Oune romprons nous pas?	Ôune romprons -nous pas?
MARINZTTE.	MARINZTTE.
GROS-RENE.	GROS-RENE.
Ioy toy.	Ioi toi.
MARINETTE.	MARINETTTE.
Voy toy-meſme,	Vois toi-même,
GROVNENE.	GROUNENE.
Eſt-ce que tu conſens que iamais ie ne t’ayme?	Est-ce que tu consens que jamais je ne t'aime?
MARINETTE.	MARINETTTE.
Moy?	Moi?
ce que tu voudras.	ce que tu voudras.
GROS-RENE' Ce que tu voudras, toy.	GROS-RENE' Ce que tu voudras, toi.
MARINETTE.	MARINETTTE.
Ie ne diray rien.	Je ne dirai rien.
GROS-RENE’.	GROS-RENE'.
Ny moy non plus.	Ni -moi non plus.
MA RINETTE.	MA RINETTTE.
Ny moy.	Ni -mo.
GROS-RENE'.	GROS-RENE'.
Mafoy, nous ferons mieux de quitrer la grimace;	Mafoi, nous ferons mieux de quitrer la grimace;
Touche, ie te pai onne.	Touche, Seigneur te pai onne.
MARINETTE.	MARINETTTE.
Et moy ie te fais grace.	Et moi ici te fais grâce.
GROS-RENE'.	GROS-RENE'.
Mon Dieu!	Mon Dieu!
qu’à tes appas ie ſuis acoquiné!	qu'à tes appas apprendre suis acquiné!
MARINETTE.	MARINETTTE.
Que Marinette eſt ſotte apres lon Gros-René!	Que Marinette est sotte après lon Gros-René!
Fin du quatriéme Acte.	Fin du quatrième Acte.
A( I SCENE TREMIERE.	A( I SCÈNE -THREMIERE.
MASCARILLE.	MASCARILLE.
Ez que l’obſcurité regnera dans la ville, RIe me veux introduire au logis de Lucile:	Es que l'obscurité régnera dans la ville, RIe me veux introduire au logis de Lucile:
Va viſte de ce pas preparer pour tantoſt, & X* Et la lãterne ſourde, & les armes qu’il faut.	Va vite de ce pas préparer pour tantôt, et X* Et la langerne sourde, et les armes qu'il faut.
Quand il ma dit ces mots, il m’a ſemblé d’entendre, Va viſtement chercher vn licou pour te pendre.	Quand il ma dit ces mots, il m'a semblé d'entendre, Va vitement chercher un licou pour te pendre.
Venez-ça, mon patron, car, dans l’étonnement Où m’a ietté d’abord vn tel commandement, Ie n’ay pas eu le temps de vous pouuoir répondre;	Venez-cema, mon patron, car, dans l'étonnement Où m'a jeté d'abord un tel commandement, Je n'ai pas eu le temps de vous pouvoir répondre;
Mais ie vous veux icy parler, & vous confondre:	Mais ici vous veux ici parler, et vous confondre:
Deffendez-vous donc bien, & raiſonnons ſans bruit.	Défendez-vous donc bien, et raisonnons sans bruit.
Vous voulez, dites-vous, aller voir cette nuit Lucile?	Vous voulez, dites-vous, aller voir cette nuit Lucile?
ouy, Maſcarille.	oui, Mascarille.
Et que penſez-vous faire?	Et que pensez-vous faire?
Vne action d’amant qui ſe veut ſatisfaire, Vne action d’vn homme à fort petit cerueau:	Une action d'amant qui se veut satisfaire, Âme action d'un homme à fort petit cerveau:
Que d’aller ſans beſoin riſquer ainſi ſa peau;	Que d'aller sans besoin risquer ainsi sa peau;
Mais tu ſçais quel motif à ce deſſein m’apelle:	Mais tu sais quel motif à ce dessein m'appelle:
Lucile eſt irritée.	Lucile est irritée.
Et bien, tant pis pour elle, Mais l’amour veut que i’aille appaiſer ſon eſprit.	Et bien, tant pis pour elle, Mais l'amour veut que j'aille apaiser son esprit.
Mais l’amour eſt vn ſot qui ne ſçait ce qu’il dit:	Mais l'amour est un sot qui ne sait ce qu'il dit:
Nous garantira-t'-il cet amour, ie vous prie, D’vn riual, ou d’vn pere, ou d’vn frere en furie?	Nous garantira-t'-il cet amour, je vous prie, D'un rival, ou d'un père, ou d'un frère en furie?
Penſes tu qu’aucun d’eux ſonge à nous faire mal?	Penses tu qu'aucun d'eux songe à nous faire mal?
Ouy vrayement, ie le penſe;	Oui vraiment, Seigneur le pense;
& ſur tout, ce riual.	et sur tout, ce rival.
Maſcarille, en tout cas, l’eſpoir où ie me fonde, Nous irons bien armez, & ſi quelqu’vn nous gronde, Nous nous chamaillerons.	Mascarille, en tout cas, l'espoir où Elle me fonde, Nous irons bien armés, et si quelqu'un nous gronde, Nous nous chamaillerons.
Ouy;	Oui;
voila iuſtement Ce que voſtre valet ne pretend nullement:	voilà justement Ce que votre valet ne prétend nullement:
Moy chamailler!	Moi chamailler!
bon Dieu!	bon Dieu!
ſuiſ-ie vn Roland?	suis-je un Roland?
mon Maiſtre, Ou quelque ferragû?	mon Maître, Ou quelque ferragu?
c’eſt fort mal me connoiſtre, Quand ie viens à ſonger, moy qui me ſuis ſi cher, Qu’il ne faut que deux doits d’vn miſerable fer Dans le corps, pour vous mettre vn humain dans la bierre, Ie ſuis ſcandaliſé d’vne étrange maniere.	c'est fort mal me connaître, Quand autre viens à songer, moi qui me suis si cher, Qu'il ne faut que deux doits d'être misérable fer Dans le corps, pour vous mettre un humain dans la bierre, Je suis scandalisé d'une étrange manière.
Mais tu ſeras armé de pied-en-cap.	Mais tu seras armé de pied-en-cap.
Tant pis;	Tant pis;
I’en ſeray moins leger à gagner le taillis:	J'en serai moins léger à gagner le taillis:
Et de plus, il n’eſt point d’armure ſi bien iointe, Où ne puiſſe gliſſer vne vilaine pointe.	Et de plus, il n'est point d'armure si bien jointe, Où ne puisse glisser une vilaine pointe.
Oh!	Oh!
tu ſeras ainſi tenu pour vn poltron.	tu seras ainsi tenu pour un poltron.
Soit:	Soit:
pourueu que touſiours ie branle le menton:	pourvu que toujours ici branle le menton:
A table contez-moy, ſi vous voulez, pour quatre;	A table contez-moi, si vous voulez, pour quatre;
Mais contez-moy pour rien, s’il s’agit de ſe batre:	Mais contez-moi pour rien, s'il s'agit de se battre:
Enfin, ſi l’autre monde a des charmes pour vous, Pour moy, ie trouue l’air de celuy-cy fort doux:	Enfin, si l'autre monde a des charmes pour vous, Pour moi, tu trouve l'air de celui-cy fort doux:
Ie n’ay pas grande faim de mort ny de bleſſure, Et vous ferez le ſot tout ſeul, ie vous aſſeure.	Je n'ai pas grande faim de mort ni de blessure, Et vous ferez le sot tout seul, ie vous assure.
SCENE II VALERE, MASCARILLE.	SCÈNE II VALÈRE, MASCARILLE.
VALERE.	VALÈRE.
E n’ay iamais trouué de iour plus ennuyeux:	E n'ai jamais trouvé de jour plus ennuyeux:
I Le ſoleil ſemble s’eſtre oublié dans les Cieux, Et iuſqu’au lit qui doit receuoir ſa lumiere, Ie voy reſter encore vne telle carriere, Que iecroy que iamaisil ne l'acheuera, Et que de ſa lenteur mon ame enragera.	I Le soleil semble s'être oublié dans les Cieux, Et jusqu'au lit qui doit recevoir sa lumière, Je vois rester encore une telle carrière, Que écroi que jamaisil ne l'achèvera, Et que de sa lenteur mon âme enragera.
MASCARILLE.	MASCARILLE.
Et cet emprenemient pours clraller dunor'ombre, Peſcher viſte à taſtons quelque ſiniſtre encombre.	Et cet emprenement pours cleuraller dunor'ombre, Pêcher vite à tâtons quelque sinistre encombre.
Vous voyez que Lucile entiere en ſes rebuts.	Vous voyez que Lucile entière en ses rebuts.
VALERE.	VALÈRE.
Ne me fay point icy de contes ſupbinui.	Ne me fais point ici de contes supinui.
Quand i’y deurois tiouuer cent embûches mortelles, Ie ſens de ſon couroux des geſnes trop cruelles;	Quand j'y devrais toujours cent embûches mortelles, Je sens de son courroux des gênes trop cruelles;
Et ie veux l’adoucir, ou terminer mon ſort.	Et Ne veux l'adoucir, ou terminer mon sort.
C’eſt vn poinct ieſolu.	C'est un poinct jésolu.
MASCARILLE I’approuue ce tranſport:	MASCARILLE J'approuve ce transport:
Mais le mal eſt, Monſieur, qu’il faudra s’introduire En cachette.	Mais le mal est, Monsieur, qu'il faudra s'introduire En cachette.
VAIERE.	VAIÈRE.
Fort bien.	Fort bien.
MASCARILLE.	MASCARILLE.
Et i’ay peur de vous nuire.	Et j'ai peur de vous nuire.
Et comment?	Et comment?
VALERE.	VALÈRE.
MASCARILLE.	MASCARILLE.
Vne toux me tourmente à mourir, Dont ſe bruit iiportun vous fera deſcouurir:	Une toux me tourmente à mourir, Dont se bruit jiportun vous fera découvrir:
De moment en moment.	De moment en moment.
Vous voyez le ſupplice.	Vous voyez le supplice.
ne ds Ce mal te paſſera pren du ius de reglice.	ne ds Ce mal te passera pren du jus de règlice.
MASCARILLE.	MASCARILLE.
Iene croy, pas, Monſieur, qu’il ſe veüille paſſer.	Jène crois, pas, Monsieur, qu'il se veuille passer.
Ie ſerois rauy moy de ne vous point laiſſer;	Je serais ravi moi de ne vous point laisser;
Mais i’aurois vn regret mortel, ſi i’eſtois cauſe fut à mon cher maiſtre arriué quelque choſe.	Mais j'aurais un regret mortel, si j'étais cause fut à mon cher maître arrivé quelque chose.
SOLEE III.	SOLE III.
VALERE, LARAPIERE, - 5 MASCARILLE.	VALÈRE, LARAPIERE, - 5 MASCARILLE.
LARAPIERE.	LARAPIERE.
Onſieur, de bonne part ie viens d’être informé, MQu'Eraſte eſt contre vous fortement animé;	Onsieur, de bonne partout un viens d'être informé, MQu'Iraste est contre vous fortement animé;
Et qu’Albert parſe auſſi de faire pour Ianſſe Roüer iambes & bras à voſtre Maſcarille.	Et qu'Albert parse aussi de faire pour Jansse Rouer jambes et bras à votre Mascarille.
MASCARILLE.	MASCARILLE.
Moy, ie ne ſuis pour rien dans tout cét embarras.	Moi, Seigneur ne suis pour rien dans tout cet embarras.
Qu’ay-ie fait?	Qu'ai-je fait?
pour me voir roüer iambes & bras?	pour me voir rouer jambes et bras?
Suiſ-ie donc gardien, pour employer ceſtile, de la virginite des ſilles de la ville ?	Suis-je donc gardien, pour employer cetile, de la virginité des silles de la ville ?
Sur la tentation ay-ie quelque credit?	Sur la tentation ai-je quelque crédit?
Et puiſ-ie, mais, chetif, ſi le cœur leur en dit.	Et puis-je, mais, chétif, si le cœur leur en dit.
lIIſA N o O!	lIIsA N ô Ô!
qu’ils ne ſeront pas ſi meſchans qu’ils le diſent!	qu'ils ne seront pas si méchants qu'ils le disent!
Et quelque belle ardeur que ſes feux luy produiſent, Eraſte n’aura pas ſi bon marché de nous.	Et quelque belle ardeur que ses feuxlui produisent, Eraste n'aura pas si bon marché de nous.
LA RAPIERE.	LA RAPIÈRE.
S’il vous fai oit beſoin, mon bras eſt tout à vous.	S'il vous fait oit besoin, mon bras est tout à vous.
vous ſçauez de tout temps que ie ſuis vn bon frere.	vous savez de tout temps que je suis un bon frère.
VALERE.	VALÈRE.
Ie vous ſuis obligé, monſieur de la Rapiere,	Je vous suis obligé, monsieur de la Rapière,
LA RAPIERE.	LA RAPIÈRE.
I’ay deux amis auſſi que ie vous puis donner, Qui contre tous venans ſont gens à dégainer, Et ſur qui vous pourrez prendre toute aſſeurance.	J'ai deux amis aussi que je vous puis donner, Qui contre tous venants sont gens à dégainer, Et sur qui vous pourrez prendre toute assurance.
MASCARILLE.	MASCARILLE.
Acceptez-les, monſieur.	Acceptez-les, monsieur.
VALERE.	VALÈRE.
C’eſt trop de complaiſance.	C'est trop de complaisance.
LA RAPIERE.	LA RAPIÈRE.
Le petit Gille encore euſt pû nous aſſiſter, Sans le triſte accident qui vient de nous l’oſter.	Le petit Gille encore eût pu nous assister, Sans le triste accident qui vient de nous l'ôter.
Monſieur, le grand dommage!	Monsieur, le grand dommage!
& l’homme de ſeruice Vous auez ſçeu le tour que luy fit la Iuſtice?	et l'homme de service Vous avez su le tour que tu fit la Justice?
Il mourut en Cœſar, & luy caſſant les os Le boureau ne luy pût faire lâcher deux mots.	Il mourut en Cœsar, et même cassant les os Le boureau ne parler pût faire lâcher deux mots.
VALERE.	VALÈRE.
Monſieur de la Rapiere, vn homme de la ſorte Doit eſtre regreté;	Monsieur de la Rapière, un homme de la sorte Doit être regreté;
mais, quant à voſtre eſcorte, Ie vous rend grace.	mais, quant à votre escorte, Je vous rend grâce.
LA RAPIERE.	LA RAPIÈRE.
Soit;	Soit;
mais ſoyez auerty Qu’il vous cherche, & vous peut faire vn mauuais party.	mais soyez averti Qu'il vous cherche, et vous peut faire un mauvais parti.
VALERE.	VALÈRE.
Et moy, pour vous montrer combien ie l’apprehende:	Et moi, pour vous montrer combien On l'appréhende:
Ie luy veux, s’il me cherche, offrir ce qu’il demande:	Je te veux, s'il me cherche, offrir ce qu'il demande:
Et par toute la ville aller preſentement, Sans eſtre accompagné que de luy ſeulement.	Et par toute la ville aller présentement, Sans être accompagné que de lui seulement.
MASCARILLE.	MASCARILLE.
Quoy!	Quoi!
Monſieur, vous voulez tenter Dieu!	Monsieur, vou lez tenter Dieu!
quelle audace!	quelle audace!
Las!	Las!
vous voyez tous deux comme l’on vous menace, Combien de tous coſtez.	vous voyez tous deux comme l'on vous menace, Combien de tous côtés.
VALERE.	VALÈRE.
Que regardes-tu là?	Que regardes-tu là?
IMASCARILLE.	JMASCARILLE.
C’eſt qu’il ſent le baſton du coſté que voila.	C'est qu'il sent le bâton du côté que voilà.
Enfin, ſi maintenant ma prudence en eſt creuë, Ne nous obſtinons point à reſter dans la fuë:	Enfin, si maintenant ma prudence en est cruë, Ne nous obstinons point à rester dans la fue:
Allons nous renfermer.	Allons nous renfermer.
VALERE.	VALÈRE.
Nous renfermer!	Nous renfermer!
faquin;	faquin;
Tu m’oſes propoſer vn acte de coquin!	Tu m'oses proposer un acte de coquin!
Sus, ſans plus de diſcours, reſous-toy de me ſuiure.	Sus, sans plus de discours, résous-toi de me suivre.
MASCARILLE.	MASCARILLE.
Eh!	Eh!
Monſieur, mon cher maiſtre, il eſt ſi doux de viure!	Monsieur, mon cher maître, il est si doux de vivre!
cunemeuinqu’vne fois, ece eit pour n’iong-temps!	cunemeuinqu’une fois, ece ût pour n’ grande-temps!
VALERE.	VALÈRE.
Ie m’en vais t’aſſommer de coups, ſi ie t’entens.	Je m'en vais t'assommer de coups, si tu t'entends.
Aſcagne vient icy;	Ascagne vient ici;
laiſſons-le;	laissons-le;
il faut attendre Quel party de luy-meme il reſoudru de prendre.	il faut attendre Quel parti de Seigneur-même il résoudru de prendre.
Cependant auec moy vienprendie a la maiſon Pour nous frotter.	Cependant avec moi vienprendie a la maison Pour nous frotter.
MASCARILLE.	MASCARILLE.
Ie n’ay nulle demangeaiſon.	Je n'ai nulle démangeaison.
Que maudit ſoit l’amour, & les filles maudites, Qui veulent en tater, puis font les chatemites.	Que maudit soit l'amour, et les filles maudites, Qui veulent en tâter, puis font les chatemites.
SCENE IV.	SCÈNE IV.
ASCHONES INOSINE.	ASCHONES INOSINE.
ASCAGNE.	ÀSCAGNE.
ST-il bien vray, Froſine?	ST-il bien vrai, Frôine?
& ne reſuay-ie point?	et ne rêvai-je point?
EDe grace, contez-moy bien tout de poinct en poinct.	EDe grâce, contez-moi bien tout de point en point.
FROSINE.	FROSINE.
Vous en ſçaurez aſſez le détail;	Vous en sçaurez assez le détail;
laiſſez faire:	laissez faire:
Ces ſortes d’incidens ne ſont pour l’ordinaire Que redits trop de fois de moment en moment.	Ces sortes d'incidents ne sont pour l'ordinaire Que redits trop de fois de moment en moment.
Suffit que vous ſçachiez, qu’apres ce teſtament Qui vouloit vn garçon pour tenir ſa promeſſe, De la femme d’Albert la derniere groſſeſſe N’accoucha que de vous, & que luy deſſous main Ayant depuis long-temps concerté ſon deſſein, Fit ſon fils de celuy d’Ignes la bouquetiere, Qui vous donna pour ſienne à nourrir à ma mere.	Suffit que vous sachiez, qu'après ce testament Qui voulait un garçon pour tenir sa promesse, De la femme d'Albert la dernière grossesse N'accoucha que de vous, et que tu dessous main Ayant depuis longtemps concerté son dessein, Fit son fils de celui d'Ignès la bouquetière, Qui vous donna pour sienne à nourrir à ma mère.
La mort ayant rauy ce petit innocent Quelque dix mois apres, Albert eſtant abſent, La crainte d’vn Epoux, & l’amour maternelle, Firent l’euenement d’vne ruſe nouuelle.	La mort ayant ravi ce petit innocent Quelque dix mois après, Albert étant absent, La crainte d'un Époux, et l'amour maternelle, Firent l'événement d'une ruse nouvelle.
Sa femme en ſecret lors ſe rendit ſon vray ſang;	Sa femme en secret lors se rendit son vrai sang;
Vous deuintes celuy qui tenoit vôtre rang, Et la mort de ce fils mis dans vôtre famille Se couurit pour Albert de celle de ſa fille.	Vous devîntes celui qui tenait votre rang, Et la mort de ce fils mis dans votre famille Se couvrit pour Albert de celle de sa fille.
Voila de voſtre ſort vn miſtere éclaircy Que voſtre feinte mere a caché iuſqu’icy.	Voilà de votre sort un mystère éclairci Que votre feinte mère a caché jusqu'ici.
Elle en dit des raiſons, & peut en auoir d’autres, Par qui ſes intereſts n’eſtoient pas tous les vôtres.	Elle en dit des raisons, et peut en avoir d'autres, Par qui ses intérêts n'étaient pas tous les vôtres.
Enfin cette viſite où i’eſperois ſi peu, Plus qu’on ne pouuoit croire, a ſeruy voſtre feu.	Enfin cette visite où j'espérais si peu, Plus qu'on ne pouuoit croire, a servi votre feu.
Cette Ignés vous relâche;	Cette Ignès vous relâche;
& par vôtre autre affaire L’eclat de ſon ſecret deuenu neceſſaire, Nous en auons nous deux voſtre pere informé:	et par votre autre affaire L'éclat de son secret devenu nécessaire, Nous en avons nous deux votre père informé:
Vn billet de ſa femme a le tout confirmé, Et pouſſant plus auant encore noſtre pointe, Quelque peu de fortune à nôtre adreſſe iointe, Aux intereſts d’Albert, de Polidore apres, Nous auons ajuſté ſi bien les intereſts, Si doucement à luy déplié ces miſteres, Pour n’effaroucher pas d’abord trop les affaires, Enfin, pour dire tout, mené ſi;	Un billet de sa femme a le tout confirmé, Et poussant plus avant encore notre pointe, Quelque peu de fortune à notre adresse jointe, Aux intérêts d'Albert, de Polidore après, Nous avons ajusté si bien les intérêts, Si doucement à lui déplié ces misères, Pour n'effaroucher pas d'abord trop les affaires, Enfin, pour dire tout, mené si;
prudemment Son eſprit pas à pas à l’accommodement, Qu’autant que voſtre pere il monſtre de tendreſſe A confirmer les nœuds qui font voſtre allegreſſe.	prudemment Son esprit pas à pas à l'accommodement, Qu'autant que votre père il montre de tendresse À confirmer les nœuds qui font vostre allégresse.
ASCAGNE.	ÀSCAGNE.
Hal Froſine, la ioye oû vous m’acheminez!	Hal Frosine, la joie aus vous m'acheminez!
Et que ne doiſ-ie point à vos ſoins fortunez!	Et que ne dois-je point à vos soins fortuné!
FROSINE.	FROSINE.
Au reſte, le bon homme eſt en humeur de rire, Et pour ſon fils encor nous deffend de rien dire.	Au reste, le bon homme est en humeur de rire, Et pour son fils encor nous défend de rien dire.
SCENE V ASCAONE, FRSSINE, YOLIDORE.	SCÈNE V ASCAONE, FRSINE, YOLIDORE.
POLIDORE.	POLIDORE.
Pprochez vous, ma fille, vn tel nom m’eſt permis;	Prochez -vous, ma fille, Un tel nom m'est permis;
Et i’ay ſçeu le ſecret que cachoient ces habits.	Et j'ai su le secret que cachaient ces habits.
Vous auez fait vn trait, qui dans ſa hardieſſe Fait briller tant d’eſprit & tant de gentilleſſe, Que ie vous en excuſe, & tiens mon fils heureux, Quand il ſçaura l’obiet de ſes ſoins amoureux.	Vous avez fait un trait, qui dans sa hardiesse Fait briller tant d'esprit et tant de gentillesse, Que enfin vous en excuse, et tiens mon fils heureux, Quand il saura l'objet de ses soins amoureux.
Vous valez tout vn monde;	Vous valez tout un monde;
& c’eſt moy qui l’aſſeure.	et c'est moi qui l'assure.
Mais le voicy;	Mais le voici;
prenons plaiſir de l’auanture.	prenons plaisir de l'aventure.
Allez faire venir tous vos gens promptement.	Allez faire venir tous vos gens promptement.
