AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
LEOTARIS.	LEOTARIS.
Euaiten juia payjaa.	Euaiten juia paijà.
LE CHEVALIER.	LE CHEVALIER.
Le ſucces fera voir Que ce bras contre vous a bien plus de pouuoir;	Le succès fera voir Que ce bras contre vous a bien plus de pouvoir;
Ce guerrier indomté qui fit tant de conqueſtes Mituous faiſeeona muationfareue comreſtes, Et vous n'eſtes que deux.	Ce guerrier indomté qui fit tant de conquêtes Mituous faiseona muationfareue comrestes, Et vous n'êtes que deux.
MAe ne la avs Hercult eſtoit vn Dieu	MAe ne la avs Hercult était un Dieu
LE CHEVALIER.	LE CHEVALIER.
Ils ſe bautent Vous m’épreuuerez tel sãs partir de ce lieu v'bamoreus vainqueur.	Ils se bautent Vous m'épreuuerez tel sãs partir de ce lieu v'amboreus vainqueur.
ORMANTR AVX PIEDS DV ROY.	ORMANTR AUX PIEDS DU ROY.
Sire, la verité preſſe ma conſcience De venir à vos piez demander audience, Sur vn fait important au combat ordonné Pour debatre l’honneur d’vn couple infortuné C’eſt moy qui ſuis la mere, & merite le blame De l’enfant qu’auiourd’huy l’on ſupoſe à Madame, le ne ſçaurois plus voir l’innocence en danger Que ma confeßion peut icy degager.	Sire, la vérité presse ma conscience De venir à vos pieds demander audience, Sur un fait important au combat ordonné Pour debatre l'honneur d'un couple infortuné C'est moi qui suis la mere, et merite le blâme De l'enfant qu'aujourd'hui l'on supose à Madame, le ne saurais plus voir l'innocence en danger Que ma confession peut ici dégager.
Tu d'euſſe, Leriane, acuſer de toy-meſme Les brutaux mouuemens d’vn amour trop extreſme!	Tu d'eusse, Lériane, acuser de toi-même Les brutaux mouvements d'Homme trop extrême!
Elle eſt ſeule coulpable, Ormante n’a rien fait Que ſeruir d’inſtrument à ce nouueau forfait, Ayant des honoré ma ieuneſſe abuſee Vn enfant luy rendit ſon entrepriſe ayſee;	Elle est seule coulpable, Ormante n'a rien fait Que servir d'instrument à ce nouveau forfait, Ayant des honoré ma jeunesse abattée Venants enfant Seigneur rendit son entreprise aisée;
Alors elle abuſa de ma ſimplicité Et me fit conſentir à ſon impieté:	Alors elle abusa de ma simplicité Et me fit consentir à son impiété:
M'introduiſant au lit de Madonte endormie Dont elle fut touſiours capitale ennemie, Elle m'y dechargea du fruit d’vn ſale Amour Au milieu de la nuit comme indigne duiour.	M'introduisant au lit de Madonte endormie Dont elle fut toujours capitale ennemie, Elle m'y déchargea du fruit d'un sale Amour Au milieu de la nuit comme indigne duiour.
LE ROY.	LE ROY.
Dieux auez vous ſoufert vne telle impoſture Sans voir l’ordre troublé de toute la nature?	Dieux avez vous souffert une telle imposture Sans voir l'ordre troublé de toute la nature?
Pour vn moindre accident autrefois le Soleil Retourna ſe cacher au lieu de ſon réueil Mais i’empeſcheray biẽ qu’on mette en mon hiſtoire Ce tragique recit qui terniroit ſa gloire:	Pour un moindre accident autrefois le Soleil Retourna se cacher au lieu de son réueil Mais j'empêcherai bien qu'on mette en mon histoire Ce tragique récit qui ternirait sa gloire:
Mechante à quel deſſein?	Méchante à quel dessein?
mais quoy qu’elle raiſon La pourroit excuſer ſans la mettre en priſon Soldats que de ce pas on la traine au ſuplice.	mais quoi qu’elle raison La pourrait excuser sans la mettre en prison Soldats que de ce pas on la traine au suplice.
le Roy ſort.	le Roi sort.
LERIANE.	LERIANE.
Hâ pauure Leriane.	Hâ pauvre Leriane.
he Dieu que la iuſtice Voit claur ſous ſon bandeau!	hé Dieu que la justice Voit claur sous son bandeau!
que les ſens aueugleZ Donnent des mouuemens facheux & deregleZ Ta rage eſt reconnuë, & ta ruſe éuentee T’u ne te peux ſauuer, ta perte eſt areſtee, Hé queſt-ce que i’attens?	que les sens aveuglez Donnent des mouvements fâcheux et déréglez Ta rage est reconnue, et ta ruse évente T'u ne ne te pauver, ta perte est arestee, Hé quest-ce que j'attends?
allons donc, mais ie croy Que la mort aura peur de s’aprocher de moy Ma trame eſt int du Ciel par les Dieux découuerte Les ſiecles a venir apreuueront ma perte, On va punir de feu, celuy de mon Amour;	allons donc, mais rien crois Que la mort aura peur de saprocher de moi Ma trame est int du Ciel par les Dieux découverte Les siècles à venir approuveront ma perte, On va punir de feu, celui de mon Amour;
Allons, retardant plus i’obſcurcirois le iour Et cut nn perdãt veut ruiner le vice On tire Ler'mne de theatre pout	Allons, retardant plus j'obscurcirais le jour Et cut nôtre passant veut ruiner le vice On tire Lermne de théâtre pout
la mener au liea LE CHEVALIER AV TIGRE.	la mener au liea LE CHEVALIER AU TIGRE.
ai fuplice Memploirez vous, Madame, à quelque autre ſeruice?	ai fuplice Memploirez -vous, Madame, à quelque autre service?
MADONTE.	MADONTE.
I'oſeray vous prier de deux points ſeulement D’ou depend mon repos, & mon contentement;	J'oserai vous prier de deux points seulement D'ou dépend mon repos, et mon contentement;
De me dire le nom de l’auteur de ma grace S’il ne m'eſt pas permis de le voir à la face.	De me dire le nom de l'auteur de ma grâce S'il ne m'est pas permis de le voir à la face.
Deconduire apres iuſque dans mamaſſen Qu'on ne me braſſe icy quelque autre tralſon.	Déconduire après jusque dans mamassen Qu'on ne me brasse ici quelque autre tralson.
LE CHEVALIER.	LE CHEVALIER.
Bien qu’aßigné d’aller ou mon deuoir me preſſe Ie verray le palais qui loge vne Deeſſe;	Bien qu'assigné d'aller ou mon devoir me presse Je verrai le palais qui loge une Deesse;
Le Cheualier au Tigre eſt vn nom emprunté Que i’ay pris pour ſauuer vne chaſte beauté Quoy qu’elle m’ayt ſouuent la liberté rauie Et me donne la mort en ſoûtenant ſa vie.	Le Chevalier au Tigre est un nom emprunté Que j'ai pris pour sauver une chaste beauté Qu 'elle m'ait souvent la liberté ravie Et me donne la mort en soutenant sa vie.
A SCENE I C PREMIERE.	À SCÈNE I Ç PREMIÈRE.
MADONTE:	MADONTE:
THERSANDRE.	THÉRSANDRE.
12 Scene eſt en Ioreſts.	12 Scène est en Iorêts.
MADONTE.	MADONTE.
E ſçais-tu point, Therſandre, ou ſeroit ce vainqueur ANNN Qui m’a ſans l’auoir veu rauy l’ame & Ie ne te puis cacher que ie brûle d’enuie (le cœur De voir ce Caualier dont nous tenons la vie Ha Dieu qu’il feſoit bien!	 sçais-tu point, Thersandre, ou serait ce vainqueur AN Qui m'a sans l'avoir vu ravi l'âme et Je ne te puis cacher que deux brûle d'envie (le cœur De voir ce Cavalier dont nous tenons la vie Ha Dieu qu'il fésait bien!
qu’il auoit de vertu, Et qu’il vint à propos quand tu fus abatu, Qu alors il feſoit beau le voir à la barriere Demander le combat d’vne façon guerriere Ne reſpirer que gloire, auoir le bras troußé Et parestre plus fort qu'vn lion couroucé Ie ne ſçay qu’elle estoit la beauté de ſa face, Mais ſes geſtes guerriers acompagneZ d’audace Sa main acoutumee à tenter les hazards Ne pouuoient pas venir d’vn autre que de Mars D’vn autre que d’vn Dieu, qui remportant la palme Oblige mon honneur, & me remet au calme.	qu'il avait de vertu, Et qu'il vint à propos quand tu fus abattu, Qu alors il fesait beau le voir à la barrière Demander le combat d'une façon guerrière Ne respirer que gloire, avoir le bras trouvé Et paraître plus fort qu'à lion couroucé Je ne sais qu'elle était la beauté de sa face, Mais ses guère guerriers acompagnés d'audace Sa main acoutumee à tenter les hasards Ne pouvaient pas venir d'un autre que de Mars D’un autre que d' Dieu, qui remportant la palme Oblige m honneur, et me et au calme.
THERSANDRE.	THÉRSANDRE.
Ie ne ſçay quel Genie alors le fit armer Que mon esprit confus eſtoit comme vne mer A qui l’Aſtre du iour luy cachant ſa lumiere Fait perdre en vn moment ſa bonace premiere;	Je ne sais quel Génie alors le fit armer Que mon esprit confus était comme une mer À qui l'Astre du jour lui cachant sa lumière Fait perdre en un moment sa bonace première;
Il ſemble que le vent diſpute auec les flots De la perte, ou du bien des pauures matelots Les eaux dans vn grand bruit oſent porter leur teſte Iuſqu’au lieu qui conçoit l’éclair & la tempeſte Tout le monde en danger ne penſant plus au port Tâche de treuuer bon de ſe rendre à la mort:	Il semble que le vent dispute avec les flots De la perte, ou du bien des pauvres matelots Les eaux dans un grand bruit osent porter leur tête Jusqu'au lieu qui conçoit l'éclair et la tempête Tout le monde en danger ne pensant plus au port Tâche de trouver bon de se rendre à la mort:
La plus forte raiſon ſe tourne' en reſaerie, L’vſage n’y peut rien, l’art cede à la furie, La crainte fait tomber les rames de la main Et rien ne peut fléchirce Dieu trop inhumain Lors qu’vn rayon du iour au trauers d’vn nuage Vient aux vœux du nocher diß pertout l’orage Le Soleil & plus clair, & plus beau que deuant Donne le calme aux eaux, & la douceur au vent:	La plus forte raison se tourne' en résaerie, L'usage n'y peut rien, l'art cède à la furie, La crainte fait tomber les rames de la main Et rien ne peut fléchirce Dieu trop inhumain Lors qu'un rayon du jour au travers d'un nuage Vient aux vœux du nocher di pertout l'orage Le Soleil et plus clair, et plus beau que devant Donne le calme aux eaux, et la douceur au vent:
Ainſi dans le malheur que nous tramoit l’enuie Mes ſens ne penſoient plus d’entretenir ma vie, Le danger que couroit vôtre honneur & le mien M’auoient mis en eſtat de n’eſperer plus rien I'auois le ſang gelé, mon cœur eſtoit de glace Et ce ſucces douteux auoit troublé ma face:	Ainsi dans le malheur que nous tramait l'envie Mes sens ne pensaient plus d'entretenir ma vie, Le danger que courait votre honneur et le mien M'avaient mis en état de n'espérer plus rien J'avais le sang gelé, mon cœur était de glace Et ce succès douteux avait troublé ma face:
Madame, excuſez moy, ſi ie benis le iour Que vos yeux par les miens m’inſpirerent l’Amour, La Beauté, cette Reine & maiſtreſſe des Ames Se fait touſiours cherir au viſage des Dames;	Madame, excusez -moi, si ainsi bénis le jour Que vos yeux par les miens m'inspirent l'Amour, La Beauté, cette Reine et maîtresse des Ames Se fait toujours chérir au visage des Dames;
Mais ie me blâme außi de la preſomption Qui fit trop eſperer à mon Afection, Et me rendit credule à toutes les malices D' ne femme ſubtile, & faite aux artifices.	Mais ie me blâme aussi de la présomption Qui fit trop espérer à mon Afection, Et me rendit crédule à toutes les malices D' ne femme subtile, et faite aux artifices.
MADONTE.	MADONTE.
Therſandre, laiſſons là ces accidens paſſez Qui n'allegeront pas mes esprits trauerſeZ Penſons à quel deſſein le ciel nous voit parestre Sous la ſimplicite de cet habitchampeſtre.	Thersandre, laissons là ces accidents passez Qui n'allégeront pas mes esprits trauerseZ Pensons à quel dessein le ciel nous voit paraître Sous la simplicité de cet habitchampêtre.
THERSANDRE.	THÉRSANDRE.
Pour chercher ce vainqueur, & voir ſi dans les bois On vit plus en repos, que dans la Cour des Rois puirejpirerta puie, O pour ſi la fortune Sous l'habit des bergers n'eſt point moins importune.	Pour chercher ce vainqueur, et voir si dans les bois On vit plus en repos, que dans la Cour des Rois puirejpirerta puie, Ô pour si la fortune Sous l'habit des bergers n'est point moins importune.
MADONTE.	MADONTE.
Allons donc, ie remets à ton integrité Le depoſt important de ma pudicité.	Allons donc, Madame remets à ton integrité Le dépôt important de ma pudicité.
A I L	À I L
SCENE II DAMON.	SCÈNE II DAMON.
HALADIN.	HALADIN.
D’AMON.	D'AMON.
ELAS!	ÉLAS!
quand i’ay reueu cette douce aduerſaire, A qui dans le danger ie fus ſi neceſſairt I'auois iuré cent fois de ne la plus aymer Et ſoudain i’ay ſenty mon feu ſe r’allumer:	quand j'ai revu cette douce adversaire, À qui dans le danger je fus si nécessairt J'avais juré cent fois de ne la plus aimer Et soudain j'ai senti mon feu se rallumer:
Ainſi ſouuent les flots reiettent du riuage Vn vaiſſeau ma lheureux au plus fort de l’orage,	Ainsi souvent les flots rejettent du rivage Un vaisseau ma lheureux au plus fort de l'orage,
Et le nocher rauy des delices du port Se retreuue reduit au pouuoir de la mort.	Et le nocher ravi des délices du port Se retrouve réduit au pouvoir de la mort.
L'Amour du mouuement & dû vent de ſes aîles R’anime tous les iours mes flames immortelles Et malgré le pouuoir de l’abſence & du temps Il nourrit dans mon cœur des vœux touſiours conſtãs.	L'Amour du mouvement et dû vent de ses âme ROanime tous les jours mes flammes immortelles Et malgré le pouvoir de l'absence et du temps Il nourrit dans mon cœur des vœux toujours constis.
Pourquoy pris tu, Damon, l’épee en ſa defence Son malheur ſeruoit il d’excuſe à ſon ofence?	Pourquoi pris tu, Damon, l'épée en sa défense Son malheur servait il d'excuse à son offense?
Non, non;	Non, non;
mais regardant cet obiet gracieux Ie veis bien qu'elle auoit ma fortune en ſes yeux Reduit en ces deſerts par ſa rigueur extreſme Ie doute ſi ie ſuis encor celuy-là meſme, Que l’ingrate autrefois ayma trop promtement Pour garder vne ardeur iuſques au monument;	mais regardant cet objet gracieux Je vit bien qu'elle avait ma fortune en ses yeux Réduit en ces déserts par sa rigueur extrême On doute si tu suis encor celui-là même, Que l'ingrate autrefois aima trop promet Pour garder une ardeur jusqu' au monument;
C’eſt ainſi que les biens que nous auons ſans peine Ne nous donnent iamais qu’vne ioye incertaine Les fruits ne durent pas que l’on a trop hátez Et ne peuuuent ſoufrir la chaleur des Eſtez Son amour qui iadis préuint mon eſperance Ne s’eſt pû conſeruer par la perſeuerance:	C'est ainsi que les biens que nous avons sans peine Ne nous donnent jamais qu'une joie incertaine Les fruits ne durent pas que l'on a trop hátez Et ne peuvent soufrir la chaleur des Estez Son amour qui jadis prévint mon espérance Ne s'est pu conserver a la née:
Mais ou ſuis-ie reduit?	Mais ou suis-je réduit?
& quelle paßion Me fait par tout courir ſans reſolution?	et quelle passion Me fait par tout courir sans résolution?
Combien de criminels ont treuué des delices Des roſes, & des lys au milieu des ſuplices!	Combien de criminels ont trouvé des délices Des roses, et des lys au milieu des suplices!
Combien de malheureux ont tire leur ſuport De leur propre courage, & du ſein de la mort?	Combien de malheureux ont tire leur suport De leur propre courage, et du sein de la mort?
Ou moy ſuiét encore a ma premiere flame Ma valeur n’oſeroit diſpoſer de mon Ame, Et touſiours ma raiſon ſe meſle en mon tourment Qui me fait eſperer quelque ſoulagement.	Ou moi sujest encore à ma première flamme Ma valeur n'oserait disposer de mon Âme, Et toujours ma raison se mêle en mon tourment Qui me fait espérer quelque soulagement.
Agreable peys, qui nourrit des Bergeres Dont le cœur n’eut iamais de flames paſſageres Ou ce petit Tyran qui donne de l’Amour N’eſt du tout ſichangeant qu’il eſt dedans la Cour, On n'entend point d Amans en cette ſolitude Se plaindre iour & nuit de leur ſolicitude:	Agréable péis, qui nourrit des Bergères Dont le cœur n'eut jamais de flammes passagères Ou ce petit Tyran qui donne de l'Amour N'est du tout sichangeant qu'il est dedans la Cour, On n'entend point d Ès en cette solitude Se plaindre jour et nuit de leur solicitude:
Son Empire eſt ſi doux que bien ſouuent les Dieux Pour venir en Foreſts ont meprisé les Cieux, Et lors que leur colere alume le tonnerre On ne le voit iamais tomber ſur cette terre;	Son Empire est si doux que bien souvent les Dieux Pour venir en Forêts ont méprisé les Cieux, Et lors que leur colère alume le tonnerre On ne le voit jamais tomber sur cette terre;
Ce lieu plein de parfums dans vn rauiſſement A force d'admirer m’oſte le ſentiment.	Ce lieu plein de parfums dans un ravissement A force d'admirer m'ôte le sentiment.
Attendant que quelqu'vn paroiſſe dans la pleine Prenons quelque repos pres de cette fonteine	Attendant que quelqu'une paraisse dans la pleine Prenons quelque repos prenons que cette fonte
Ie puis entrer ſans crainte en ce ſombre ſeiour, Qui parest ſeulemẽt eſtre ennenty du iour.	Je puis entrer sans crainte en ce sombre seiour, Qui parêt seulement être ennenti du jour.
Mais deia mon Amour eſt icy decouuerte Il ſe couche fur l’herbe.	Mais déjà mon Amour est ici découverte Il se couche fur l'herbe.
Il ſemble que cette eau m’entretient de ma perte, Ces arbres comme inſtruits de ma ferme amitié Iettent à mon abord des larmes de pitie;	Il semble que cette eau m'entretient de ma perte, Ces arbres comme instruits de ma ferme amitié Jertent à mon abord des larmes de pitié;
Ie ſuis connu par tout, & les oyſeaux font gloire, nae.	Je suis connu par tout, et les oiseaux font gloire, nae.
De mettre ſur leur chant pour déplorable hiſtoire.	De mettre sur leur chant pour déplorable histoire.
Ce Rocher complaiſant à l’humeur ou ie ſuis Parle auec moy des maux ou mes iours ſont reduits, Mais le Ciel me regarde, & ſoufre que ie die Qu’il n’a point de pouuoir contre ma maladie;	Ce Rocher complaisant à l'humeur ou je suis Parle avec moi des maux ou mes jours sont réduits, Mais le Ciel me regarde, et souffre que personne dont Qu'il n'a point de pouvoir contre ma maladie;
Les beaux iours quelquefois ſe font voir aux priſons Les venins plus mortels ont leurs contrepoiſons Le Cerf eſtant bleßé treuue en fin ſon remede, Mais dedãs mon malheur rien ne s’ofre qui m’ayde, Et ie croy que les Dieux font pour des animaux Ce qu’il n’eſt pas permis d’esperer en nos maux.	Les beaux jours quelquefois se font voir aux prisons Les venins plus mortels ont leurs contrepoisons Le Cerf étant blesié trouve en fin son remède, Mais dedans mon malheur rien ne s'ofre qui m'aide, Et ainsi crois que les Dieux font pour des animaux Ce qu'il n'est pas permis d'espérer en nos maux.
Damon, Damon:	Damon, Damon:
LA VOIX.	LA VOIX.
DAMON.	DAMON.
Helas!	Hélas!
le Ciel m’acuſe, Aamolme puer yſuu junue nuy point d'excuſe,	le Ciel m'acuse, Aamolme puer ysu junue nuis point d'excuse,
LA VOIX.	LA VOIX.
Tréue de tes regrets rare & parfait Amant;	Trêve de tes regrets rare et parfait Amant;
Eſpere touſiours mieux de ton contentement;	Espère toujours mieux de ton contentement;
L’obiet infortuné de ta mortelle enuie Moura pour te donner la vie;	L'objet infortuné de ta mortelle envie Moura pour te donner la vie;
Cominemc uonciey de vilre dejormiat, Dans l'attente de voir ce que ie t'en promets.	Cominemc uoncie de vilre déjormiat, Dans l'attente de voir ce que ie t'en promets.
DAMON.	DAMON.
Ie doute que ce lieu, ſoit celuy des oracles, Ou ſe plaiſent les Dieux de faire leurs miracles;	Je doute que ce lieu, soit celui des oracles, Ou se plaisent les Dieux de faire leurs miracles;
La voix dit que i’eſpere, & l’espoir eſt le point Ou conſiſte le bien de ceux qui n’en n’ont point Mon eſprit étonné de ces rares merueilles Doute s’il s’en doit croire au raport des oreilles.	La voix dit que j'espère, et l'espoir est le point Ou consiste le bien de ceux qui n'en n'ont point Mon esprit étonné de ces rares merveilles Doute s'il s'en doit croire au rapport des oreilles.
Mais d’où vient qu’Haladin n’eſt pas encor icy?	Mais d'où vient qu'Haladin n'est pas encor ici?
Rien ne peut l’excuſer;	Rien ne peut l'excuser;
toutefois le voicy;	toutefois le voici;
Vrayment vous eſtes long, vne heure s’eſt paſſee Depuis que ſeul icy i'entretiens ma penſee.	Vraiment vous êtes long, une heure s'est passe Depuis que seul ici j'entretiens ma pensée.
HALADIN.	HALADIN.
Monſieur, vn Caualier qui vient de ce coſté, Et ſe plaint d’vn malheur m’a long temps areſté;	Monsieur, un Cavalier qui vient de ce côté, Et se plaint d'un malheur m'a long temps aresté;
ntie ju pcur, il en a bien aux femmes Et parle en general contre toutes les Dames.	nie ju pur, il en a bien aux femmes Et parle en général contre toutes les Dames.
A L	À L
SCENE III.	SCÈNE III.
ARGANTEE CHANTANT ſur la guiterre.	ARGANTE CHANTANT sur la guiterre.
5 AM E ne t’apelle plus mon Ange Ton ame eſt trop ſuiete au change Pour auoir des encens, N’attens pas, ingrate & volage, Que ie conſacre à ton viſage Mes Amours innocens.	5 AM E ne t'apelle plus mon Ange Ton âme est trop sujette au change Pour avoir des encens, N'attends pas, ingrate et volage, Que quelque consacre à ton visage Mes Amours innocents.
I'ay perdu le ſoinde te plaire, Le doux éfet de tacolere Me tire de priſon Ie fais peu d’eſtat de tes charmes, Perfide, ie te rends les armes Et reprens ma raiſon.	J'ai perdu le soinde te plaire, Le doux éfet de tacolère Mère tire de prison Ie fais peu d'état de tes charmes, Perfide, elle te rends les armes Et reprends ma raison.
Toutes femmes ſont menſongeres Leurs afections paſſageres, Leur esprit inconſtant, Et le caprice de leur teſte Reſſemble au vent de la tempeſte Qui meurt en s’areſtant.	Toutes femmes sont mensongères Leurs afections passagères, Leur esprit inconstant, Et le caprice de leur tête Ressemble au vent de la tempête Qui meurt en s'arétant.
Il ſemble aux Dames les plus belles Que de n'estre pas infidelles C’eſt eſtre ſans beauté;	Il semble aux Dames les plus belles Que de n'être pas infidèles C'est être sans beauté;
lurons donc, iurons ô mon ame Qu'vn Dieu ne peut faire vne femme Oaibs la legertie.	lurons donc, jurons ô mon âme Qu'un Dieu ne peut faire Roi Oaibs la légertie.
DAMON.	DAMON.
Hâ tu t’en dediras	Hâ tu t'en dédiras
ARGANTEE.	ARGANTE.
Qui me vient auiourd’huy Donner ocaſion de m'en vanger ſur luy?	Qui me vient aujourd'hui Donner occasion de m'en venger sur notre?
DAMON.	DAMON.
Tu mouras impudent, laiſſe cette guiterre On ne s’en ſert iamais au centre de la terre, La mort d’vn malheureux n’eſt pas à regreter Il faut aller la bas aprendre à mieux chanter;	Tu mouras impudent, laisse cette guiterre On ne s'en sert jamais au centre de la terre, La mort d'un malheureux n'est pas à regreter Il faut aller la bas apprendre à mieux chanter;
Et n’ofencer iamais l’honneur des belles Damer, V ſant mal à propos de diſcours trop infames.	Et n'ofenser jamais l'honneur des belles Damer, V ant mal à propos de discours trop infâmes.
ARGANTEE.	ARGANTE.
21 ſuer ayjefus auemi receijas, Veut forcer ma douceur à luy donner la mort?	21 suer aijefus avoir reçijas, Veut forcer ma douceur à lui donner la mort?
DAMON.	DAMON.
Chetif, tu conneſtras reparant cette ofence Que le Ciel me forma pour prendre leur defence.	Chetif, tu connêtras réparant cette ofense Que le Ciel me forma pour prendre leur défense.
RGANTEE.	RGANTE.
Cet instrument de paix, & qui me ſert d’ébat Me ſera le tambour qui m’anime au combat.	Cet instrument de paix, et qui me sert d'ébat Me sera le tambour qui m'anime au combat.
DAMON.	DAMON.
Ses cordes te ſeruant d’inſtrument à ton crime, Vne corde ſeroit ta peine legitime:	Ses cordes te servant d'instrument à ton crime, Une corde serait ta peine légitime:
Mais ie veux en cela me montrant plus humain Te donner le plaiſir de mourir de ma main.	Mais ie veux en cela me montrant plus humain Te donner le plaisir de mourir de ma main.
ARGANTEE.	ARGANTE.
Tu ſan trop penu tſeut a vn nomme de ma ſorte.	Tu san trop penu tsut a un nomme de ma sorte.
DAMON.	DAMON.
L’eſtat que l’on feroit d’vne perſonne morte, En garde, qu’attens-tu?	L'état que l'on ferait d'une personne morte, En garde, qu'attends-tu?
ARGANTEE.	ARGANTE.
Ie te veux pardonner.	Je te veux pardonner.
DAMON.	DAMON.
Si faut il que ta mort me vienne couronner;	Si faut -il que ta mort me vienne couronner;
Ie voy bien que le Ciel veut prolonger ma vie Pour peyer ma valeur de te l’auoir rauie.	Je vois bien que le Ciel veut prolonger ma vie Pour péier ma valeur de te l'avoir ravie.
ARGANTEE.	ARGANTE.
S’en eſt trop endurer, & ſa temerité Paſſe dans ſon exces celuy de ma bonté;	S'en est trop endurer, et sa témérité Passe dans son excès celui de ma bonté;
Hà ie tire à la mort.	Hà ton tire à la mort.
Iloſe battée.	Ilose battée.
DAMON.	DAMON.
Tu l’as bien meritee.	Tu l'as bien méritée.
TROVPE DE SOLDATS.	TROUPE DE SOLDATS.
Amis, vn, étranger aſſaßine Argantee Courons le ſecourir, & redoublons nos pas, Qu'vn deſtin rigoureux ne le liure au trépas.	Amis, un, étranger assassine Argantee Courons le secourir, et redoublons nos pas, Qu'un destin rigoureux ne le livre au trépas.
HALADIN.	HALADIN.
Il me faut opoſer à leur forcenerie Et paſſer ſur les loys de la cheualerie Sans eſtré decet ordre en cette regioh, Le party de mon maître eſt ma religion.	Il me faut oposer à leur forcénérie Et passer sur les lois de la chevalerie Sans estré decet ordre en cette régioh, Le parti de mon maître est ma religion.
SOLDATS.	SOLDATS.
Se tournans có tre Haladin.	Se tournants cotre tre Haladin.
Amys n’épargnons pas le complice d’vn traître Et qu’vn meſme tombeau l'enferme auec ſon maître.	Amis n'épargnons pas le complice d'un traître Et qu'une même tombeau l'enferme avec son maître.
HALADIN.	HALADIN.
Vous vous adreſſez mal, i’ay dequoy repartir, Onne s'ataque à moy qu’auce du repentir.	Vous vous adressez mal, j'ai dequoy repartir, Onne s'ataque à moi qu'auce du repentir.
Hé quoy déia la peur leur fait prendre la fuite Montrons nôtre courage à leur promte pourſuite, Courons apres.	Hé quoi déjà la peur leur fait prendre la fuite Montrons notre courage à leur promte poursuite, Courons après.
THERSANDRE.	THÉRSANDRE.
Sortant d’vn hols auec Madonte.	Sortant d'un hols était Madonte.
O Cieux!	Ô Cieux!
voila le Cheualier Qui porte pour ſa marque vn tigre en ſon bouclier;	voilà le Chevalier Qui porte pour sa marque un tigre en son bouclier;
Ils ſont deux à le battre, & deïa ſur la place Vn troiſieſme eſtpunyde ſa ſuperhe audace Ouprendray ie vne épee.	Ils sont deux à le battre, et deïa sur la place Un troisième estpunyde sa superhe audace Ouprendrai personne une épée.
DAMON.	DAMON.
Aſſaſsins inhumains, Vous aprendreZ icy ce que peſent mes mains.	Assassins inhumains, Vous apprendrez ici ce que pèsent mes mains.
THERSANDRE.	THÉRSANDRE.
Labelle ocaſion à ma reconnoiſſance!	Labelle occasion à ma reconnaissance!
Releuant vne épee d’vn bleſſé.	Relevant une épée d'un blessé.
Aſſaßins, aſſaßins, toute vôtre puiſſance Ne vous ſortira pas du combat commencé:	Assassins, assassins, toute votre puissance Ne vous sortira pas du combat commencé:
Voila le mien à bas, mais ie ſuis fort bleſſé.	Voilà le mien à bas, mais tu suis fort blessé.
Ha la force me manque, & mon ſang eſt de glace Vne froide ſueur s’épand deſſus ma face Mes eſprits dißipeZ à ce dernier effort, M'aſſurent de maperte, & d’vne promte mort, C’eft fait de moy, Madonte.	Ha la force me manque, et mon sang est de glace Une froide sueur s'épand dessus ma face Mes esprits dissipés à ce dernier effort, M'assurent de maperte, et d'une promte mort, C'est fait de moi, Madonte.
MADONTE.	MADONTE.
He courage, Therſandre!	He courage, Thersandre!
Si vous moureZ ſans moy, qui me pourra defendre?	Si vous mourez sans moi, qui me pourra défendre?
DAMON.	DAMON.
Pourquoy ſuis ie vainqueur, puis que ie veux mourir, Drrangen quene ſuu, on me vient ſecourir;	Pourquoi suis Seigneur vainqueur, puis que je veux mourir, Drrangen quène su, on me vient secourir;
I'aprens que la vertu n’eſt iamais étrangere.	J'apprends que la vertu n'est jamais étrangère.
MADONTE.	MADONTE.
Helas!	Hélas!
Therſandrel helas!	Thersandrel hélas!
DAMON.	DAMON.
Que dit cette Bergere!	Que dit cette Bergère!
Elle nomme Therſandre, eſt-ce point ce Riual Que la fortune a fait Auteur de tout mon mal?	Elle nomme Thersandre, est-ce point ce Rival Que la fortune a fait Auteur de tout mon mal?
Seroit-ce luy qui vient mourir pour ma défence Et purger deuant moy dans ſonſang ſon ofence, A t’il quité Madonte?	Serait-ce même qui vient mourir pour ma défense Et purger devant moi dans sonsang son offense, A t'il quité Madonte?
MADONTE.	MADONTE.
PIe diei Surpriſe de voir Damon.	PIe dissi Surprise de voir Damon.
DAMON.	DAMON.
En habit de Bergere.	En habit de Bergère.
C’eſt mon Soleil,	C'est mon Soleil,
MADONTE.	MADONTE.
O bonheur ſans pareil.	Ô bonheur sans pareil.
O Madonte!	Ô Madonte!
DAMON.	DAMON.
MADORTE.	MADORTE.
O Damon!	Ô Damon!
DAMON.	DAMON.
Eſt-ce donc toy, moname?	Est-ce donc toi, monme?
Que ie prenne de toy mille baiſers de flame.	Que quelque prenne de toi mille baisers de flamme.
MADONTE.	MADONTE.
Mais eſt-ce toy, Damon, qui t’auroit mis au port Quel Dieu t’auroit tire du pouuoir de la mort?	Mais est-ce toi, Damon, qui t'aurait mis au port Quel Dieu t'aurait tire du pouvoir de la mort?
Ton mouchoir plein de ſang me rendit aſſuree De tant d’afection que tu m’auois iuree;	Ton mouchoir plein de sang me rendit assure De tant d'afection que tu m'avais jure;
