Auec Priuilege du Roy.	Avec Privilège du Roi.
E R.	E R.
* Puis que c’eſt la iuſtice, il ſouffre iuſtement.	* Puis que c'est la justice, il souffre justement.
LA R.	LA R.
c* Mais bien iniustement:	c* Mais bien injustement:
quand on meine au ſupplice * Le iuſte, l’innocent, & l’ennemy du vice.	quand on mène au supplice * Le juste, l'innocent, et l'ennemi du vice.
Allez?	Allez?
vous meritez:	vous méritez:
ie n’en diray ia plus:	Elle n'en dirai ja plus:
Mais ie ſçay bien pour moy, que cela n’eſt qu’abus:	Mais ici sais bien pour moi, que cela n'est qu'abus:
Et que ie ſauueroy bon gré, malgré les armes, Muſiuee par ia force, oupur reffort des larmes.	Et que ici sauverais bon gré, malgré les armes, Musiuée par ja force, oupur ressort des larmes.
SCENE.	SCÈNE.
IIII.	IIII.
LE ROY.	LE ROY.
Lle en a du ſujet:	Lle en a du sujet:
ma femme a bien raiſon, LEt veu les faux teſmoins, le temps, & la ſaisõ Ou nous ſommes reduits, ie croy qu’en la Iuſtice Bien ſouuent l’innocent eſt conduit au ſupplice, ** Et les meſchants ſauuez:	ma femme a bien raison, LEt vu les faux témoins, le temps, et la saisõ Ou nous sommes réduits, ie croy qu'en la Justice Bien souvent l'innocent est conduit au supplice, ** Et les méchants sauvez:
tout y va par hazard, * Par argent, par faueur, calomnie, ou par art:	tout y va par hasard, * Par argent, par faveur, calomnie, ou par art:
* Le plus homme de bien, le plus ſaint, le plus ſage, & Court ces meſmes hazards, preſt à faire naufrage.	* Le plus homme de bien, le plus saint, le plus sage, et Court ces mêmes hasards, prêt à faire naufrage.
Deux faux teſmoins sãs plꝰ, qui ne ſoiẽt reprochez, 2 Peuuẽt rendre au gibet les ſaints meſme attachez Ce ſiecle eſt malheureus, & bien-heureus ie penſe Celuy qui n'eſt cogneu que de ſon innocence, Qui n’a point de voiſins, & rien à deſmeller:	Deux faux témoins sans pleure, qui ne soient reprochés, 2 Peuvent rendre au gibet les saints même attachés Ce siècle est malheureus, et bien-heureus ie pense Celui qui n'est connu que de son innocence, Et n'a point de voisins, et rien à desmeller:
Vit des fruicts de ſon champ, de la bonté de l’air, Paſſe incogneu de tous ſa vie non bornee Qu’aus termes de ſon champ, & de la deſtinee.	Vit des fruits de son champ, de la bonté de l'air, Passe inconnue de tous sa vie non bornée Qu'aus termes de son champ, et de la destinée.
SCENE.	SCÈNE.
V.	V.
LE ROY.	LE ROY.
LE CAPITAINE DES GARDES	LE CAPITAINE DES GARDES
LE CAP.	LE CAP.
QIre vn grand cauailler, grand de taille & de corps, Bien acheual, puiſſant, aus bras roides, & forts, Armé de pied-en-cap, de plaſtron, & de maille, S’offre en voſtre faueur pour donner la bataille A ce meſchant Lurquain:	QIre un grand cavailler, grand de taille et de corps, Bien acheval, puissant, aux bras roides, et forts, Armé de pied-en-cap, de plastron, et de maille, S'offre en votre faveur pour donner la bataille À ce méchant Lurquain:
mais il voudroit ſçauoir Si vous lui permettrez de ſe mettre en deuoir.	mais il voudrait savoir Si vous lui permettrez de se mettre en devoir.
LE R.	LE R.
Il mefait trop d’hõneur:	Il méfait trop d'honneur:
dites lui qu’il deſcẽde.	dites -lui qu'il décède.
LE C.	LE Ç.
Sire, il ne le veut pas, & moins que l’on demãde Quel il eſt, ny ſon nom:	Sire, il ne le veut pas, et moins que l'on demãde Quel il est, ni son nom:
baſte qu’il eſt tout preſt A mettre en main l’eſpee, & la lance à l’arreſt.	bâte qu'il est tout prêt A mettre en main l'épée, et la lance à l'arrêt.
LE R.	LE R.
Et bien que Lurquain s’arme, & que l’on aille querre Ma fille dans ſa tour, pour finir cete guerre:	Et bien que Lurquain s'arme, et que l'on aille querre Ma fille dans sa tour, pour finir cette guerre:
Dieu la vueille garder des mains des ennemis, Sauuer ce bon guerrier, preſeruer nos amis.	Dieu la veuille garder des mains des ennemis, Sauver ce bon guerrier, préserver nos amis.
Ie ne ſçay ou i’en ſuis:	Je ne sais ou j'en suis:
les deux genoux me tremblent, La force me deffaut, tous mes membres reſſemblent Au ſerpent raieuni, qu’vn beau iour ſoleillé Fait montrer l’ondoiant de ſon dos ecaillé, Quand le ſoc paſſager lui paſſant ſur le ventre Rabaiſſe ſon orgueil.	les deux genoux me tremblent, La force me défaut, tous mes membres ressemblent Au serpent rajeuni, qu'un beau jour soleillé Fait montrer l'ondoyant de son dos ecaillé, Quand le soc passager lui passant sur le ventre Rabaisse son orgueil.
GE.	GE.
Et dites lui qu’il entre:	Et dites -lui qu'il entre:
Qui a-til.	Qui a-til.
L.	L.
C.	Ç.
Vn guerrier de fort braue maintien Paroit dedans le camp, pour eſtre le ſouſtien De voſtre chasteté:	Un guerrier de fort brave maintien Parait dedans le camp, pour être le soutien De votre chasteté:
Le Roy vous a mandee.	Le Roi vous a mande.
GEN.	GEN.
* Si bonne œuure par moy ne ſera retardee, Ie croy que ce grand Dieu, iuge de mon penſer, Ne voudra mon bon droit au beſoin delaiſſer:	* Si bonne œuvre par moi ne sera retardée, Je crois que ce grand Dieu, juge de mon penser, Ne voudra mon bon droit au besoin délaisser:
Il eſt le protecteur des ames inpocentes, * Il eſt ſeul la terreur de ces ames méchantes:	Il est le protecteur des âmes inpocentes, * Il est seul la terreur de ces âmes méchantes:
* En-fin ie ſuis à Dieu, qui ſera tout pour moy, Puis que ie l’ay prié, puis que i’en ay la foy.	* En-fin ie suis à Dieu, qui sera tout pour moi, Puis que tu l'ai prié, puis que j'en ai la foi.
CHOEVR DES DAMES.	CHOEUR DES DAMES.
Rions le Dieu tout-puiſſant, I Qu’il ſauue noſtre Princeſſe, Que l’ennemy paliſſant, Et glacé de la foibleſſe, Ait le loier merité Et de ſa temerité, Et de ſon ame traitreſſe.	Rions le Dieu tout-puissant, I J'il sauve notre Princesse, Que l'ennemi palissant, Et glacé de la faiblesse, Ait le lois mérité Et de sa témérité, Et de son âme traîtresse.
Dieu ne delaiſſe iamais * Le droit d’vne ame innocente:	Dieu ne délaisse jamais * Le droit d'une âme innocente:
Il ſe nomme Dieu de paix, Dieu dont la dextre puiſſante Porte les glaiues trenchans, Terreur Panique aux meſchants, Ayde à l’ame languiſſante.	Il se nomme Dieu de paix, Dieu dont la dextre puissante Porte les glaiues trenchants, Terreur Panique aux méchants, Ayde à l'âme languissante.
Pour l’auoir trop courroucé, Il permet la calomnie:	Pour l'avoir trop courroucé, Il permet la calomnie:
Permet qu’on ſoit offencé, Que la liberté bannie, Les ceps, les fers, la priſon, ( Esbranlent noſtre raiſon, Et violentent la vie.	Permet qu'on soit offensé, Que la liberté bannie, Les ceps, les fers, la prison, ( Ébranlent notre raison, Et violent la vie.
Mais quand le cœur penitant Se proſterne ſous ſa face, Qu’il voit noſtre œil repentant, u’vn vice aus larmes s’efface:	Mais quand le cœur pénitant Se prosterne sous sa face, Qu'il voit notre œil repentant, vice larmes efface:
Son bras le va deliurant:	Son bras le va délivrant:
Ce ſont des nuës au vent La calomnie, & l’audace.	Ce sont des nues au vent La calomnie, et l'audace.
En vn temps deſeſperé Il nous adreſſe des armes:	En un temps désespéré Il nous adresse des armes:
Et n’apas deſemparé Les ieunes, les vœus, les larmes, De cete ieune beauté Vnique en ſa chaſteté, Le iouët de tant d’alarmes.	Et n'apas désemparé Les jeunes, les vœus, les larmes, De cette jeune beauté Unique en sa chasteté, Le iouët de tant d'alarmes.
ACTE CINQVIESME.	ACTE CINQUIÈME.
RENAVT DE MONTAVBAN.	RENAUT DE MONTAUBAN.
’Adore ce grand Dieu, ie louë mille fois, (çois Ce grand Dieu qui m’a fait, & Chreſtien, & FrãEt du ſang de Clairmont, dont les armes ſanglantes Ont tant defois braué les ames moins tremblantes, Que l’Eufrate, le Gange, & les mers de Leuant Vont les ceps en leurs mains nos bandieres ſuiuant:	Qu'Adore ce grand Dieu, Seigneur loue mille fois, (çois Ce grand Dieu qui m'a fait, et Chrétien, et FrãEt du sang de Clairmont, dont les armes sanglantes Ont tant defois bravé les âmes moins tremblantes, Que l'Eufrate, le Gange, et les mers de Lévant Vont les ceps en leurs mains nos bandières suivant:
Qui m’a fait naitre au temps de ce grand Charlemagne L’effroy des Sarraſins, la terreur de l’Eſpagné, L’es pouuante des Huns, le ſeul embrazement Des ſceptres de Marſille, & du Roy Agramant:	Qui m'a fait naître au temps de ce grand Charlemagne L'effroi des Sarrasins, la terreur de l'Espagné, L'es pouvante des Huns, le seul embrasement Des sceptres de Marsille, et du Roi Agramant:
Du temps de ce Roland, à la dextre inuincible, Qui paroiſt en tous lieus, épouuentable, horrible Aux ennemis tremblans:	Du temps de ce Roland, à la dextre invincible, Qui paraît en tous lieus, épouuentable, horrible Aux ennemis tremblants:
qui porte Durandal Deſuancier de la mort, coutelas ſi fatal En ſon bras effroiable, en ſa main genereuſe Qu’elle fait iour par tout, comme en tout hazardeuſe.	qui porte Durandal Désuancier de la mort, coutelas si fatal En son bras effroyable, en sa main généreuse Qu'elle fait jour par tout, comme en tout hasardeuse.
I’ay flamberge conquis, i’ay triomphé d’Almont, I’ay braué l’Orient, & porté ſur le front Plus de palmes de prix, trophées de victoire Qu’il ne court dans la mer d’eau flotante de Loyre, Que le Tage n’éclot en ſes flots écumeus De ſablons à grains d’or, ny que le Nil fameus	J'ai flamberge conquis, j'ai triomphé d'Almont, J'ai bravé l'Orient, et porté sur le front Plus de palmes de prix, trophées de victoire Qu'il ne court dans la mer d'eau flottante de Loire, Que le Tage n'éclot en ses flots écumeus De sablons à grains d'or, ni que le Nil fameus
Ne voit d’arbres touffus aus grãds mõts de la LuneEt que ie n’ay de-fois gouſpillé la fortune, Contrainte d’arreſter ſa rouë, & ſon mouuant Sous l’effort de mes coups, ſous mõ bras pourſuiuant:	Ne voit d'arbres touffus aus grãds montrez de la LuneEt que sans n'ai defois gouspillé la fortune, Contrainte d'arrêter sa roue, et son mouvant Sous l'effort de mes coups, sous mon bras poursuivant:
Digne d’vn pere Aymon, d’vne ſœur Bradamante.	Digne d'un père Aymon, d'une sœur Bradamante.
Et de tant de parents, pepiniere vaillante:	Et de tant de parents, pépinière vaillante:
Comblé de tant d’honneur, i’ay cet heur que ie puis Sortir vn triſte Roy d’vn milion d'’ennuis Ou l’erreur l’a plongé:	Comblé de tant d'honneur, j'ai cet heur que tu puis Sortir un triste Roi d'un milion d'ennuis Ou l'erreur l'a plongé:
ſa fortune eſt heureuſe Que i’aye rencontre cete folle amoureuſe Du mechant Polyneſſe, & que par elle encor' Ie puis ſauuer Geneure, & garentir de mort Ces braues cauaillers qui combattent enſemble:	sa fortune est heureuse Que j'aie rencontre cet folle amoureuse Du méchant Polynesse, et que par elle encor Je puis sauver Géneure, et garentir de mort Ces braves cavaillers qui combattent ensemble:
Mais n’eſt-ce pas le Roy?	Mais n'est-ce pas le Roi?
ie le voy ce me ſemble Sur ce grand eſchafaut:	Hé le vois ce me semble Sur ce grand échafaut:
ça place deuant moy, Place, retirez vous, ie veus parler au Roy Pour choſe qui l'importe, il eſt trop neceſſaire:	Ça place devant moi, Place, retirez -vous, tu veux parler au Roi Pour chose qui l'importe, il est trop nécessaire:
C’eſt moy ſeul qui le puis ſortir de cet affaire.	C'est moi seul qui le puis sortir de cet affaire.
LE R.	LE R.
Qu’eſt-ce mon cauailler?	Qu'est-ce mon cavailler?
RE.	RE.
Sire premieremẽt Faites les ſeparer, puis ie diray comment Ily a de l’erreur:	Sire premièrement Faites les séparer, puis ie diray comment Ili a de l'erreur:
& qu’vne ame perfide, Non Geneure, a causé le cruel homicide De ſon Ariodan:	et qu'une âme perfide, Non Géneure, a causé le cruel homicide De son Ariodan:
elle n’apoint de tort:	elle n'appoint de tort:
Point de tort n’a Lurquain, ny ce guerrier ſi fort, Qui braue aduenturier époinçonné de gloire, Pour le droit de Madame aſpire à la victoire.	Point de tort n'a Lurquain, ni ce guerrier si fort, Qui brave aventurier époinçonné de gloire, Pour le droit de Madame aspire à la victoire.
LE R.	LE R.
Les voila ſeparez, dites donc, auancez:	Les voilà séparés, dites donc, avancés:
Le cœur me iuge bien de mes malheurs paſſez.	Le cœur me juge bien de mes malheurs passés.
REN Ie ne vous diray rien que choſe veritable, Ie meine bon teſmoin:	REN Je ne vous dirai rien que chose véritable, Je mène bon témoin:
puis ie porte indomptable L’eſpee à mon coſté, pour auerer le vray, Si quelque malheureus en veut faire l’eſſay.	puisqu' avoir indomptable L'épée à mon côté, pour aurer le vrai, Si quelque malheureus en veut faire l'essai.
Lurquain trop aueuglé des rais de la nuit ſombre N’apas veu ce qu’il penſe, il n’en a veu que l’ombre:	Lurquain trop aveuglé des rais de la nuit sombre N'appas vu ce qu'il pense, il n'en a vu que l'ombre:
Mais ce n’eſt point Geneure, & Geneure dormoit Quand cete trahiſon contre elle ſe tramoit.	Mais ce n'est point Géneure, et Géneure dormait Quand cette trahison contre elle se tramait.
Dalide coutumiere à loger Polyneſſe Toute nuict en ſon lict, prenoit de la Princeſſe Les ſuperbes habits, mignardoit ſes cheueux, Comme elle les portoit entre-friſez de nœuds:	Dalide coutumière à loger Polinesse Toute nuit en son lit, prenait de la Princesse Les superbes habits, mignardait ses cheveux, Comme elle les portait entrefrisez de nœuds:
Sur l’eſchelle de corde a ſon Duc d’Albanie Elle ſautoit au col, de careſſe infinie L’alloit fauoriſant.	Sur l'échelle de corde a son Duc d'Albanie Elle sautait au col, de caresse infinie L'allait favorisant.
Carle Duc deſireus De tromper par tel art ſon Riual amoureus, Eſtoit toutes les nuicts, receu de meſme ſorte, Afin qu’à ce riual vne esperance morte Refroidit ſes amours, & qu’il ſe vit vangé De Madame qui l’a de ſes feus eſtrangé.	Carle Duc désireus De tromper par tel art son Rival amoureus, Était toutes les nuits, reçu de même sorte, Afin qu'à ce rival une espérance morte Refroidit ses amours, et qu'il se vit vengé De Madame qui l'a de ses feus estrangé.
Il fit qu'Ariodan par accord fait enſemble Voit le tout de ſi loin, qu'à ſon œil il lui ſemble De meſme qu’à Lurquain, que ce fut celle là Qu’elle repreſentoit:	Il fit qu'Ariodan par accord fait ensemble Voit le tout de si loin, qu'à son œil il lui semble De même qu'à Lurquain, que ce fut celle -là Qu'elle représentait:
mais l’ombre les troubla.	mais l'ombre les troubla.
Or j’ay trouué Dalyde en la foreſt prochaine Qu'on euſt meurtry ſans moy, pour loier de ſa peine, Et de ſa folle amour:	Or j'ai trouvé Dalyde en la forêt prochaine Qu'on eût meurtri sans moi, pour loyer de sa peine, Et de sa folle amour:
le Duc craignant vn iour Voir deſcouurir par elle vn ſi malheureus tour, L’enuoioit à la mort, ie l’en ay recourue, Vous la verrez parler, elle eſt en cete ruë, Et moy me voicy preſt à prouuer en camp clos Que ce diſcours eſt vray:	le Duc craignant un jour Voir découvrir par elle un si malheureus tour, L'envoyait à la mort, une l'en ai recourue, Vous la verrez parler, elle est en cette rue, Et moi me voici prêt à prouver en camp clos Que ce discours est vrai:
i’ay la cuiraſſe en dos, brutiui Polyneſſe, il y va de la gloire:	j'ai la cuirasse en dos, brutivi Polinesse, il y va de la gloire:
S’il ne veut l’aduouer, ie cours à la victoire.	S'il ne veut l'avouer, Elle cours à la victoire.
POLYN.	POLYN.
Il n’en eſt rien.	Il n'en est rien.
RE.	RE.
Tu ments:	Tu mens:
la Sire, il eſt ſaiſon, ſt et temps, ouiamau, de voir jatrabiſon.	la Sire, il est saison, st et temps, ouiamau, de voir jatrabison.
SCENE II.	SCÈNE II.
LE ROY.	LE ROY.
RENAVT.	RENAUT.
LA ROYNE.	LA ROYNE.
GENEVRE.	GENEURE.
LVRQVAIN.	LURQUAIN.
ARIODAN.	ARIODAN.
LER.	LER.
IEttez le dans le feu ce traitre Polyneſſe:	JEttez le dans le feu ce traître Polinesse:
Et vous braue guerrier ſignalé de proueſſe Qui m’auez obligé, deſcouurez moy ce front Surſemé de lauriers, vainqueur de mon affront.	Et vous brave guerrier signalé de prouesse Qui m'avez obligé, découvrez moi ce front Sursemé de lauriers, vainqueur de mon affront.
REN.	REN.
Sire, cognoiſſez vous l’amy le plus fidelle Du valeureus Zerbin?	Sire, connaissez -vous l'ami le plus fidèle Du valeureus Zerbin?
LE R.	LE R.
Ha puiſſance eternelle, Ha Renaud, grand Renaudi l’honneur de Montaubã, Heureus le point, le iour, & la ſaiſon, & l’an, Et le ſiecle ou naſquit ce courage indomptable, Support des affligez, l’espee redoutable Aux monſtres de ce temps:	Ha puissance éternelle, Ha Renaud, grand Renaudi l'honneur de Montaubans, Heureus le point, le jour, et la saison, et l'an, Et le siècle ou nasquit ce courage indomptable, Support des affligez, l'espee redoutable Aux monstres de ce temps:
ie vous reuois icy.	On vous rêvais ici.
LA R.	LA R.
Approchez vous mõ cœur, Genéure mõ ſoucy, Mettez vous à genous, voiez quelle merueille.	Approchez -vous mon cœur, Genéure mon souci, Mettez -vous à genous, voyez quelle merveille.
GEN.	GEN.
Loué ſoit le grand Dieu qui m'apreſté l’oreille, Fauorable à mes vœus, & qui n’apas permis Que l’innocent ſe vit au ſupplice ſoumis.	Loué soit le grand Dieu qui m'apprêté l'oreille, Favorable à mes vœus, et qui n'appas permis Que l'innocent se vit au supplice soumis.
Renaud, braue Renaud, rendez moy glorieuſe, Que ie baiſe la main dextre victorieuſe, Qui m’ottant de la mort, a l'ennemy dompté, Affranchi mon honneur, ſauué ma chaſteté.	Renaud, brave Renaud, rendez moi glorieuse, Que était baise la main dextre victorieuse, Qui m'ottant de la mort, à l'ennemi dompté, Affranchi mon honneur, sauvé ma chasteté.
AV.	AU.
RE.	RE.
Madame c’eſt à Dieu que la gloire en eſt deuë:	Madame c'est à Dieu que la gloire en est due:
Quand ce n’euſt eſté moy, ſa puiſſance attenduë ** Des pauures affligez en euſt peu ſuſciter D’autres pour vous ſauuer.	Quand ce n'eût été moi, sa puissance attendue * Des pauvres affligez en eût pu susciter D'autres pour vous sauver.
GE.	GE.
Si faut-il ſupporter Que ie baiſe vos mains.	Si faut-il supporter Que ici baise vos mains.
RE.	RE.
Vous moquez-vous Aadame?	Vous moquez-vous Aadame?
l’ame:	l'âme:
GE.	GE.
Non pas moy qui vous dois d’honneur, la vie, & L’ame qui ſe perdoit ſous trop de deſeſpoir, La vie où les deſtins exerçoient leur pouuoir, L’honneur qui fut en doute a tant d’ames malignes Vomiſſantes ſur moy leurs poiſons ſerpentines.	Non pas moi qui vous dois d'honneur, la vie, et L'âme qui se perdait sous trop de désespoir, La vie où les destins exerçaient leur pouvoir, L'honneur qui fut en doute a tant d'âmes malignes Vomissantes sur moi leurs poisons serpentines.
RE.	RE.
Madame, c’eſt aſſez, ie reçoy trop d’honneur, Et me ſens trop heureus d’vne telle faueur, Mais voions ceguerrier qui vous a maintenuë, Ce port ne deſment point ſa valeur recogneuë;	Madame, c'est assez, votre reçois trop d'honneur, Et me sens trop heureus d'une telle faveur, Mais voyons céguerrier qui vous a maintenue, Ce port ne dément point sa valeur reconnue;
4.	4.
Sire, priez-le donc qu’il otte ſon armet.	Sire, priez-le donc qu'il otte son armet.
promet LE R.	promet LE R.
Ottez le ie vous prie.	Ottez le Roi vous prie.
LAR.	LAR.
& le Roy vous Tout ce que vous voudrez de ſa faueur Royalle,  De cbeuance, de biens:	et le Roi vous Tout ce que vous voudrez de sa faveur Royale, De cbeuance, de biens:
ſon ame liberalle Sçait recognoitre aſſez tous ceux qui l’ont ſerui.	son âme libérale Sait reconnaître assez tous ceux qui l'ont servi.
GE.	GE.
Ha Sire Cheualier qui nous auez rauy 14	Ha Sire Chevalier qui nous avez ravi 14
De vos faits valeureus deſcouurez vous la teſte.	De vos faits valureus découvrez -vous la tête.
AR.	AR.
Me recognoiſſez-vous?	Me reconnaissez-vous?
LER.	LER.
LA R.	LA R.
LVR.	LUR.
Ha puiſſanee Celeſte!	Ha puissance Celeste!
C'eſt vous Ariodan, vous qu’on tenoitperdu.	C'est vous Ariodan, vous qu'on tenaitperdu.
LVR.	LUR.
Ha mon frere!	Ha mon frère!
quel Ange, he quel Ciel a rendu Voſtre veuë a Lurquain, à ce langoureus frere, Qui ſe noioit de pleurs, ſe perdoit de miſere.	quel Ange, hé quel Ciel a rendu Votre vue à Lurquain, à ce langoureus frère, Qui se noyait de pleurs, se perdait de misère.
O monfrere!	Ô monfre!
LE R.	LE R.
Omon fils!	Omon fils!
GE.	GE.
ô mon ame, ô mon cœur.	ô mon âme, ô mon cœur.
Helas!	Hélas!
que vous m’auez preßée de langueur, Pour croire de leger.	que vous m'avez pressée de langueur, Pour croire de léger.
AR.	AR.
Laiſſons cela, Madame, Pourſatisfaction ie vous offre mon ame, Non mienne, mais bien voſtre, & voſtre, dés le tẽps Que i’ay ſceu n’adorer qu’vn Phœnix de nos ans.	Laissons cela, Madame, Poursatisfaction je vous offre mon âme, Non mienne, mais bien votre, et votre, dès le temps Que j'ai su n'adorer qu'elle Phœnix de nos ans.
R.	R.
Mon cher Ariodan, ça que ie vous embraſſe.	Mon cher Ariodan, ça que je vous embrasse.
AR.	AR.
Ie baiſe vos genous, i’adore voſtre face Grand Duc, grand, & grand Prince, & plus grand Paladin, Qui m’auez garenti des rigueurs du deſtin, Donné deux fois la vie, & l’Ange tutélaire De Madame & de moy deſmelé cet affaire:	Je baise vos genous, j'adore votre face Grand Duc, grand, et grand Prince, et plus grand Paladin, Qui m'avez garenti des rigueurs du destin, Donné deux fois la vie, et l'Ange tutélaire De Madame et de moi desmelé cet affaire:
L.	L.
R.	R.
Si i’auoy ce meſchant qui vint troubler la Cour, Du bruit de vôtre mort.	Si j'avais ce méchant qui vint troubler la Cour, Du bruit de votre mort.
LAR.	LAR.
Ie lui iou ray d’ũ tour.	Je lui jou rai d'un tour.
LV.	LV.
Moymeſmes le tu’roy.	Moymesmes le tu'roi.
GE.	GE.
Il conta biẽ des fables.	Il conta bien des fables.
AR.	AR.
Il ne dit que le vray:	Il ne dit que le vrai:
ſes diſcours veritables N’estoientpoint mal ſondez, bien que ie ſois viuant, Sous l’ombre de ma mort qui l'alloit deceuant.	ses discours véritables N'estoientpoint mal sondés, bien que tu sois vivant, Sous l'ombre de ma mort qui l'allait décevant.
ame.	âme.
LE R.	LE R.
Dites nous dõc que c’eſt.	Dites nous donner que c'est.
Ge.	Ge.
Dites-le ma chere	Dites-le ma chère
AR.	AR.
Preßé du deſespoir, trauersé de la flame Qui deßéchoit mes os, aueug lé de fureur Ie ne fuioy rien tant, n’auoy rien en horreur Que ſuruiure à mon dueil:	Pressé du désespoir, traversé de la flamme Qui desséchait mes os, aveug lé de fureur Je ne suivre rien tant, n'avoi rien en horreur Que survivre à mon deuil:
pauure amant lamentable ui penſois que le faux me fut trop veritable.	pauvre amant lamentable ui pensais que le faux me fut trop véritable.
Sans croire ie croioy, ce que ne croyant pas, Si voulois-ie pourtant auancer mon treſpas:	Sans croire ie crois, ce que ne croyant pas, Si voulais-je pourtant avancer mon trépas:
Et ne le croiant point, par mes yeux infidelles Ie me ſentois geſner de peines immortelles.	Et ne le croyant point, par mes yeux infidèles Je me sentais gêner de peines immortelles.
I'eſloignay donc la Cour, non ce penſercuïſant, Non les fers, non les feus qui m'alloient embrazant D’amour, & de deſdain:	J'éloignai donc la Cour, non ce pensercuisant, Non les fers, non les feus qui m'allaient embrasant D'amour, et de dédain:
l’amour vſoit d’amorce, Le deſdain rigoureus violentoit de force:	l'amour usait d'amorce, Le dédain rigoureus violait de force:
L’vn, & l’autre cruel' l’vn, & l’autre importun:	L'un, et l'autre cruel l'un, et l'autre importun:
L’vn n'alloit que trop haut, l’autre n’euſt rien cõmũ Aus communes langueurs:	L'un n'allait que trop haut, l'autre n'eût rien commette Aus communes langueurs:
ſous ces deux inſenſible, Ie me facilitois ce qui m’est impoßible, Et tenois impoßible à mes ſens ebranlez Ce qui voguoit en l’air de mes feux exhalez.	sous ces deux insensible, Je me facilitais ce qui m'est impogible, Et tenais impossible à mes sens ébranlez Ce qui voguait en l'air de mes feux exhalés.
En-fin ie me reſous à ſortir de ce monde, Amortir me fureurs, & me feus deſſous l’onde De ce grand Ocean, quipere de l’amour Seroit à mes deſirs vn eternelſejour.	Enfin ie me résous à sortir de ce monde, Amortir me fureurs, et me feus dessous l'onde De ce grand Océan, quipère de l'amour Serait à mes désirs était éternelséjour.
Reſolu de mourir, ie prens en la campagne Ce courrier de malheur, de larmes ie me bagne, Ie me pers en ſoupirs, & d’vn rocherplus haut Ie m’expoſe au hazard des vagues, & du ſaut, chargeant le meſſager porier a ma Princeſe	Résolu de mourir, ie ncens en la campagne Ce courrier de malheur, de larmes ie me bagne, Je me pers en soupirs, et d'un rocherplus hauts Ie m'expose au hasard des vagues, et du saut, chargeant le messager porier a ma Princese
L’ambaſſade d’amour, de mort, & de triſteſſe.	L'ambassade d'amour, de mort, et de tristesse.
Sipuis ie bien iurer qu’il ne m’entra iamais (rais Dans l’ame vn ſeul penſer, que ces beaux yeux, ces De mon embrazement euſſent pudique flame, Banni la chaſteté beau lustre de ſon ame.	Sipuis quelque bien jurer qu'il ne m'entra jamais (rais Dans l'âme un seul penser, que ces beaux yeux, ces De mon embrasement eussent pudique flamme, Banni la chasteté beau lustre de son âme.
Mais la peur que i’auois qu’ils m’euſſenteſchangé A fait que ie me ſuis de moy-meſme vangé.	Mais la peur que j'avais qu'ils m'eussenteschangé A fait que je me suis de moi-même vengé.
Or comme bien ſouuent, au malheur qui nous dõpte On inuoque la mort, la mort qui nous fait honte De ſa ſeule laideur, & nous glace d’effroy:	Or comme bien souvent, au malheur qui nous dompte On invoque la mort, la mort qui nous fait honte De sa seule laideur, et nous glace d'effroi:
Ie ne fus pas au fond, qu’yeux ouuerts, ie ne voy Mille monſtres marins, effroiables baleines, Tritons à demi corps, impudiques Sereines, Dragons feus-vomiſſants, Cyclopes enfumez, Les naiſſances du monde, & les Chaos ſemez Dans le germe premier:	Je ne fus pas au fond, qu'yeux ouverts, Madame ne vois Mille même marins, effroyables balines, Tritons à demi corps, impudiques Seines, Dragons feus-vomissants, Cyclopes enfumés, Les naissances du monde, et les Chaos semés Dans le germe premier:
qui me firent enuie De retourner encor' aus gouffres de la vie.	qui me firent envie De retourner encor aus gouffres de la vie.
Ie nage, ie me ſauue, & regagne moiteus Le lieu d’où ie partis à moy-meſme impiteus, Et me loge au couuert d’vn petit hermitage, Deſireus de ſçauoir quel ſeroit le courage De ma belle Princeſſe alors qu’elle auroit ſceu Ce que la rage auoit en mon ame conceu:	Je nage, Seigneur me sauve, et regagne moiteus Le lieu d'où ie partis à moi-même impitus, Et me loge au couvert d'un petit hermitage, Désireus de savoir quel serait le courage De ma belle Princesse alors qu'elle aurait su Ce que la rage avait en mon âme conçu:
Ie ſceus qu'elle s’eſtoit cent & cent fois paſmee, Qu'elle fondoit en pleurs, la meſme renõmmee M’aduertit que Lurquain auoit contraint le Roy De la faire paſſer aux rigueurs de la loy, Reſolu de mourir pom fauner mumitreſſe,	Je sçus qu'elle s'était cent et cent fois pâmée, Qu'elle fondait en pleurs, la même renõmmee M'avertit que Lurquain avait contraint le Roi De la faire passer aux rigueurs de la loi, Résolu de mourir pom sauner mumitresse,
Bien que i’euſſe touſiours le ſoupçon qui me preſſe, Au moins qui me preſſoit ) ie m’arme, ie combats, Pour ſes legeretez, hazardant mon treſpas:	Bien que j'eusse toujours le soupçon qui me presse, Au moins qui me pressait ) ie m'arme, Seigneur combats, Pour ses légèreté, hasardant mon trépas:
Non ſes legeretez elle eſtant ſi fidelle, Mais ce que mon deſdain s'eſtoit figuré d'elle:	Non ses légèreté elle étant si fidèle, Mais ce que mon dédain s'était figuré d'elle:
Mon bon-heur a voulu que i’en ſois deſgagé, Et que Renaud nous ait de ces maux ſoulagé.	Mon bonheur a voulu que j'en sois dégagé, Et que Renaud nous ait de ces maux soulagé.
uẽture:	uẽture:
LE R.	LE R.
Quel heureus accident!	Quel heureus accident!
