PREFACE.	PRÉFACE.
SCENE IV.	SCÈNE IV.
MTTIRIDATE, MONIME,	MTTIRIDATE, MONIME,
MITHRIDATE.	MITHRIDATE.
Llons, Madame, allons.	Llons, Madame, allons.
Vne raiſon ſecrette IYMe fait quitter ces lieux, & haſter ma retraitte.	Une raison secrète IYMe fait quitter ces lieux, et hâter ma retraite.
Tandis que mes ſoldats preſts à ſuiure leur Roy Rentrent dans mes vaiſſeaux, pour partir auec moy Venez, & qu’à l’Autel ma promeſſe accomplie Par des nœuds eternels l’vn à l’autre nous lie.	Tandis que mes soldats prêts à suivre leur Roy Entrent dans mes vaisseaux, pour partir avec moi Venez, et qu'à l'Autel ma promesse accomplie Par des nœuds éternels l'un à l'autre nous lie.
MONIME.	MONIME.
Nous, Seigneur?	Nous, Seigneur?
MITHRIDATE.	MITHRIDATE.
Quoy, Madame, olez-vous balancer?	Quoi, Madame, olez-vous balancer?
MONIME.	MONIME.
Et ne m’auez-vous pas défendu d’y penſer?	Et ne m'avez-vous pas défendu d'y penser?
MTIIRIDATE.	MTIIRIDATE.
I’eûs mes raiſons alors.	J'éus mes raisons alors.
Oublions-les, Madame.	Oublions-les, Madame.
Ne ſongez maintenant qu’à répondre à ma flamme.	Ne songez maintenant qu'à répondre à ma flamme.
Songez que voſtre cœur eſt vn bien qui m’eſt dû.	Songez que votre cœur est un bien qui m'est dû.
MONIME.	MONIME.
Hé pourquoy donc, Seigneur, me l’auez-vous rendul	Hé pourquoi donc, Seigneur, me l'avez-vous rendul
MITHRIDATE.	MITHRIDATE.
Quoy pour vn Fils ingrat toûjours préoccupée Vous cromiez.	Quoi pour un Fils ingrat toujours préoccupée Vous cromiez.
MONIME.	MONIME.
Quey, Selgneur:	Que, Selgneur:
Vous m’auriez donc trompée?	Vous m'auriez donc trompée?
MITHRIDATE.	MITHRIDATE.
Perfide!	Perfide!
Il vous ſied bien de tenir ce diſcours.	Il vous sied bien de tenir ce discours.
Vous, qui gardant au cœur d’infidelles amours, Quand je vous éleuois au comble de la gloire M’auez des trahiſons preparé la plus noire.	Vous, qui gardant au cœur d'infidèles amours, Quand je vous élevais au comble de la gloire M'avez des trahisons préparé la plus noire.
Ne vous ſouuient-il plus, cœur ingrat & ſans foy, Plus que tous les Romains conjuré contre moy, De quel rang glorieux j’ay bien voulu deſcendre, Pour vous porter au trône, où vous n’oſiez prétẽdre?	Ne vous souvient-il plus, cœur ingrat et sans foi, Plus que tous les Romains conjuré contre moi, De quel rang glorieux j'ai bien voulu descendre, Pour vous porter au trône, où vous n'osiez prétẽdre?
Ne me regardez point vaincu, perſecuté.	Ne me regardez point vaincu, persécuté.
Reuoyez-moy vainqueur, & par tout redouté.	Revoyez-moi vainqueur, et par tout redouté.
Songez de quelle ardeur dans Epheſe adorée, Aux Filles de cent Rois je vous ay preferée!	Songez de quelle ardeur dans Ephese adorée, Aux Filles de cent Rois je vous ai préférée!
Et negligeant pour vous tant d’heureux Alliez, Quelle foule d’Eſtats je mettois à vos piez.	Et négligeant pour vous tant d'heureux Alliés, Quelle foule d'États je mettais à vos pieds.
Ah!	Ah!
ſi d’vn autre amour le panchant inuincible Dés lors à mes bontez vous rendoit inſenſible, Sans chercher de ſi loin vn odieux Eſpoux, Auant que de partir, pourquoy vous taiſiez-vous?	si d'un autre amour le penchant invincible Dès lors à mes bontés vous rendait insensible, Sans chercher de si loin un odieux Époux, Avant que de partir, pourquoi vous taisiez-vous?
Attendiez-vous pour faire vn aueu ſi funeſte Que le ſort ennemy m’euſt rauy tout le reſte;	Attendiez-vous pour faire un aveu si funeste Que le sort ennemi m'eût ravi tout le reste;
Et que de toutes parts me voyant accabler, l'euſſe en vous le ſeul bien qui me puſt conſoler?	Et que de toutes parts me voyant accabler, l'eusse en vous le seul bien qui me pût consoler?
Cependant quand je veux oublier cet outrage, Eecacher à mon cœur cette funeſte image, Vous oſez à mes yeux rappeller le paſſé, Vous m’accuſez encor, quand ie ſuis offenſé.	Cependant quand je veux oublier cet outrage, Eecacher à mon cœur cette funeste image, Vous osez à mes yeux rappeler le passé, Vous m'accusez encor, quand ie suis offensé.
Ie voy que pour vn Traiſtre vn fol eſpoir vous flatte A quelle épreuue, ô Ciel!	Je vois que pour un Traître un fol espoir vous flatte À quelle épreuve, ô Ciel!
reduis-tu Mithridate!	réduis-tu Mithridate!
Par quel charme ſecret laiſſay-je retenir Ce courroux ſi ſeuere, & ſi promt à punir?	Par quel charme secret laissai-je retenir Ce courroux si sévère, et si promt à punir?
Profitez du moment que mon amour vous donne.	Profitez du moment que mon amour vous donne.
Pour la derniere fois venez, je vous l’ordonne.	Pour la dernière fois venez, je vous l'ordonne.
N’attirez point ſur vous des perils ſuperflus, Pour vn Fils inſolent que vous ne verrez plus.	N'attirez point sur vous des périls superflus, Pour un Fils insolent que vous ne verrez plus.
Sans vous parer pour luy d’vne foy qui m’eſt duë, reruer enia ilemoire, auſſi-bien que la vuë.	Sans vous parer pour lui d'une foi qui m'est due, reruer enya ilemoire, aussi-bien que la vue.
Et deſormais ſenfible à ma ſeule bonté, Meritez le pardon qui vous eſt preſenté.	Et désormais sensible à ma seule bonté, Mérités le pardon qui vous est présenté.
MONIME.	MONIME.
Ie n’ay point oublié quelle reconnoiſſance, Seigneur, m’a dû ranger ſous voſtre obeïſſance.	Je n'ai point oublié quelle reconnaissance, Seigneur, m'a dû ranger sous votre obéissance.
Quelque rang où jadis ſoient montez mes Ayeux, Leur gloire de ſi loin n’éblouït point mes yeux.	Quelque rang où jadis soient montez mes Aïeux, Leur gloire de si loin n'éblouit point mes yeux.
Ie ſonge auec reſpect de combien je ſuis née Au deſſous des grandeurs d’vn ſi noble hymenée.	Je songe avec respect de combien je suis née Au dessous des grandeurs d'un si noble hyménée.
Et malgré mon panchant, & mes premiers deſſeins Pour vn Fils, apres vous, le plus grand des humains, Du jour qu’on m’impoſa pour vous ce Diadême, Ie renonçay, Seigneur, à ce Prince, à moy-meſme.	Et malgré mon penchant, et mes premiers desseins Pour un Fils, après -vous, le plus grand des humains, Du jour qu'on m'imposa pour vous ce Diadme, Je renonçai, Seigneur, à ce Prince, à moi-même.
Tous deux d’intelligence à nous ſacrifier, Loin de moy par mon ordre il couroit m’oublier.	Tous deux d'intelligence à nous sacrifier, Loin de moi par mon ordre il courait m'oublier.
Dans l’ombre du ſecret ce feu s’alloit éteindre.	Dans l'ombre du secret ce feu s'allait éteindre.
Et meſme de mon ſort je ne pouuois me plaindre, Puiſqu’enfin aux dépens de mes vœux les plus doux, Ie faiſois le bon-heur d’vn Heros tel que vous.	Et même de mon sort je ne pouvais me plaindre, Puisqu'enfin aux dépens de mes vœux les plus doux, Je faisais le bonheur d'un Héros tel que vous.
Vous ſeul, Seigneur, vous ſeul, vous m’auez arraA cette obeïſſance, où j’eſtois attachée.	Vous seul, Seigneur, vous seul, vous m'avez arraA cette obéissance, où j'étais attachée.
[ chée Et ce fatal amour, dont j’auois triomphé, Ce feu que dans l’oubly je croyois étouffé, Dont la cauſe à jamais s’éloignoit de ma veuë, Vos détours l’ont ſurpris, & m’en ont conuaincuë, Ie vous l’ay confeſſé, je le doy ſoûtenir.	[ chée Et ce fatal amour, dont j'avais triomphé, Ce feu que dans l'oubli je croyais étouffé, Dont la cause à jamais s'éloignait de ma vue, Vos détours l'ont surpris, et m'en ont conuaincuë, Je vous l'ai confessé, je le dois soutenir.
En vain vous en pourriez perdre le ſouuenir, Et cet aueu honteux, où vous m’auez forcée Demeurera toûjours préſent à ma penſée.	En vain vous en pourriez perdre le souvenir, Et cet aveu honteux, où vous m'avez forcée Demeurera toujours présent à ma pensée.
Toûjours je vous croirois incertain de ma foy.	Toujours je vous croirais incertain de ma foi.
Et le Tombeau, Seigneur, eſt moins triſte pour moy, Que le lit d’vn Eſpoux, qui m’a fait cet outrage, Qui s’eſt acquis ſur moy ce cruel auantuge, Et qui me préparant vn éternel ennuy, M’afait rougir d’vn feu, qui n’eſtoit pas pour luy.	Et le Tombeau, Seigneur, est moins triste pour moi, Que le lit d'un Époux, qui m'a fait cet outrage, Qui s'est acquis sur moi ce cruel avantuge, Et qui me préparant un éternel ennui, M'afait rougir d'un feu, qui n'était pas pour lui.
MITHRIDATE.	MITHRIDATE.
C'eſt uonc voitre reponſe.	C'est onc voitre réponse.
Et ſans plus me complaire Vous refuſez l’honneur que je voulois vous faire.	Et sans plus me complaire Vous refusez l'honneur que je voulais vous faire.
Penſez-y bien.	Pensez-y bien.
I’attens pour me déterminer.	J'attends pour me déterminer.
MONIME.	MONIME.
Non, Seigneur, vainement vous croyez m’étonner.	Non, Seigneur, vainement vous croyez m'étonner.
Ie vous connoy.	Je vous connais.
Ie ſçay tout ce que je m’appreſte.	Je sais tout ce que je m'apprête.
Et je voy quels malheurs j’aſſemble ſur ma teſte.	Et je vois quels malheurs j'assemble sur ma tête.
Mais le deſſein eſt pris.	Mais le dessein est pris.
Rien ne peut m’ébranler, Iugez-en, puis qu’ainſi je vous oſe parler, Et m’emporte au delà de cette modeſtie Dont juſqu’à ce moment je n’eſtois point ſortie.	Rien ne peut m'ébranler, Jugez-en, puis qu'ainsi je vous ose parler, Et m'emporte au delà de cette modestie Dont jusqu'à ce moment je n'étais point sortie.
Vous vous eſtes ſeruy de ma funeſte main Pour mettre à voſtre Fils vn poignard dans le ſein.	Vous vous êtes servi de ma funeste main Pour mettre à votre Fils un poignard dans le sein.
De ſes feux innocens j’ay trahi le myſtere.	De ses feux innocents j'ai trahi le mystère.
Et quand il n’en perdroit que l’amour de ſon Pere, Il en mourra, Seigneur.	Et quand il n'en perdrait que l'amour de son Père, Il en mourra, Seigneur.
Ma foy, uy mon amour Ne ſeront point le prix d’vn ſi cruel détour.	Ma foi, ui mon amour Ne seront point le prix d'un si cruel détour.
Apres cela jugez.	Après cela jugez.
Perdez vne Rebelle.	Perdez une Rebelle.
Armez-vous du pouuoir qu’on vous donna ſur elle.	Armez-vous du pouvoir qu'on vous donna sur elle.
I’attendray mon arreſt, vous pouuez commander.	J'attendrai mon arrêt, vous pouvez commander.
Tout ce qu’en vous quittant j’oſe vous demander, Croyez (à la vertu je doy cette juſtice) Que je vous trahis ſeule, & n’ay point de complice.	Tout ce qu'en vous quittant j'ose vous demander, Croyez (à la vertu je dois cette justice) Que je vous trahis seule, et n'ai point de complice.
Et que d’vn plein effet vos vœux ſeroient ſuiuis, oi j'en cioyois, ceignieur, no redumae tortre Fils,	Et que d'un plein effet vos vœux seraient suivis, oi j'en cioyais, ceignieur, nô reduma tortre Fils,
SCENE V.	SCÈNE V.
MITHRIDATE.	MITHRIDATE.
Lle me quitte!	Lle me quitte!
Et moy dans vn laſche ſilence, LIe ſemble de ſa fuite approuuer l’inſolence?	Et moi dans un lâche silence, LIe semble de sa fuite approuver l'insolence?
Peu s’en faut que mon cœur panchant de ſon coſté Ne me condanne encor de trop de cruauté?	Peu s'en faut que mon cœur penchant de son côté Ne me condamne encor de trop de cruauté?
Qui ſuis-je?	Qui suis-je?
Eſt-ce Monime?	Est-ce Monime?
Et ſuis-je Mithridate?	Et suis-je Mithridate?
Non non, plus de pardon, plus d’amourpour l’Ingrate, Ma colere reuient, & je me reconnoîs.	Non non, plus de pardon, plus d'amourpour l'Ingrate, Ma colère revient, et je me reconnaiss.
Immolons en partant trois Ingrats à la fois.	Immolons en partant trois Ingrats à la fois.
Ie vais à Rome, & c’eſt par de tels ſacrifices Qu’il faut à ma fureur rendre les Dieux propices.	Je vais à Rome, et c'est par de tels sacrifices Qu'il faut à ma fureur rendre les Dieux propices.
Ie le doy, je le puis, ils n’ont plus de ſupport.	Je le dois, je le puis, ils n'ont plus de support.
Les plus ſeditieux ſont déja loin du bord.	Les plus séditieux sont déjà loin du bord.
Sans diſtinguer entre-eux qui je hais, ou qui j’aime, Allons, & commençons par Xipharés luy-meſme.	Sans distinguer entre-eux qui je hais, ou qui j'aime, Allons, et commençons par Xipharés avoir-même.
Mais quelle eſt ma fureur?	Mais quelle est ma fureur?
Et qu’eſt-ce que je dis?	Et qu'est-ce que je dis?
Tu vas ſacrifier, qui, mal-heureux?	Tu vas sacrifier, qui, malheureux?
ton Fils?	ton Fils?
Vn Fils que Rome craint?	Un Fils que Rome craint?
qui peut vanger ſon Pere?	qui peut venger son Père?
Pourquoy répandre vn ſang qui m’eſt ſi neceſſaire?	Pourquoi répandre un sang qui m'est si nécessaire?
Ah!	Ah!
dans l’eſtat funeſte où ma chute m’a mis, Eſt-ce que mon mal-heur m’a laiſſé trop d’amis?	dans l'état funeste où ma chute m'a mis, Est-ce que mon malheur m'a laissé trop d'amis?
Songeons plûtoſt, ſongeons à gagner ſa tendreſſe.	Songeons plutôt, songeons à gagner sa tendresse.
I’ay beſoin d’vn Vangeur, & non d’vne Maiſtreſſe.	J'ai besoin d'Han Nangeur, et non d'une Maîtresse.
Quoy?	Quoi?
Ne vaut-il pas mieux, puis qu’il faut m’en priLa ceder à ce Fils, que je veux conſeruer?	Ne vaut-il pas mieux, puis qu'il faut m'en priLa céder à ce Fils, que je veux conserver?
[uer, Cedons la.	[uer, Cédons la.
Vains efforts!	Vains efforts!
qui ne font que m’inſtruire Desfoibleſſes d’vn cœur qui cherche à ſe ſeduire!	qui ne font que m'instruire Desfoiblesses d'un cœur qui cherche à se séduire!
Ie brûle, je l’adore, & loin de la bannir.	Je brûle, je l'adore, et loin de la bannir.
Ah!	Ah!
c’eſt vn crime encor dont je la veux punir.	c'est un crime encor dont je la veux punir.
Mon amour trop long-temps tient ma gloire captiue.	Mon amour trop longtemps tient ma gloire captive.
Qn’elle periſſe ſeule, & que mon Fils:	Qu'elle périsse seule, et que mon Fils:
me ſuiue.	me suive.
Vn peu de fermeté puniſſant ſes refus Me va mettre en eſtat de ne la craindre plus.	Un peu de fermeté punissant ses refus Me va mettre en état de ne la craindre plus.
Quelle pitié retient mes ſentimens timides?	Quelle pitié retient mes sentiments timides?
N’en ay-je pas déja puny de moins perfides.	N'en ai-je pas déjà puni de moins perfides.
O Monime!	Ô Monime!
ô mon Fils!	ô mon Fils!
inutile courroux!	inutile courroux!
Et vous heureux Romains!	Et vous heureux Romains!
quel triomphe pour vous, Si vous ſçauiez ma honte, & qu’vn auis fidelle De mes laſches combats vous portaſt la nouuelle!	quel triomphe pour vous, Si vous saviez ma honte, et qu'un avis fidèle De mes lâches combats vous portât la nouvelle!
Quoy?	Quoi?
des plus cheres mains craignant les trahiſons, I’ay pris ſoin de m’armer contre tous les poiſons;	des plus chères mains craignant les trahisons, J'ai pris soin de m'armer contre tous les poisons;
I’ay ſceû par vne longue & penible induſtrie Des plus mortels venins préuenir la furie.	J'ai su par une longue et pénible industrie Des plus mortels venins prévenir la furie.
Ah!	Ah!
qu’il euſt mieux valu, plus ſage, & plus heureux, Et repouſſant les traits d’vn amour dangereux, Ne pas laiſſer remplir d’ardeurs empoiſonnées Vn cœur déja glacé par le froid des années?	qu'il eût mieux valu, plus sage, et plus heureux, Et repoussant les traits d'un amour dangereux, Ne pas laisser remplir d'ardeurs empoisonnées Un cœur déjà glacé par le froid des années?
De ce trouble fatal par où dois je ſortir?	De ce trouble fatal par où dois je sortir?
SCENE VI.	SCÈNE VI.
MITHRIDATE, ARBATE,	MITHRIDATE, ARBATE,
ARBATE.	ARBATE.
Dignour, ou ros foldats ne veulent plus partir.	Dignour, ou ros soldats ne veulent plus partir.
y Avpharnace les retient.	y Avpharnace les retient.
l'harnace leur reuele Que vous cherchez à Rome vne guerre nouuelle.	l'harnace leur révèle Que vous cherchez à Rome une guerre nouvelle.
Pharnace?	Pharnace?
MTTARIDATE.	MTTARIDATE.
ARBATE.	ARBATE.
Il a ſeduit ſes gardes les premiers, Et le ſeul nom de Rome étonne les plus fiers.	Il a séduit ses gardes les premiers, Et le seul nom de Rome étonne les plus fiers.
De mille affreux perils ils ſe forment l’image.	De mille affreux périls ils se forment l'image.
Les vns auec trauſport embraſſent le riuage.	Les uns était trausport embrassent le rivage.
Les autres qui partoient s’élancent dans les flots, Ou preſentent leurs dards aux yeux des matelots.	Les autres qui partaient s'élancent dans les flots, Ou vent leurs dards aux yeux des matelots.
Le uciorure eit par tout.	Le uciorure eit par tout.
Et ion de nous entendre Ils demandent la Paix, & parlent de ſe rendre.	Et ion de nous entendre Ils demandent la Paix, et parlent de se rendre.
Pharnace eſt à leur teſte, & flattant leurs ſouhaits De la part des Romains il leur promet la Paix.	Pharnace est à leur tête, et flattant leurs souhaits De la part des Romains il leur promet la Paix.
MITHRIDATE.	MITHRIDATE.
Ah le Traiſtre!	Ah le Traître!
Courez.	Courez.
Qu’on appelle ſon Frere.	Qu'on appelle son Frère.
Qu’il me ſuiue, qu’il vienne au ſecours de ſon Pere.	Qu'il me suive, qu'il vienne au secours de son Père.
ARBATE.	ARBATE.
I'ignore ſon deſſein.	J'ignore son dessein.
Mais vn ſoudain tranſport.	Mais un soudain transport.
L’a déja fait deſcendre, & courir vers le Port.	L'a déjà fait descendre, et courir vers le Port.
Et l’on dit que ſuiuy d’vn gros d’Amis fidelles on ruveû ſe meſler au milieu des Rebelles.	Et l'on dit que suivi d'une gros d'Amis fidèles on ruve se mêler au milieu des Rebelles.
c eit tout ce que jeniģais.	ç cit tout ce que jeniģais.
MITHRIDATE.	MITHRIDATE.
Ah!	Ah!
Qu’eſt-ce que j’entens?	Qu'est-ce que j'entends?
Perfides, ma vangeance a tardé trop long-temps.	Perfides, ma vengeance a tardé trop longtemps.
Mais je ne vous crains point.	Mais je ne vous crains point.
Malgré leur inſolence Les Mutins n’oſeroient ſoûtenir ma preſence.	Malgré leur insolence Les Mutins n'oseraient soutenir ma présence.
Ie ne veux que les voir, je ne veux qu’à leurs yeux Immoler de ma main deux Fils audacieux.	Je ne veux que les voir, je ne veux qu'à leurs yeux Immoler de ma main deux Fils audacieux.
SCENE VII.	SCÈNE VII.
MITHRIDATE, ARBATE, ARCAS.	MITHRIDATE, ARBATE, ARCAS.
ARCAS.	ARCAS.
Eigneur, tout eſt perdu.	Eigneur, tout est perdu.
Les Rebelles, Pharnace, S Les Romains ſont en foule autour de cette Place.	Les Rebelles, Pharnace, S Les Romains sont en foule autour de cette Place.
MTIHRIDATE.	MTIHRIDATE.
Les Romains!	Les Romains!
M de enS.	M de enS.
De Romains le riuage eſt chargé, Et bien toſt dans ces Murs vous eſtes aſſiegé.	De Romains le rivage est chargé, Et bien tôt dans ces Murs vous êtes assiégé.
MTIHRIDATE.	MTIHRIDATE.
224r Ciel!	224r Ciel!
Churons.	Churons.
Hoouter D a mal-heur qui me preſſe tas, Tu ne joüiras pas infidelle Princeſſe.	Hoter DAS pas malheur qui me presse tas, Tu ne jouiras pas infidèle Princesse.
LICTE SCENE PREMIERE.	LICTE SCÈNE PREMIÈRE.
MONIME, PHOEDIME.	MONIME, PHONEDIME.
4 PHOEDIME.	4 PHOEDIME.
ADAME, où courez.	ADAME, où courez.
vous?	vous?
Quels aueugles tranſports Vous font tenter ſur vous de crimi nels efforts?	Quels aveugles transports Vous font tenter sur vous de crimi nels efforts?
Hé quoy?	Hé quoi?
vous auez pû trop cruelle à vous-même, Faire vn affreux lien d’vn ſacré Diadême?	vous avez pu trop cruelle à vous-même, Faire un affreux lien d'un sacré Diadme?
Ah!	Ah!
ne voyez-vous pas, que les Dieux plus humains Ont eux-meſmes rompu ce bandeau dans vos mains?	ne voyez-vous pas, que les Dieux plus humains Ont eux-mêmes rompu ce bandeau dans vos mains?
MONIME.	MONIME.
Hé par quelle fureur obſtinée à me ſuiure Toy-meſme malgré moy veux-tu me faire viure?	Hé par quelle fureur obstinée à me suivre Toi-même malgré moi veux-tu me faire vivre?
Xipharés ne vit plus.	Xipharés ne vit plus.
Le Roy deſeſperé Luy meſme n’attend plus qu’vn trépas aſſuré.	Le Roi désespéré Lui même n'attend plus qu'un trépas assuré.
Quel fruit te promets-tu de ta coupable audace?	Quel fruit te promets-tu de ta coupable audace?
Perfide, prétens-tu me liurer à Pharnace?	Perfide, prétends-tu me livrer à Pharnace?
PHOEDIME.	PHOEDIME.
Ah!	Ah!
du moins attendez qu’vn fidelle rapport De ſon malheureux Frere ait confirmé la mort.	du moins attendez qu'un fidèle rapport De son malheureux Frère ait confirmé la mort.
Dans la confuſion que nous venons d’entendre, Les yeux peuuent-ils pas aiſément ſe méprendre?	Dans la confusion que nous venons d'entendre, Les yeux peuvent-ils pas aisément se méprendre?
D’abord, vous le ſçauez, vn bruit injurieux Le rangeoit du party d’vn Camp ſeditieux;	D'abord, vous le savez, un bruit injurieux Le rangeait du parti d'un Camp séditieux;
Maintenant on vous dit que ces meſmes Rebelles Ont touliie contre luy feursariles criiliſeies.	Maintenant on vous dit que ces mêmes Rebelles Ont touliie contre M feursariles criiliseies.
Iugez de l’vn par l’autre.	Jugez de l'un par l'autre.
Et daignez écouter.	Et daignez écouter.
MONIME.	MONIME.
Xipharés eſt ſans vie, il n’en faut point douter.	Xipharez est sans vie, il n'en faut point douter.
L’euenement n’a point démenty mon attente.	L'événement n'a point démenti mon attente.
Quand je n’en aurois pas la nouuelle ſanglante, Il eſt mort, & j’en ay pour garands trop certains Son courage, & ſon nom trop ſuſpects aux Romains.	Quand je n'en aurais pas la nouvelle sanglante, Il est mort, et j'en ai pour garants trop certains Son courage, et son nom trop suspects aux Romains.
Ah!	Ah!
Que d’vn ſi beau ſang dés long-temps alterée, Rome tient maintenant la Victoire aſſurée!	Que d'autre si beau sang dès longtemps altérée, Rome tient maintenant la Victoire assurée!
Quel Ennemy ſon bras leur alloit oppoſer!	Quel Ennemi son bras leur allait opposer!
Mais ſur qui, mal-heureuſe, oſes-tu t’excuſer?	Mais sur qui, malheureuse, oses-tu t'excuser?
Quoy tu neveux pasvoir que c’eſt toy qui l’opprimes Et dans tous ſes mal-heurs reconnoiſtre tes crimes?	Quoi tu neveux pasvoir que c'est toi qui l'opprimes Et dans tous ses malheurs reconnaître tes crimes?
, De combien d’Aſſaſſins l’auois-je enueloppé?	, De combien d'Assassins l'avais-je enveloppé?
Comment à tant de coups ſeroit-il échappé?	Comment à tant de coups serait-il échappé?
Il éuitoit en vain les Romains & ſon Frere.	Il évitait en vain les Romains et son Frère.
Ne le liurois-je pas aux fureurs de ſon Pere?	Ne le livrais-je pas aux fureurs de son Père?
C’eſt moy, qui les rendant l’vn de l’autre jaloux, Vins allumer le feu qui les embraze tous, Tiſon de la Diſcorde, & fatale Furie, Que le Demon de Rome a formée & nourrie.	C'est moi, qui les rendant l'un de l'autre jaloux, Vins allumer le feu qui les embrase tous, Tison de la Discorde, et fatale Furie, Que le Démon de Rome a formée et nourrie.
Et je vis?	Et je vis?
Et j’attens que de leur ſang baigné Pharnace des Romains reuienne accompagné?	Et j'attends que de leur sang baigné Pharnace des Romains revienne accompagné?
Qu’il étalle à mes yeux ſa parricide joye?	Qu'il étalle à mes yeux sa parricide joie?
La Mort au deſeſpoir ouure plus d’vne voye.	La Mort au désespoir ouvre plus d'une voie.
Ouy, cruelles, en vain vos iniuſtes ſecours Me ferment du Tombeau les chemins les plus courts.	Oui, cruelles, en vain vos injustes secours Me ferment du Tombeau les chemins les plus courts.
Ie trouueray la mort juſques dans vos bras même.	Je trouverai la mort jusque dans vos bras même.
Et toy, fatal tiſſu, mal-heureux Diadême, Inſtrument, & témoin de toutes mes douleurs, Bandeau, que mille fois j’ay trempé de mes pleurs, Au moins en terminant ma vie, & mon ſupplice, Ne pouuois-tu me rendre vn funeſte ſeruice!	Et toi, fatal tissu, malheureux Diadème, Instrument, et témoin de toutes mes douleurs, Bandeau, que mille fois j'ai trempé de mes pleurs, Au moins en terminant ma vie, et mon supplice, Ne pouvais-tu me rendre un este service!
A mes triſtes regards va, ceſſe de t’offrir.	À mes tristes regards va, cesse de t'offrir.
D’autres armes ſans toy ſçauront me ſecourir.	D'autres armes sans toi sauront me secourir.
Et peſine le joul, & la maiſeurtriere Qui jadis ſur mon front t’attacha la premiere.	Et pêne le joul, et la maiseurtriere Qui jadis sur mon front t'attacha la première.
PHOEDIME.	PHOEDIME.
On vient, Madame, on vient.	On vient, Madame, on vient.
Et j’eſpere qu’Arcas Pour bannir vos frayeurs porte vers vous ſes pas.	Et j'espère qu'Arcas Pour bannir vos frayeurs porte vers vous ses pas.
SCENE II.	SCÈNE II.
MONIME, PHOELIME, ARCAS.	MONIME, PHOELIME, ARCAS.
MONIME.	MONIME.
N eſt-ce fait, Arcas?	N est-ce fait, Arcas?
Et le cruel Pharnace.	Et le cruel Pharnace.
ARCAS.	ARCAS.
Ne iiie denfandez flent de tour ce qui ſe paſſe, Madame.	Ne jiie denfandez flent de tour ce qui se passe, Madame.
On m’a chargé d’vn plus funeſte employ Et ce Poiſon vous dit les volontez du Roy.	On m'a chargé d'une trop funeste emploi Et ce Poison vous dit les volontés du Roi.
PHOEDIME.	PHOEDIME.
Malheureuſe Princeſſe!	Malheureuse Princesse!
MONIME.	MONIME.
Ah quel comble de joye!	Ah quel comble de joie!
Donnez.	Donnez.
Dites, Arcas, au Roy qui me l’enuoye, Que de tous les preſens que m’a faits ſa bonté Ie reçoy le plus cher & le plus ſouhaitté.	Dites, Arcas, au Roi qui me l'envoie, Que de tous les présents que m'a faits sa bonté Je reçois le plus cher et le plus souhaité.
A la fin je reſpire.	À la fin je respire.
Et le Ciel me déliure Des ſecours importuns qui me forçoient de viure.	Et le Ciel me délivre Des secours importuns qui me forçaient de vivre.
Maiſtreſſe de moy-meſme, il veut bien qu’vne fois Ie puiſſe de mon ſort diſpoſer à mon choix.	Maîtresse de moi-même, il veut bien qu'une fois Je puisse de mon sort disposer à mon choix.
PHOEDIME.	PHOEDIME.
HelasPHOEDIME.	HélasPHODIME.
MONIME.	MONIME.
Retien tes cris, & par d’indignes larmes De cet heureux momẽt ne trouble point les charmes.	Retien tes cris, et par d'indignes larmes De cet heureux moment ne trouble point les charmes.
Si tu m’aimois, Phœdime, il falloit me pleurer, Quand d’vn titre funeſte on me vint honnorer, Et lors que m’arrachant du doux ſein de la Grece Dans ce Climat barbare on traiſna ta Maiſtreſſe.	Si tu m'aimais, Phœdime, il fallait me pleurer, Quand d'un titre funeste on me vint honorer, Et lors que m'arrachant du doux sein de la Grèce Dans ce Climat barbare on traîna ta Maîtresse.
Retourne maintenant chez ces Peuples heureux.	Retourne maintenant chez ces Peuples heureux.
Et ſi mon nom encor s’eſt conſerué chez eux, Dy leur ce que tu vois, & de toute ma gloire, Phœdime, conte leur la malheureuſe hiſtoire.	Et si mon nom encor s'est conservé chez eux, Di leur ce que tu vois, et de toute ma gloire, Phœdime, conte leur la malheureuse histoire.
Et toy, qui de ce cœur, dont tu fus adoré, Par vn ialoux deſtin fus toûjours ſeparé, Heros, auec qui meſme, en terminant ma vie, Ie n’oſe en vntombeau demander d’eſtre vnie, Reçoy ce ſacrifice, & puiſſe en ce moment Ce Poiſon expier le ſangde mon Amant.	Et toi, qui de ce cœur, dont tu fus adoré, Par un jaloux destin fus toujours séparé, Héros, avec qui même, en terminant ma vie, Je n'ose en untombeau demander d'être unie, Reçois ce sacrifice, et puisse en ce moment Ce Poison expier le sangde mon Amant.
SCENE III.	SCÈNE III.
MONIME, ARBATE, PHOEDIME, ARCAS.	MONIME, ARBATE, PHONEDIME, ARCAS.
ARBATE.	ARBATE.
ARreſtez, arreſtez.	ARrêtez, arrêtez.
ARCAS.	ARCAS.
Que faites-vous, Arbate?	Que faites-vous, Arbatte?
ARBATE.	ARBATE.
Arreſtez.	Arrêtez.
I’accomply l’ordre de Mithridate.	J'accompli l'ordre de Mithridate.
MONIME.	MONIME.
Ah!	Ah!
laiſſez-moy.	laissez-moi.
ARBATE jettent le poiſon.	ARBATE jettent le poison.
