ARGVMENT.	ARGUMENT.
DAPHNIDE.	DAPHNIDE.
Vous ne courrez iamais de pareille fortune.	Vous ne courrez jamais de pareille fortune.
HYRSIS.	HYRSIS.
Quoy?	Quoi?
tu t'en veux meſter, rauaſſeur de Neptune, Ie viendray bien à bout des coups de ton trident, Ha coquin!	tu t'en veux méter, ravasseur de Neptune, Je viendrai bien à bout des coups de ton trident, Ha coquin!
tu t’en vais retirer en grondant.	tu t'en vais retirer en grondant.
AMYNTOR.	AMYNTOR.
Il le faut deſtourner de ceſte reſuerie, Neptune deuant vous a ſa force perie, Berger parlez à nous?	Il le faut détourner de cette rêverie, Neptune devant vous a sa force périe, Berger parlez à nous?
THYRSIS.	THYRSIS.
elle auoit le nez beau, Le viſage vermeil & bien fait le cerueau, Infames cajoleurs!	elle avait le nez beau, Le visage vermeil et bien fait le cerveau, Infames cajoleurs!
quittez moy ceſte place, Quoy donc?	quittez -moi cette place, Quoi donc?
de me parler vous auez bien l’audace?	de me parler vous avez bien l'audace?
Dellogez promptement,	Dellogez promptement,
DAPHNIDE.	DAPHNIDE.
oſtons-nous de ces lieux, De temps en temps il vient beaucoup plus furieux.	ôtons-nous de ces lieux, De temps en temps il vient beaucoup plus furieux.
THYRSIS.	THYRSIS.
Seule gloire du Ciel, & merueille du monde!	Seule gloire du Ciel, et merveille du monde!
Ie veux pour te ſeruir courre la terre & l’onde, Gaigner tant de combats, & faire tant d’exploicts, Que ſous toy ſe verront eſclaues tant de Roys, Que les plus reculez de l’vn & l’autre pole, Trembleront à ta voix, & craindront ta parole;	Je veux pour te servir courre la terre et l'onde, Gagner tant de combats, et faire tant d'exploits, Que sous toi se verront esclaues tant de Rois, Que les plus reculez de l'autre et l'autre pôle, Trembleront à ta voix, et craindront ta parole;
Ie m’en vay de ce pas tant de combats finir, Que Mars ne ſçauroit plus ma dextre ſouſtenir.	Je m'en vais de ce pas tant de combats finir, Que Mars ne saurait plus ma dextre soutenir.
ACTE CINQVIESME.	ACTE CINQUIÈME.
OCENVE IREMILRE.	OCENVE IREMILRE.
DIOMEDE, SERES, THYRSIS,	DIOMEDE, SEREZ, THYRSIS,
DIOMEDE.	DIOMEDE.
E mon fils bien aymé le dureſloignement DFait couler à mon gouſt le iour trop lentement, Ie n’ay point de repos en mes dernieres peines, Vn feu lent peu à peu va deſſeichant mes veines, Conſolé ſeulement de l’eſpoir du treſpas, Ie traine languiſſant ſur la terre mes pas, Les ſuaues odeurs des fleurs de nos prairies, Me puent maintenant autant que les voiries.	E mon fils bien aimé le duresloignement DAit couler à mon goût le jour trop lentement, Je n'ai point de repos en mes dernières peines, Un feu lent peu à peu va desseichant mes veines, Consolé seulement de l'espoir du trépas, Je traîne languissant sur la terre mes pas, Les su odeurs des fleurs de nos prairies, Me puent maintenant autant que les voiries.
Tout	Tout
Tout deſplaiſt à mes yeux, vn chagrin furieux Me fait voir à regret la lumiere des cieux, Que d’inegalité noſtre ame eſt agitée!	Tout déplaît à mes yeux, un chagrin furieux Me fait voir à regret la lumière des cieux, Que d'inégalité notre âme est agitée!
Nous ſommes tous pareils à l’humeur de Prothée, Nous auons tous l'eſprit muable & incertain, Ce qui plaiſt aujourd’huy nous déplaira demain:	Nous sommes tous pareils à l'humeur de Prothée, Nous avons tous l'esprit muable et incertain, Ce qui plaît aujourd'hui nous déplaira demain:
Meſmes en choiſiſſant nous ne pouuons eſlire Vn bien dont le regret ne nous faſſe deſdire.	Mesmes en choisissant nous ne pouvons élire Un bien dont le regret ne nous fasse dédire.
Dans les palais dorez, & parmy les threſors, L’enuie & le deſpit font iouër leurs reſſorts.	Dans les palais dorés, et parmi les trésors, L'envie et le dépit font jouer leurs ressorts.
L’homme qui s’eſtablit au milieu des delices, Il n’eſuite pourtant le remord de ſes vices, Le plaiſir qui l’affole auecque tant d’ardeur, En ſon plus doux accez luy degbuſte le cœur, Vn ſubit repentir fait degouſter ſon ame;	L'homme qui s'établit au milieu des délices, Il n'évite pourtant le remord de ses vices, Le plaisir qui l'affole avec tant d'ardeur, En son plus doux accez était déguste le cœur, Un subit repentir fait dégoûter son âme;
Lors que la volupté plus doucement l’enflame, Il ſe change d’abord, & n’a pas le loiſir D’acheuer en repos l’ayſe d’vn ſeul plaiſir, Il a beau ſe flatter auec de l’artifice, C’eſt dreſſer vn Autel, c’eſt faire vn ſacrifice, Vne fieure d’vn iour auec bien peu d’effort, Peindra deſſus ſon teint l’image de la mort, Si pour ſe retirer de l’embarras des villes, Il s’en va frequenter les campagnes fertilles, Et viure doucement au ſilence des bois, Sans nul ſoing des grandeurs, ny des Palais des Rois, Enfin ſe degoüſtant d’vne ſi douce vie, Vn vain deſir d’honneur eſmouura ſon enuie:	Lors que la volupté plus doucement l'enflamme, Il se change d'abord, et n'a pas le loisir D'achever en repos l'aise d'un seul plaisir, Il a beau se flatter ainsi de l'artifice, C'est dresser un Autel, c'est faire un sacrifice, fièvre iour auec bien peu effort, Peindra dessus son teint image de la mort, Si pour se retirer de embarras des villes, Il en va fréquenter les campagnes fertilles, Et viure doucement au silence des bois, Sans nul soing des grandeurs, ni des Palais des Rois, Enfin se degoüstant si douce vie, vain désir honneur esmouura son envie:
Comme moy malheureux, digne que Iupiter Faſſe deſſus mon chef le tonnerre eſclatter, Helas!	Comme moi malheureux, digne que Jupiter Fasse dessus mon chef le tonnerre éclater, Hélas!
ce repentir aſſaßine mon ame.	ce repentir assassine mon âme.
ES.	ES.
Voicy de nos douleurs le ſouuerain Dictame, Les maux dont on ne peut eſuiter la rigueur, Il faut à les ſouffrir monſtrer noſtre vigueur, Gourmander la fortune, & roidir la conſtance, Plus nous ſentons en nous de faillir l’eſperance, S’oppoſer au malheur, & d’vn cœur genereux Ne s’abaiſſer iamais à luy rendre des vœux:	Voici de nos douleurs le souverain Dictame, Les maux dont on ne peut éviter la rigueur, Il faut à les souffrir montrer notre vigueur, Gourmander la fortune, et roidir la constance, Plus nous sentons en nous de faillir l'espérance, S'opposer au malheur, et d'un cœur généreux Ne s'abaisser jamais à lui rendre des vœux:
Carces foibles ſoucis nous desrobent l’vſage Des plaiſirs iournaliers ſans aucun aduantage;	Carces faibles soucis nous dérobent l'usage Des plaisirs journaliers sans aucun avantage;
Quel profit tirons-nous de nos triſtes regrets?	Quel profit tirons-nous de nos tristes regrets?
Autant que de ſemer du ſel dans nos guerets, Autant qu’vn furieux ſur les bords du riuage, Qui menace la mer & deffie l'orage;	Autant que de semer du sel dans nos guérets, Autant qu'un furieux sur les bords du rivage, Qui menace la mer et défie l'orage;
Ou qui d'vn ſeul regard preſume d’arreſter Le tonnerre partant des mains de Iupiter.	Ou qui d'un seul regard présume d'arrêter Le tonnerre partant des mains de Jupiter.
Puis donc que nos regrets ſont dignes de riſée, Que dans l’autre ſentier noſtre route eſt ayſée, R’aſſemble tes eſprits, & d’vn courage fort, Monſtre que ta raiſon ſçait meſpriſer le ſort.	Puis donc que nos regrets sont dignes de risée, Que dans l'autre sentier notre route est aisée, R'assemble tes esprits, et d'un courage fort, Montre que ta raison sait mépriser le sort.
Conſidere vn grand Pin battu de la tempeſte, Qui ployant pour vn temps, releue apres la teſte;	Considère un grand Pin battu de la tempête, Qui ployant pour un temps, relève après la tête;
Ne t’excuſe iamais d’vn vice general, Reprens de ton bon ſens en main le gouuernail, Et vois comme ta femme en ce depart peureuſe, Se monſtre à les ſouffrir plus que toy vigoureuſe, Que la honte remette en ton cœur abbatu, Quelques reſſentimens des loix de la vertu.	Ne t'excuse jamais d'autre vice général, Reprends de ton bon sens en main le gouvernail, Et vois comme ta femme en ce départ peureuse, Se montre à les souffrir plus que toi vigoureuse, Que la honte remette en ton cœur abattu, Quelques ressentiments des lois de la vertu.
DIOMEDE.	DIOMEDE.
Tes raiſons m’ont touché auec tant d’efficace, Que ie me ris du mal dont le Ciel me menace, Ie me mocque du ſort, ie veux mieux eſperer, Sa rigueur ne peut plus me faire ſouſpirer, Et tout ce que i’ay dit, & ie dis à ceſte heure, Preuue tant ſeulement l’effect de la nature, Plus changeant que les flots, & qui n’a point d’arreſt:	Tes raisons m'ont touché avec tant d'efficace, Que tu me ris du mal dont le Ciel me menace, Je me moque du sort, a veux mieux espérer, Sa rigueur ne peut plus me faire soupirer, Et tout ce que j'ai dit, et et dis à cette heure, Preuve tant seulement l'effet de la nature, Plus changeant que les flots, et qui n'a point d'arrêt:
Mais quoy!	Mais quoi!
c'eſt du deſtin l’immuable decret, Nous ne pouuons regler ceſte forte influance, Qui le bien &t le mala fon gre nous duunce, Les Aſtres dominans ſur tout le genre humain, Nous conduiſent aux maux ainſi que par la main.	c'est du destin l'immuable décret, Nous ne pouvons régler cette forte influance, Qui le bien ett le mala son gré nous duunce, Les Astres dominants sur tout le re humains, Nous conduisent aux maux ainsi que par la main.
SERES.	SEREZ.
Ceur payjance depend de la bonté diuine, La leur n’eſt qu’inſtrument, l’autre en eſt l’origine, Remets doncques aux Dieux le ſoing de tes malheurs, Et tefiant en eux, mets fin à tant de pleurs.	Ceur paijance dépend de la bonté divine, La leur n'est qu'instrument, l'autre en est l'origine, Remets donc aux Dieux le soin de tes malheurs, Et tefiant en eux, mets fin à tant de pleurs.
DIOMEDE.	DIOMEDE.
Ton conſeil le meilleur, que l’homme ſçauroit prendre, Otbin teribruinte me fait à tes vœux condeſcendre, Allons dedans le Temple encenſer les Autels, Et de nous ſecourir prier les Immortels, La pitié de nos maux, l'effuſion de nos larmes, Du courroux de nos Dieux peut arracher les armes.	Ton conseil le meilleur, que l'homme saurait prendre, Otin terruinte me fait à tes vœux condescendre, Allons dedans le Temple encenser les Autels, Et de nous secourir prier les Immortels, La pitié de nos maux, l'effusion de nos larmes, Du courroux de nos Dieux peut arracher les armes.
THYRSIS.	THYRSIS.
Courage compagnons ils ſont treſtous defaits, Vaines ombres des morts!	Courage compagnons ils sont trestous défaits, Vaines ombres des morts!
fantaſtiques portraits, Pourquoy deuant mes yeux apparoiſt voſtre image?	fantastiques portraits, Pourquoi devant mes yeux apparaît votre image?
Vieux Demons tous formez & d'ombre & de nuage.	Vieux Demons tous formés et d'ombre et de nuage.
Quoy vous tremblez de peur?	Quoi vous tremblez de peur?
& n’oſez approcher, Ie ſuis ce grand Heros qui vous fit tresbucher Dans le paſle ſejour des Infernales plaines, Où vous deuez payer le tribut de mes peines, Retournez aux Enfers merueilleuſe beauté!	et n'osez approcher, Je suis ce grand Héros qui vous fit trébucher Dans le pâle jour des Infernales plaines, Où vous devez payer le tribut de mes peines, Retournez aux Enfers merveilleuse beauté!
Qe la otensa propos preſeneei ia clarté, Mon Ange, mon ſoucy, hai ne fuy pas de grace, Ou ie ſuiuray tes pas touſiours de place en place.	Que la otendsa propos presènei a clarté, Mon Ange, mon souci, hai ne fui pas de grâce, Ou ie Ouvrai tes pas toujours de place en place.
DIOMEDE.	DIOMEDE.
Helas chere moitié!	Hélas chère moitié!
que ie ſuis eſperdu, L’image de Thyrſis en ce fol m’eſt rendu, Il a les meſmes traits, il a la meſme taille,	que ici suis éperdu, L'image de Thyrsis en ce fol m'est rendu, Il a les mêmes traits, il a la même taille,
3 ERES.	3 ÈRES.
Voſtre eſprit que la peur inceſſamment trauaille, Croit voir ce qui n’eſt pas, ſuiuons noſtre chemin, Les Dieux à nos malheurs donront meilleure fin.	Votre esprit que la peur incessamment travaille, Croit voir ce qui n'est pas, suivons notre chemin, Les Dieux à nos malheurs donront meilleure fin.
DIOMEDE.	DIOMEDE.
Ie le croy mon ſoucy, ils ſont trop debonnaires Pour nous vouloir plonger en des telles miſeres.	Je le crois mon souci, ils sont trop débonnaires Pour nous vouloir plonger en des telles misères.
SCENE II.	SCÈNE II.
DAPTIIVIO, AuaTAcTon, diiCIAAVIUE.	DAPTIVIO, AvaTAcTon, diiCIAVIUE.
DAPHNIS.	DAPHNIS.
VN moment dans l’amour me fait ſouffrir de peine!	UN moment dans l'amour me fait souffrir de peine!
Milie ialoux ſoupçons glacent toutes mes veines, Ils me font tantſouffrir des trauaux deſormais, Que ie tiens bien-heureux ceux qui n’ayment i'amais.	Milie jaloux soupçons glacent toutes mes veines, Ils me font tantsouffrir des travaux désormais, Que te tiens bienheureux ceux qui n'aiment j'amais.
L'eſquels ſe ſeparans de l’humeur du vulgaire, Mettent tout leur ſoucy ſeulement à ſe plaire, Ne captiuent leur ſens que de leur volonté, Qui ne ſçauent que c’eſt d’aymer vne beauté, Qui ſe laiſſent aller où le plaiſir les guide, Ainſi que ie faiſois ſans la belle Daphnide;	L'esquels se séparants de l'humeur du vulgaire, Mettent tout leur souci seulement à se plaire, Ne captivent leur sens que de leur volonté, Qui ne savent que c'est d'aimer une beauté, Qui se laissent aller où le plaisir les guide, Ainsi que je faisais sans la belle Daphnide;
Que ie plains ce doux tẽps.	Que quelque plains ce doux temps.
ha beaux yeux inhumains!	ha beaux yeux inhumains!
La chere liberté me rauiſſant des mains.	La chère liberté me ravissant des mains.
Volleurs de mon repos!	Volleurs de mon repos!
aſſaffins de mon ame!	assaffins de mon âme!
Helas!	Hélas!
dequoy vous ſert de me remplir de flame?	dequoy vous sert de me remplir de flamme?
Et de garder vn feu ſi froid à tant des feux.	Et de garder un feu si froid à tant des feux.
Amour!	Amour!
ha s’il te plaiſt n’eſconduis point mes vœux, Fay que ceſte beauté de mes ardeurs ſouſpire, Où ne me retiens plus ſous ton cruel empire:	ha s'il te plaît n'éconduis point mes vœux, Fais que cette beauté de mes ardeurs soupire, Où ne me retiens plus sous ton cruel empire:
Belle mon cher ſoucy par les pleurs que i’eſpands, Dits que de me hayr, ores tu te repens.	Belle mon cher souci par les pleurs que j'épands, Dits que de me haïr, ores tu te repens.
AMYNTOR.	AMYNTOR.
Troublé d’entendement, tranſporté de manie, Deſormais la raiſon ſon ſecours me deſnle, Moname ne ſçait plus à quel Dieu ſe voüer, L’amant plus malheureux ie me dois aduoüer:	Troublé d'entendement, transporté de manie, Désormais la raison son secours me dénle, Moname ne sait plus à quel Dieu se vouer, L'amant plus malheureux Seigneur me dois avouer:
Plus i’inuoque le Ciel, moins ie ſens d’allegeance, Helas!	Plus j'invoque le Ciel, moins ie sens d'allégeance, Hélas!
où eſtes-vous fauorable inconſtance?	où êtes-vous favorable inconstance?
Reuenez-moy trouuer!	Revenez-moi trouver!
DAPHNIDE.	DAPHNIDE.
Elle s’enfuit de toy.	Elle s'enfuit de toi.
Comme l’indifference a fuy loing de moy.	Comme l'indifférence a fui loin de moi.
AMYNTOR.	AMYNTOR.
Et par ceſte raiſon que me penſes-tu dire?	Et par cette raison que me penses-tu dire?
Ie ne m'eſiouis pas quand vn autre ſouſpire, Ce vulgaire ſecret de voir des malheureux, En leur comparaiſon ne me fait dire heureux.	Je ne m'esiouis pas quand un autre soupire, Ce vulgaire secret de voir des malheureux, En leur comparaison ne me fait dire heureux.
DAPHNIS.	DAPHNIS.
De meſler ſes fouſpirs aux ſouſpirs des complices, Il me ſemble plus doux que parmy les delices De ceux qui n’ont le cœur d’aucun regret atteint, Fatire voir ſon ennuy ſur ſon viſage peint.	De mêler ses fouspirs aux soupirs des complices, Il me semble plus doux que parmi les délices De ceux qui n'ont le cœur d'aucun regret atteint, Fatire voir son ennui sur son visage peint.
AMYNTOR.	AMYNTOR.
Vois-tu, quand tu aurois l’ame plus tourmentée, Que n’a dans les Enſers le larron Promethée, Que ton gemiſſement eſgalleroit le ſien, Ton malheur pour cela ne changeroit le mien.	Vois-tu, quand tu aurais l'âme plus tourmentée, Que n'a dans les Ensers le larron Promethée, Que ton gémissement esgalleroit le sien, Ton malheur pour cela ne changerait le mien.
DAPHNIS.	DAPHNIS.
Il eſt vray que ton mal ne peut guerir tes peines, Ordonc!	Il est vrai que ton mal ne peut guérir tes peines, Ordonc!
pour voir briſer & mes fers & tes chaiſnes, Attaquons hardiment cét importun Archer, Prends toy ſes aiſlerons, moy ſon cœur de rocher, Ainſi tu gagneras ton humeur inconſtante, Et ie retrouueray la mienne indifferente.	pour voir briser et mes fers et tes chaînes, Attaquons hardiment cet importun Archer, Prends toi ses ailerons, moi son cœur de rocher, Ainsi tu gagneras ton humeur inconstante, Et ainsi retrouverai la mienne indifférente.
Aan liela ne.	Aan liela ne.
Ce conſeil ſeroit bon qui pourroit en vſer.	Ce conseil serait bon qui pourrait en user.
I JAPHNIS.	I JAPHNIS.
Certes en ce deſſein c’eſt bien nous abuſer, Il vaut mieux nos douleurs ſupporter ſans murmure, Et ſouffrir ſans parler vne peine ſi dure, Ie ſuis tout reſolu de ne m’en plaindre pas, Deus-ie pour le celer encourir le treſpas.	Certes en ce dessein c'est bien nous abuser, Il vaut mieux nos douleurs supporter sans murmure, Et souffrir sans parler une peine si dure, Je suis tout résolu de ne m'en plaindre pas, Deus-je pour le celer encourir le trépas.
AMYNTOR.	AMYNTOR.
C’eſt exercer ſur ſoy par trop de violence, Que parmy les douleurs exercer le ſilence, Vous aurez bien du malà ſuiure ce deſſein:	C'est exercer sur soi par trop de violence, Que parmi les douleurs exercer le silence, Vous aurez bien du malà suivre ce dessein:
Mais le cruel amour qui rauage mon ſein, Et qui de mille morts eſpouuente ma vie, A mon propre malheur eſmouuant mon enuie, Me preſſe de cercher vn antre reculé, Où nul homme mortel ne ſoit iamais allé, Où les ours, les ſangliers y faſſent leur repaire, Où iamais le Soleil qu’auec deſpit n’eſclaire;	Mais le cruel amour qui ravage mon sein, Et qui de mille morts espouuente ma vie, À mon propre malheur émouvant mon envie, Me presse de cercher un antre reculé, Où nul homme mortel ne soit jamais allé, Où les ours, les sangliers y fassent leur repaire, Où jamais le Soleil qu'avec dépit n'éclaire;
Là conſumant le cours malheureux de mes ans;	Là consumant le cours malheureux de mes ans;
Dans vn Hyuer d’ennuis acheuer mon Printemps, Triſte plus deſolé qu'on ne ſçauroit ſe rendre, Iamais à ma douleur la plainte ne deffendre, 2 2 44 Gemir inceſſamment & la nuit & le iour, Miſerable martyr des flames de l’amour.	Dans un Hiver d'ennuis achever mon Printemps, Triste plus désolé qu'on ne saurait se rendre, Jamais à ma douleur la plainte ne défendre, 2 2 44 Gémir incessamment et la nuit et le jour, Misérable martyr des flammes de l'amour.
Voylà, mon cher Daphnis, le train que ie veux ſuiure, Auſſi las de ſouffrir que ie ſuis las de viure.	Voilà, mon cher Daphnis, le train que sans veux suivre, Aussi las de souffrir que ie suis las de vivre.
DAPHNIS.	DAPHNIS.
Souffrant vn meſme mal dedans mon ſouuenir, Ie veux que tes vertus reſtent à l’aduenir, Reciter ta fortune, & conter ton hiſtoire, Aux ſiecles qui ſuiuront, bien difficile à croire.	Souffrant un même mal dedans mon souvenir, Je veux que tes vertus restent à l'avenir, Reciter ta fortune, et conter ton histoire, Aux siècles qui suivront, bien difficile à croire.
AMYNTOR.	AMYNTOR.
Adieu Berger!	Adieu Berger!
le Ciel aydant à tes deſirs, Te faſſe triompher dans vn Char de plaiſirs.	le Ciel aidant à tes désirs, Te fasse triompher dans un Char de plaisirs.
SCENE III DAPHNIS, DAPHNIDE.	SCÈNE III DAPHNIS, DAPHNIDE.
DAPHNIS.	DAPHNIS.
ELAS!	ÉLAS!
il s'en faut peu que ie n’ẽ ſois de meſme, IIAymãt vne beauté bien plus que ie ne m’ayme, Souſpirant pour Daphnide, & ne pouuant ſouffrir N'vn tiers vienne ſes vœux à ſes autels offrir, Depuis le peu de temps que ie ſuis en ſeruage, Mille ialoux ſoupçons eſtonnent mon courage.	il s'en faut peu que ainsi n'en sois de même, IIAymãt une beauté bien plus que ie ne m'aime, Souspirant pour Daphnide, et ne pouvant souffrir N'un tiers vienne ses vœux à ses autels offrir, Depuis le peu de temps que je suis en servage, Mille jaloux soupçons étonnent mon courage.
DAPHNIDE.	DAPHNIDE.
Il me faut à ce coup eſcouter ce Berger.	Il me faut à ce coup écouter ce Berger.
DAPHNIS.	DAPHNIS.
Nul remede ne peut ma doulear alleger,	Nul remède ne peut ma doulear alléger,
Loing Loing d'elle les ennuis obſcurciſſent ma face, Pres d’elle ie deuiens, & de flame & de glare, Agité des penſées, ie n’ay point de repos, Riant hors de ſubjet, & parlant ſans propos, Dieux!	Loing Loin d'elle les ennuis obscurcissent ma face, Pres d'elle eût deviens, et de flamme et de glare, Agité des pensées, elle n'ai point de repos, Riant hors de sujet, et parlant sans propos, Dieux!
tout ce que ie voy bleſſe ma fantaiſie.	tout ce que ici vois blesse ma fantaisie.
DAPHNIDE.	DAPHNIDE.
D'vn moment amoureax, & u'on moment ialoux, Ie ne puis m’empeſcher de me mocquer de vous.	D'un moment amoureax, et on et ialoux, Ie ne puis empêcher de me mocquer de vous.
DAPANIS.	DAPANIS.
U Ha!	V Ha!
ne le faites pas, d’vne peine infinie Les ſoupçons ont deſia mon ame trop punie.	ne le faites pas, d'une peine infinie Les soupçons ont déjà mon âme trop punie.
DAPHNIDE.	DAPHNIDE.
Vos diſcours ne fģauroieni nauement me toutper.	Vos discours ne fģauroieni nauement me toutper.
DAPHNIS.	DAPHNIS.
Du moins eſcoutez-moy:	Du moins écoutez-moi:
DAPHNIDE.	DAPHNIDE.
vous preſchez vn rocher.	vous prêchez un rocher.
DAPHNIS.	DAPHNIS.
Sans amour ie n’aurois ce martel dans la teſte.	Sans amour notre n'aurais ce martel dans la tête.
DATMNTDE.	DATMNTDE.
C.	Ç.
VI Sans amour ie pourrois gouſter voſtre requeſte.	VI Sans amour ie pourrais goûter votre requête.
2 DAPHNIS.	2 DAPHNIS.
Sans amour ie n’aurois ce ſerpent dans le ſein.	Sans amour notre n'aurais ce serpent dans le sein.
DAPHNIDE.	DAPHNIDE.
Sans amour ie n’aurois cogneu voſtre deſſein.	Sans amour notre n'aurais connu votre dessein.
DAPHNIS.	DAPHNIS.
Sans amour vous n'auriez leplaifir de mes plaintei.	Sans amour vous n'auriez leplaifir de mes plaintei.
DAPHNIDE.	DAPHNIDE.
Sans amour ie n'eus ſceu me garder de vos feintes.	Sans amour notre n'eus su me garder de vos feintes.
DAPHNIS.	DAPHNIS.
Sans amour vous n’auriez tant de pouuoir ſur moy.	Sans amour vous n'auriez tant de pouvoir sur moi.
2la lriciol.	2là lriciol.
Sans amour vos diſcours obligeroient ma foy.	Sans amour vos discours obligeraient ma foi.
DAPANIS.	DAPANIS.
Sans amour vous n’auriez ſur mes ſens la victoire.	Sans amour vous n'auriez sur mes sens la victoire.
DAPHNIDE.	DAPHNIDE.
Otnhumou ouupautiez m'obliger à vous croire.	Otnhumou ouupautiez m'obliger à vous croire.
DAPHNIS.	DAPHNIS.
Sans amour ie nenuron entor ma liberté.	Sans amour notre nenuron entor ma liberté.
DAPHNIDE.	DAPHNIDE.
Et ſans amour ie puis garder ma volonté.	Et sans amour Seigneur puis garder ma volonté.
DAPHNIS.	DAPHNIS.
Par amour ne m’vſez de tant de tyrannie.	Par amour ne m'une de tant de tyrannie.
aMarcaaae Le.	aMarcaayae Le.
Par amour, s’il vous plaiſt, quittez ceſte manié.	Par amour, s'il vous plaît, quittez cette manié.
DAPANIS.	DAPANIS.
Par amour vſez moy d'vn traitement plus doux.	Par amour sez moi d'un traitement plus doux.
DAPHNIDE.	DAPHNIDE.
Panumour, s’il vous plaiſt, ne ſoyez plus ialoux.	Panumour, s'il vous plaît, ne soyez plus jaloux.
DAPHNIS.	DAPHNIS.
Par amour à mes feuxfondez vn peu vos glaces.	Par amour à mes feuxfondez un peu vos glaces.
DAPHNIDE.	DAPHNIDE.
Et paramour taſchez d’auoir mes bonnes graceís	Et paramour tâchez d'avoir mes bonnes graceís
DAPHNIS.	DAPHNIS.
Ie le feray heauté plus belle que le iour 3 Ie m’en vay vous ſeruir auecques tant d’amour, Que quand vos cruautez auroient iuré ma perte, Voſtre pitié ſeroit à mon ſecours offerte, Et vous ne pourriez pas vous empeſcher d’aymer Vn cœur que vos beaux yeux ont ſeuls peu allumer.	Je le ferai heauté plus belle que le jour 3 Je m'en vais vous servir toujours tant d'amour, Que quand vos cruautés auraient juré ma perte, Votre pitié pitié à mon secours offerte, Et vous ne pourriez pas vous empêcher d'aimer Un cœur que vos beaux yeux ont seuls peu allumer.
SCENE IIII.	SCÈNE IIII.
AMYNTOR, DORIS, PHILANDRE,	AMYNTOR, DORIS, PHILANDRE,
AMYNTOR.	AMYNTOR.
VRIE de l'Enfer, effroyable Megere, I La peine des damnez eſt beaucoup plus legere Que celle que ie ſens?	VRIE de l'Enfer, effroyable Megère, I La peine des damnez est beaucoup plus légère Que celle que ie sens?
quoy, n’eſt-ce pas aſſez?	quoi, n'est-ce pas assez?
Amour:	Amour:
pour me punir de mes ſermens fauſſez, Que mes moutons eſpars roulent à l’aduanture, Paiſſans où les conduit l’inſtinct de la nature, Et comme ſi i'eſtois perclus de la raiſon, Je laiſſe ſans conduite, & troupeaux & maiſon, Et viuant comme vn ours en ce bois ſolitaire, Ie ne prens du plaiſir ſinon à me deſplaire.	pour me punir de mes serments faussez, Que mes moutons épars roulent à l'aventure, Paissants où les conduit l'instinct de la nature, Et comme si j'étais perclus de la raison, Je laisse sans conduite, et troupeaux et maison, Et vivant comme un ours en ce bois solitaire, Je ne prends du plaisir sinon à me déplaire.
Veux-tu paſſer plus outre en ton inimitié, Trouues tu mon eſtat indigne de pitié, Acheue ſi tu veux, arrache-moy la vie, Au malheur où ie ſuns c’eſt ma plus douce enuie, Fay de mon eſtomach la butte de tes coups, Ou me donne en paſture à la rage des loups, Rien ne peut m'arriuer de meilleur à ceſte heure.	Veux-tu passer plus outre en ton inimitié, Trouves tu mon état indigne de pitié, Achève si tu veux, arrache-moi la vie, Au malheur où tu suns c'est ma plus douce envie, Fais de mon estomac la butte de tes coups, Ou me donne en pâture à la rage des loups, Rien ne peut m'arriver de meilleur à cette heure.
DORIS.	DORIS.
Eſcoute mes regrets parauant que ie meuré, Tourne tes yeux & voy d’vn deſpit inhumain, Mon eſtomach percé auec ma propre main, Mon ſang coule par tout d’vne profonde playe, Qui te monſtre cruel que mon amour fut vraye, Pour te laiſſer tout ſeul contenter ton amour, Ie quitte ſans regret la lumiere du iour.	Écoute mes regrets paravant que Dieu meuré, Tourne tes yeux et vois d'un dépit inhumain, Mon estomacach percé sous ma propre main, Mon sang coule par tout d'une profonde plaie, Qui te montre cruel que mon amour fut vraie, Pour te laisser tout seul contenter ton amour, Je quitte sans regret la lumière du jour.
Helas:	Hélas:
pour me payer d’vne amitié ſi forte, Permets que ie te baiſe auant que ie ſois morte, Que i’embraſſe ton col pour la derniere fois, Et que u'on tuęrueiſer in m'atreſte la voix.	pour me payer d'une amitié si forte, Permets que je te baise avant que ie sois sorte, Que j'embrasse ton col pour la dernière fois, Et que on tuęrueiser in m'atreste la voix.
AMYNTOE.	AMYNTOE.
Doris ie me deſplais en vn ſi triſte opice.	Doris ie me déplais en un si triste opice.
dou uieque prens puerſor uee poues pauer quce?	dou Utuieque prends puersor umée poues paver quce?
MYNTOR.	MYNTOR.
Ha!	Ha!
ie ſuis mort Doris, conſerue ton courroux, Tu ne me fis iamais vn traitement ſi doux.	Il suis mort Doris, conserve ton courroux, Tu ne me fis jamais un traitement si doux.
ORIS.	ORIS.
Va croiſtre des damnez les innombrables nombres, Et de tes vanitez entretenir les ombres:	Va croître des damnez les innombrables nombres, Et de tes vanités entretenir les ombres:
Te voyant aux abois en ce dernier moment, Ie ne laſcheray pas vn ſouſpir ſeulement.	Te voyant aux abois en ce dernier moment, Je ne lâcherai pas un soupir seulement.
HILANDRE.	HILANDRE.
Quel eſtrange accident, quel murmure de plaintes, Vient troubler le repos de ces demeures ſainctes!	Quel étrange accident, quel murmure de plaintes, Vient troubler le repos de ces demeures sainte!
Vn corps tout eſtenda mourane tout ſraiſchement, Dont encor la chaleur marque le ſentiment, Fauorable Demons:	Un corps tout étenda mourane tout sraischement, Dont encor la chaleur marque le sentiment, Favorable Demons:
