FAVTES SVRVENVES EN L’IMESSION.	FAUTES SURVENVES EN L'IMESION.
Conſulte vn peu Seigneur toy-meſme ta ſcience, Et ce qu'à tout le monde apprend l’experience, Uois ce qu'elle nous dit de la fatalité;	Consulte un peu Seigneur toi-même ta science, Et ce qu'à tout le monde apprend l'expérience, Uais ce qu'elle nous dit de la fatalité;
Le temps conſomme tout, & tout eſt limité, La mort depuis ſon reigne a declaré la guerre, Ainſi qu’à leurs ſujés, aux Maiſtres de la terre, Et celuy que le Ciel fit naiſtre pour reigner, N'a rien dans ſa grandeur qui le faſſe eſpargner.	Le temps consomme tout, et tout est limité, La mort depuis son reigne a déclaré la guerre, Ainsi qu'à leurs succès, aux Maîtres de la terre, Et celui que le Ciel fit naître pour reigner, N'a rien dans sa grandeur qui le fasse épargner.
Ainſi tu cognoiſtras ( puiſqu’il est veritable, Que la mort eſt à tous vn mal ineuitable, Et que le temps encor ne dépend pas de nous) Que le Prince Selin eſtuus jamoisis u tous, La mort l’a pû traiter, comme elle fait les autres, Ne rencontrant en luy qu’vn ſort comme les noſtres, Et que de ſon treſpas tu dois moins t’attriſter, Puiſqu'aux loix du Deſtin on ne peut reſiſter.	Ainsi tu connaîtras ( puisqu'il est véritable, Que la mort est à tous un mal inévitable, Et que le temps encor ne dépend pas de nous) Que le Prince Selin estu jamoisis u tous, La mort l'a pu traiter, comme elle fait les autres, Ne rencontrant en lui rendre sort comme les nôtres, Et que de son trépas tu dois moins t'attrister, Puisqu'aux lois du Destin on ne peut résister.
OLIMAN.	OLIMAN.
Ah que vostre conſeil eſt de mauuaiſe grace, Mettez vous, mettez vous vn moment en ma place, Et vous ſerez forcé, ſi vous ſçauez, aymer, D’approuuer des ſouſpire jue cont couueisiamer.	Ah que votre conseil est de mauvaise grâce, Mettez -vous, mettez -vous un moment en ma place, Et vous serez forcé, si vous savez, aimer, D'approuver des soupire jue cont couueisiamer.
Figurez vous vn Prince au plus beau de ſon age, Dont la haute prudence eſgale le courage, Reüniſſant en ſoy toutes les qualitez, Qui font les Souuerains cheris, & redoutez?	Figurez -vous un Prince au plus beau de son âge, Dont la haute prudence égale le courage, Réunissant en soi toutes les qualités, Qui font les Souverains chéris, et redoutez?
Vn Prince tout parfait, modeſte, & politique, Ferme, ſeuere, exact, ſans eſtre tyrannique, Doux, facile, & clement, ſans foibleſſe de cœur.	Un Prince tout parfait, modeste, et politique, Ferme, sévère, exact, sans être tyrannique, Doux, facile, et clément, sans faiblesse de cœur.
Adroit, ſans eſtre fourbe, & juſte ſans rigueur;	Adroit, sans être fourbe, et juste sans rigueur;
Enfin, figurez vous cet infortuné Prince, Tout ſemblable au recit, qu’en faiſoit ſa Prouince, Qui s’acqueroit par tout vn renom eſclattant, Tomber de ſon cheual, expirer à l’inſtant, Et perdre auec le iour l’infaillible aſſeurance, De joüir aprés moy de toute ma puiſſance, Et me dites aprés ſi mon cœur ne peut pas, Se plaindre du malheur qui cauſe ſon trespas.	Enfin, figurez -vous cet infortuné Prince, Tout able au récit, qu'en faisait sa Province, Qui s'acquérait par tout un renom éclattant, Tomber de son cheval, expirer à l'instant, Et perdre avec le jour l'infaillible assurance, De jouir après moi de toute ma puissance, Et me dites après si mon cœur ne peut pas, Se plaindre du malheur qui cause son trépas.
LE MVFTY.	LE MUFTI.
Seigneur ta plainte est juſte, & dire le contraire, C’est ne cognoiſtre pas l’affection d’vn pere, Ce n'eſt que ſa longueur que l’on pourroit blâmer.	Seigneur ta plainte est juste, et dire le contraire, C'est ne connaître pas l'affection d'un père, Ce n'est que sa longueur que l'on pourrait blâmer.
Et n'aymer pas aſſez pour vouloir hop uymer.	Et n'aimer pas assez pour vouloir hop uimer.
Oùy c’eſt peut-eſtre là, ce qui cauſe ta perte Si grande, ſi fâcheuſe, & triſtement ſoufferte.	Oui c'est peut-être là, ce qui cause ta perte Si grande, si fâcheuse, et tristement soufferte.
Tu poſſedois deux fils en merites eſgaux, Pour la gloire, & l’honneur l’vn de l’autre riuaux;	Tu possédais deux fils en mérites égaux, Pour la gloire, et l'honneur l'Hon de l'autre rivaux;
Tous deux t’aymoient beaucoup, & taſchoient à te plaire,	Tous deux t'aimaient beaucoup, et tâchaient à te plaire,
Mais tous deux n’ont pas eu l’amitié de leur pere, Les respects de Selin ont gaigné ton Amour, Celuy de Bajaſet s’est fait voir en faux iour;	Mais tous deux n'ont pas eu l'amitié de leur père, Les respects de Selin ont gagné ton Amour, Celui de Bajaset s'est fait voir en faux jour;
L’vn dans ſon procedé t’a paru fort ſincere, L’autre fourbe, meſchant, ennemy de ſon frere, Ces deux Princes enſuite eſtans venus aux mains, On t’a veu du cadet condamner les deſſeins, Bajaſet eſt celuy dont l’ame genereuſe Paſſe dans ton esprit pour vne ambitieuſe, Tu crois que le ſecond n'attaque ſon aiſné, Que pour ne le voir pas quelque iour couronné, Et pourſuit ſon trespas pour luy voler l’Empire, Ou ſon ambition trop ardemment aspire.	L'un dans son procédé t'a paru fort sincère, L'autre fourbe, méchant, ennemi de son frère, Ces deux Princes ensuite étant venus aux mains, On t'a vu du cadet condamner les desseins, Bajaset est celui dont l'âme généreuse Passe dans ton esprit pour une ambitieuse, Tu crois que le second n'attaque son aîné, Que pour ne le voir pas quelque jour couronné, Et poursuit son trépas pour lui voler l'Empire, Ou son ambition trop ardemment aspire.
Tu l’obliges encor de venir en ces lieux, Montrer ſon innocence, ou ſon crime à tes yeux;	Tu l'obliges encor de venir en ces lieux, Montrer son innocence, ou son crime à tes yeux;
Jl obeyt, il vient, & ſoudain ta colere Embraſſant contre luy l’intereſt de ſon frere, Außi-toſt qu’il arriue, il ſe void arreſté, Et tout prest à perir par ſa facilité;	Il obéis, il vient, et soudain ta colère Embrassant contre notre l'intérêt de son frère, Aussi-tôt qu'il arrive, il se voit arrêté, Et tout prêt à périr par sa facilité;
Seigneur cette action vn peu precipitée Reçoit la peine außi, qu’elle auoit meritée, Et ſi ie puis parler comme j’ay toûjours fait, Le treſpas de Selin en eſt le prompt effet.	Seigneur cette action un peu précipitée Reçoit la peine aussi, qu'elle avait méritée, Et si ici puis parler comme j'ai toujours fait, Le trépas de Selin en est le prompt effet.
T’abaiſſer pour ce fils a tant de complarfantes, Et pour faire ceſſer toutes ſes de ffiances Uaines, & ſans raiſon, pour ſa vie, & ſon ran	T'abaisser pour ce fils a tant de complarfantes, Et pour faire cesser toutes ses dé fiances Uaines, et sans raison, pour sa vie, et son ran
Luy vouloir immoler & ſon frere, & ton ſang, Mais puis que de ce fils enfin le Ciel te priue, Il faut abſolument, il faut que l’autre viue, Tu n'as point d’heritier que luy de ton pouuoir, Voudrois-tu nous priuer de noſtre vnique eſpoir?	Lui vouloir immoler et son frère, et ton sang, Mais puis que de ce fils enfin le Ciel te prive, Il faut absolument, il faut que l'autre vive, Tu n'as point d'héritier que tu de ton pouvoir, Voudrais-tu nous priver de notre vnique espoir?
Non, non, ie ne crois pas, que ta rigueur condamne Ce dernier rejeton de la race Ottomane, Et laiſſe ſon Eſtat aux plus ambitieux, Alors que le trespas t’aura fermé les yeux.	Non, non, Madame ne crois pas, que ta rigueur condamne Ce dernier rejeton de la race Ottomane, Et laisse son État aux plus ambitieux, Alors que le trépas t'aura fermé les yeux.
Ah ce n’eſt pas aymer le bien de ton Empire, Que de n'eſcouter pas le peuple qui ſouspire, Et les larmes aux yeux te demande ſon bien, Que le droit de reigner fait ceſſer d’eſtre tien.	Ah ce n'est pas aimer le bien de ton Empire, Que de n'écouter pas le peuple qui soupire, Et les larmes aux yeux te demande son bien, Que le droit de reigner fait cesser d'être tien.
Quand ce fils accuſé, que tu crois ſi coupable, Se verroit conuaincu d’vn crime puniſſable, Quand il auroit failly contre toutes les Loix, Seigneur il n’en eſt point pour les fautes des Roys, Et l’heritier d’vn Roy du point de jo muiſſance, Doit joüir de leurs droits, s’il n’a pas leur puiſſance.	Quand ce fils accusé, que tu crois si coupable, Se verrait convaincu d'un crime punissable, Quand il aurait failly contre toutes les Lois, Seigneur il n'en est point pour les fautes des Rois, Et l'héritier d'un Roi du point de jo muissance, Doit jouir de leurs droits, s'il n'a pas leur puissance.
Rends donc à tes ſubjets ce qui leur appartient, Vn bien que ta Hauteſſe injuſtement retient, Et qu’enfin tu dois rendre à ceux qui le demandent;	Rends donc à tes sujets ce qui leur appartient, Un bien que ta Hautesse injustement retient, Et qu'enfin tu dois rendre à ceux qui le demandent;
La nature t’en prie, & les Loix le commandent.	La nature t'en prie, et les Lois le commandent.
SCENE II.	SCÈNE II.
SOLIMAN, ROXELANE, LE MVFTY.	SOLIMAN, ROXELANE, LE MUFTI.
SOLIMAN.	SOLIMAN.
H Madame.	H Madame.
ed e	ed eoi
ROXELANE.	ROXELANE.
Seigneur, qui te fais fouspirer ?	Seigneur, qui te fais fouspirer ?
SOLIMAN.	SOLIMAN.
Vn tragique accident, qui vous ferà pleurer.	Un tragique accident, qui vous fera pleurer.
ROXELANE.	ROXELANE.
Ce n’eſt pas d’aujourd’huy, que i’ay de ces allarmes, Et c’eſt aſſez ſouuent, que ie verſe des larmes.	Ce n'est pas d'aujourd'hui, que j'ai de ces alarmes, Et c'est assez souvent, que ie verse des larmes.
SOLIMAN.	SOLIMAN.
Le Deſtin vous en donne vn ſujet tout nouueau, Helas!	Le Destin vous en donne un sujet tout nouveau, Hélas!
ROXELANE.	ROXELANE.
ROXELANE, Parle Seigneur,	ROXELANE, Parle Seigneur,
OLIMIN.	OLIMIN.
Selin est au tombeau.	Selin est au tombeau.
ROXELANE.	ROXELANE.
e jaresre tumemtane, e jurprije moriele.	Je jaresre tumemtane, eu jurprije morie.
Mais, qui t’a fait ſçauoir cette eſtrange nouuelle, Et la tiens tu pour vraye?	Mais, qui t'a fait savoir cette étrange nouvelle, Et la tiens tu pour vraie?
DLIMAN.	DLIMAN.
Ah ie n’en doute pas, Celuy qui l’a veu mort m’aſſeure ſon trepas, Et ce que m'en eſcrit ſon fauory luy-meſme, Rend cette mort trop vraye, & ma douleur extréme.	Ah petit n'en doute pas, Celui qui l'a vu mort m'assure son trépas, Et ce que m'en écrit son favori avait-même, Rend cette mort trop vraie, et ma douleur extrême.
Vn iour, comme il chaſſoitdans le plus fort d’vn bois, Jl perdit par malheur tous les ſiens à la fois:	Un jour, comme il chassaitdans le plus fort d'un bois, Il perdit par malheur tous les siens à la fois:
Lors picquant ſon cheual pour retrouuer la chaſſe, Dans des arbres preſſés ſi fort il s’embaraſſe, Qu’il en eſt renuerſé ſi malheureuſement, Que tombant ſur vn roc en ce fatal moment, La teſte rencontrant ſa pointe meurtriere, Jl quitta par ce coup la vie, & la lumiere.	Lors piquant son cheval pour retrouver la chasse, Dans des arbres pressés si fort il s'embarrasse, Qu'il en est renversé si malheureusement, Que tombant sur un roc en ce fatal moment, La tête rencontrant sa pointe meurtrière, Jl quitta par ce coup la vie, et la lumière.
C’est de cette façon, que l’on m'a dit ſa mort, El euna de selril aipernor jes.	C'est de cette façon, que l'on m'a dit sa mort, Él euna de selril aipernor jes.
ROXELANE.	ROXELANE.
O ſort vrayement eſtrange, ô ſort triſte & funeſte!	Ô sort vraiment étrange, ô sort triste et funeste!
O déplorable effet de la fureur celeſte!	Ô déplorable effet de la fureur céleste!
Ah Selin!	Ah Selin!
ah mon fils!	ah mon fils!
ô mon cœur ſoûpirés, Monſtrés vous ma douleur, & vous mes yeux pleurés, Selin n'eſt plus viuant, ô perte irreparable!	ô mon cœur soûpirés, Monsieur vous ma douleur, et vous mes yeux pleurez, Selin n'est plus vivant, ô perte irréparable!
Jl est auec les morts, diſgrace inſupportable!	Il est avec les morts, disgrâce insupportable!
Il eſt au monument:	Il est au monument:
il ne faut plus penſer, Que ie puiſſe iamais le voir, ny l’embraſſer.	il ne faut plus penser, Que on puisse jamais le voir, ni l'embrasser.
Aprés cet accident, inconſolable mere, Jl n'eſt rien, qui vous puiſſe icy bas ſatisfaire.	Après cet accident, inconsolable mère, Jl n'est rien, qui vous puisse ici bas satisfaire.
Le ciel de quatre fils m’a fait mere autrefois, L’impitoyable mort m'en a déja pris trois, Et pour comble de maux cette meſme journée, Peut-eſtre du dernier finit la deſtinée.	Le ciel de quatre fils m'a fait mère autrefois, L'impitoyable mort m'en a déjà pris trois, Et pour comble de maux cette même journée, Peut-être du dernier finit la destinée.
Ce fils ſeul, qui me reſte eſtoit tout mon treſor, Et mon malheur, helas!	Ce fils seul, qui me reste était tout mon trésor, Et mon malheur, hélas!
m'en va priuer encor.	m'en va priver encor.
Eſt-il vne conſtance, aſſez grande, aſſez forte, Pour ſouffrir, ſans mourir des malheurs de la ſorte?	Est-il assez constance, assez grande, assez forte, Pour souffrir, sans mourir des malheurs de la sorte?
Seigneur, ſi ton amour pour mes foibles appas, Subſiste encor en toy, ne me refuſe pas;	Seigneur, si ton amour pour mes faibles appas, Subsiste encor en toi, ne me refuse pas;
Accorde à mes ſoûpirs ta grate, que f'impiore, Mon fils eſt priſonnier, mais il respire encore, Rends-moy, rends-moy ce fils, que j’eſpere de toy, Et ſonges, qu’à ſa mort tu pers autant, que moy.	Accorde à mes soupirs ta grâte, que s'impiore, Mon fils est prisonnier, mais il respire encore, Rends-moi, rends-moi ce fils, que j'espère de toi, Et songes, qu'à sa mort tu perds autant, que moi.
Ah Seigneur qu’attens tu?	Ah Seigneur qu'attends tu?
ſeroit-il bien poßible, Quu mouujudion ton cœur fût inſenſible, Veux-tu me refuſer?	serait-il bien passible, Quu mouujudion ton cœur fût insensible, Veux-tu me refuser?
OLIMAN.	OLIMAN.
C’eſt aſſez, c’eſt aſſez, Mon ſang me preſſe autant, comme vous me preſſez, Quoy qu’il puiſſe auoir fait, ſon pere luy pardonne, N’ayant plus qu'à luy ſeul à laiſſer ſa Couronne.	C'est assez, c'est assez, Mon sang me presse autant, comme vous me pressez, Quoi qu'il puisse avoir fait, son père avait pardonne, N'ayant plus qu'à avait seul à laisser sa Couronne.
ROXELANE.	ROXELANE.
Si ie n’euſſe obtenu l’effet de mes deſirs, Du mort auroit dans peu finy mes deſplaiſirs, Mais de grace Seigneur, commande qu’on l’ameine.	Si ici n'eusse obtenu l'effet de mes désirs, Du mort aurait dans peu fini mes déplaisirs, Mais de grâce Seigneur, commande qu'on l'amène.
OLIMAN.	OLIMAN.
Je vay vous l’enuoyer, n’en ſoyez point en peine.	Je vais vous l'envoyer, n'en soyez point en peine.
SCENE III.	SCÈNE III.
SOLIMAN, ACHOMAT,	SOLIMAN, ACHOMAT,
A CHOMAT.	À CHÔMÂT.
Eigneur, que depuis hyer ton viſage eſt changé.	Eigneur, que depuis hier ton visage est changé.
SOLIMAN.	SOLIMAN.
Ah mon cher Achomat, que ie ſuis affligé, I’ay perdu de mes biens le plus conſiderable, Enfe puu fuſiomont unte te plus aymable, Selin est au tombeau.	Ah mon cher Achomat, que je suis affligé, J'ai perdu de mes biens le plus considérable, Enfe pu fusiomont unte te plus aimable, Selin est au tombeau.
ACHOMAT.	ACHOMAT.
Iuſte ciel!	Juste ciel!
SOLIMAN.	SOLIMAN.
De ſa mort On m’a fait ce matin le funeſte rapport.	De sa mort On m'a fait ce matin le funeste rapport.
OMAT.	OMAT.
Si ta perte Seigneur n’eſtoit pas ſi reſſante, Et ton affliction ſi viue & ſi preſſante, Ie te demanderois liberté de parler, Et ma compaßion voudroit te conſoler.	Si ta perte Seigneur n'était pas si ressante, Et ton affliction si vive et si pressante, Je te demanderais liberté de parler, Et ma compassion voudrait te consoler.
Mais ordinairement la raiſon importune, Quand on veut l'eppejeru ces toups de fortuné, Jl faut, que la vertu nous ayde à les ſouffrir, Et laiſſe trauailler le temps aues guerir.	Mais ordinairement la raison importune, Quand on veut l'eppejeru ces toups de fortuné, Jl faut, que la vertu nous aide à les souffrir, Et laisse travailler le temps avez guérir.
IMAN, Peut-il me conſoler d’vne perte ſi grande?	IMAN, Peut-il me consoler d'une perte si grande?
SCENE IV SOLIMAN, ACHOMAT, VN CAPIGI.	SCÈNE IV SOLIMAN, ACHOMAT, VN CAPIGI.
IBRAHIM.	IBRAHIM.
Eigneur.	Eigneur.
D - AERCA, AGI.	DE - ARCA, AGI.
SOLIMAN.	SOLIMAN.
Que veux-tu dire?	Que veux-tu dire?
LE CAPTGI.	LE CAPTGI.
Vn Courrier.	Un Courrier.
SOLIMAN.	SOLIMAN.
Qu’il attende.	Qu'il attende.
LE C’APIGI.	LE C'APIGI.
De la part de ton fils Seigneur il vient icy;	De la part de ton fils Seigneur il vient ici;
De la part?	De la part?
SOLIMAN,	SOLIMAN,
nmOiINGI.	nmOiINGI.
De Selin, il me l’a dit ainſi	De Selin, il me l'a dit ainsi
SOLIMAN.	SOLIMAN.
Sçais-tu ce que tu dis?	Sais-tu ce que tu dis?
& viens tu temeraire, Pour me r’ouurir ma playe, & me mettre en colere	et viens tu téméraire, Pour me rouvrir ma plaie, et me mettre en colère
LE CAPIGI.	LE CAPIGI.
Ie parte cemme vay, te ne dis rien de moy.	Je parte cème vais, te ne dis rien de moi.
ACHOMAT.	ACHOMAT.
Pour en eſtre eſclaircy, Seigneur, qu’il parle à toy	Pour en être éclairci, Seigneur, qu'il parle à toi
SOLIMAN.	SOLIMAN.
Qu’il entre, j’y conſens;	Qu'il entre, j'y consens;
ie ne ſçaurois comprendre, Ce diſcours eſtonnant à moins que de l’entendre:	Les ne saurais comprendre, Ce discours étonnant à moins que de l'entendre:
Que vois-je, juſte Ciel!	Que vois-je, juste Ciel!
eſt-ce vous Ibrahim?	est-ce vous Ibrahim?
IBRAHIM.	IBRAHIM.
Seigneur je viens icy de la part de Selin T’apporter ce pacquet, il eſt de conſequence, Car il m'a fais courir auec que diligence.	Seigneur je viens ici de la part de Selin T'apporter ce pacquet, il est de conséquence, Car il m'a fais courir ainsi que diligence.
SOLIMAN.	SOLIMAN.
Pour m’annoncer ſa mort ſçachés, qu’entre ſes gens Il s'en eſt rencontré, qui ſont plus diligens.	Pour m'annoncer sa mort sçachés, qu'entre ses gens Il s'en est rencontré, qui sont plus diligents.
IBRAHIM.	IBRAHIM.
Ie t’aſſeure Seigneur quand j’ay quitté mon Maiſtre, Qu'il eſtoit en ſanté, cela ne ſçauroit eſtre, Du moins on n'auroit pù ſi toſt t’en aduertir.	Je t'assure Seigneur quand j'ai quitté mon Maître, Qu'il était en santé, cela ne saurait être, Du moins on n'aurait pu si tôt t'en avertir.
SOLIMAN.	SOLIMAN.
Celuy qui me l’a dit, ne fait que de ſortir.	Celui qui me l'a dit, ne fait que de sortir.
IBRAHIM.	IBRAHIM.
Ne puiſ-je luy parler Seigneur en ta preſence?	Ne puis-je lui parler Seigneur en ta présence?
Ie ſuis fort eſtonné de cette diligence;	Je suis fort étonné de cette diligence;
Ie n’ay point perdu temps, & ne ſçauroïs penſer, Parti meſme aprés moy, qu’il m’ait pû deuancer.	Je n'ai point perdu temps, et ne saurais penser, Parti même après moi, qu'il m'ait pu devancer.
SOLIMAN.	SOLIMAN.
Qu’on me l’aille chercher, mais liſons cette lettre;	Qu'on me l'aille chercher, mais lisons cette lettre;
O Ciel!	Ô Ciel!
ô juſte Ciel!	ô juste Ciel!
que doiſ-je m'en promettre?	que dois-je m'en promettre?
LETTRE.	LETTRE.
LETTRE.	LETTRE.
Eigneur, puiſque mon frere est allé deuers toy, Je crains, qu’auecque ſon adreſſe Il persuade à ta Hauteſſe, Qu'elle ſe doit enfin declarer contre moy.	Eigneur, puisque mon frère est allé devers toi, Je crains, qu'avec son adresse Il persuade à ta Hautesse, Qu'elle se doit enfin déclarer contre moi.
Et ie crains, que la Reyne appuyant ſon deſſein Rende mes actions ſi noires, Qu'on ne void point dans les histoires, Vn homme comme moy ſi meſchant, ny ſi vain.	Et petit crains, que la Reine appuyant son dessein Rende mes actions si noires, Qu'on ne voit point dans les histoires, Un homme comme moi si méchant, ni si vain.
Queul Seigneur, je te prie ators qu'ils parleront, Si tu leur donnes audiance, Garde vne oreille à ma deffenſe, Incapable d’oüir tout ce qu’ils te diront.	Queul Seigneur, je te prie ators qu'ils parleront, Si tu leur donnes audience, Garde une oreille à ma défense, Incapable d'oüir tout ce qu'ils te diront.
Qui n'entend, qu’vn parti ne peut iuger des deux, Et jamais auecque l’abſence Ne ſe rencontre l’Innocence, Ou du moins pour l’abſent l’Arreſt eſt hazardeux.	Qui n'entend, qu' parti nepeut née des deux, Et jamais avec l'absence Ne se rencontre l'Innocence, Ou du moins pour l'absent l'Arrest est hasardeux.
Permés moy donc Seigneur, que j’aille te trouuer, Pour combattre deuant mon pere Les artifices de mon frere, Et diuertir le mal qui m'en peut arriuer.	Permez moi donc Seigneur, que j'aille te trouver, Pour combattre devant mon père Les artifices de mon frère, Et divertir le mal qui m'en peut arriver.
J'attendray cependant icy ta volonté, Et t’aſſeure, que je ſouhaitte, Que vien toje nojere puia foit faitte, Et que jamais par moy n'en rompra le traité.	J'attendrai cependant ici ta volonté, Et t'assure, que je souhaite, Que viens tojè re puia soit faites, Et que jamais par moi n'en rompra le traité.
SELIN.	SELIN.
SOLIMAN.	SOLIMAN.
Quoy tu viurois mon fils, quel bon-heur, qu'elle joye?	Quoi tu vivrais mon fils, quel bonheur, qu'elle joie?
Tu conſens donc ô Ciel, encor que ie le voye, Et tu ne me veux plus affliger deſormais, D’vn mal imaginaire, & qui ne fut iamais;	Tu consens donc ô Ciel, encor que je le voie, Et tu ne me veux plus affliger désormais, D'un mal imaginaire, et qui ne fut jamais;
Mais ie me flatte en vun, ues mauuaiſes nouuelles Pour arriuer plûtoſt prennent toûjours des aiſles, Et celuy, qui m'a dit que mon fils eſtoit mort, D’vne lettre d'Achmet confirme ſon rapport, Begurorguege qui tend tu nouutue ceruine.	Mais ie me flatte en vun, elles mauvaises nouuelles Qui arriver plutôt prennent toujours des ailes, Et celui, qui m'a dit que mon fils était mort, D'une lettre d'Achet confirme son rapport, Bégurorguege qui tend tu nouutue cervine.
CAPIGI.	CAPIGI.
J'ay cherché le Courrier, mais j’ay perdu ma peine, El ious mes tompagnons nont pas mieux reüſſy, Aſſeurement Seigneur, il ne peut eſtre icy.	J'ai cherché le Courrier, mais j'ai perdu ma peine, Él ous mes tompagnons nont pas mieux réussi, Assurement Seigneur, il ne peut être ici.
SOLIMANQue l’on le cherche encor, & par toute la ville,	SOLIMANQue l'on le cherche encor, et par toute la ville,
ACHOMAT, Seigneur, cette recherche eſt peut-eſtre inutile, Peut-eſtre ce Courrier ſi prompt, ſi diligent A fait vn grand voyage auec vn peu d’argent.	ACHOMAT, Seigneur, cette recherche est peut-être inutile, Peut-être ce Courrier si prompt, si diligent A fait un grand voyage avec un peu d'argent.
Bajaſet de ſa courſe eſt peut-eſtre la cauſe;	Bajaset de sa course est peut-être la cause;
La Sultane pourroit en ſçauoir quelque choſe;	La Sultane pourrait en savoir quelque chose;
Sans doute, qu’ayant vù Bajaſet en danger, L’amour a cette feinte aura pû l’engager;	Sans doute, qu'ayant vù Bajaset en danger, L'amour a cette feinte aura pu l'engager;
Aſſés facilement tu peux l’aprendre d’elle, Dis que l’on t’a trompé d’vne fauſſe nouuelle, Que Selin est viuant, qu’il n’eſt rien plus certain, Et meſme fay luy voir cét eſcrit de ſa main.	Assez facilement tu peux l'apprendre d'elle, Dis que l'on t'a trompé d'une fausse nouvelle, Que Selin est vivant, qu'il n'est rien plus certain, Et même fais pu voir cet écrit de sa main.
Certes ſi ſon adreſſe a produit cette feinte, Tu verras außi-tost vne action contrainte,	Certes si son adresse a produit cette feinte, Tu verras aussi-tôt une action contrainte,
N 2 Les ſentimens du cœur, paroiſtront au dehors, Quelques effors ſur ſoy, qu'elle ſe face alors:	 2 Les sentiments du cœur, paraîtront au dehors, Quelques effort sur soi, qu'elle se face alors:
Tu la verras cacher d’vne joye apparente, Le violent excés d’vne douleur cuiſante, Et d’vn air tout forcé rendre graces aux Cieux, De ne luy pas oſter vn fils ſi precieux.	Tu la verras cacher d'une joie apparente, Le violent excès d'une douleur cuisante, Et d'un air tout forcé rendre grâces aux Cieux, De ne lui pas ôter un fils si précieux.
PLIMAN.	PLIMAN.
Ie m’en veux eſclaircir, toy va querir la Reyne.	Je m'en veux éclaircir, toi va quérir la Reine.
Sans doute ce conſeil me tirera de peine;	Sans doute ce conseil me tirera de peine;
Ie ſçauray ſi la mort ne m'a pas enleué Ce cher fils, que mes ſoins ont ſi bien éleué, Et verray ſi ſa mort, dont mon cœur eſt en crainte Tour conſeruer ſon frere eſt vne pure feinte.	Je saurai si la mort ne m'a pas enlevé Ce cher fils, que mes soins ont si bien élevé, Et verrai si sa mort, dont mon cœur est en crainte Tour conserver son frère est assez pure feinte.
SCENE V SOLIMAN, ROXELANE, ACHOMAT.	SCÈNE V OLIMAN, ROXELANE, ACHOMAT.
SOLIMAN.	SOLIMAN.
Adame grace au Ciel voſtre fils n’eſt point mort, Et ce qu’on m’en a dit n’eſtoit, qu’vn faux rapport, imbui onuinn s ury momo m en ugeure, Et ſi vous en doutés, voyés cette eſcriture, Ne ſoûpirés donc plus, faites treue aux douleurs, Uous n'auez plus ſujet de repandre des pleurs.	Adame grâce au Ciel votre fils n'est point mort, Et ce qu'on m'en a dit n'était, qu'un faux rapport, imbui onuin s' y momory en ugure, Et si vous en doutez, voyez cette écriture, Ne soupirez donc plus, faites trouve aux douleurs, Uous n'avez plus sujet de répandre des pleurs.
ROXELANE.	ROXELANE.
Je me doute Seigneur, de ce que tu veux faire, Tu veux adroitement conſoler vne mere, De la mort de ſon fils, qu’elle aymoit tendrement En luy faiſant ſortir ce fils du monument.	Je me doute Seigneur, de ce que tu veux faire, Tu veux adroitement consoler une mère, De la mort de son fils, qu'elle aimait tendrement En lui faisant sortir ce fils du monument.
SOLIMAN.	SOLIMAN.
Ah Madame, croyez que voſtre fils respire, Ne ſçauez-vous pas bien, qu’vn mort ne peut eſcrireé	Ah Madame, croyez que votre fils respire, Ne savez-vous pas bien, qu'un mort ne peut escrireé
Cette lettre eſt de luy, qu’on vient de m’apporter, Aprés cette aſſeurance, il ne faut point douter.	Cette lettre est de belle, qu'on vient de m'apporter, Après cette assurance, il ne faut point douter.
Mais je ne comprens point cét excez, d’impudence, Qui ſoûtient hardiment ſa mort en ma preſence, Et ne m’estonne pas, ſi l’on ne trouue point Cét eſprit inſolent, et fourbe au dernier point.	Mais je ne comprends point cet excès, d'impudence, Qui soutient hardiment sa mort en ma présence, Et ne m'étonne pas, si l'on ne trouve point Cet esprit insolent, et fourbe au dernier point.
Mais qu’eſperoit-il donc ce menteur temeraire En trompant ſon Seigneur, en affligeant vn pere?	Mais qu'espérait-il donc ce menteur téméraire En trompant son Seigneur, en affligeant un père?
Qu’eſt-ce qu’il pretendoit de cét acte effronté, Se joüer ſeulement de ma credulité?	Qu'est-ce qu'il prétendait de cet acte effronté, Se jouer seulement de ma crédulité?
Non non il pretendoit par là toute autre choſe, Et de ſa fourbe enfin j’ay deuiné la cauſe;	Non non il prétendait par là toute autre chose, Et de sa fourbe enfin j'ai deviné la cause;
Vous aymez Bajaſet, & vouliez empeſcher, Qu’vn treſpas violent vous le vint arracher.	Vous aimez Bajaset, et vouliez empêcher, Qu'un trépas violent vous le vint arracher.
Redoutant le ſuccez d’vne mauuaiſe affaire, Et vous auez voulu paraiſtre toute mere, Sans que, ny le respect que l’on me doit porter, Ny l’horreur d’vn menſonge ait pû vous arreſter.	Redoutant le succès d'une mauvaise affaire, Et vous avez voulu paraître toute mère, Sans que, ni le respect que l'on me doit porter, Ni l'horreur d'un mensonge ait pu vous arrêter.
D'vn menteur aſſeuré vous vous eſtes ſeruie, Qui m’a fait mon fils mort, quand il eſtoit en vie;	D'autre menteur assuré vous vous êtes servie, Qui m'a fait mon fils mort, quand il était en vie;
