PREFACE.	PRÉFACE.
L’Enfer eſt un ſejour moins à craindre pour toy:	L'Enfer est un séjour moins à craindre pour toi:
Si tu veux l’éviter, prens confiance en moy.	Si tu veux l'éviter, prends confiance en moi.
Fier devant tes bourreaux, dans un profond ſilence, Enſevelis ton nom, & cache ta naiſſance.	Fier devant tes bourreaux, dans un profond silence, Ensevelis ton nom, et cache ta naissance.
C’eſt l’unique moyen de conſerver tes jours.	C'est l'unique moyen de conserver tes jours.
On tremble pour tã vie, on vole à ton ſecours:	On tremble pour tendre vie, on vole à ton secours:
D’une noble pitié ſeconde l’entrepriſe;	D'une noble pitié seconde l'entreprise;
Le temps preſſe d’agir.	Le temps presse d'agir.
Je crains d’eſtre ſurpriſe.	Je crains d'être surprise.
Pour t’affranchit du ſort qui t’attend en ce lieu, Obéis à ma voix, ou crains la mort.	Pour t'affranchit du sort qui t'attend en ce lieu, Obéis à ma voix, ou crains la mort.
Adieu.	Adieu.
SCENE V.	SCÈNE V.
ORESTE ſeul.	ORÊTE seul.
U'entens-je?	U'entends-je?
A mel malleurs elle paroiſt ſenſible, Mon nom doit m’attiter une mort infaillible:	À mel malleurs elle paraît sensible, Mon nom doit m'attiter une mort infaillible:
Le ſupplice le ſuit, & pour m’en arracher, Sa bouche par pitié m’invite à le cacher.	Le supplice le suit, et pour m'en arracher, Sa bouche par pitié m'invite à le cacher.
Du malheureux Oreſte auroit-on connoiſſance?	Du malheureux Oreste aurait-on connaissance?
Le ſang de Jupiter m’a donné la naiſſance.	Le sang de Jupiter m'a donné la naissance.
Quelque éclat qu’à ma vieattache un ſang ſi beau?	Quelque éclat qu'à ma vieattache un sang si beau?
Que ne m’a-t-il eſté ravy dés le berceat?	Que ne m'a-t-il été ravi dès le berceat?
Mes yeux n’ont point en paix jouy de la lumieIls ne ſe ſont ouverts quel pour voir ma miſerc.	Mes yeux n'ont point en paix joui de la lumieIls ne se sont ouverts quel pour voir ma miserc.
Le crime a ſans relâche inveſty tous mes pas.	Le crime a sans relâche investy tous mes pas.
Dés l’enfance étranger dans mes propres Etats, Un adultere affreux m’ôta le Diadême:	Dès l'enfance étranger dans mes propres États, Un adultère affreux m'ôta le Diadme:
Un meurtte déteſté me l’a rendu de même:	Un meurte détesté me l'a rendu de même:
Mais ce qu’ont de charmant ſes faſtueux dehors.	Mais ce qu'ont de charmant ses fastueux dehors.
, Ne mettent point une ame à l’abry des remords.	, Ne mettent point une âme à l'abri des remords.
Pour rendre à mes eſprits le calme, & l’innocence, J’imploray d’Apollon la celeſte puiſſance.	Pour rendre à mes esprits le calme, et l'innocence, J'implorai d'Apollon la celeste puissance.
Son Preſtre m’ordonna, que ſidelle à ſa voix, J’allaſſe où de Diane on reſpecte les loix;	Son Prêtre m'ordonna, que sidelle à sa voix, J'allasse où de Diane on respecte les lois;
Que la tranquilité ne me ſeroit renduë, Qu’aprés avoir du Temple enlevé ſa Statuë.	Que la tranquillité ne me serait rendue, Qu'après avoir du Temple enlevé sa Statue.
Je pars pour la Tauride avec ce doux eſpoir:	Je pars pour la Tauride avec ce doux espoir:
Son rivage à mes yeux déja ſe faiſoit voir, Quand tout à coup ſurpris par un cruel orage, Briſé contre un rocher mon Vaiſſeau fit raufraJ’ay vû perir amy, ſoldats, & matelots;	Son rivage à mes yeux déjà se faisait voir, Quand tout à coup surpris par un cruel orage, Brisé contre un rocher mon Vaisseau fit raufraJ’us vu périr ami, soldats, et matelots;
Moy-même enveloppé dans l’abîme des flots, J’ignore par quel ſort la clarté m’eſt renduë.	Moi-même enveloppé dans l'abîme des flots, J'ignore par quel sort la clarté m'est rendue.
Furieux, il ne reſte à mon ame éperduë, Qu'un triſte ſouvenir de mes crimes paſſez, Qui, ſur la foy du Ciel, alloient eſtre effacez:	Furieux, il ne reste à mon âme éperdue, Qu'un triste souvenir de mes crimes passez, Qui, sur la foi du Ciel, allaient être effacés:
Mais il s’eſt repenty.	Mais il s'est repenti.
Grands Dieux!	Grands Dieux!
puiſque ma De forfaits inoüis devoit eſtre ſuivic?	puisque ma De forfaits inoüis devait être suivic?
Pourquoy,!	Pourquoi,!
dans les remords dont je ſuis combactu, :	dans les remords dont je suis combactu, :
Ae laiſſez-vous un cœur ſenſible à la vertu!	Ae laissez-vous un cœur sensible à la vertu!
De ton orgueil, Oreſte, étouffe l’imprudence, Le deſtin veut ta mort, meurs, meurs,avec conſtance, Et verſant noblement le ſang qu’il t’a donné, Fais rougir Jupiter de t’avoir condamné.	De ton orgueil, Oreste, étouffe l'imprudence, Le destin veut ta mort, meurs, meurs,avec constance, Et versant noblement le sang qu'il t'a donné, Fais rougir Jupiter de t'avoir condamné.
Ne va point de ce ſang avilir ce qui teſte, Dans la nuit du tombeau'cache le nom d’Oreſte, Qu’il ne devienne point l’opprobre de ces lieux.	Ne va point de ce sang avilir ce qui tête, Dans la nuit du tombeau'cache le nom d'Oreste, Qu'il ne devienne point l'opprobre de ces lieux.
Allons!	Allons!
Quel autre objet ſe preſente à mes yeux?	Quel autre objet se présente à mes yeux?
Quel trouble à ſon abord me ſaiſit :	Quel trouble à son abord me saisit :
je l’admire!	je l'admire!
SCENE VI.	SCÈNE VI.
IPHTGENTE, ORESTE, CYANE,, S 23 an Pe.	IPHTGENTE, ORÉTE, CYANE, S 23 an Pe.
IEIIGENIE.	JEIIGENIE.
Loignez-vous, Cy:	Loignez-vous, Cy:
ne;	ne;
& vous qu’onſe retire.	et vous qu'onze retire.
STE.	SITE.
quelle gracers juenas Oieux?	quelle grâces juenas Yeux?
querle noble fierté:	querle noble fierté:
PHIGENIE.	PHIGENIE.
De crainte, en l’abordant, mon cœur eſt agité.	De crainte, en l'abordant, mon cœur est agité.
ORESTE.	ORÊTE.
D’où vient, en la voyant, que ma fureur me qui	D'où vient, en la voyant, que ma fureur me qui
IPHIGENIE.	IPHIGENIE.
D’où vient, qu’à ſon aſpect, je me ſens interdite ?	D'où vient, qu'à son aspect, je me sens interdite ?
3 T E Etonné de me voir ſur ce bord étranger, Madame, de quels yeux vous dois-je enviſager ?	3 TIGNE Étonné de me voir sur ce bord étranger, Madame, de quels yeux vous dois-je envisager ?
Quel ſort m’annonce icy voſtre auguſte preſence?	Quel sort m'annonce ici votre auguste présence?
Ne le puis-je ſçavoit?	Ne le puis-je savait?
IPHIGENIE.	IPHIGENIE.
Armez-vous de conſtance.	Armez-vous de constance.
Montrez de voſtre cœur toute la fermeté.	Montrez de votre cœur toute la fermeté.
C’eſt icy de Thoas l’Empire tedouté.	C'est ici de Thoas l'Empire tedouté.
Nul Grec ne met le pied ſur ce fatal rivage, Fut-il du ſang des Dieux, qu’il n’iminole à ſa rage.	Nul Grec ne met le pied sur ce fatal rivage, Fut-il du sang des Dieux, qu'il n'iminole à sa rage.
A vous porter le coup mon bras eſt deſtiné:	À vous porter le coup mon bras est destiné:
Le ſacriſice eſt preſt, l’appareil ordonné:	Le sacrisice est prêt, l'appareil ordonné:
Sur l’Autel de Diane, où vous allez me ſuivre, Avant la fin du jour vous ceſſerez de vivre.	Sur l'Autel de Diane, où vous allez me suivre, Avant la fin du jour vous cesserez de vivre.
EST E, Grace au Ciel mon deſtin ne m’eſt plus inconnu;	EST E, Grâce au Ciel mon destin ne m'est plus inconnu;
Au port tant deſiré je ſuis donc parvenu.	Au port tant désiré je suis donc parvenu.
O mort!	Ô mort!
heureuſe mort!	heureuse mort!
tu ſinis ma miſere.	tu sinis ma misère.
Vous qui ſur moy des Dieux épuiſez la colere, Levez le bras;	Vous qui sur moi des Dieux épuisez la colère, Levez le bras;
ftapez, je m’abandonne à vous, Et déja mon cœur vole au devant de vos coups.	fûtapez, je m'abandonne à vous, Et déjà mon cœur vole au devant de vos coups.
Me voila preſt, marchons.	Me voilà prêt, marchons.
IPHIGENIE.	IPHIGENIE.
Je demeure immobile:	Je demeure immobile:
Que vois-je?	Que vois-je?
Que la Grece en Heros eſt fertile!	Que la Grèce en Héros est fertile!
L'atreſt du coup mottel qui les doit accabler, N’arien d’aſſez affreux pour les faite trembler.	L'atrêt du coup mottel qui les doit accabler, N'arien d'assez affreux pour les faite trembler.
Magnanime Etranger, ne pourray-je connoiſtre Quel nomn vous fut donné, quel ſang vous a fait ſalide .	Magnanime Étranger, ne pourrai-je connaître Quel nomn vous fut donné, quel sang vous a fait salide .
E Ah!	E Ah!
que ce nom fatal, dans un profond oublj, Madame, avec mon ſang n’eſt-il enſevely.	que ce nom fatal, dans un profond oubli, Madame, avec mon sang n'est-il enseveli.
IPHIGENIE.	IPHIGENIE.
Où viſtes-vous le jour?	Où vite-vous le jour?
Eſtes-vous de Trezene?	Êtes-vous de Trezene?
De Thebes, ou d’Elis, de Sparte, ou de Mycene?	De Thebes, ou d'Élis, de Sparte, ou de Mycène?
ORESTE.	ORÊTE.
O de tes ſacrez murs, de ton riche Palais, Mycene, le deſtin m’éloigne pour jamais.	Ô de tes sacrés murs, de ton riche Palais, Mycène, le destin m'éloigne pour jamais.
IPHIGENIE Vous eſtes de Mycene?	IPHIGENIE Vous êtes de Mycène?
ô Ciel!	ô Ciel!
quelle eſt ma joye!	quelle est ma joie!
De quel œil y voit-on le deſtructeur de Troye?	De quel œil y voit-on le destructeur de Troie?
Que fait dans ſes Etats le giand Agamemnon?	Que fait dans ses États le giand Agamemnon?
ORELTE.	ORELTE.
Ah!	Ah!
ſans ceſſe, & par tout, entendray-je ce nom.	sans cesse, et par tout, entendrai-je ce nom.
Terre, pour le cacher n’as-tu point de conttée?	Terre, pour le cacher n'as-tu point de contée?
Source de tant d’horreur, malheureux ſang d’Atrée, Parmy tant de Heros ne pourra-ton jamais Publier ta ſplendeur, ſaes conter tes forfaits?	Source de tant d'horreur, malheureux sang d'Atrée, Parmi tant de Héros ne pourra-ton jamais Publier ta splendeur, saes conter tes forfaits?
lIGENIE.	lIGENIE.
Chef de la Grece, iſſu d’une ſource divine, Son nam ne dement point lon auguſte origine.	Chef de la Grèce, issu d'une source divine, Son nam ne dément point lon auguste origine.
ORESTE.	ORÊTE.
Contre la perfidie, ô titres ſuperflus!	Contre la perfidie, ô titres superflus!
Agamemnon.	Agamemnon.
IEMIGENIE.	JEMIGENIE.
Hé bien?	Hé bien?
ORESTE.	ORÊTE.
Madame, il ne vit plus.	Madame, il ne vit plus.
IPHIGENIE.	IPHIGENIE.
Il ne vit plus !	Il ne vit plus !
Jaloux d’une ſi belle vie, Dieux!	Jaloux d'une si belle vie, Dieux!
avez-vous permis qu’elle luy fuſt ravie?	avez-vous permis qu'elle a fût ravie?
DRESTE.	DRÊTE.
Les Dieux n’écoûtent plus quand ils ſont irritez.	Les Dieux n'écoutent plus quand ils sont irrités.
Sur ſon Tiône, au miiieu de ſes ptoſperitez, Chargé d’ans & d’honneurs, ce.	Sur son Tiône, au miieu de ses ptosperitez, Chargé d'ans et d'honneurs, ce.
Monarque intrepide A vû, dans un feſtin, une main parricide, Soüiller, par ſontrépas, la plus ſainte des loix,	Monarque intrépide A vu, dans un festin, une main parricide, Souiller, par sontrépas, la plus sainte des lois,
IPHIGENIE.	IPHIGENIE.
Quelle main?	Quelle main?
RESTE.	RESTE.
Aſon nom, ciel!	Ason nom, ciel!
étouſſe ma voix	étousse ma voix
IPHIGENIE.	IPHIGENIE.
Quel eit ce monſtre?	Quel eit ce monstre?
ah Dieux!	ah Dieux!
ORESTE.	ORÊTE.
Saus commettre un blaſphême Puis-je le prononcer!	Saus commettre un blasphême Puis-je le prononcer!
c’eſt ſa femme elle-même.	c'est sa femme elle-même.
IPHIGENIE.	IPHIGENIE.
Clitemneſtre!	Clitemnêtre!
O A EJ A.	Ô Ô EJ A.
Lr.	Lr.
Ouy, Madame.	Oui, Madame.
Horrrible ſouvenir!	Horrible souvenir!
Ne puiſſes-tu jamais penetrer l’avenir.	Ne puisses-tu jamais pénétrer l'avenir.
IPHIGENIE.	IPHIGENIE.
Déplorable famille!	Déplorable famille!
ô criſte Iphigenie!	ô criste Iphigénie!
OREST.	ORÊT.
E.	E.
Heureuſement pour elle, elle a perdu la vie:	Heureusement pour elle, elle a perdu la vie:
Des Grecs par ſon ticpas aſlarant le départ.	Des Grecs par son ticpas aslarant le départ.
Aux crimes de ſa race elle n’eut point de part, E de tous ſes parans n’a point vû la miſere;	Aux crimes de sa race elle n'eût point de part, E de tous ses parants n'a point vu la misère;
Mais helas!	Mais hélas!
que ſa mort coûta cher à ſon pere.	que sa mort coûta cher à son père.
Comment ?	Comment ?
IPHIGENIE.	IPHIGENIE.
ORESTE.	ORÊTE.
Agamemnon vainqueur de tant de Rois', Revenon Giomphant jouir de .	Agamemnon vainqueur de tant de Rois, Revenon Giomphant jouir de .
Iesezploits.	Jésezploits.
Egiſte en ſon ableuce ayant ſeduit la Reine, De ſes amours fartifs appreheudant la peine, Au ſein de ce grand Roy, digne d’un ſort plusbeau, Iuſpira Cliremneſtre à porter le coûteau, Ptoteſtant, pour couvrit ſa lâche perfidie, Quelle vangeoit ſur luy le ſang d’Iphigenie.	Égiste en son ableuce ayant séduit la Reine, De ses amours fartifs appréheudant la peine, Au sein de ce grand Roi, digne d'un sort plusbeau, Juspira Cliremnêtre à porter le couteau, Ptôtestant, pour couvrit sa lâche perfidie, Quelle vengeait sur sang le sang d'Iphigénie.
TPHIGENIE.	TPHIGENIE.
Malheureuſe!	Malheureuse!
à quel meurtre as-tu preſté tou nom?	à quel meurtre as-tu prêté tou nom?
Oreſte aura ſuivy le, ſort d’Agamemnon:	Oreste aura suivi le, sort d'Agamemnon:
Il n’aura pû ſurvivre à l’offront de ſon pere,	Il n'aura pu survivre à l'offront de son père,
ORESTE.	ORÊTE.
Oreſte traîne encor ſa honte, & ſa miſere.	Oreste traîne encor sa honte, et sa misère.
Craint des hommes, chaſle de leur ſocieté Prophane, exclus des droits.	Craint des hommes, châle de leur société Prophane, exclus des droits.
de l'hoſpitalité:	de l'hospitalité:
Bãnuy des laints Autels, & des ſacrez Myſteres,.	Bannui des laints Autels, et des sacrés Mystères,.
Privé des feux divins, & des eaux ſalutaires, Des vagues, de des vents depiorable joüet, Il cherche à fuir le jour qu’il ne voit qu’à regrer.	Privé des feux divins, et des eaux salutaires, Des vagues, de des vents dépiorable jouet, Il cherche à fuir le jour qu'il ne voit qu'à régrer.
IPHIGENIE.	IPHIGENIE.
Funeſtes châtimehs des crimes d’une mere!	Funestes châtimehs des crimes d'une mère!
Femme, oſes-tu joü't du Soleil qui t’éclaire!	Femme, oses-tu jouret du Soleil qui t'éclaire!
ORESTE.	ORÊTE.
On bras determine, pat la lage conduit, A plongé la coupable en l’éternelle nuit.	On bras détermine, pat la ge conduit, A plongé la coupable en l'éternelle nuit.
IPHIGENIE.	IPHIGENIE.
O crime!	Ô crime!
qui ſurpaſſe, encor le crime même,.	qui surpasse, encor le crime même,.
Souverains prorecteurs du ſacré Diadéme, A-t-on pû leſoüiller?	Souverains prorecteurs du sacré Diadème, A-t-on pu lesoüiller?
l’avez-vous approuvé?	l'avez-vous approuvé?
TESTE.	TESTE.
Non.	Non.
Mais le châtiment vous en eſt reſervé.	Mais le châtiment vous en est réservé.
Vous voyez devant vous le criminel.	Vous voyez devant vous le criminel.
IPHIGENIE Impie, As-tu pû, ſans fremir, attenter à ſa vie?	IPHIGENIE Impie, As-tu pu, sans frémir, attenter à sa vie?
Diff-mé par un meurtre horrible à reciter?	Diff-mé par un meurtre horrible à réciter?
Aprés l’avoir commis oſes-tu t’en vanter.	Après l'avoir commis oses-tu t'en vanter.
Senſible à ton abord, je pleurois ta diſgrace;	Sensible à ton abord, je pleurais ta disgrâce;
Je loüois da s mon cœur ta genereuſe audace, Je plaignois la rigueur qui t’alloit accabler:	Je louais da s mon cœur ta généreuse audace, Je plaignais la rigueur qui t'allait accabler:
Ce n’eſtoit qu’à regret que j’allois t’immoler:	Ce n'était qu'à regret que j'allais t'immoler:
Mais l’horrible ferfait avoüe par ta bouche, Cruel, va diſſiper la pitiéqui me touche Avec des yeux vangeurs ſur tes crimes ouverts;	Mais l'horrible ferfait avoue par ta bouche, Cruel, va dissiper la pitiéqui me touche Avec des yeux vengeurs sur tes crimes ouverts;
, Je vais d’un monſtie affreux délivrer l’Univers, Avant la fin du jour ton ame déteſtable, Verra dans les Enfers ſon Juge épouvantable.	, Je vais d'un montie affreux délivrer l'Univers, Avant la fin du jour ton âme détestable, Verra dans les Enfers son Juge épouvantable.
Hetetis ſion onthe,	Hetetis sion onthe,
SCENE VII.	SCÈNE VII.
ORESTE ſeul.	ORÊTE seul.
OU vont ces tranſports furieux:	OÙ vont ces transports furieux:
Guel intereſt prend-elle au ſort de mes ayeux?	Guel intérêt prend-elle au sort de mes aïeux?
Ciel!	Ciel!
Mais pourquoy vouloir en penetrer la cauſe:	Mais pourquoi vouloir en pénétrer la cause:
Elle m’offie la mott.	Elle m'offie la mott.
demanday-je autre choſe?	demandai-je autre chose?
Voicy de mon bon-heur le moment fortuné, Dieux!	Voici de mon bonheur le moment fortuné, Dieux!
reprenez le ſang que vous m’avez donné.	reprenez le sang que vous m'avez donné.
Qu’il expie en coulant mon crime, & vôtre haine.	Qu'il expie en coulant mon crime, et votre haine.
Et toy, dont l’amitié compagne de ma peine, A voulu, malg:	Et toi, dont l'amitié compagne de ma peine, À voulu, malg:
é moy, partager mes malheurs:	é moi, partager mes malheurs:
Pur te rejoindre enfin, cher Pilade, je meurs.	Pur te rejoindre enfin, cher Pilade, je meurs.
Né pour un ſort plus beau, vertueux, magnanime, D’un amy plus heureux tu meritois l’eſtime, Ta mort.	Né pour un sort plus beau, vertueux, magnanime, D'un ami plus heureux tu méritais l'estime, Ta mort.
La mienne approche.	La mienne approche.
On vient, J'entens du bruit.	On vient, J'entends du bruit.
SCENE VIII.	SCÈNE VIII.
ORESTE, PILADE, HIDASPE, TAXIS.	ORÊTE, PILADE, HIDASPE, TAXIS.
PILADE.	PILADE.
Se lie demauuer vous r où m’avez-vous conduit?	Se lie demauver vous r où m'avez-vous conduit?
Croit-on m’épouvanter de menaces pareilles?	Croit-on m'épouvanter de menaces pareilles?
RESTE Qu'entens-je!	RESTE Qu'entends-je!
quelle voix vient fraper mes oreil	quelle voix vient frapper mes oreil
HIDASPE à Pilads.	HIDASPE à Pilads.
Voyez ce Grec:	Voyez ce Grec:
domptez ſes farouches eſprits:	domptez ses farouches esprits:
Opuont puel eſt ſon nom:	Opuont puel est son nom:
vos jours ſont à ce prix.	vos jours sont à ce prix.
SCENE IX.	SCÈNE IX.
ORESTE, PILADE.	ORÊTE, PILADE.
PILADE.	PILADE.
H!	H!
pour moy le trépas n’a plus rien de fuA neſte.	pour moi le trépas n'a plus rien de fuA nête.
c’eſt Pilade, grands Dieux!	c'est Pilade, grands Dieux!
E.	E.
PTLADE.	PTLADE.
Que vois-je!	Que vois-je!
c’eſt Oreſte.	c'est Oreste.
ESTE.	ESTE.
Pilade entre mes bras, qui l’auroit pû penſer?	Pilade entre mes bras, qui l'aurait pu penser?
ILADE.	ILADE.
Quel bonneur de vous von, & de vousembraſſer!	Quel bonneur de vous von, et de vousembrasser!
E Fortune accable-moy, ceſſe de te contraindre, Tu me rens mon amy, je n’ay plus à me plaindre,	 Fortune accable-moi, cesse de te contraindre, Tu me rends mon ami, je n'ai plus à me plaindre,
PILADE.	PILADE.
Quel Dieu nous a rejoint?	Quel Dieu nous a rejoint?
o fortuné moment!	ô fortuné moment!
Mais quel chagrin s’oppoſe à mon raviſſement:	Mais quel chagrin s'oppose à mon ravissement:
De vos prochains malheurs je ſens mon ame émeuë, Je fremis du bonheur qui vous offre à ma veuß.	De vos prochains malheurs je sens mon âme émue, Je frémis du bonheur qui vous offre à ma vu.
Deſtin, où ton eour roux-nous fait-il parvenir?	Destin, où ton eour roux-nous fait-il parvenir?
Ne nous raſlembles-tu que pour nous deſunir.	Ne nous râlembles-tu que pour nous désunir.
Sans ceſſe fatiguez d’éternelles allarmes, Nos yeux ne s’ouvrent plus que pour verſer des larmes.	Sans cesse fatigués d'éternelles alarmes, Nos yeux ne s'ouvrent plus que pour verser des larmes.
Quelles rigueurs encor allons-nous éprouver:	Quelles rigueurs encor allons-nous éprouver:
Ah Prince!	Ah Prince!
ſous quels Cieux venez-vous d’arriver.	sous quels Cieux venez-vous d'arriver.
ORESTE.	ORÊTE.
J'y-vay trouver la mort, c’eſt ce que je deſire.	J'y-vay trouver la mort, c'est ce que je désire.
Une Preſtreſſe, amy, vient de me la preſcrire.	Une Prêtresse, ami, vient de me la prescrire.
Quelque loin qu’elle ait pris à me remplir d’effroy Le trépas de ſa main eſt un bonheur pour moy.	Quelque loin qu'elle ait pris à me remplir d'effroi Le trépas de sa main est un bonheur pour moi.
iADE, J’entens.	iDE, J'entends.
Elle a ſoudiin adoucy vos allarmes;	Elle a soudiin adouci vos alarmes;
Vous avez dans ſes yeux trouvé les mêmes charmes.	Vous avez dans ses yeux trouvé les mêmes charmes.
Qu’Agamemnon trouva dans ceux de Briſcïs.	Qu'Agamemnon trouva dans ceux de Briscays.
ORE.	ORE.
S-TE:	STE:
Que me dis-tu?	Que me dis-tu?
Chargé de crimes inouïs, Deteſté, meritant la celeſte diſgrace, Ay-je e cœur où l’amour puiſſe encor.	Chargé de crimes inouïs, Detesté, méritant la céleste disgrâce, Ai-je e eur où l'amour puisse encor.
trouves p lac.	trouves p lac.
PILADE.	PILADE.
Quel effort d’avoir pû reſiſter à ſes coups?	Quel effort d'avoir pu résister à ses coups?
Cher Prince, que Pilade eſt encor loin de vousa Seduit par les attraits de la même Preſtreſſe, Mon cœur a ſuccombé.	Cher Prince, que Pilade est encor loin de vousa Seduit par les attraits de la même Prêtresse, Mon cœur a succombé.
Mais où va ma tendreſſe, 'Eſt-ce à de tels penſers que je dois recourir, Quand je vois vos perils, quand nous allons mourir?	Mais où va ma tendresse, 'Est-ce à de tels pensers que je dois recourir, Quand je vois vos périls, quand nous allons mourir?
PRESTE.	PRÊTE.
Toy mourir!	Toi mourir!
Que mon cœur conſente à cette Ou lile.	Que mon cœur consente à cette Ou lile.
N’ajoûte point ta mort aux crimes de ma vie:	N'ajoute point ta mort aux crimes de ma vie:
Le trépas que j’attens ne demande que moy;	Le trépas que j'attends ne demande que moi;
La douceur qui me reſte, eſt de revivre en toy.	La douceur qui me reste, est de revivre en toi.
Vy, mon cœur t’en conjure, au nom de la Preſtreſſe.	Vi, mon cœur t'en conjure, au nom de la Prêtresse.
PILADE.	PILADE.
Ah!	Ah!
ne me faites plus rougir de ma foibleſſe.	ne me faites plus rougir de ma faiblesse.
Son image en mon ame a pû vous balancer:	Son image en mon âme a pu vous balancer:
vous cniereu vange y mon mug va l’effacer.	vous cniereu vange y mon mug va l'effacer.
Mourons, n’attendons plus nulle pitié des hommes.	Mourons, n'attendons plus nulle pitié des hommes.
Mourons, mais en mourant declarons qui nous ſommes.	Mourons, mais en mourant déclarons qui nous sommes.
Que les Scythes cruels, que ees fiers inhumains, Connoiſſent dans quel ſang ils vont tremper leurs mains.	Que les Scythes cruels, que ces fiers inhumains, Connaissent dans quel sang ils vont tremper leurs mains.
Allons, Seigneur.	Allons, Seigneur.
ORESTE.	ORÊTE.
Amy, que vas-tu faire?	Ami, que vas-tu faire?
arreſte.	arrête.
PILADE.	PILADE.
Du coup qui va tombet ſuſpendons la tempeſte.	Du coup qui va tombet suspendons la tempête.
Qu’au nom d’Agamemnon étonnez, & ſurpris, Ils retiennenc le bras qui va fraper ſon fils:	Qu'au nom d'Agamemnon étonnés, et surpris, Ils retiennenc le bras qui va frapper son fils:
Ou qu’au moins l’immolant au milieu de leur Ils craignent plus de maux que n’en a ſouffert Troye.	Ou qu'au moins l'immolant au milieu de leur Ils craignent plus de maux que n'en a souffert Troie.
On vient.	On vient.
DZD X.	DZD X.
ORESTE, PILADE, HIDASPE, TAXIS.	ORÊTE, PILADE, HIDASPE, TAXIS.
HIDASPE.	HIDASPE.
NyOus eſtes-vous acquité de l'employ.	NiOus êtes-vous acquité de l'emploi.
ILADE.	ILADE.
Pour en eſtre informé, qu’on nous conduiſe an Roy.	Pour en être informé, qu'on nous conduise an Roi.
Fin du troiſième Acte.	Fin du troisième Acte.
ACTE	ACTE
ANSAE IVIS SCENE PREMIERE.	ANSAE IVIS SCÈNE PREMIÈRE.
IPHIGENIE ſeule.	IPHIGENIE seule.
Répondre à mes vœux que Cyane eſt tardive:	Répondre à mes vœux que Cyane est tardive:
Qu'en un cœur outragé la vangeance eſt active:	Qu'en un cœur outragé la vengeance est active:
Quoy qu’indigne du jour, Clitemneſtre au tombeau, Intereſſe ſa fille à punir ſon bourreau.	Quoi qu'indigne du jour, Clitemnêtre au tombeau, Intéresse sa fille à punir son bourreau.
En vain, pour aſſouvir le courroux qui m’anime, Des yeux, de toutes parts, je cherche la victime.	En vain, pour assouvir le courroux qui m'anime, Des yeux, de toutes parts, je cherche la victime.
Qui la retient;	Qui la retient;
contraire à mes reſſentimens, Le Ciel a-t-il des cœurs éteint les mouvemens?	contraire à mes ressentiments, Le Ciel a-t-il des cœurs éteint les mouvements?
De ces retardemens cherchons la certitude:	De ces retardements cherchons la certitude:
Mais où va le torrent de ton inquietude?	Mais où va le torrent de ton inquiétude?
As-tu bien démeſſé dans le fond de ton cœur, Ce qui donne naiſſance à cette vive ardeur?	As-tu bien démessé dans le fond de ton cœur, Ce qui donne naissance à cette vive ardeur?
Pour couvrir autrefois les amours de ta mere, Tu ſervis de prétexte à la mort de ton pere.	Pour couvrir autrefois les amours de ta mère, Tu servis de prétexte à la mort de ton père.
Pour l’un de ces captifs ayant pris ce poiſon, N’immole-tu point l’autre par la même raiſon.	Pour l'un de ces captifs ayant pris ce poison, N'immole-tu point l'autre par la même raison.
Ah !	Ah !
Qu’ils meurent tous deux, ma bouche le prononce.	Qu'ils meurent tous deux, ma bouche le prononce.
SCANE II.	SACNE II.
IPHIGENIE, CYANE.	IPHIGENIE, CYANE.
IPHIGENIE.	IPHIGENIE.
Ue vous tatdez, Cyane, à me rendre réponſe;	Que vous tatdez, Cyane, à me rendre réponse;
OThoas ſçait-il mon ordre, en eſt-il informe?	OThoas sait-il mon ordre, en est-il informe?
YANE, Thoas avec les Grecs, Madame, eſt enfermé.	YANE, Thoas avec les Grecs, Madame, est enfermé.
Hidaſpe irreſolu, quand je me ſuis montrée, De ſon apartement m’a defendu l’entrée:	Hidaspe irrésolu, quand je me suis montrée, De son appartement m'a défendu l'entrée:
En vain à les rerus jay voulu rentter;	En vain à les rerus jay voulu renter;
Il a reçû voſtre ordre, & l’eſt allé porter.	Il a reçu votre ordre, et l'est allé porter.
I’eſperois de Thoas une prompte audiance;	J'espérais de Thoas une prompte audience;
Mais ſans vouloir répondre à mon impatience, Le Roy m’afait ſçavoir que dans quelques mo*mens, On vous informeroit de ſes commandemens,	Mais sans vouloir répondre à mon impatience, Le Roi m'afait avoir que dans quelques mo*ments, On vous informerait de ses commandements,
PHIGENIE.	PHIGENIE.
Le ſacrifice eſt preſt, la pompe eſt avancée.	Le sacrifice est prêt, la pompe est avancée.
Que veut-il ?	Que veut-il ?
Attend-il que l'heure en ſoit paſſée?	Attend-il que l'heure en soit passée?
S çait-il que ces delais ſont des momens perdus?	 Sait-il que ces délais sont des moments perdus?
Que l’ardeur qu’il avoit ne retrouvera plus?	Que l'ardeur qu'il avait ne retrouvera plus?
Allons, Cyane, allons haſter noſtre vangeance Mais qui vient s’oppoſer à mon impatience?	Allons, Cyane, allons hâter notre vengeance Mais qui vient s'opposer à mon impatience?
SCENE III.	SCÈNE III.
THOMIRIS, IPHIGENIE, CYANE, ERINE.	THOMIRIS, IPHIGENIE, CYANE, ÉRINE.
THOMIRIS.	THOMIRIS.
