A PARIS.	À PARIS.
SSEIVE VI ERIXENE, ADRASTE, ISMENE.	SSEIVE VI ERIXENE, ADRASTE, ISMENE.
ADNRS IE tomtane.	ADNRS IE tomtane.
Uſqu'à vous ma diſgrace eſt-elle parvenuë, Madame?	Où vous ma disgrâce est-elle parvenue, Madame?
& venez-vous.	et venez-vous.
ERIXENE.	ERIXENE.
Prince, elle m’eſt connuë, Atys n’eſt qu’un Ingrat, je le ſçais;	Prince, elle m'est connue, Atys n'est qu'un Ingrat, je le sais;
& je viens A vos reſſentimens joindre encore les miens.	et je viens À vos ressentiments joindre encore les miens.
L’injute qu’on m’a faite eſt égale à la vótre, 2 A finir nos malheurs aidons-nous l’un & l’autre, Fuyons.	L'injute qu'on m'a faite est égale à la votre, 2 A finir nos malheurs aidons-nous l'un et l'autre, Fuyons.
Quitons un lieu de nos larmes témoin, Des affronts qu’on nous fait allons rougir plus loin.	Quitons un lieu de nos larmes témoin, Des affronts qu'on nous fait allons rougir plus loin.
Un Prince tel que vous ne manque point d’azile, Je vous en preſente un plus doux & plus tranquile, Chez mes Ciliciens, Seigneur, ramenez-moy.	Un Prince tel que vous ne manque point d'asile, Je vous en présente un plus doux et plus tranquille, Chez mes Ciliciens, Seigneur, ramenez-moi.
Dés longtemps à leur Reyne ils demandent un Roy.	Dès longtemps à leur Reine ils demandent un Roi.
Atys apres ſon crime eſt indigne de l’étre, Soyez-le.	Attys après son crime est indigne de l'être, Soyez-le.
A mes Sujets venez montrer un Maître, Partons.	À mes Sujets venez montrer un Maître, Partons.
Allons braver nos deſtins rigoureux, Et que nôtre malheur ſerve à nous rendre heureux.	Allons braver nos destins rigoureux, Et que notre malheur serve à nous rendre heureux.
ADRASTE.	ADRASTE.
Hé!	Hé!
quel bonheur, grands Dieux, peut attendre Erixene D’un Prince ſans relâche occupé de ſa peine, Et qui d’un noir chagrin ſans ceſſe déchiré Touche preſque au trépas ſi longtemps deſiré?	quel bonheur, grands Dieux, peut attendre Erixène D'un Prince sans relâche occupé de sa peine, Et qui d'un noir chagrin sans cesse déchiré Touche presque au trépas si longtemps désiré?
ERIXENE.	ERIXENE.
Et ce ſont ces malheurs que ne cauſe aucun crime.	Et ce sont ces malheurs que ne cause aucun crime.
Qui pour le trilte Auraite augmentent mon eſtin e:	Qui pour le trilte Auraite augmentent mon étin é:
Mais quand j’aurois, Seigneur, un cœur moins genéreux, Malheureuſe, je dois aimer les Malheureux.	Mais quand j'aurais, Seigneur, un cœur moins généreux, Malheureuse, je dois aimer les Malheureux.
ADRASTE.	ADRASTE.
D’une aveugle bonté vôtre eſtime l’ouvrage, Mais en de ſeûrs périls ce deſſein nous engage.	D'une aveugle bonté votre estime l'ouvrage, Mais en de sûrs périls ce dessein nous engage.
Comment fuir de ces lieux, Madame?	Comment fuir de ces lieux, Madame?
Songez-vous Qu’Atys eſt vôtre Amant, & preſque vôtre Epoux?	Songez-vous Qu'Atys est votre Amant, et presque votre Époux?
O Ciel!	Ô Ciel!
veut-on qu’aux yeux de ſa Cour étonnée J’enleve une Princeſſe à ſon Lit deſtinée, Que par un tel forfait je noirciſſe ma foy, Et mérite les maux qu’il trame contre moy?	veut-on qu'aux yeux de sa Cour étonnée J'enlève une Princesse à son Lit destinée, Que par un tel forfait je noircisse ma foi, Et mérite les maux qu'il trame contre moi?
ERIXENE.	ERIXENE.
Vous redoutez Atys!	Vous redoutez Atys!
Ah frayeurs inutiles!	Ah frayeurs inutiles!
Il verroit nótre fuite avec des yeux tranquiles, Et loin de l’empécher, que ſçay-je méme helas!	Il verrait nôtre fuite avec des yeux tranquiles, Et loin de l'empêcher, que sais-je même hélas!
Si l’Ingrat en ſecret ne la preſſeroit pas?	Si l'Ingrat en secret ne la presserait pas?
ADRASTE.	ADRASTE.
Madame, à ce diſcours vôtre bouche ſoûpire, Ce ſoûpir en dit plus que vous ne vouliez dire.	Madame, à ce discours votre bouche soupire, Ce soupir en dit plus que vous ne vouliez dire.
Võtre cœur pour Atys ſent encor de l’amour.	Votre cœur pour Atys sent encor de l'amour.
Conſervez-vous le droit d’étre à luy quelque jour?	Conservez-vous le droit d'être à lui quelque jour?
A-t-il pour l’Etrangere expliqué ſa penſée?	A-t-il pour l'Étrangère expliqué sa pensée?
Son ame entre elle & vous eſt encor balancée.	Son âme entre elle et vous est encor balancée.
Pourquoy briſant des nœuds qu’il n’oſe délier, Hâter ſon changement, & le juſtifier?	Pourquoi brisant des nœuds qu'il n'ose délier, Hâter son changement, et le justifier?
Attendez.	Attendez.
Il viendra par de finceres larmes Expier une erreur glorieuſe à vos charmes.	Il viendra par de sincères larmes Expier une erreur glorieuse à vos charmes.
Je veux qu’il ait d’une autre adoré les apas;	Je veux qu'il ait d'une autre adoré les appas;
Quand il l’aimoit, Madame, il ne vous voyoit pas.	Quand il l'aimait, Madame, il ne vous voyait pas.
ERIXENE.	ERIXENE.
Ah!	Ah!
que le Ciel, ſoigneux de vanger mon injure, Ne fait-il ſous mes loix revenit mon Parjure?	que le Ciel, soigneux de venger mon injure, Ne fait-il sous mes lois revenit mon Parjure?
Quel plaiſir de le voir pleurant à mes genoux, Pourſuivre en vain un cœur qui ſeroit tout à vous?	Quel plaisir de le voir pleurant à mes genoux, Poursuivre en vain un cœur qui serait tout à vous?
Quel triomphe pour moy de joüir de ſa peine, De le faire ſervir de Miniſtre à ma haine, Et pour éterniſer ma joye & ſon ennuy, D’étre par vôtre hymen hors d’état d’étre à luy?	Quel triomphe pour moi de jouir de sa peine, De le faire servir de Ministre à ma haine, Et pour éterniser ma joie et son ennui, D'être par votre hymen hors d'état d'être à lui?
Mais on me flate icy d’une vaine eſpérance, L’amour ſuccede-t-il à tant d’indiférence, Et viendra-t-il, l’Ingrat.	Mais on me flatte ici d'une vaine espérance, L'amour succède-t-il à tant d'indiférence, Et viendra-il, l'Ingrat.
N’en doutez point, Seigneur, sadenals ny vadaaporde Mon edul.	N'en doutez point, Seigneur, sadenals ni vadaaporde Mon édul.
ADRASTE.	ADRASTE.
Dire ainſy que l’on hait, c’eſt dire que l’on aime.	Dire ainsi que l'on hait, c'est dire que l'on aime.
Madame.	Madame.
Votre amour ſe trahit de luy-méme.	Votre amour se trahit de Seigneur-même.
Souffrez que plus que vous favorable à vos feux, Je vous laiſſe toûjours maîtreſſe de vos vœux, Que je fuye une gloire à la vótre outrageuſe, Mon bonheur à jamais vous rendroit malheureuſe, Vôtre repos m’oblige à n’y point conſentir, Je veux vous épargner l’horreur d’un repentir.	Souffrez que plus que vous favorable à vos feux, Je vous laisse toujours maîtresse de vos vœux, Que je fuie une gloire à la votre outrageuse, Mon bonheur à jamais vous rendrait malheureuse, Votre repos m'oblige à n'y point consentir, Je veux vous épargner l'horreur d'un repentir.
ERIXENE.	ERIXENE.
Seigneur, de trop de ſoins vótre eſprit s’embarraſſe, En vous offrant ma foy, j’ay crû vous faire grace, Et ne m’eſtimois pas ſi peu que de penſer Qu’à l’accepter on dût ſeulemant balancer.	Seigneur, de trop de soins valtre esprit s'embarrasse, En vous offrant ma foi, j'ai cru vous faire grâce, Et ne m'estimais pas si peu que de penser Qu'à l'accepter on dût seulemant balancer.
Atys m’outrage moins par ſa lâche inconſtance, Il peut par des raiſons palier ſon offence, Me dire qu’à regret il me manque de foy, Par ſon nouvel amour s’excuſer envers moy, S’en prendre à l’aſcendant d’un Aſtre qui l’entraîne:	Attys m'outrage moins par sa lâche inconstance, Il peut par des raisons palier son offense, Me dire qu'à regret il me manque de foi, Par son nouvel amour s'excuser envers moi, S'en prendre à l'ascendant d'un Astre qui l'entraîne:
Prétextes d’un Ingrat qui veut rompre ſa chaîne.	Prêtextes d'un Ingrat qui veut rompre sa chaîne.
Mais vous, Seigneur, mais vous qui juſques à ce jour Avez fermé vôtre ame aux chagrins de l’amour, Et qui toûjours armé de vôtre indiférence, Avez des plus beaux yeux combatu la puiſſance, Sur quel prétexte icy pouvez-vous apuyer L’injurieux refus qu’il me faut eſſuyer?	Mais vous, Seigneur, mais vous qui jusques à ce jour Avez fermé votre âme aux chagrins de l'amour, Et qui toujours armé de votre indiférence, Avez des plus beaux yeux combattu la puissance, Sur quel prétexte ici pouvez-vous appuyer L'injurieux refus qu'il me faut essuyer?
ADRASTE.	ADRASTE.
Sur quel prétexte!	Sur quel prétexte!
helas, ſi vous pouviez connaître.	hélas, si vous pouviez connaître.
, Un cœur n’eſt pas toûjours tout ce qu’il paroît étre, Et ſans aller plus loin vous chercher un garant, Un cœur qui vous refuſe eſt-il indiférent?	, Un cœur n'est pas toujours tout ce qu'il paraît être, Et sans aller plus loin vous chercher un garant, Un cœur qui vous refuse est-il indiférent?
L’Etrangere.	L'Étrangère.
ERTTINE.	ERTINE.
Achevez, Seigneur.	Achevez, Seigneur.
ADRASTE.	ADRASTE.
Adieu, Madame, Ma bouche a ſçeu trahir le ſecret de mon ame, Ene en a dit anct partes teimles comius.	Adieu, Madame, Ma bouche a su trahir le secret de mon âme, Ene enst dit anct partes teimles comius.
Pour vous juſtifier mon trouble & mes refus.	Pour vous justifier mon trouble et mes refus.
SCENEVI.	SCENEVI.
ERIXENE, ISMENE.	ERIXENE, ISMENE.
ERIXENE.	ERIXENE.
ESmene, qu’a-t-il dit, ou qu’a-t-il voulu dire?	ESmène, qu'a-t-il dit, ou qu'a-t-il voulu dire?
Il ſemble ſe confondre, il me quite, il ſoûpire, D’un deſordre pareil que dois-je préſumer?	Il semble se confondre, il me quite, il soupire, D'un désordre pareil que dois-je présumer?
Par l’Etrangere auſſy s’eſt-il laiſſé charmer?	Par l'Étrangère aussi s'est-il laissé charmer?
Dy-moy, l’aimeroit-il?	Dis-moi, l'aimerait-il?
L’aimer!	L'aimer!
quelle aparence?	quelle apparence?
L’amour en un ſeul jour peut-il prendre naiſſance?	L'amour en un seul jour peut-il prendre naissance?
Vaines refléxions qui flatez mon tourment, Souvent pour s’enflâmer faut-il plus d’un moment?	Vaines refléxions qui flattez mon tourment, Souvent pour s'enflammer faut-il plus d'un moment?
Il l’aime.	Il l'aime.
Ah quelle peine à ma peine eſt égale!	Ah quelle peine à ma peine est égale!
Tu me détruits par tout, odieuſe Rivale, D’eux-mémes tous les cœurs vont ſe mettre à tes piez, Et moy je n’obtiens pas des ſoûpirs mandiez.	Tu me détruits par tout, odieuse Rivale, D'eux-mêmes tous les cœurs vont se mettre à tes pie, Et moi je n'obtiens pas des soupirs mandiez.
Iſmene, vangeons-nous.	Ismene, vengeons-nous.
Faiſons qu’on la renvoye.	Faisons qu'on la renvoie.
A mon ame affligée accordons cette joye, Et joüiſſons au moins du vain ſoulagement De voir deſeſperer & l’un & l’autre Amant.	À mon âme affligée accordons cette joie, Et jouissons au moins du vain soulagement De voir désespérer et l'un et l'autre Amant.
Tout me rit.	Tout me rit.
Avec moy Créſus d’intelligence, Va de tout ſon pouvoir apuyer ma vangeance.	Avec moi Crésus d'intelligence, Va de tout son pouvoir appuyer ma vengeance.
Iſmene, allons contre elle irriter ſes eſprits;	Ismene, allons contre elle irriter ses esprits;
Qu’elle parte demain, je demeure à ce prix.	Qu'elle parte demain, je demeure à ce prix.
elle vient.	elle vient.
Son abord rend mon ame alarmée.	Son abord rend mon âme alarmée.
Dieux, le cruel Objet qu’une Rivale aimée!	Dieux, le cruel Objet qu'une Rivale aimée!
SCENE VII.	SCÈNE VII.
HESIONE, ERIXENE, ISMENE, CLEONE.	HÉSIONE, ERIXENE, ISMENE, CLEONE.
HESIONE.	HÉSIONE.
VX Auanſe, partonnez n'je viens en ces lieux he mon aſpect peut-étre importuner vos yeux, tt ſi plus loin encore oſant pouſſer l’audace, e vous viens toute en pleurs demander une grace,	VX Avanse, partonnés n'je viens en ces lieux hé mon aspect peut-être importuner vos yeux, tût si plus loin encore osant pousser l'audace, e vous viens toute en pleurs demander une grâce,
ERIXENE.	ERIXENE.
moy, Madame?	moi, Madame?
HESIONE.	HÉSIONE.
Helas!	Hélas!
Captive, ſans apuy, A qui puis-je qu’à vous m’adreſſer aujourd’huy?	Captive, sans appui, A qui puis-je qu'à vous m'adresser aujourd'hui?
A vous, que la pitié, mon ſexe, & ma miſere, Doivent Ieudie iennble au lort d’une Etrangeree	À vous, que la pitié, mon sexe, et ma misère, Doivent Jeudie iennble au lort d'une Etrangeree
ERIXENE.	ERIXENE.
Quel langage!	Quel langage!
Eſt-ce à moy qu’on daigne l’adreſſer?	Est-ce à moi qu'on daigne l'adresser?
Vos apas juſques-là doivent-ils s’abaiſſer?	Vos apas jusque-là doivent-ils s'abaisser?
Vous, Madame, emprunter une voix ſupliante En des lieux où l’amour vous rend toute puiſſante?	Vous, Madame, emprunter une voix suppliante En des lieux où l'amour vous rend toute puissante?
Vous faire quelque grace eſt hors de mon pouvoir;	Vous faire quelque grâce est hors de mon pouvoir;
C’eſt à vous d’en donner, & non d’en recevoir.	C'est à vous d'en donner, et non d'en recevoir.
HESIONE.	HÉSIONE.
N’inſultez pas, Madame, aux maux d’une Princeſſe, Le Ciel veut aujourd’huy qu’Héſione s’abaiſſe;	N'insultez pas, Madame, aux maux d'une Princesse, Le Ciel veut aujourd'hui qu'Hésione s'abaisse;
Captive, ſans rougir, je puis m’humilier, C’eſt pour ma liberté que je viens vous prier.	Captive, sans rougir, je puis m'humilier, C'est pour ma liberté que je viens vous prier.
Faites, vous le pouvez, que le Roy me permete De faire de Lydie une promte retraite, Et d’aller en des lieux plus chers à mes ſouhaits, Tarir bientôt mes pleurs, & vanter ſes bienfaits.	Faites, vous le pouvez, que le Roi me permette De faire de Lydie une promte retraite, Et d'aller en des lieux plus chers à mes souhaits, Tarir bientôt mes pleurs, et vanter ses bienfaits.
ERIXENE.	ERIXENE.
Nous parler de depart!	Nous parler dé part!
Ce langage m’étonne.	Ce langage m'étonne.
HESIONE.	HÉSIONE.
J’en demande l’aveu, faites qu’on me le donpe.	J'en demande l'aveu, faites qu'on me le donpe.
ERIXENE.	ERIXENE.
On deniande lourent ce qu’oneramt d’obtenir,	On deniande lourent ce qu'oneramt d'obtenir,
HESIONE.	HÉSIONE.
cument, nje le eranis, tous les Dieux mie punir.	cument, nje le eranis, tous les Dieux mie punir.
ERIXENE.	ERIXENE.
Doit-on haïr des lieux où tout aime vos charmes?	Doit-on haïr des lieux où tout aime vos charmes?
vôtre abſence à trop d’yeux fera verſer des larmes, Sur tout, que deviendra cet Amant ſi ſoûmis?	votre absence à trop d'yeux fera verser des larmes, Sur tout, que deviendra cet Amant si soumis?
HESTONE.	HÉTONE.
Madame, il me ſuivra.	Madame, il me suivra.
ERIXENE.	ERIXENE.
Dieux !	Dieux !
HESIONE.	HÉSIONE.
Il me l’a promis.	Il me l'a promis.
FRIXENE.	FRIXENE.
Il l’a promis, l’Ingrat!	Il l'a promis, l'Ingrat!
Ah, Ciel, quelle foibleſſe!	Ah, Ciel, quelle faiblesse!
Mais vôtre amour trop tot compte lar la promeſſe, Vos vœux ne ſeront pas ſuivis d’un plein effet.	Mais votre amour trop tôt compte lar la promesse, Vos vœux ne seront pas suivis d'un plein effet.
Je ſçauray détourner l’outrage qu’il me fait, Et peut-étre punir l’audace qui vous porte, Madame, à m’oſer faire un aveu de la ſorte.	Je saurai détourner l'outrage qu'il me fait, Et peut-être punir l'audace qui vous porte, Madame, à m'oser faire un aveu de la sorte.
HESIONE.	HÉSIONE.
En quoy mérite-t-il cet éclat de courroux?	En quoi mérite-t-il cet éclat de courroux?
Nous nous aimons.	Nous nous aimons.
Pourquoy vous en offenſez-vous?	Pourquoi vous en offensez-vous?
ERIXENE.	ERIXENE.
Pourquoy je m’en offenſe!	Pourquoi je m'en offense!
Ah, mortelle ſurpriſe, A ten pu vous domer la loy qu'Amu promiſe?	Ah, mortelle surprise, A -en pu vous domer la loi qu'Amu promise?
HESIONE.	HÉSIONE.
Son cœur avant qu’à vous m’engagea cette foy;	Son cœur avant qu'à vous m'engagea cette foi;
Avant qu’il vous eût veuë, il ſoûpiroit pour moy.	Avant qu'il vous eût vue, il soupirait pour moi.
ERIXENE.	ERIXENE.
Il ſoûpiroit pour vous !	Il soupirait pour vous !
HESIONE.	HÉSIONE.
Oüy, preſque dés l’enfance Dans les Champs Phrigiens nos feux prirent naiſſance, Il m’aimoit tendrement, je ne l’aimois pas moins, Nous borniõs à nous plaire & nos vœux & nos ſoins.	Oui, presque dès l'enfance Dans les Champs Phrigiens nos feux prirent naissance, Il m'aimait tendrement, je ne l'aimais pas moins, Nous bornions à nous plaire et nos vœux et nos soins.
Qui l’eut crû, qu’oubliant une Amante fidelle, Adraite bruleroit d’une flame nouvelle?	Qui l'eut cru, qu'oubliant une Amante fidèle, Adraite brûlerait d'une flamme nouvelle?
ERIXENE.	ERIXENE.
Adraſte, dites-vous?	Adraste, dites-vous?
HESIONE.	HÉSIONE.
C’eſt ce Prince charmant Dont vos apas ont fait un infidelle Amant.	C'est ce Prince charmant Dont vos appas ont fait un infidèle Amant.
Que tantôt avec moy, l’Ingrat a bien ſçeu feindre!	Que tantôt avec moi, l'Ingrat a bien su feindre!
Ses ſermens, ſes trãſports, me défendoiẽt de craindre, Et ſes yeux s’accordant avec tous ſes diſcours, M’ont dit qu’il fut fidelle, & le ſeroit toûjours.	Ses serments, ses transports, me défendaient de craindre, Et ses yeux s'accordant avec tous ses discours, M'ont dit qu'il fut fidèle, et le serait toujours.
ERIXENE.	ERIXENE.
Il l’eſt auſſy.	Il l'est aussi.
Je puis en rendre témoignage, J’ay mal interpreté vôtre innocent langage, Je voy par ſon vray ſens mes ſoupçons démentis, Vous me parliez d’Aſtrate, & je parlois d’Atys.	Je puis en rendre témoignage, J'ai mal interprété votre innocent langage, Je vois par son vrai sens mes soupçons démentis, Vous me parliez d'Astrate, et je parlais d'Atys.
J’ay crû qu’à ſon amour vous vous étiez renduë.	J'ai cru qu'à son amour vous vous étiez rendue.
Faites grace aux tranſports d’une Amante éperduë, Madame, & pardonnez ſi mes ſoupçons jalous Ont fait trop éclater ma douleur contre vous.	Faites grâce aux transports d'une Amante éperdue, Madame, et pardonnez si mes soupçons jalous Ont fait trop éclater ma douleur contre vous.
Je vay par tous les ſoins dont je ſeray capable, Reparer une offenſe, helas!	Je vais par tous les soins dont je serai capable, Réparer une offense, hélas!
trop pardonnable.	trop pardonnable.
Allons tirer du Roy le ſeûr conſentement, Trop heureule d’avoir un n'hdelle Amant.	Allons tirer du Roi le sûr consentement, Trop heureule d'avoir un n'hdelle Amant.
Fin du Troiſiéme Acte.	Fin du Troisième Acte.
RCTL SCENE PREMIERE.	RCTL SCÈNE PREMIÈRE.
ERIXENE, ATYS, LYCASTE.	ERIXENE, ATYS, LYCASTE.
ERIXENE.	ERIXENE.
UY, tu ne verras plus ta charmante Héſione, Elle eſt libre, elle part;	UY, tu ne verras plus ta charmante Hésione, Elle est libre, elle part;
ainſy le Itoy l’ordonne.	Oainsi le Itoi l'ordonne.
Mais pour te mieux punir, ſçache, Ingrat, que c’eſt Qui fais à mon courroux ſervir l’ordre du Roy.	Mais pour te mieux punir, sache, Ingrat, que c'est Qui fais à mon courroux servir l'ordre du Roi.
moy	moi
Vous, Madame?	Vous, Madame?
ATYS.	ATYS.
ERIXENE.	ERIXENE.
Moy-méme.	Moi-même.
A ma ſeule priere, Créſus vient de briſer les fers de l’Etrangere.	À ma seule prière, Crésus vient de briser les fers de l'Étrangère.
’ay voulu que ma main te porta de tels coups;	ais voulu que ma main te porta de tels coups;
S’ils te venoient d’une autre, ils me ſeroient moins doux.	S'ils te venaient d'une autre, ils me seraient moins doux.
Tu gémis.	Tu gémis.
Grace au Ciel, ma haine eſt ſatisfaite, J’en recueille aujourd’huy le fruit que je ſouhaite.	Grâce au Ciel, ma haine est satisfaite, J'en recueille aujourd'hui le fruit que je souhaite.
T’accabler eſt le but où tendent tous mes ſoins;	T'accabler est le but où tendent tous mes soins;
Tu trahirois mes coups, ſi tu les ſentois moins.	Tu trahirais mes coups, si tu les sentais moins.
ATYS.	ATYS.
Oüy, je les ſens, autant que le veut vôtre haine.	Oui, je les sens, autant que le veut votre haine.
J’avoüeray plus encor.	J'avouerai plus encor.
Je mérite ma peine;	Je mérite ma peine;
Mais du party du Roy moins promte à vous ranger, Vous deviez luy laiſſer le ſoin de vous vanger.	Mais du parti du Roi moins promert à vous ranger, Vous deviez ici laisser le soin de vous venger.
Par un courroux trop bas pour un ſi grand courage, Vous vous outragez plus que je ne vous outrage.	Par un courroux trop bas pour un si grand courage, Vous vous outragez plus que je ne vous outrage.
Si vous vouliez punir un infidelle Amant, Le dédain vous vangeoit mieux que l’emportement.	Si vous vouliez punir un infidèle Amant, Le dédain vous vengeait mieux que l'emportement.
De vos intentions moins modeſte interprete, Un autre en tireroit une gloire ſecrete, Et peut-étre ſon cœur triomphant devant vous.	De vos intentions moins modeste interprète, Un autre en tirerait une gloire secrète, Et peut-être son cœur triomphant devant vous.
S’aplaudiroit d’avoir excité ce courroux.	S'applaudirait d'avoir excité ce courroux.
ERIXENE.	ERIXENE.
Ah, cruel, je t’entens.	Ah, cruel, je t'entends.
Ton ame indiférente Regarde d’un méme œil l’Ennemie & l’Amante.	Ton âme indiférente Regarde d'un même œil l'Ennemie et l'Amante.
Tu ne daignes pas voir ſi mon cœur en ce jour Perſécute le tien par haine, ou par amour.	Tu ne daignes pas voir si mon cœur en ce jour Persécute le tien par haine, ou par amour.
Mais croy qu’en ſes mépris par les tiens affermie, Ton Amante devient ta mortelle Ennemie.	Mais crois qu'en ses mépris par les tiens affermie, Ton Amante devient a mortelle Ennemie.
L’amour n’a point de part aux maux que je te fais, Et plus que tu ne veux, je ſens que je te hais.	L'amour n'a point de part aux maux que je te fais, Et plus que tu ne veux, je sens que je te hais.
Pretendois-tu que lente à vanger ſon offenſe, Erixene d’Aſtrate imitât la conſtance, Et que contre un Ingrat n’éclatant qu’à demy, Amante fut auſſy tranquile que l’Amy?	Prétendais-tu que lente à venger son offense, Erixène d'Astrate imitât la constance, Et que contre un Ingrat n'éclatant qu'à demi, Amante fut aussi tranquille que l'Ami?
ATYS.	ATYS.
Que voulez-vous me dire, & ſur quel nouveau crime Adraſte peut fonder un courroux légitime?	Que voulez-vous me dire, et sur quel nouveau crime Adraste peut fonder un courroux légitime?
ERIXENE.	ERIXENE.
Sur quel crime!	Sur quel crime!
Tu veux le bannir de ces lieux, Tu pourſuis en Tyran ſa Princeſſe à ſes yeux, Tu troubles un amour né depuis leur enfance, A l’infidelité tu joins la violence.	Tu veux le bannir de ces lieux, Tu poursuis en Tyran sa Princesse à ses yeux, Tu troubles un amour né depuis leur enfance, À l'infidélité tu joins la violence.
Tu luy fais plus de maux que les Dieux ennemis, Et tu dis quel courroux luy peut étre permis!	Tu lui fais plus de maux que les Dieux ennemis, Et tu dis quel courroux lui peut être permis!
ATYS.	ATYS.
Qu'entens-je, juite Ciel!	Qu'entends-je, juite Ciel!
Quoy, l’aimable Etrangere Eſt l’Objet qu’il aimoit à la Cour de ſon Pere?	Quoi, l'aimable Étrangère Est l'Objet qu'il aimait à la Cour de son Père?
ERIXENE.	ERIXENE.
Tu feins de l’ignorer pour ſauver ta vertu;	Tu feins de l'ignorer pour sauver ta vertu;
Mais ſi tu l’ignorois, pourquoy l’oprimois-tu?	Mais si tu l'ignorais, pourquoi l'oprimais-tu?
Ton crime en eſt plus noir.	Ton crime en est plus noir.
Pour étre moins coupable, Dy que comme Rival ta colere l’accable.	Pour être moins coupable, Dis que comme Rival ta colère l'accable.
ATYS.	ATYS.
Oüy, j’ay crû qu’il l’étoit, mais depuis ce ſeul jour.	Oui, j'ai cru qu'il l'était, mais depuis ce seul jour.
Je ſerois innocent, s’il m’eut dit ſon amour.	Je serais innocent, s'il m'eut dit son amour.
Je ne veux point par là ſurprendre vôtre eſtime, Mon crime eſt une erreur, mais l’erreur eſt un crime.	Je ne veux point par là surprendre votre estime, Mon crime est une erreur, mais l'erreur est un crime.
Elle eſt le juſte effet du celeſte courroux.	Elle est le juste effet du céleste courroux.
Oüy, Dieux, à ce revers je reconnoy vos coups.	Oui, Dieux, à ce revers je reconnais vos coups.
Quand une fois un cœur trop ſoigneux de ſe plaire S’écarte du ſentier de la Vertu ſevere, Au précipice ouvert chaque pas le conduit, Par un crime leger un plus grand eſt produit, Et la fureur du Ciel ſe réglant ſur la nôtre, Pour punir ce grand crime en fait cõmetre un autre.	Quand une fois un cœur trop soigneux de se plaire S'écarte du sentier de la Vertu sévère, Au précipice ouvert chaque pas le conduit, Par un crime léger un plus grand est produit, Et la fureur du Ciel se réglant sur la nôtre, Pour punir ce grand crime en fait commetre un autre.
Coupable envets Adraſte, & coupable envers vous, Je puniray ce cœur & parjure & jaloùs.	Coupable envets Adraste, et coupable envers vous, Je punirai ce cœur et parjure et jaloùs.
Repoſez-vous ſur moy du ſoin de mon ſuplice.	Reposez-vous sur moi du soin de mon supplice.
Je vous le jure encor, je me feray juſtice.	Je vous le jure encor, je me ferai justice.
A ce dernier ſerment vous pouvez vous fier, Ma mort aux yeux de tous va me juſtifier.	À ce dernier serment vous pouvez vous fier, Ma mort aux yeux de tous va me justifier.
Ta mort!	Ta mort!
ERIXENE.	ERIXENE.
ATYS.	ATYS.
Elle eſt, Madame, & juſte & néceſſaire;	Elle est, Madame, et juste et nécessaire;
je ne puis qu’en mourant cener de vous déplaire, Poſſedé d’un fatal & criminel amour, Pour l’étoufer, il faut que je perde le jour.	je ne puis qu'en mourant cener de vous déplaire, Possédé d'un fatal et criminel amour, Pour l'étouffer, il faut que je perde le jour.
ERIXENE.	ERIXENE.
Hé bien, Perfide, meurs.	Hé bien, Perfide, meurs.
L’équité, tout l’ordonne, A tes mauvais deſtins mon courroux t’abandonne.	L'équité, tout l'ordonne, À tes mauvais destins mon courroux t'abandonne.
Mon cœur verra ta mort ſans en étre alarmé.	Mon cœur verra ta mort sans en être alarmé.
Plaindroit-il un trépas que luy-méme a tramé?	Plaindrait-il un trépas que lui-même à tramé?
Oüy, par tes propres mains c’eſt moy qui t’aſſaſſine, Mes coups produiront ceux que ton cœur ſe deſtine.	Oui, par tes propres mains c'est moi qui t'assassine, Mes coups produiront ceux que ton cœur se destine.
ale vona parvende au comole de nes veux, Plus que je n’eſperois je te rends maiheureux.	ale vona parvende au comole de nés veux, Plus que je n'espérais je te rends maiheureux.
Tu te hais, tout te hait, ton Amy, ton Amante;	Tu te hais, tout te hait, ton Ami, ton Amante;
Tu veux périr, péris.	Tu veux périr, péris.
Adieu, je pars contente.	Adieu, je pars contente.
Elle ſort.	Elle sort.
ATYS.	ATYS.
Malheureux que je ſuis!	Malheureux que je suis!
Lâche Amy, foible Amant, J’ay fait un double crime, & l’ay fait vainement.	Lâche Ami, faible Amant, J'ai fait un double crime, et l'ai fait vainement.
Pour punir des forfaits que mon cœur ſe reproche, Obtenons de Créſus.	Pour punir des forfaits que mon cœur se reproche, Obtenons de Crésus.
Je le voy qui s’aproche.	Je le vois qui s'approche.
SCENE II.	SCÈNE II.
CRESVS, ATYS, LYCASTE, ARCAS.	CRESVS, ATYS, LYCASTE, ARCAS.
CRESVS.	CRESVS.
DU ſort de l’Etrangere étes-vous éclaircy?	DU sort de l'Étrangère êtes-vous éclairci?
AAO, Oüy, Seigneur, je ſçay tout.	ÀAO, Oui, Seigneur, je sais tout.
CRESVS.	CRESVS.
Et je ſçay tout auſſy.	Et je sais tout aussi.
Je ſçay par quels motifs vôtre injuſte colere A voulu contre Adraſte armer celle d’un Pere, Ainſy donc vos deſirs par le ſuccés déçeus Vouloient à vôtre crime aſſocier Créſus.	Je sais par quels motifs votre injuste colère A voulu contre Adaste armer celle d'un Père, Ainy donc vos désirs par le succès déçus Voulaient à votre crime associer Crésus.
Ah, mon Fils, eſt-ce ainſy que lia gionre vous touche?	Ah, mon Fils, est-ce ainsi que lia gionre vous touche?
