A MADAME VLAE .	À MADAME VLAE .
Hommes, femmes, cheuaux, carroſſes, Peſle-meſle engloutis de l’eau Font vn effroyable tableau Qu'il efface apres dans ſes boſſes, Et glorieux de ce mechef, Le cruel ſe pare le chef De coffres, de bancs & de tables Qu'il briſe, en augmentant le bruit Dertris aiu QuMemueses De tour vn monde qu’il deſtruit.	Hommes, femmes, chevaux, carrosses, Pêle-mêle engloutis de l'eau Font un effroyable tableau Qu'il efface après dans ses bosses, Et glorieux de ce mechef, Le cruel se pare le chef De coffres, de bancs et de tables Qu'il brise, en augment le bruit Dertris aiu QuMemueses De tour un monde qu'il détruit.
L’vn grimpe deſſus les murailles, L’autre y voulant monter außi, S’attache au pied de cettuy-cy, Pour eſuiter ſes funerailles:	L'un grimpe dessus les murailles, L'autre y voulant monter aussi, S'attache au pied de celui-cy, Pour éviter ses funérailles:
Ils ſont quelque temps ſuspendus Le corps en l’air, les bras tendus, Mais leur eſperance eſt trompee, Car l’eau pour les mettre d’accord Fait que la muraille ſappee Tombe ſur eux auec la mort.	Ils sont quelque temps suspendus Le corps en l'air, les bras tendus, Mais leur espérance est trompe, Car l'eau pour les mettre d'accord Fait que la muraille sapée Tombe sur eux avec la mort.
Lors en vain le peuple s’exclame, Dans la peur dont il eſt touché, Le chemin du Ciel eſt bouché Par les ondes & par la flamme:	Lors en vain le peuple s'exclame, Dans la peur dont il est touché, Le chemin du Ciel est bouché Par les ondes et par la flamme:
Car Dieu leur iuſte puniſſeur, Dont l’incomparable douceur Prefere la paix à la guerre, Voulant auancer leur treſpas, Afin de ne les ouïr pas.	Car Dieu leur juste punisseur, Dont l'incomparable douceur Préfère la paix à la guerre, Voulant avancer leur trépas, Afin de ne les ouïr pas.
Bref on n’apperçoit plus Veronne Que par la pointe des clochers, Dont le fleuue au lieu de rochers, Semble ſe mettre vne couronne:	Bref on n'aperçoit plus Veronne Que par la pointe des clochers, Dont le fleuve au lieu de rochers, Semble se mettre une couronne:
Tel qu’vn Tyran victorieux Il fait en ſon cœur furieux Mille eſtranges metamorphoſes Rien ne ſçauroit le retenir, Et ſon flot traine toutes choſes, Parce qu’il n'y peut reuenir.	Tel qu'un Tyran victorieux Il fait en son cœur furieux Mille étranges métamorphoses Rien ne saurait le retenir, Et son flot traine toutes choses, Parce qu'il n'y peut revenir.
Dans cette miſerable ville La vague n'eſpargne qu’vn lieu Où la chaſte Mere de Dieu D'vne Egliſe ſe fait vne Iſle, Atheſis à ce ſeul aspect Change ſa colere en respect, Il recule de ceſte place, 12 Et le Temple en ce iour fatal de van cemndesmpare de guet, Et fermé de murs de criſtal.	Dans cette misérable ville La vague n'épargne qu'un lieu Où la chaste Mère de Dieu D'une Église se fait une Isle, Athésis à ce seul aspect Change sa colère en respect, Il recule de cette place, 12 Et le Temple en ce jour fatal de van cemndesmpare de guet, Et fermé de murs de cristal.
Vierge, grande Reine des Anges, Cet effect de voſtre pouuoir A ſollicité mon deuoir De s'employer à vos loüanges;	Vierge, grande Reine des Anges, Cet effet de votre pouvoir A sollicité mon devoir De s'employer à vos louanges;
Ie m’en acquitte, & par ces vers Ie veux dire à tout l’vniuers Vne merueille ſans ſeconde, C’eſt qu’vn Temple fut en ce iour Preſerué du peril de l’onde Par vne fontaine d’amour.	Je m'en acquitte, et par ces vers Je veux dire à tout l'univers V merveille sans seconde, C'est qu'un Temple fut en ce jour Preservé du péril de l'onde Par une fontaine d'amour.
H iiij Bien que vous ſoyez ſans exemple, C’eſt pourtant auecques raiſon Que ie fay ma comparaiſon Si vous-meſmes eſtes vn Temple:	H Hijà Bien que vous soyez sans exemple, C'est pourtant avec raison Que ie fais ma comparaison Si vous-mêmes êtes un Temple:
Temple ſacré du Sainct Eſprit, Où logea neuſ mois Ieſus Chriſt, Pour vaincre Sathan plein derage, Temple excellent, Temple eternel, Qui ſeul eſt exempt de l’orage De noſtre enme originel.	Temple sacrè du Sainct Temple, Où logea neus mois Jésus Christ, Pour vaincre Sathan plein derage, Temple excellent, Temple éternel, Qui seul est exempt de l'orage De notre enme originel.
E SVR LE MESME SVIET.	 EUR LE MÊME SVIET.
Sprits de feu, Demons viſibles, E De qui la gloire eſt l’element, Vous qui reſteZ au iugement Comme le Cedre, incor ruptibles:	Sprits de feu, Demons visibles, E De qui la gloire est l'élément, Vous qui reste au jugement Comme le Cette, incor ruptibles:
Prenez pour la feconde fois, Auec l’ouurage de mes dois, Les plus humbles vœux de mon ame:	Prenez pour la féconde fois, Avec l'ouvrage de mes dois, Les plus humbles vœux de mon âme:
Et faites que par vn tableau, Ie triomphe dedans la flamme, Comme i'ay deſia fait dans l’eau.	Et faites que par un tableau, Je triomphe dedans la flamme, Comme j'ai déjà fait dans l'eau.
Si par voſtre equité premiere Mes enuieux ſont eſcartez, Mon ode aura plus de clartez, Que ſon ſuiet n’a de lumiere:	Si par votre équité première Mes envieux sont écartés, Mon ode aura plus de clartés, Que son sujet n'a de lumière:
Et ie me promets aisément 4 De ſauuer de l’embraſement Mon nom, ma peinture & ma gloire.	Et personne me promets aisément 4 De sauver de l'embrasement Mon nom, ma peinture et ma gloire.
Si vos yeux ſe daignent ouurir, Sur les peaux ueſſeins a 'vne Hiſtoire, Que ie m'en vay vous deſcouurir.	Si vos yeux se daignent ouvrir, Sur les peaux ouvesseins à 'une Histoire, Que ie m'en vais vous découvrir.
Ma main va tirer la courtine;	Ma main va tirer la courtine;
En ce lieu Rhodes ſe fait voir Tant orgueilleuſe en ſon pouuoir, Que celuy du Ciel s’en mutine:	En ce lieu Rhodes se fait voir Tant orgueilleuse en son pouvoir, Que celui du Ciel s'en mutine:
VoyeZ vn gros de tourbillons, Que comme autant de bataillons, Semblent s’aduancer vers la terre, Où deſia l'eſclair eſt lancé, Qui vient de la part du tonnerre Menacer vn peuple inſensé.	VoyeZ un gros de tourbillons, Que comme autant de bataillons, Semblent s'avancer vers la terre, Où déjà l'éclair est lancé, Qui vient de la part du tonnerre Menacer un peuple insensé.
Icy mon pinceau continuë;	Ici mon pinceau continue;
Remarquez le iour qui s'enfuit, Et comme la flamme & le bruit, Ont creué le flanc de la nuë:	Remarquez le jour qui s'enfuit, Et comme la flamme et le bruit, Ont creué le flanc de la nue:
Le ſouphre, la mort, & la peur, Accompagnent cette vapeur, Qui briſe, rompt, & met en poudre:	Le souphre, la mort, et la peur, Accompagnent cette vapeur, Qui brise, rompt, et met en poudre:
Et ſi voſtre œil s’abbaiſſe vn peu, Il verra les pointes du foudre Tomber en trois ſerpents de feu.	Et si votre œil s'abaisse un peu, Il verra les pointes du foudre Tomber en trois serpents de feu.
Iamais vne ſi belle proye, N'eut cet Element (que ie croy) Depuis la nuict pleine d’effroy.	Jamais une si belle proie, N'eût cet Élément (que tu crois) Depuis la nuit pleine d'effroi.
Qui fut la derniere de Troye:	Qui fut la dernière de Troie:
Il court de quartiers en quartiers, Il mange des Palais entiers, Il deracine tous les arbres;	Il court de quartiers en quartiers, Il mange des Palais entiers, Il deracine tous les arbres;
Et par tout ſe rendant fatal, Il calcine iuſques aux marbres, Et fait des fleuues de metal,	Et par tout se rendant fatal, Il calcine jusques aux marbres, Et fait des fleuves de métal,
Voſtre œil ſera-t’il bien capable, D’approcher de ce beau Rampart, Qu'il a miné de part en part, Sans redouter qu'il vous accable?	Votre œil sera-t-il bien capable, D'approcher de ce beau Rempart, Qu'il a miné de part en part, Sans redouter qu'il vous accable?
VoyeZ comme il eſt tout panché, Et que cét Elementcaché, S’exhale en vn corps de fumee, A deſſein de faire mourir R1A Mny fun (s Qu'on ne peut aller ſecourir.	VoyeZ comme il est tout penché, Et que cet Elementcaché, S'exhale en un corps de fumée, A dessein de faire mourir R1A Ni fun (s Qu'on ne peut aller secourir.
Eſloignez-vous de ma peinture, I’en veux retirer les rideaux;	Éloignez-vous de ma peinture, J'en veux retirer les rideaux;
Vos yeux n’auroiẽt point aſſez d'eaux, Pour vn feu de cette nature:	Vos yeux n'auraient point assez d'eaux, Pour feu de cette nature:
Corps, teſtes, bras, iambes, & mains, Sont les obiets les plus humains:	Corps, têtes, bras, jambes, et mains, Sont les objets les plus humains:
Et l'on y voit dedam tapreyerDe tous ces memhres fraquaſſez, D’vn Amant, & d'vne Maiſtreſſe, Les deux Squelettes embraſſez.	Et l'on y voit dédam tapreyerDe tous ces mémhres fraquassez, D'un Amant, et d'une Maîtresse, Les deux Squelettes embrassez.
Bref, tout cede parmy la ville A l’inſolence du vainqueur, Qui porte encore fa rancœur Aux deux extremitez de l’Iſle:	Bref, tout cède parmi la ville A l'insolence du vainqueur, Qui porte encore fa rancœur Aux deux extrémités de l'Île:
Et là, plein d’ire & de courroux, Il s’attaque a tous les cailloux, N’oſant ſur la mer entreprendres De ſa froideur vient ſon ſalut;	Et là, plein d'ire et de courroux, Il s'attaque a tous les cailloux, N'osant sur la mer entreprendrez De sa froideur vient son salut;
Et Rnroces meſe paun que ad cendre De ce que iadis elle fut.	Et Rnroces me paun que ad cendre De ce que jadis elle fut.
Mais (ô merueille ſans exemple) Au milieu de tant de douleurs, Vn peu de toile & de couleurs, Sont plus durables que le Temple:	Mais (ô merveille sans exemple) Au milieu de tant de douleurs, Un peu de toile et de couleurs, Sont plus durables que le Temple:
Vn Alcide repreſenté, Garde ſon tiltre d’indompté, A l'inſtant que moins on l’eſpere:	Un Alcide représenté, Garde son titre d'indompté, A l'instant que moins on l'espère:
Et dans le braſier triomphant On voit que le foudre du Pere, Sauue le portraict de l’enfant.	Et dans le brasier triomphant On voit que le foudre du Père, Sauve le portrait de l'enfant.
Iuges, ſi les traits de ma plume Expliquent ce que i'ay deſcrit, Ie feray tort à voſtre eſprit, Mais il faut ſuiure la couſtume:	Juges, si les traits de ma plume Expliquent ce que j'ai décrit, Je ferai tort à votre esprit, Mais il faut suivre la coutume:
Ces obiets d’horreur differens, Figurent nous & nos parens, Que le foudre du peché bruſle:	Ces objets d'horreur différents, Figurent nous et nos parents, Que le foudre du péché brûle:
Aucun ne peut s’en preſeruer;	Aucun ne peut s'en préserver;
La Vierge ſeule eſt cet Hercule Que l’Eternel en veut ſauuer.	La Vierge seule est cet Hercule Que l'Éternel en veut sauver.
MMEMACMEENA.	MMEMACMEENA.
A.	A.
M.	M.
M.	M.
I.	I.
D.	D.
P.	P.
D.	D.
C.	Ç.
Rãds Iuges que i'eſtime außi diuins qu’humains, I Pour les Marques d’honneur que ie prends de vos mains, N’esperez que ma Muſe auiourd’huy vous reuoye, Elle vient de ſe perdre en nageant dans la ioye.	Rands Iuges que j'estime aussi divins qu'humains, I Pour les Marques d'honneur que nous prends de vos mains, N'espérez que ma Muse aujourd'hui vous revoie, Elle vient de se perdre en nageant dans la joie.
L’excez de ce plaiſir me derobe les ſens, Ie ne puis l’exprimer ainſi que ie le ſents,	L'excès de ce plaisir me derobe les sens, Je ne puis l'exprimer ainsi que sans le sents,
Et la gloire de vaincre au milieu de la preſſe, Me declare vaincu de ma propre allegreſſe, C’eſt de vous (il eſt vray) que ie tiens ce bon heur;	Et la gloire de vaincre au milieu de la presse, Me déclare vaincu de ma propre allégresse, C'est de vous (il est vrai) que je tiens ce bon heur;
Me voyant couronné, ie vous en dois l’honneur;	Me voyant couronné, Seigneur vous en dois l'honneur;
Et ie ne peux nier (qu’auec ingratitude) Que par vous i’ay cueilly les fruicts de mon eſtudes Mais ſi tant de vertus on ne m'entend priſer, C’eſt leurinfinité qu’il en faut accuſer:	Et petit ne peux nier (qu'avec ingratitude) Que par vous j'ai cueilli les fruits de mon études Mais si tant de vertus on ne m'entend priser, C'est leurinfinité qu'il en faut accuser:
Et ſi (comme ie crains) mon ſilence vous bleſſe, Oyez ce que ie dis pour couurir ma foibleſſe.	Et si (comme Prince crains) mon silence vous blesse, Oyez ce que ici dis pour couvrir ma faiblesse.
Si i’eſtois außi prompt que ie ſuis negligent, Sicomme vos lettons ma voix eſtoit d’argent, Si ie vous eſcriuois de la plume d’vn Ange, Si ie durois autant comme voſtre loüange, Si i’eſtois vn effort de Nature & de l’Art, Si ie faiſois rougir la gloire de Ronſard, Si ie marchois du pair de voſtre grand Malherbe, Si mon ſtile par tout regnoit doux & ſuperbe, S’il n’auoit point de traicts qui ne fuſſent aigus, Si pour voir mes deffauts i’auois les yeux d’Argus, Ormes perjetniom enurmoient ceux de l’Enuie, Bref, ſi de mon esprit l’Europe eſtoit rauie, En ce pompeux eſtat on m’orroit aduoüer, Que ie ne me ſuis teu, que pour ne peu loüer.	Si j'étais aussi prompt que je suis négligent, Sicomme vos lettons ma voix était d'argent, Si je vous écrivais de la plume d'un Ange, Si tu durais autant comme votre louange, Si j'étais un effort de Nature et de l'Art, Si tu faisais rougir la gloire de Ronsard, Si ici marchais du pair de votre grand Malherbe, Si mon style par tout règnait doux et superbe, S'il n'avait point de traits qui ne fussent aigus, Si pour voir mes défauts m'avais les yeux d'Argus, Ormes perjetniom enurmoient ceux de Enuie, Bref, si de mon esprit Europe estoit rauie, En ce pompeux estat on orroit aduoüer, Que ie ne me suis , que pour ne peu loüer.
PARAPHRASE MMMAMAMERARER.	PARAPHRASE MMAMAMAMERARER.
Roicte, aupres de la Croix rangee, D(Où ſon fils pendoit attaché, Pour nous deſlier du peché) Eſtoit vne Mere affligee, Dont le cœur par les yeux ble Se vid d’vn poignard trauersé,	Roicte, auprès de la Croix range, DOÙ son fils pendait attaché, Pour nous délier du péché) Était une Mère afflige, Dont le cœur par les yeux blé Se vit d'un poignard traversé,
O qu'alors cette heureuſe Merę D’vn vnique & parfait enfant, Enduroit vn deüil eſtouffant, Conſiderant ſa peine amere:	Ô qu'alors cette heureuse MerB D'Han nique et parfait enfant, Endurait toujours deuil étouffant, Considérant sa peine âme:
A cet obiect qui la troubloit, Elle pleuroit, plaignoit, tremblois.	À cet objet qui la troublait, Elle pleurait, plaignait, tremblais.
Quel homme (ou bien pluſtoſt quel arbre) Immobile, & ſans ſentiment, Ne plaindroit, voyant ſon tourment, Fuſt-il, ou de bronze, ou de marbre?	Quel homme (ou bien plutôt quel arbre) Immobile, et sans sentiment, Ne plainrait, voyant son tourment, Fût-il, ou de bronze, ou de marbre?
Qui pourroit ne s’attriſter point Et voit le regret qui la point?	Qui pourrait ne s'attrister point Et voit le regret qui la point?
Elle vid ſon fils dans la peine, Dans les foüets, & parmy les fers, Que cét innocent a ſoufferts Pour l’excez de la race humaine, Enfin elle vid leſus Chriſt Tout deſole, rendre l’esprit.	Elle vit son fils dans la peine, Dans les funets, et parmi les fers, Que cet innocent a soufferts Pour l'excès de la race humaine, Enfin elle vit lesus Christ Tout désole, rendre l'esprit.
Helas!	Hélas!
belle ſource de grace, Agreable Mere d’amour, Faites-moy ſentir à mon tour Vos ennuis & voſtre diſgrace;	belle source de grâce, Agréable Mère d'amour, Faites-moi sentir à mon tour Vos ennuis et votre disgrâce;
Faites que mon cœur conſomme Bruſlant pour Chriſt, en ſoit aimé.	Faites que mon cœur consomme Brûlant pour Christ, en soit aimé.
GraueZ dedans ce cœur les playes Qu'endura iadis voſtre fils, Et que mes ſouffrances ſoyent vrayes;	Gravez dedans ce cœur les plaies Qu'endura jadis votre fils, Et que mes souffrances soient vraies;
Faites que mon cœur ſente en ſoy, Tout ce qu'il a pãty pour moy.	Faites que mon cœur sente en soi, Tout ce qu'il a pãty pour moi.
Faite	Faite
Faites que durant tout l’eſpace Que l’ame agira dans mon corps, Nous puißions faire des accords, Que la ſeule douleur compaſſe;	Faites que durant tout l'espace Que l'âme agira dans mon corps, Nous passions faire des accords, Que la seule douleur compasse;
Et que iuſquuun dermernuoois, Vous e moy pleurions à la Croix	Et que iusquuun dermernuoais, Vous e moi pleurions à la Croix
Vierge des Vierges la plus ſaincte, Ne me vueillez pas refuſer Que mes yeux puiſſent arroſer Le doux ſuiet de voſtre ploimt:	Vierge des Vierges la plus sainte, Ne me veuillez pas refuser Que mes yeux puissent arroser Le doux sujet de votre ploim:
Paites moy recueillir le fruit Des bleſſeures qui l’ont deſtruit.	Paites -moi recueillir le fruit Des blessures qui l'ont détruit.
Enyurez-moy dans le Calice De ſon amere Paßion, Et qu'vne ardente affection, Repurge toute ma malice:	Enivrez-moi dans le Calice De son âme Passion, Et qu'une ardente affection, Repurge toute ma malice:
Que par vous ie ſois protegé, Au iour où tout ſera iugé.	Que par vous me sois protegé, Au jour où tout sera jugé.
Que cette Croix ſoit ma defenſe, Qu'en elle ma foible raiſon Puiſſe prendre vn contre poiſon, Chaſſant le peché qui l’offenſe:	Que cette Croix soit ma défense, Qu'en elle ma faible raison Puisse prendre un contre poison, Chassant le péché qui l'offense:
Et que l'ame au iour que ie dis, Ait la gloire du Paradis.	Et que l'âme au jour que . dis, Ait la gloire du Paradis.
DE AV ROY FAITE A SVSE.	DE AU ROY FAITE A SUSE.
Viſque la tréue nous amuſe, Auiourd'hy parmy le repos, Il me ſemble fort à propos De careſſer vn peu la Muſe:	Visque la trêve nous amuse, Aviourd'hy parmi le repos, Il me semble fort à propos De caresser un peu la Muse:
Accoudé deſſus vn tambour Ie veux tracer & mettre au iour Vne portraicture ſi belle, Que noſtre Alexandre François Qui n'a point renconiré d’Apelle, M'ordonnera que ie le ſois.	Accoudé dessus un tambour Je veux tracer et mettre au jour Une portraiture si belle, Que notre Alexandre Français Qui n'a point renconiré d'Apelle, M'ordonnera que je le sois.
.	.
	
Dans ce temps remply d’ignorance, Peu de pinceaux ſont aſſeZ bons Pour peindre l’honneur des Bourbons, Et le merite de la France:	Dans ce temps rempli d'ignorance, Peu de pinceaux sont assez bons Pour peindre l'honneur des Bourbons, Et le mérite de la France:
Ces beaux Meubles de cabinets, Ces petits faiſeurs de Sonnets, Qui ne vont iamais à la guerre, Sont propres à loüer Philus;	Ces beaux Meubles de cabinets, Ces petits faiseurs de Sonnets, Qui ne vont jamais à la guerre, Sont propres à louer Philus;
Mais tucumnon & uronnerre, Doiuent parler des Fleurs-de lis.	Mais tucumnon et uronnerre, Doivent parler des Fleurs-de lis.
Moy qui ſuis fils d’vn Capitaine Que le monde eſtimaiadis, Ie fais des vers bien plus hardis, Ma Minerue eſt bien plus hautaine:	Moi qui suis fils d'ins Capitaine Que le monde estimaiadis, Je fais des vers bien plus hardis, Ma Minerve est bien plus hautaine:
La naiſſance m’inſpire au ſain L’ardeur d’vn genereux deſſein, Qui n'eſt point dans cestmt bujjes:	La naissance m'inspire au sain L'ardeur d'un généreux dessein, Qui n'est point dans cette bujujes:
Et ie diray (s’il m’eſt permis) Que le Ciel m’a donné des graces, Qu'il ne despart qu'à ſes amis.	Et grande dirai (s'il m'est permis) Que le Ciel m'a donné des grâces, Qu'il ne départ qu'à ses amis.
Grand Roy, i’entreprens vn ouurage Qui me met la ſueur au front;	Grand Roi, j'entreprends un ouvrage Qui me met la sueur au front;
Mais i’auray ſans craindre vn affront Plus de force que de courage:	Mais j'aurai sans craindre un affront Plus de force que de courage:
Deuant qu’esbaucher tes valeurs, Laiſſe moy choiſir mes couleurs, Il faut qu'elles ſoient immortelles;	Devant qu'ébaucher tes valeurs, Laisse moi choisir mes couleurs, Il faut qu'elles soient immortelles;
Et qu'en vn tableau racourçy, La poſterité les ait telles, Que les aura ce ſiecle icy.	Et qu'en un tableau racourçi, La postérité les ait telles, Que les aura ce siècle ici.
Que l'antiquité ridicule Ne nous vienne plus tant priſer, Et ceſſe d’immortaliſer DouZe petits labeurs d’Hercule:	Que l'antiquité ridicule Ne nous vienne plus tant priser, Et cesse d'immortaliser Douze petits labeurs d'Hercule:
Quoy qu’il ſoit mis au rãg des Dieux, Ses trauaux les plus glorieux, Soit pour la force, ou pour le nombre, Alors qu’on les oppoſe aux tiens, Ne ſont qu’vn ieu, qu'vn ſonge, qu'vn om Au prix de ceux que tu ſouſtiens.	Quo qu’il soit mis au rang des Dieux, Ses travaux les plus glorieux, Soit pour la force, ou pour le nombre, Alors qu'on les oppose aux tiens, Ne sont qu'un jeu, qu'un songe, qu'un om Au prix de ceux que tu soutiens.
Traiſner l’Hydre, abbatre vn Cercope, Serpents, Lions, ſont-ce ſuiets Comparables à ces proiets Qui font trembler toute l’Europe?	Traîner l'Hydre, abattre un Cercope, Serpents, Lions, sont-ce sujets Comparables à ces prois Qui font trembler toute l'Europe?
Magnanime, inuincible Roy, L’vniuers repoſe ſur toy Comme il fit iadis ſur Alcide;	Magnanime, invincible Roi, L'univers repose sur toi Comme il fit jadis sur Alcide;
Et ne te voyant iamais las, de dven jaeux ſua Jues Que ſur Hercule, & ſur Atlas.	Et ne te voyant jamais las, de dven jaeux sua Jues Que sur Hercule, et sur Atlas.
Ce Heros vainquit vn Anthee, Qui poußé dans le monument, Touchant la terre ſeulement, Vid ſa force reſſuſcitee:	Ce Héros vainquit un Anthée, Qui pouvé dans le monument, Touchant la terre seulement, Vid sa force ressuscite:
Toy qui combats ce monſtre außi, Voulant le terraſſer ainſi, Sans qu’il faſſe de reſiſtance, Ny qu’il puiſſe plus reculer;	Toi qui combats ce montre aussi, Voulant le terrasser ainsi, Sans qu'il fasse de résistance, Ni qu'il puisse plus reculer;
Scache qu’au bout d’vne potence, Il faut qu'on le ſuffocque en l'aer.	Scache qu'au bout d'une potence, Il faut qu'on le suffocque en l'aer.
Si ſa valeur tire ſes preuues, D’vn ſimple fleuue d'Acheloix, Ta puiſſance a donné des loix Au Dieu qui gouuerne les fleuues:	Si sa valeur tire ses preuves, D'Han simple fleuve d'Acheloix, Ta puissance a donné des lois Au Dieu qui gouverne les fleuves:
Neptune au milieu de la mer, Apres s’eſtre veu deſarmer, Caché dans des grottes profondes, Forcé de craindre & d’admirer, Suspendît & retint ſes ondes, De peur qu’il eut d’en murmurer.	Neptune au milieu de la mer, Après s'être vu désarmer, Caché dans des grottes profondes, Forcé de craindre et d'admirer, Suspendît et retint ses ondes, De peur qu'il eut d'en murmurer.
Mais ce n’eſt pas le ſeul miracle, Qui fait reſoudre les mortels, A te conſacrer des Autels, Dont i’eſpere eſtre vn iour l’Oracle:	Mais ce n'est pas le seul miracle, Qui fait résoudre les mortels, À te consacrer des Autels, Dont j'espere être un jour l'Oracle:
Ces peuples inconſidereZ, Que la Nature a ſeparez D’auec le reſte de la Terre, Vaincus, chaſſeZ de toutes parts, Ont porté iuſqu’en Angleterre Ton nom deſſus trois Leopards.	Ces peuples inconsidez, Que la Nature a séparés D'avec le reste de la Terre, Vaincus, chassez de toutes parts, Ont porté jusqu'en Angleterre Ton nom dessus trois Léopards.
Cette ville qui d’vne roche Emprunta le nom & l’orgueil, Et qui n'eſt plus qu'vn grand cercueil, Qui fait peur à qui s'en approche:	Cette ville qui d'une roche Emprunta le nom et l'orgueil, Et qui n'est plus qu'un grand cercueil, Qui fait peur à qui s'en approche:
Ne monſtre t’elle pas aſſez, Par ſes Ramparts bouleuerſez, Außi bien que ſon eſperance, Que contre ton bras irrité, D onme penterenuenuafeuance, Si ce n'eſt dedans ta bonté?	Ne montre t'elle pas assez, Par ses Remparts bouleversez, Aussi bien que son espérance, Que contre ton bras irrité, DAME onme penterenuenuafeuance, Si ce n'est dedans ta bonté?
Ces paſſages inacceßsibles, Que ta valeur vient d’aplanir, Font voir qu’où tu daignes venir, Il n’eſt point d’actes impoßibles:	Ces passages inaccesibles, Que ta valeur vient d'aplanir, Font voir qu'où tu daignes venir, Il n'est point d'actes impognibles:
Tout flechit ſous ta Maieſté, Ton esprit & ta volonté Donnent le branſle à toutes choſes;	Tout fléchit sous ta Majesté, Ton esprit et ta volonté Donnent le branle à toutes choses;
Et voulant punir les mutins, Leur perte dequoy eu diſpoſes.	Et voulant punir les mutins, Leur perte dequoy eu disposes.
Pend de toy, plus que des deſtins.	Pend de toi, plus que des destins.
Dés que ton pied prit cette voye, L’on vid par vn courage mol Paſlir la Croix de l’Espagnol, Et rougir celle de Sauoye:	Dès que ton pied prit cette voie, L'on vit par un courage mol Paslir la Croix de l'Espagnol, Et rougir celle de Savoie:
Ta preſence les eſtonna;	Ta présence les étonna;
La frayeur qui les gouuerna, Les perdit en cette auanture;	La frayeur qui les gouverna, Les perdit en cette aventure;
Et malgré la rebellion, Suiuant l’ordre de la Nature, Le Coq fit fuir le Lion.	Et malgré la rébellion, Suivant l'ordre de la Nature, Le Coq fit fuir le Lion.
Or puis que le Ciel fauorable, Trouue bon tout ce que tu veux, Prens l’Occaſion aux cheueux, Pour te rendre plus memorable:	Or puis que le Ciel favorable, Trouve bon tout ce que tu veux, Prends l'Occasion aux cheveux, Pour te rendre plus mémorable:
Morgue & meſpriſe les haZars:	Morgue et méprise les hasards:
Va dans le Throſne des Ceſars Tenir le lieu de Charle-magne:	Va dans le Thrône des Césars Tenir le lieu de Charle-magne:
Si mes vœux ſont authoriſeZ.	Si mes vœux sont autorisés.
Tu ne marcheras en campagne Que deſſus des Sceptres briſeZ.	Tu ne marcheras en campagne Que dessus des Sceptres brisés.
C’eſt alors que ſuiuant ta gloire, Parmy ces climats eſtrangers;	C'est alors que suivant ta gloire, Parmi ces climats étrangers;
Sans m'eſtonner dans les dangers, I'eterniſeray ta memoire:	Sans m'étonner dans les dangers, J'éterniserai ta mémoire:
Là, malgré le bruit du canon, Ie veux faire éclatter ton nom, De rang en rang dans tonarmee;	Là, malgré le bruit du canon, Je veux faire éclatter ton nom, De rang en rang dans tonarmée;
Et tous les Soldats reſiouis, Feront dißiper la fumee, Criant, Viue, Viue, ViueLOVIS.	Et tous les Soldats réjouis, Feront dissiper la fumée, Criant, Vive, Vive, ViueLOVIS.
DE A MONSIEVR LE COMTE DV PONT de Gourlay, faite en 1629.	DE A MONSIEUR LE COMTE DU PONT de Gourlai, faite en 1629.
Cachant que ie tiens la naiſſance, ODes lieux où vous aueZ pouuoir, Ie m’acquitte de mon deuoir, Par cette humble reconnoiſſance:	Cachant que Prince tiens la naissance, ODes lieux où vous avez pouvoir, Je m'acquitte de mon devoir, Par cette humble reconnaissance:
Sans imiter ces eſcriuains, Außi laſches comme ils ſont vains, Voulant vendre de la fumee, Mon nom que ie cele en fait foy;	Sans imiter ces écrivains, Aussi lâches comme ils sont vains, Voulant vendre de la fumée, Mon nom que sans cèle en fait foi;
Car ie veux que la renommee Vous l’apprenne deuant que moy.	Car ie veux que la renommée Vous l'apprenne devant que moi.
Chery des filles de Memoire, Le glorieux titre à mes vers, De diſtributeurs de la gloire:	Chéri des filles de Mémoire, Le glorieux titre à mes vers, De distributeurs de la gloire:
C’eſt moy ſeul qui me peux vanter Qu'on ne m'a iamais veu flatter, Ny deſguiſer ce que ie penſe;	C'est moi seul qui me peux vanter Qu'on ne m'a jamais vu flatter, Ni déguiser ce que ie pense.
Et loüant voſtre qualité, te nen beieuurre necompenje, Que celle de la verité.	Et louant votre qualité, te nen beieuurre necompenje, Que celle de la vérité.
Mais ie croirois faire vn outrage, Digne des tourmens infernaux, Si le plus grand des Cardinaux N’auoit ſa place en mon ouurage:	Mais mille croirais faire un outrage, Digne des tourments infernaux, Si le plus grand des Cardinaux N'avait sa place en mon ouvrage:
Mon esprit conçoit vn proiet, Où cet homme ſeruant d’obiet, Me fera vainreta Peumnii Et grauer dans le ſouuenir, Les traits viuans d’vne peinture, Qui ne pourra iamais finir.	Mon esprit conçoit un proiet, Où cet homme servant d'objet, Me fera vainreta Peumni Et graver dans le souvenir, Les traits vivants d'une peinture, Qui ne pourra jamais finir.
Laiſſez le ſoin à mon enuie, D’apprendre à la poſterité Ce que voſtre oncle a merité, Par les merueilles de ſa vie:	Laissez le soin à mon envie, D'apprendre à la postérité Ce que votre oncle a mérité, Par les merveilles de sa vie:
Sa vertu me ſait eſperer, Qu'vn iour on viendra l’adorer, Dans vn tableau que ie medite;	Sa vertu me sait espérer, Qu'un jour on viendra l'adorer, Dans un tableau que ie medite.
