CEQ ESTGONTENV AV PRESENT	CEQ ÉTGONTENV AU PRÉSENT
Ach.	Ach.
Race des immortels, la gloire & le bon heur De Troye floriſſante en ſon premier honneur, Qui peuſtes par dix ans la deffendre aßiegée, Ores la releuez quand elle eſt ſaccagée, Ce que peut la fureur d’vn veinqueur ennemy Parmy l’obſeurité ſur vn peuple endormy, Quand il renuerſe & bruſle vne ville occupée, Tranchant les habitans au fil de ſon eſpée, Nous l’auons eſchapé par vous, & la valeur De vos bras deſtourna de nos chefs ce mal heur, Et maintenant ces bras ces meſmes bras l’ont miſe De rechef ſur ſes pieds en la terre promiſe.	Race des immortels, la gloire et le bon heur De Troie florissante en son premier honneur, Qui pûtes par dix ans la défendre assiegée, Ores la relevez quand elle est saccagée, Ce que peut la fureur d'un veinqueur ennemi Parmi l'obseurité sur un peuple endormi, Quand il renverse et brûle une ville occupée, Tranchant les habitants au fil de son élevée, Nous l'avons échappé par vous, et la valeur De vos bras détourna de nos chefs ce mal heur, Et maintenant ces brasces mêmes bras ont ces De rêches suras te nant De terre vis,
En.	En.
Ce n’eſt pas ma valeur, Achate, mais les Dieux Qui ont ſoucy de nous, & nous gardent des cieux, Recompenſants chacun ainſi qu’il le merite, Qui redreſſent par moy noſtre ville deſtruite.	Ce n'est pas ma valeur, Achate, mais les Dieux Qui ont souci de nous, et nous gardent des cieux, Rompensants chacun ainsi qu'il le mérite, Qui redressent par moi notre ville détruite.
Ie ne ſuis qu’inſtrument, dont leurs diuinitez, V ſent pour accomplir leur ſainctes volontez.	Je ne suis qu'instrument, dont leurs divinités, V sent pour accomplir leur sainte volontés.
Ach.	Ach.
Ce ſont les compaignons de noſtre nauigage, Les Dieux que vous aueZ retirez du pillage, Entre les feux ardents, les lances, & les dards Et les fers impiteux des Argiues ſoldats, Ce ſont ces meſmes Dieux qui maintenant guerdonnent Vn deuoir ſi pieux des victoires qu’ils donnent.	Ce sont les compagnons de notre navigage, Les Dieux que vous avez retirez du pillage, Entre les feux ardents, les lances, et les dards Et les fers impiteux des Argives soldats, Ce sont ces mêmes Dieux qui maintenant guerdonnent Un devoir si pieux des victoires qu'ils donnent.
En.	En.
Courages compaignons, qui par tant de dangers, Tant de triſtes hyuers, tant de flois eſtrangers,	Courages compagnons, qui par tant de dangers, Tant de tristes hivers, tant de flois étrangers,
Vous eſtes eſchappez, par tout ce qu’on endure De peine en ſes mal-heurs, longue, facheuſe.	Vous êtes échappez, par tout ce qu'on endure De peine en ses malheurs, longue, fâcheuse.
& dure, Cruelle, inſurportable, ores tournez en mieux Vos eſprits affligez, & rendez grace aux Dieux.	et dure, Cruelle, insurportable, ores tournez en mieux Vos esprits affligés, et rendez grâce aux Dieux.
Voicy le iour, voicy l’heure tant deſiree, Qui finit nos trauaux d’vne paix aſſeuree, Voicy noſtre demeure, ô Troyens, voila cy, Nous deuons redreſſer nos Pergames icy.	Voici le jour, voici l'heure tant désirée, Qui finit nos travaux d'une paix assurée, Voici notre demeure, ô Troyens, voilà cy, Nous devons redresser nos Pergames ici.
C’eſticy, mes amis, que la race Troyenne Doit fleurir d’age en age auec l’Italienne.	C'étici, mes amis, que la race Troyenne Doit fleurir d'age en age avec l'Italienne.
Ie vous veux d’vne choſe aduertir ſeulement, C’eſt de vous tomporter auec eux ſagement, De viure en bonne paix oſter de vos penſees Le triſte ſouuenir des diſcordes paſſees, Vous aimer, vous cherir, vous entrefrequenter, D’honorer mon beau pere, & de le reſpecter.	Je vous veux d'une chose avertir seulement, C'est de vous tomporter avec eux sagement, De vivre en bonne paix ôter de vos pensées Le triste souvenir des discordes passées, Vous aimer, vous chérir, vous entrefrequenter, D'honorer mon beau père, et de le respecter.
Chaſcun ainſi qu’a moy luy rende obeiſſance, Nous regnerons eſgaux en Royalle puiſſance, Car tel eſt mon plaiſir, ce pendant aduiſez Comme par tout les Dieux nous ont fauoriſez:	Châcun ainsi qu'a moi-même rende obéissance, Nous régnerons égaux en Royale puissance, Car tel est mon plaisir, ce pendant avisez Comme par tout les Dieux nous ont favorisez:
Imitez ma iuſtice, & aux guerres cruelles PardonneZ aux vaincus, & domteZ les rebelles.	Imitez ma justice, et aux guerres cruelles Pardonnés aux vaincus, et domteZ les rebelles.
Ie iure par le Ciel, & ſes Aſtres dorez, Comme de tant de maux ie vous ay retirez, Que ma main liberale en Royale deſpence Fera ſentir les fruits d’vne grand recompence A ceux qui m’ont touſiours fidellement ſuiuy, Tandis leuez ce corps vous qui l’auez ſeruy Rutulois ſes amis, ie vous donne genſdarmes De voſtre chef vaincu le corps mort & les armes.	Je jure par le Ciel, et ses Astres dorés, Comme de tant de maux encore vous ai retirez, Que ma main libérale en Royale dépense Fera sentir les fruits d'une grand récompense À ceux qui m'ont toujours fidèlement suivi, Tandis luez ce corps vous qui l'avez servi Rutulais ses amis, je vous donne gensdarmes De votre chef vaincu le corps mort et les armes.
PreneZ, emportez-tout, & luy faictes pouruoir Ainſi qu’il meritoit du Funebre deuoir.	PreneZ, emportez-tout, et lui faites pourvoir Ainsi qu'il méritait du Funebre devoir.
Quelle fureur helas!	Quelle fureur hélas!
quelle amour deſreglée Auoit tant la raiſon de ton ame aueuglíe, O Prince infortuné, de repouſſer ainſi	quelle amour déréglée Avait tant la raison de ton âme aueuglíe, Ô Âme infortuné, de repousser ainsi
Vn peuple que les Dieux auoient conduict icy?	Un peuple que les Dieux avaient conduit ici?
Apren à reuerer Iupiter, & le craindre, Et des Dieux immortels l’ordonnance n’enfraindre.	Appren à révérer Jupiter, et le craindre, Et des Dieux immortels l'ordonnance n'enfraindre.
Les Dieux bien que benins chaſtient volontiers Meſpriſent les forfaicts de nous hommes fautiers, Ils ſont lents à punir, mais pourtant leur Iuſtice Preſſe combien que tard la vengence du vice:	Les Dieux bien que bénins châtient volontiers Mesprisent les forfaits de nous hommes fautiers, Ils sont lents à punir, mais pourtant leur Justice Presse combien que tard la vengence du vice:
Turne viila la fin de ton forcenement, Voilà Turne le fruict d'vn pariure ſerment, Voila l’vtilité que vous aueZ tirée De rompre contre dronct la promeſſe iurée, Voicy ton dernier iour, de qui le ſouuenir Doit ſeruir d vn exemple aux peuples auenir.	Turne viila la fin de ton forcènement, Voilà Turne le fruit d'un parjure serment, Voilà l’ vtilité que vous avez tirée De rompre contre dronct la promesse jurée, Voici ton dernier jour, de qui le souvenir Doit servir d' un exemple aux peuples avenir.
Pour teſmoigner à tous que ſans mal heur perſonne Ne meſpriſe l’arreſt que Iupiter ordonne.	Pour témoigner à tous que sans mal heur personne Ne méprise l'arrêt que Jupiter ordonne.
Qu’ils contemplent en toy le iuſte chaſtiment De celuy qui la guerre allume iniuſtement.	Qu'ils contemplent en toi le juste châtiment De celui qui la guerre allume injustement.
Ce pendant ie promets orner tes funerailles De l'harnois qui te pleut autres-fois aux batailles, Et retiens ſeulement le mal-heureux baudrier Du mal heureux Pallas dont tu fus le meurdrier:	Ce pendant était promets orner tes funérailles De l'harnais qui te pleut autre-fois aux batailles, Et retiens seulement le malheureux baudrier Du mal heureux Pallas dont tu fus le meurdrier:
Ie n’en veux que cela, ce baudrier pour le rendre, Miſerable confort du miſerable Euandre, Afin que du vieillard le deuil ſoit allegé De la mort de ſon fils par ma dextre vangé.	Je n'en veux que cela, ce baudrier pour le rendre, Misérable confort du misérable Euandre, Afin que du vieillard le deuil soit allégé De la mort de son fils par ma dextre vengé.
Tu gis las!	Tu gis las!
nob e corps, ô combien Lauinie Turne te couſte cher qui te couſte la vie!	nob e corps, ô combien Lavinie Turne te coûte cher qui te coûte la vie!
Mais en mourant pourtant tu as ce reconfort Qu'Enee fut celuy qui te donna la mort.	Mais en mourant pourtant tu as ce réconfort Qu'Enee fut celui qui te donna la mort.
Pour vous Auſeniens, ſouuenez vous d’apprendre Qu’il ne faut deſormais vne guerre entreprendre Contre la deſtinee, & le vouloir des Dieux, Ie iure par les feux qui roulent dans les Cieux Qu’onques de mon bon gré ie n’endoſſay cuirace, Sinon pour reprmer voſtre tutine audace.	Pour vous Auseniens, souvenez vous d'apprendre Qu'il ne faut désormais une guerre entreprendre Contre la destinée, et le vouloir des Dieux, Je jure par les feux qui roulent dans les Cieux Qu'onques de mon bon grépris n'endossai cuirace, Sinon pour reprmer votre tutine audace.
Quand par force on aſſaut, par force il eſt permüsRepouſſer & domter l'effort des ennemis.	Quand par force on assaut, par force il est permusRépousser et dompter l'effort des ennemis.
Met.	Met.
Comme fortune tourne esbranle, verſe, change, Les affaires mondains d’vne façon eſtrange!	Comme fortune tourne ébranle, verse, change, Les affaires mondains d'une façon étrange!
Comme elle meſle, & trouble, & en cet vniuers Culbute aueuglement toute choſe à l’enuers!	Comme elle -mêle, et trouble, et en cet univers Culbute aveuglement toute chose à l'envers!
Quel orage venteux inſperement emmeine Le variable cours de noſtre vie humaine?	Quel orage venteux inspèrement emmène Le variable cours de notre vie humaine?
O fragile grandeur, fragile Royauté.	Ô fragile grandeur, fragile Royauté.
Que tu es dommageable en ta deſloyaut é!	Que tu es dommageable en ta déloyaut é!
O deſir de regner!	Ô désir de régner!
ô fureur inſensée, Fureur ſi fort empreinte en l’humaine pensée, Helas!	ô fureur insensée, Fureur si fort empreinte en l'humaine pensée, Hélas!
à quelle finte plais tu de mener Les cœurs ambitueux qui veulent dominer!	à quelle finte plais tu de mener Les cœurs ambitueux qui veulent dominer!
Et toy gloire en ſueur par les dangers acquiſe, Deſtornant hors de ſoy l’ame que tu tiens priſe, Combien de trahiſons, d’embuſches de treſpas, Et d’extremmes tormens accompaignent tes pas?	Et toi gloire en sueur par les dangers acquise, Détornant hors de soi l'âme que tu tiens prise, Combien de trahisons, d'embûches de trépas, Et d'extrémâmes torments accompagnent tes pas?
Combien l’ambitieux voidil quandil chemine, De traits heriſſonnez menacer ſa poitrine?	Combien l'ambitieux voitil quandil chemine, De traits hérissonnés menacer sa poitrine?
Hé!	Hé!
mortelle grandeur d’vn Sceptre periſſant, Venim qui doucement l’homme va meurtriſſant:	mortelle grandeur d' Sceptre périssant, Venim qui doucement l'homme va meurtrissant:
Hé!	Hé!
miſerable don de fortune riante:	misérable don de fortune riante:
Hé!	Hé!
couronne des Roys, charge lourde & peſant Hé!	couronne des Rois, charge lourde et pesant Hé!
dommageable ſort, las!	dommageable sort, las!
que tu couſtes cher, Et combien ta grandeur eſt ſujette à broncher Sort cheſtif, qui touſiours mille traintes propoſe A leur eſprit troublé qui iamais ne repoſe Turne que te ſert il, helas!	que tu coûtes cher, Et combien ta grandeur est sujette à broncher Sort chétif, qui toujours mille traintes propose À leur esprit troublé qui jamais ne repose Turne que te sert -il, hélas!
qu’as tu gaigné, D’auoir par tant de fois ton coutelas baigné Au ſang Dardanien, ſi ore il ne te reſte, S’il ne te reſte rien qu’vne tombe funeſte?	qu'as tu gagné, D'avoir par tant de fois ton coutelas baigné Au sang Dardanien, si ore il ne te reste, S'il ne te reste rien qu'une tombe funeste?
Si pour les beaux exploicts que tu as mis à fin Apres tant de combats tu és mort à la fin	Si pour les beaux exploits que tu as mis à fin Après tant de combats tu ès mort à la fin
Et qu’il nous faille encor mendier ta deſpoüille De l’ennemy vainqueur & ton corps qui ſe ſoüille En ſon ſang eſpandu, pour l’office dernier.	Et qu'il nous faille encor mendier ta dépouille De l'ennemi vainqueur et ton corps qui se souille En son sang épandu, pour l'office dernier.
Où eſt ce braue cœur?	Où est ce brave cœur?
où eſt ce front guerrier?	où est ce front guerrier?
Où eſt où eſt la gloire, où eſt donc la proeſſe Dont n’aguere excelloit ta robuſte ieuneſſe?	Où est où est la gloire, où est donc la proesse Dont naguère excellait ta robuste jeunesse?
Helas!	Hélas!
ce n’eſt plus rien, ce maieſtable pors A ſenti la rigueur d’vne cruelle mort.	ce n'est plus rien, ce maiestable pors A senti la rigueur d'une cruelle mort.
Ah quel gemiſſement, qu’elle complainte amere Pouſſera larmoyant ton mi erable Pere, Quels lamentables cris Ardee en pouſſera, Qu’els regretZ pour ta mort, quand elle le ſçaura, Mais ils ont ce confort en leur dueil miſerable, Qu'ils te verront percé d’vne playe honorable, Et que le bras puiſſant d’vn ennemy vainqueur T’occit à faute d’heur, non à faute de cœur.	Ah quel gémissement, qu'elle complainte âme Poussera larmoyant ton mi érable Père, Quels lamentables cris Ardée en poussera, Qu'els regrettant pour ta mort, quand elle le saura, Mais ils ont ce confort en leur dueil misérable, Qu'ils te verront percé d'une plaie honorable, Et que le bras puissant d'un ennemi vainqueur T'occit à faute d'heur, non à faute de cœur.
Mais las!	Mais las!
ne voy ie pas le Roy qui s’achemine Suiuy d’vne grand trouppe, on diroit à ſa mine Qu'il ſçait & qu’il gemit ce funebre accident.	ne vois assez pas le Roi qui s'achemine Suivi d'une grand troupe, on dirait à sa mine Qu'il sait et qu'il gémit ce funèbre accident.
Commeniene ſa veue & ſes bras va tordant Contre ſon eſtomach?	Commeniene sa vue et ses bras va tordant Contre son estomac?
ha chetiue vieilleſſe Que tu es deſolee, & que tu as d’angoiſſe?	ha chétive vieillesse Que tu es désolée, et que tu as d'angoisse?
D’AVNE.	D'AUNE.
METHISQVE.	METHISQUE.
Dieux qu’auoy ie faict?	Dieux qu'avais ie fait?
qu’auoy ie faict?	qu'au ra fait?
ô Dieux Las!	ô Dieux Las!
qu’auoy-ie commis?	qu'avoi-je commis?
ô mer, ôterre, ô Cieux, Pour me punir ainſi, pour ainſi me deſtruire, Pour deſtruire ma ville, en cendres la reduire?	ô mer, ôterre, ô Cieux, Pour me punir ainsi, pour ainsi me détruire, Pour détruire ma ville, en cendres la réduire?
O Ciel, ô Dieux eruels, ô deſaſtre, ô mal-heur, O moy pauure affligé d'eternelle douleur.	Ô Ciel, ô Dieux ervels, ô désastre, ô malheur, Ô moi pauure affligé d'éternelle douleur.
Las!	Las!
ſi i’auois commis vne ſi griefue offence, Que le Saturnien du tonnerre qu’il lance Sur l’inſenſible chef d'vn innocent rocher, Se mla t’il faict là bas aux Enfers tresbucher.	si j'avais commis une si griefue offense, Que le Saturnien du tonnerre qu'il lance Sur l'insensible chef d'Han innocent rocher, Se mla t'il fait là bas aux Enfers trébucher.
Que ſon foudre vengeur, que ſa flame dardée Sur mon damnable chef n’eſpargnoit elle Ardée, Soit que i’en fuſſe digne, ou ſoit que ſon courroux S’eſclataſt deſſus moy pour le crime de tous.	Que son foudre vengeur, que sa flamme dardée Sur mon damnable chef n'épargnait elle Ardée, Soit que j'en fusse digne, ou soit que son courroux S'éclatât dessus moi pour le crime de tous.
Le coup de ſa tempeſte à trois pointes ſifflante Euſt batu ſans frayeur ma vieilleſſe innocente.	Le coup de sa tempête à trois pointes sifflante Eut battu sans frayeur ma vieillesse innocente.
Honorable eſt la mort alors qu’on peut mourir Pour deffendre ſa ville, & pour la ſecourir.	Honorable est la mort alors qu'on peut mourir Pour défendre sa ville, et pour la secourir.
Mais infortuné Roy, ſa fureur eut enuie D’exterminer pluſtoſt ma cité que ma vie!	Mais infortuné Roi, sa fureur eut envie D'exterminer plutôt ma cité que ma vie!
La flame la deuore, & ſes hauts baſtimens Ardent deſpuis le faiſt iuſques aux fondemens Ce n’eſt plus qu’vn braſier, dont la cendre allumée Les cele tes lambris noircit de ſa fumée On ne void d’autres feux luire le Ciel ardant Que ceux que le braſier dans le Ciel va dardant, Ceſte ſuperbe ville honneur de l’Apulie Couure ſous ſes tiſons ſa gaze enſeuelie, Mes pauures citoyens euitans ce brandon Delaiſſent leurs ioyaux quittez à l’abandon Pour ſauuer leurs enfans, & les meres courantes A peines vont fuyant ces flames deuorantes.	La flamme la dévore, et ses hauts bâtiments Ardent despuis le faisant jusques aux fondements Ce n'est plus qu'un brasier, dont la cendre allumée Les célè le lambris noircit de sa fumée On ne voit d'autres feux luire le Ciel ardant Que ceux que le brasier dans le Ciel va dardant, Cette superbe ville honneur de l'Apulie Couvre sous ses tisons sa gaze ensevelieu, Mes pauvres citoyens euitants ce brandon Daissent leurs joyaux quittez à l'abandon Pour sauver leurs enfants, et les mères courantes Apeines vont fammes famés vont.
Comme on void quelques fois vn camp noir de fourmi Au pied d’vn cheſne creux auoir ſon ſiege mis, Ou ce troupeau ſoigneux auant que l’Eſté paſſe D'vn labeur aßidu milles graines amaſſe, Preuoyant la rigueur de la froide ſaiſon:	Comme on voit quelques fois un camp noir de fourmi Au pied d'une chaîne creux avoir son siège mis, Ou ce troupeau soigneux avant que l'Été passe D'un labeur assidu milles graines amasse, Prévoyant la rigueur de la froide saison:
Si quelque charpentier vient couper ſa maiſon, Incontinant on void ces triſtes meſnageres Quitter leur magaſin & s’eſpandre legeres Qui deça qui delà, s’eſſayant de trouuer Quelque retraicte neuue à fin de s’y ſauuer.	Si quelque charpentier vient couper sa maison, Incontinant on voit ces tristes ménagères Quitter leur magasin et s'épandre légères Qui de qui là, s'essayant de trouver Quelque retraite neuve à fin de s'y sauver.
Ainſi par la fureur de ſes cruelles flames Fuyent de tous coſtez enfans, hommes & femmes.	Ainsi par la fureur de ses cruelles flammes Fuient de tous côtés enfants, hommes et femmes.
Maus las!	Maus las!
tout eſt perdu, c’eſt fait, de quel coſté	tout est perdu, c'est fait, de quel côté
Que ie tourne les yeux le ſalut m’eſt oſté.	Que quelque tourne les yeux le salut m'est ôté.
Ie n’eſpere plus rien, plus chetif ie n'eſpere Sur la fin de mes ans qu’ennuis & que miſere, Car que pourroy-ie plus en ma perte eſperer?	Je n'espère plus rien, plus chétif Seigneur n'espere Sur la fin de mes ans qu'ennuis et que misère, Car que pourrai-je plus en ma perte espérer?
En quel lieu deſormais me puis ie retirer?	En quel lieu désormais me puis me retirer?
Helas!	Hélas!
où doy ie aller?	où dois grande aller?
encores ſi l’eſpee Du Phrygien par force euſt ma terre occupee, Si ie fuyois chaſſé d’vne ſedition, Ie me reiouirois en ma condition, Sachant que la fortune inconſtante ſe iouë Des hommes qu'elle pend aux gentes de ſa rouë Ainſi comme il luy plaiſt, & ce contentement Me reſteroit encor en mon aſpre tourment, 2 Qu’vn homme ainſi que moy me rendroit miſerable, Suiect comme ie ſuis à craindre le ſemblable, Mais ce qui plus m'offence, & m’outre de douleur, C’eſt de ne ſçauoir point d’où me vient ce malheur.	encor si l'épée Du Phrygien par force eût ma terre occupe, Si malheureux fuyais chassé d'une sédition, Je me réjouirais en ma condition, Sachant que la fortune inconstante se joue Des hommes qu'elle pend aux gentes de sa roue Ainsi comme il lui était, et ce contentement Me resterait encor en mon âpre tourment, 2 Qu'un homme ainsi que moi me rendrait misérable, Suiect comme ils suis à craindre le semblable, Mais ce qui et m'offense, et m'outre de douleur, C'est de ne savoir point d'où me vient ce malheur.
C’eſt ce qui plus me point, c’eſt ce qui plus me geine, Ce qui plus me tourmente, & me donne de peine, Las!	C'est ce qui plus me point, c'est ce qui plus me geine, Ce qui plus me tourmente, et me donne de peine, Las!
pourquoy, ſort trompeur, m’auois tu faict monter En vn degré ſi haut pour m’en precipiter?	pourquoi, sort trompeur, m'avais tu fait monter En vn degré si haut pour m'en précipiter?
Pour m’en faire tomber d’vne telle ſecouſſe, Fans cognoiſtre mon mal, ny celuy qui me pouſſe?	Pour m'en faire tomber d'une telle secousse, Fans cognoistre mon mal, ni celui qui me pousse?
Mais tandis que ie pleure vn mal-heur general, I’ay grand peur que le Ciel me braſſe vn autre mal.	Mais tandis que ici pleure un malheur général, J'ai grand peur que le Ciel me brasse un autre mal.
Mon eſprit preſageant vn deuil auant qu’ilvienne Me dict à voir ces gens que la perte en eſt mienne, Que c’eſt mon propre deuïl, que c’eſt mon propre eſmoy Que ces dolentes pleurs ne regardent que moy.	Mon esprit présageant un deuil avant qu'ilvienne Me dit à voir ces gens que la perte en est mienne, Que c'est mon propre deuïl, que c'est mon propre émoi Que ces dolentes pleurs ne regardent que moi.
Ie vous ſupplie ô Dieux, deſtournez cet augure, Et gardeZ mon enfant Royale geniture.	Je vous supplie ô Dieux, détournez cet augure, Et gardez mon enfant Royale géniture.
Mais las!	Mais las!
plus on s’approche, & plus le cœur me fent.	plus on s'approche, et plus le cœur me sent.
Meth.	Méth.
Mal heureux geniteur receueZ voſtre enfant, Que nous vous apportons ſur les aix d’vne biere;	Mal heureux géniteur reçuez votre enfant, Que nous vous apportons sur les aix d'une bière;
miſerable preſent de la dextre meurtere	misérable présent de la dextre meurtère
D'Enee ſon vainqueur, qui vous enuoye iey Son corps pour l’inhumer, & ſes armes außi.	D'Ene son vainqueur, qui vous enuoye ie Son corps pour l'inhumer, et ses armes aussi.
Dau.	Dau.
O mon fils ma douleur, mon cher fils ma triſteſſe, O le repos rauy de ma foible vieilleſſe, Las!	Ô mon fils ma douleur, mon cher fils ma tristesse, Ô le repos ravi de ma faible vieillesse, Las!
ne m’auois tu pas promis en t’en allant De ne te fier point à ce Dieu violant, A ce Mars ayme ſang?	ne m'avais tu pas promis en t'en allant De ne te fier point à ce Dieu violant, À ce Mars aime sang?
eſt ce donc mon fils, eſt ce, Eſt ce donc la l’effect det a belle promeſſe?	est ce donc mon fils, est -ce, Est -ce donc la l'effet de a belle promesse?
O celeſte rigueur, ô mes vœux eſpanaus, Que les Dieux aſſourdis n’ont iamais entendus, Que ſçauriez vous pis faire, ô deitez celeſtes, Ma ville ard conſumee en ſes brandons funeſtes, Elle va maintenant ſur les ondes nageant, Et maintenant en l'air ſes plumes allongednt Faicte nouuel oiſeau:	Ô céleste rigueur, ô mes vœux épanaus, Que les Dieux assourdis n'ont jamais entendus, Que sauriez vous pis faire, ô déité célestes, Ma ville ard consumée en ses brandons funestes, Elle va maintenant sur les ondes nageant, Et maintenant en l'air ses plumes allongedif Faite nouvel oiseau:
& en guerre la vie De mon vnique enfant luy vient d’eſtre rauie.	et en guerre la vie De mon unique enfant Seigneur vient d'être ravie.
Quel eſtrange mal-heur ſçauriex vous inuenter Qui s’egale au mal-heur qui me vient tormenter?	Quel étrange malheur sçauriex vous inventer Qui s'égale au malheur qui me vient tormenter?
Les eſprits condamnez ſur les dolentes plaines Ne ſouffrent tant que moy de douleurs & de peines.	Les esprits condamnés sur les dolentes plaines Ne souffrent tant que moi de douleurs et de peines.
Le tourment de Siſyphe, ou celuy d’Ixion, Ne ſont point ſi cruels que mon affliction.	Le tourment de Sisyphe, ou celui d'Ixion, Ne sont point si cruels que mon affliction.
Helas!	Hélas!
auez vous tant ma vieilleſſe allongee, Pour la voir à la fin en tant de maux plongee?	avez vous tant ma vieillesse allonge, Pour la voir à la fin en tant de maux plonge?
Vieilleſſe mal-heureuſe, & vous Aimee & vous Heureuſe en voſtre mort, à qui le Ciel plus doux Auança le treſpas, pour ne voir point rauie L’eſperance, au malheur qui vous tenoit en vie.	Vieillesse malheureuse, et vous Aimée et vous Heureuse en votre mort, à qui le Ciel plus doux Avança le trépas, pour ne voir point ravie L'espérance, au malheur qui vous tenait en vie.
I’ay vaincu mes deſtins au contraire, & viuant I’ay veu perir ma ville, & mon fils la ſuibant.	J'ai vaincu mes destins au contraire, et vivant J'ai vu périr ma ville, et mon fils la suibant.
Turne mon cher enfant, ça que ie vous accole, Que i’aille recueillant voſtre ame qui s’enuole, Eſchauffant de mes pleurs, de mon poil eſſuiant Vos grands playes par qui la vie va fuyant.	Turne mon cher enfant, ça que je vous accole, Que j'aille recueillant votre âme qui s'envole, Échauffant de mes pleurs, de mon poil essuyant Vos grands plaies par qui la vie va fuyant.
S cruel monument de la fureur Troyenne,	S cruel monument de la fureur Troyenne,
Vos playes m’ont blecé, voſtre mort eſt la mienne.	Vos plaies m'ont blecé, votre mort est la mienne.
O mon fils, mon cher fils, ie ne vous puis laiſſer.	Ô mon fils, mon cher fils, Seigneur ne vous puis laisser.
Que ie vous baiſe encor ie ne m’en puis laſſer.	Que je vous baise encor ie ne m'en puis lasser.
O l’ennuy, le regret, la douleur, la miſere, Le triſte deſconfort de voſtre affligé pere.	Ô l'ennui, le regret, la douleur, la misère, Le triste desconfort de votre affligé père.
Methiſque, ie te prie acheue moy le cours De ſa piteuſe hiſtoire, & m’en fay le diſcours.	Méthisque, Seigneur te prie achève moi le cours De sa piteuse histoire, et m'en fais le discours.
Met.	Met.
La victoire douteuſe eſgalement hauſſee Pendoit des deux coſteZ ſon aille balancee, Ils combatoient pareils & de force & de cœur, Incertains qui des deux demeureroit vainqueur, Tant la ieuneſſe ardente au martial ouurage Aſſembloit à propos l’adreſſe & le courage.	La victoire douteuse également haussée Pendait des deux côtés son aille balancée, Ils combattaient pareils et de force et de cœur, Incertains qui des deux demeurerait vainqueur, Tant la jeunesse ardente au martial ouvrage Assemblait à propos l'adresse et le courage.
Quand le boüillant Enee aperçoit à coſté, Du haut d'vne colline où il eſtoit monté, Les paiſibles creneaux de la ville muree, Que loing de ces dangers les regarde aſſeuree, Incontinant l’Imàge, & le braue deſir D’vn combat plus hardy vient ſon ame ſaiſir:	Quand le bouillant Énée aperçoit à côté, Du haut d'une colline où il était monté, Les paisibles créneaux de la ville mure, Que loin de ces dangers les regarde assurée, Incontinant l'Imange, et le brave désir D'un combat plus hardi vient son âme saisir:
Il appelle ſes chefs, les exorte, & commande Que chaſcun par le feu le pacte redemande.	Il appelle ses chefs, les exorte, et commande Que chascun par le feu le pacte redemande.
Il n’a pas ſi toſt dict que ſes bruſques ſoldars Ont tourné vers le mur leur tiſons & leurs darts.	Il n'a pas si tôt dict que ses brusques soldars Ont tourné vers le mur leur tisons et leurs darts.
Ils lancent außi toſt mille flames ardantes, Attachent aux creneaux mille eſchelles pendantes, Grimpent ſur la muraille, & leurs drappeaux mouuants Des-ja ſur les portaux flotent au gré des vents.	Ils lancent aussi tôt mille flammes ardantes, Attachent aux créneaux mille échelles pendantes, Grimpent sur la muraille, et leurs drapeaux mouvants Des-jà sur les portaux flotent au gré des vents.
On n’oyoit tout au tour que le bruit des genſdarmes, Les cheuaux henniſſans, le cliquetis des armes, La trompette ſonnoit, & la voix eſclatant De ce peuple ſurpris au Cielalloit montant.	On n'oyait tout au tour que le bruit des gensdarmes, Les chevaux hennissants, le cliquetis des armes, La trompette sonnait, et et voix éclatant De ce peuple surpris au Cielallait montant.
Furne au champ combatoit de force nompareille, Quand ce bruit peſle meſte arriue à ſon oreille, Mais de ce fier aſſaut il eſtoit ignoraut, Lors qu’il voit arriuer vn gendarme en courant	Furne au champ combattait de force nompareille, Quand ce bruit pèle meste arrive à son oreille, Mais de ce fier assaut il était ignoraut, Lors qu'il voit arriver un gendarme en courant
Qui luy contte le tout, außi toſt il s'eſlance Lein de ſon charriot, vers les Troyens s’auance, Rompt, tranche, coupe, taille, & d’vn glaiue meurtrler Au trauers l’oſt Troyen s’ouure vn large ſentier Qui n’a veu quelques fois du haut d’vne montaigne Vn roch deſraciné tomber en la campaigne, Soit que le vent l’abate, ou les eaux d’vn torrent, Ou qu’il ſuccombe au temps qui va tout deuorant.	Qui lui contte le tout, aussi tôt il s'élance Lein de son charriot, vers les Troyens s'avance, Rompt, tranche, coupe, taille, et d'un glaiue meurtrler Au travers l' Troyen s'ouvre un large sentier Qui n'a vu quelques fois du haut d'une montagne Un roch déraciné tomber en la campaigne, Soit que le vent l'abatte, ou les eaux d'un torrent, Ou qu'il succombe au temps qui va tout dévorant.
Cerocher en roullant bondit par les valees, Et traine hommes, troupeaux, & foreſts deſolees.	Cérocher en roullant bondit par les valez, Et traine hommes, troupeaux, et forêts désolées.
