TNETIROL.	TNETIROL.
LERICE.	LERICE.
Vous meſme;	Vous -même;
ingrat berger, qui fuyez ſans raiſon Ce bel œil qui ſe plaint de votre trahiſon, Ne quitterez-vous point une humeur ſi volage?	ingrat berger, qui fuyez sans raison Ce bel œil qui se plaint de votre trahison, Ne quitterez-vous point une humeur si volage?
Voyez ſi Taliſmene a changé de viſage;	Voyez si Talismene a changé de visage;
Regardez ſes attrais en tous lieux eſtimeZ;	Regardez ses attrais en tous lieux estimez;
Dès vos plus jeunes ans vous vous eſtes aimez;	Dès vos plus jeunes ans vous vous êtes aimés;
ContinueZ encor ſans nous donner du trouble;	Continuez encor sans nous donner du trouble;
Si vous y conſentez les plaiſirs vont au double Enchanter nos eſpris de leurs plus dous apas.	Si vous y consentez les plaisirs vont au double Enchanter nos épris de leurs plus dous appas.
MERINDE.	MERINDE.
Quand mon cœur amoureux n’y contrediroit pas Penſez-vous que jamais la belle Taliſmene Me vouluſt receuoir?	Quand mon cœur amoureux n'y contredirait pas Pensez-vous que jamais la belle Talismene Me voulût recevoir?
cette eſperance eſt vaine, A a iiij Et j’ay d’un trop grand crime offensé ſa beauté.	cette espérance est vaine, A a iiij Mer j'ai d'un trop grand crime offensé sa beauté.
TALISMENE.	TALISMENE.
Rien ne peut égaler votre infidelité, Et touteſois Merinde il faut que je vous die Que j’ay moins de rigueur que vous de perfidie.	Rien ne peut égaler votre infidélité, Et toutesois Merinde il faut que je vous die Que j'ai moins de rigueur que vous de perfidie.
BVLE.	BULE.
Quoy!	Quoi!
doutez-vous encor de ce qu’il faut choiſir?	doutez-vous encor de ce qu'il faut choisir?
Et vers qui vous deueZ tourner votre deſir?	Et vers qui vous devez tourner votre désir?
Qui vous plaiſt dauentage ou celle qui vous aime, Et ſent de votre erreur une douleur extreme, Ou celle qui vous fuit, & ne vous peut aimer?	Qui vous plaît daventage ou celle qui vous aime, Et sent de votre erreur une douleur extrême, Ou celle qui vous fuit, et ne vous peut aimer?
Par les ſeules faueurs laiſſez-vous enflamer, Et ne préferez point la triſteſſe à la joye;	Par les seules faveurs laissez-vous enflammer, Et ne préférez point la tristesse à la joie;
Ainſi vos jours filez auec l’or, & la ſoye Vous feront poſſeder mille felicitez;	Ainsi vos jours filés après l'or, et la soie Vous feront posséder mille félicités;
Que les ſaintes horreurs de ces lieux écartez;	Que les saintes horreurs de ces lieux écartés;
ue les Dieux de ces bois, & les belles Driades Qui bleſſent les Syluains de leurs douces œillades;	Que les Dieux de ces bois, et les belles Driades Qui blessent les Sylvains de leurs douces œillades;
Que le fleuue Penée au milieu de ſes eaux Le front enuironné de joncs, & de roZeaux;	Que le fleuve Penée au milieu de ses eaux Le front environné de joncs, et de rozeaux;
Que l’agréable Flore, & le mignard Zephire Soient témoins du bon-heur que je viens de prédire.	Que l'agréable Flore, et le mignard Zéphire Soient témoins du bonheur que je viens de prédire.
MERINDE, Il y faut conſentir puiſqu’il plaiſt aux destins.	MERINDE, Il y faut consentir puisqu'il plaît aux destins.
CELINTE.	CELINTE.
Que le reste du jour ſe paſſe à des festins, Et pour nous réjoüir retournons au vilage.	Que le reste du jour se passe à des festins, Et pour nous réjouir retournons au vilage.
LERICE.	LERICE.
Ie crains qu’une autrefois le Prince ne m’outrage.	Je crains qu'une autrefois le Prince ne m'outrage.
CELINTE.	CELINTE.
Perdez cette frayeur puiſque de toutes parts m'ainjt des su ayene ja ciendars, Et doit partir demain pour des guerres lointaines.	Perdez cette frayeur puisque de toutes parts m'injt des su ayène ja ciendars, Et doit partir demain pour des guerres lointaines.
TALISMENE.	TALISMENE.
Nous allons paruenir à la fin de nos peines;	Nous allons parvenir à la fin de nos peines;
Les plaintes vont ceſſer, nos ſouhaits auront lieu.	Les plaintes vont cesser, nos souhaits auront lieu.
CELINTE.	CELINTE.
Nous irons deſormais ſous la faueur d’un Dieu.	Nous irons désormais sous la faveur d'un Dieu.
ASTIBVLE.	ASTIBULE.
Allons mes chers enfans où le bon-heur nous guide;	Allons mes chers enfants où le bonheur nous guide;
Qu’un reciproque Amour deſſus vos cœurs préſide;	Qu'un reciproque Amour dessus vos cœurs préside;
Retournons au logis en attendant la nuit Qui de vos longs trauaux vous donnera le fruit.	Retournons au logis en attendant la nuit Qui de vos longs travaux vous donnera le fruit.
INSI ces bergers firent pareſtre A les trauerſes, & les peines que Lerice auoit ſouffertes, & la fortune qui la mit au plus haut degré du bon-heur;	INSI ces bergers firent paraître À les traverses, et les peines que Lérice avait souffertes, et la fortune qui la mit au plus haut degré du bonheur;
on apporta une grande attention à la repreſentation de cette Fable, & tout le mõde y reçeut le contentemat qu’il auoit eſperé;	on apporta une grande attention à la représentation de cette Fable, et tout le monde y reçut le contentemat qu'il avait espéré;
il étoit déja tard;	il était déjà tard;
les oyſeaux ſe retiroient dedans l’épais feuillage des arbres, & le ſilence peu à peu retournoit dedans les foreſts;	les oiseaux se retiraient dedans l'épais feuillage des arbres, et le silence peu à peu retournait dedans les forêts;
la Lune commençoit d’éclairer, & ſa lumiere ſembloit inuiter les paſteurs à retourner dedans leurs hameaux;	la Lune commençait d'éclairer, et sa lumière semblait inviter les pasteurs à retourner dedans leurs hameaux;
les bergeres partirent les premieres, & leur grand nombre les rendant plus hardies que de couſtume, elles ne voulurent pas receuoir les bergers qui s’étoient offerts de les accompagner;	les bergères partirent les premières, et leur grand nombre les rendant plus hardies que de coutume, elles ne voulurent pas recevoir les bergers qui s'étaient offerts de les accompagner;
neantmoins chacun ſe diſpoſa incontinent après à faire la retraite, & l’on prit congé du ſage Cleophon qui n’eut pas peu d’affaires à remercier tant de gens, & à receuoir les adieux qu’on luy diſoit;	néanmoins chacun se disposa incontinent après à faire la retraite, et l'on prit congé du sage Cléophon qui n'eut pas peu d'affaires à remercier tant de gens, et à recevoir les adieux qu'on Se disait;
Aminte comme les autres luy rendit ce deuoir, mais ce venerable paſteur ne voulut pas permettre qu’il s’en allaſt ſans récompenſe de la peine qu’il auoit priſe, & de l’agréable diuertiſſemant qu’il auoit donné à l’aſſemblée;	Aminte comme les autres avait rendit ce devoir, mais ce vénérable pasteur ne voulut pas permettre qu'il s'en allât sans récompense de la peine qu'il avait prise, et de l'agréable divertissemant qu'il avait donné à l'assemblée;
il fit amenier un grand bouc qui auoit accouſtumé de conduire les troupeaux de chéures dedans les paturages, & le preſenta du berger qui plus joyeux de la ſatisfaction interieure qu’il auoit de luy-meſme que du préſent qu’on luy venoit de faire retourna en ſon hameau auecque tous les bergers, & les bergeres de ſa connoiſſance.	il fit amenier un grand bouc qui avait accoutumé de conduire les troupeaux de chères dedans les pâturages, et le présenta du berger qui plus joyeux de la satisfaction intérieure qu'il avait de lui-même que du présent qu'on tu venait de faire retourna en son hameau avec tous les bergers, et les bergères de sa connaissance.
Déja ils auoient fait une grande partie de leur chemin, & proches des hameaux où ils faiſoient leur demeure, ils ſ'alloient ſeparer en diuerſes troupes;	Déjà ils avaient fait une grande partie de leur chemin, et proches des hameaux où ils faisaient leur demeure, ils s'allaient séparer en diverses troupes;
chacun ne penſoit plus qu’à ſe retirer en ſa cabane, quand ils apperçeurent au pied d’un cheſne le berger Philinte qui eſtant ſorty le premier du lieu où l’on auoit fait l’aſſemblée, s’en étoit venu là tout ſeul pour ſ’entretenir auecque plus deliberté de ſon amour, & ſe plaindre des bleſſures qu’il venoit de receuoir d’une jeune bergere;	chacun ne pensait plus qu'à se retirer en sa cabane, quand ils aperçurent au pied d'un chaîne le berger Philote qui étant sorti le premier du lieu où l'on avait fait l'assemblée, s'en était venu là tout seul pour s'entretenir avec plus déliberté de son amour, et se plaindre des blessures qu'il venait de recevoir d'une jeune bergère;
il joüoit de ſa cornemuſe au clair de la Lune, & parfois laſchant quelques ſoupirs il ne pouuoit ſ'empeſcher de donner connoiſſance aux Deitez champeſtres du nouueau ſoucy qu’il auoit dedans l’eſprit;	il jouait de sa cornemuse au clair de la Lune, et parfois lâchant quelques soupirs il ne pouvait s'empêcher de donner connaissance aux Ditez champêtres du nouveau souci qu'il avait dedans l'esprit;
ce berger étoit bien voulu de tout le monde;	ce berger était bien voulu de tout le monde;
déja ſes ouurages le rendoient fort recommendable;	déjà ses ouvrages le rendaient fort recommendable;
il auoit remarqué pluſieurs ſecrets de la Poëſie en la conuerſation du grand Sceuole, fameux paſteur des riuages du Clain, qui ne s’eſtant pas contenté de faire pareſtre en ſes vers l’eloquence de ſon pays auoit appris aux Nymphes de ce fleuue le meſme langage dont Virgile entretenoit autrefois celles du Tybre;	il avait remarqué plusieurs secrets de la Poësie en la conversation du grand Scole, fameux pasteur des rivages du Cléan, qui ne s'étant pas contenté de faire paraître en ses vers l'éloquence de son pays avait appris aux Nymphes de ce fleuve le même langage dont Virgile entretenait autrefois celles du Tibre;
ſa lyre s’eſt égalée à celle de cet autre fauory d’Apollon qui alla de Venoſe enchâter à Rome les oreilles d’Auguſte, & de Mecenas;	sa lyre s'est égalée à celle de cet autre favori d'Apollon qui alla de Venose enchâter à Rome les oreilles d'Auguste, et de Mécénas;
& ſa Pedotrophie a repreſenté les graces, & la majeſté que l’heureux auteur de l’Æneide a fait voir dedans ſes écris:	et sa Pédotrophie a représenté les grâces, et la majesté que l'heureux auteur de l'Uneide a fait voir dedans ses écris:
s’eſtant fortifié des preceptes d’un homme ſi excellent il prenoit un vol qui étoit bien au deſſus du vulgaire des bergers;	s'étant fortifié des préceptes d'un homme si excellent il prenait un vol qui était bien au dessus du vulgaire des bergers;
il n’eut pas plustoſt eſté reconnu que d’une commune vois toute la troupe le pria de continuer ſon gentil exercice;	il n'eut pas plustost été reconnu que d'une commune vois toute la troupe le pria de continuer son gentil exercice;
il ſe leua pour ſalüer les bergers qui venoient à luy, & ſe mettant auec eux il les obligea de reconduire Menalque juſques en ſa maiſon;	il se leva pour saluer les bergers qui venaient à lui, et se mettant avec eux il les obligea de reconduire Ménalque jusques en sa maison;
ce bon vieillard qui durant ſa jeuneſſe auoit employé tout ſon temps au ſeruice des Muſes voulut témoigner l’ardeur qui luy reſtoit en ſes dernieres années, & combien la pratique du bel art que ces neuf ſçauantes ſœurs ont appris aux hommes luy auoit donné de facilité d’exprimer ſes penſées;	ce bon vieillard qui durant sa jeunesse avait employé tout son temps au service des Muses voulut témoigner l'ardeur qui lui restait en ses dernières années, et combien la pratique du bel art que ces neuf sçauantes œurs ont appris aux hommes lui avait donné de facilité d'exprimer ses pensées;
il prit Philinte par la main, & continuant de marcher il l’inuita de la ſorte à faire entendre quelque nouuelle chanſon.	il prit Philinte par la main, et continuant de marcher il l'invita de la sorte à faire entendre quelque nouvelle chanson.
382 LIV.	382 LIV.
II.	II.
DE L’ENT RETIEN ALCANDRE.	DE L'ENT RETIEN ÀLCANDRE.
EGLOGVE XI.	ÉGLOGUE XI.
MENALQVE.	MENALUQUE.
PHILINTE.	PHILINTE.
VN fauorable ſort nous comble de delices;	UN favorable sort nous comble de délices;
V Le Ciel prend du plaiſir à nos dous exercices;	V Le Ciel prend du plaisir à nos dous exercices;
Tout nous vient à ſouhait;	Tout nous vient à souhait;
tout répond à nos vœux, Et l’on n’a jamais vu de ſiecle plus heureux;	tout répond à nos vœux, Et l'on n'a jamais vu de siècle plus heureux;
L’horrible Dieu de Thrace a calmé ſa furie;	L'horrible Dieu de Thrace a calmé sa furie;
Nous joüiſſons en paix de notre bergerie;	Nous jouissons en paix de notre bergerie;
On peut aller ſans crainte à l’ombre des buiſſons, Et rien ne gaſte plus l’honneur de nos moiſſons;	On peut aller sans crainte à l'ombre des buissons, Et rien ne gâte plus l'honneur de nos moissons;
Maintenant toute choſe aux ébas nous appelle;	Maintenant toute chose aux ébas nous appelle;
La demeure des champs ne fut jamais ſi belle;	La demeure des champs ne fut jamais si belle;
Nos chemins verdoyans ſont tapiſſez de fleurs;	Nos chemins verdoyants sont tapissez de fleurs;
Nos riuages ſont peints de diuerſes couleurs;	Nos rivages sont peints de diverses couleurs;
Tout réueille nos ſens;	Tout réveille nos sens;
tout objet nous conuie Ohna vcieſees donbeurs v une innovent vie;	tout objet nous convie Ohna vciesees donbeurs v une innovent vie;
Il faut de toutes parts faire oüir nos chanſons, Et que notre bon-heur paroiſſe en cent façons;	Il faut de toutes parts faire ouïrir nos chansons, Et que notre bonheur paraisse en cent façons;
Découurons les treſors qu’Apollon nous octroye.	Découvrons les trésors qu'Apollon nous octroie.
PHILINTE.	PHILINTE.
Il n’appartient qu'à ceux qui ſentent de la joye De donner aux chanſons ce qu’ils ont de loiſir	Il n'appartient qu'à ceux qui sentent de la joie De donner aux chansons ce qu'ils ont de loisir
MENALQVE.	MENALUQUE.
Eſtes-vous trauerse de quelque deplaiſir?	Êtes-vous traverse de quelque déplaisir?
PHILINTE.	PHILINTE.
L’impitoyable Amour tyran de la jeuneſſe A ſouſmis ma franchiſe aux loix d’une maitreſſe;	L'impitoyable Amour tyran de la jeunesse A soumis ma franchise aux lois d'une maîtresse;
v n'aueugie me guide, un enjant eſt vainqueur, Et plein de cruauté triomphe de mon cœur.	vu n'aveugie me guide, un enjant est vainqueur, Et plein de cruauté triomphe de mon cœur.
MENALQVE.	MENALUQUE.
Cet Amour ne m’eſt pas une choſe inconnuë;	Cet Amour ne m'est pas une chose inconnue;
Ie ſçay de quelle ardeur il brûle à ſa venuë, Et de quels puiſſans traits un cœur eſt agité Quand la premiere fois il perd ſa liberté;	Je sais de quelle ardeur il brûle à sa venue, Et de quels puissants traits un cœur est agité Quand la première fois il perd sa liberté;
Qui prend le nom d’amant laiſſe celuy de ſage;	Qui prend le nom d'amant laisse celui de sage;
Vne pronte fureur emporte ſon courage, Et ne luy permet pas de ſuiure la raiſon;	Une prompte fureur emporte son courage, Et ne lui permet pas de suivre la raison;
Il adore ſes fers;	Il adore ses fers;
il aime ſa priſon;	il aime sa prison;
rnupon te feanu, Qu puiſ at jumée;	Unupon te feanu, Quel puis at jumée;
Autrefois d’un bel œil mon ame fut charmée, Mais je ne laiſſois pas de chanter nuit, & jour, Et chercher dans les vers un remtut à l’amour.	Autrefois d'un bel œil mon âme fut charmée, Mais je ne laissais pas de chanter nuit, et jour, Et chercher dans les vers un remut à l'amour.
PHILINTE.	PHILINTE.
Venerable pasteur, grand fauory des Muſes Apollon ne m'a pas les ſciences infuſes, Que pourroy-je chanter qui fuſt digne de vous?	Venérable pasteur, grand favori des Muses Apollon ne m'a pas les sciences infuses, Que pourrai-je chanter qui fût digne de vous?
MENALQVE.	MENALUQUE.
Ce Dieu vous a donné ce qu’il a de plus dous;	Ce Dieu vous a donné ce qu'il a de plus dous;
I’ay cent fois écouté l’accord de votre lyre Qui prend ſur les eſpris un ſouuerain empire;	J'ai cent fois écouté l'accord de votre lyre Qui prend sur les esprits un souverain empire;
On ne parle en ces lieux que de vos chalumeaux.	On ne parle en ces lieux que de vos chalumeaux.
PHILINTE.	PHILINTE.
Il eſt vray que ſouuent en gardant mes troupeaux I’ay treuué des bergers qui me donnoient la gloire De bien faire des vers, mais je ne les puis croire;	Il est vrai que souvent en gardant mes troupeaux J'ai trouvé des bergers qui me donnaient la gloire De bien faire des vers, mais je ne les puis croire;
Ie ne ſuis pas encor ce que Sceuole étoit Lors que d’un vers nombreux les Rois il enchantoit.	Je ne suis pas encor ce que Scevole était Lors que d'un vers nombreux les Rois il enchantoit.
MENALQVE.	MENALUQUE.
Philinte, c’eſt aſſez;	Philinte, c'est assez;
ne fuyez plus la lice;	ne fuyez plus la lice;
Dinnovente ues euumpe nuime point l’artifice;	Dinnovente œues eue nuime point l'artifice;
Que ſert-il entre nous de tant dißimuler?	Que sert-il entre nous de tant diimuler?
Nos bocages n’ont rien qui vous puiſſe égaler;	Nos bocages n'ont rien qui vous puisse égaler;
Déja votre nom vole aux terres plus étranges.	Déjà votre nom vole aux terres plus étranges.
PHILINTE.	PHILINTE.
Menalque c’eſt à vous que l’on doit ces loüanges;	Menalque c'est à vous que l'on doit ces louanges;
Faites-nous reſſentir la douceur des beaux vers Qui vous rendent fameux par tout cet uniuers, Et ſur tous les eſpris vous donnent la victoire;	Faites-nous ressentir la douceur des beaux vers Qui vous rendent fameux par tout cet univers, Et sur tous les épris vous donnent la victoire;
Et ſi je puis après me remettre en memoire Les vers que dans ce bois je grauay l’autre jour de nt inanqueruy pas te purter u mon ivar.	Et si je puis après me remettre en mémoire Les vers que dans ce bois je gravai l'autre jour de nt inanquer pas te purter u mon jar.
MENALQVE.	MENALUQUE.
Außi-toſt que l’Enfer d’une rage effrenée Eut d’Alcandre obſcurcy la plus claire journée, Et mis auecque luy nos plaiſirs au tombeau Par le funeſte coup d’un tragique couſteau, La peur vint ébranler les plus fermes courages;	Aussi-tôt que l'Enfer d'une rage effrénée Eut d'Alcandre obscurci la plus claire journée, Et mis manque lui nos plaisirs au tombeau Par le funeste coup d'un tragique coûteau, La peur vint ébranler les plus fermes courages;
Chacun ſe preparoit à de nouueaux orages, Et ſembloit que nos lis ainſi qu’auparauant Deuſſent languir encor deſſous l’effort du vent;	Chacun se préparait à de nouveaux orages, Et semblait que nos lis ainsi qu'auparavant Deussent languir encor dessous l'effort du vent;
Mais un Dieu fauorable aux pouuoirs legitimes, Touché de nos ſoupirs mit en oubly nos crimes, Et ce qui préſageoit des malheurs infinis Fit r’affermir le ſeptre en la main de Daphnis;	Mais un Dieu favorable aux pouvoirs légitimes, Touché de nos soupirs mit en oubli nos crimes, Et ce qui présageait des malheurs infinis Fit raffermir le septre en la main de Daphnis;
Cet Alcandre fameux par mille actes de guerre Deuint un aſtre au Ciel pour éclairer la terre, Et de ſon influence, & de ſes dous regards Préſider aux conſeils de notre jeune Mars;	Cet Alcandre fameux par mille actes de guerre Deuint un astre au Ciel pour éclairer la terre, Et de son influence, et de ses dous regards Présider aux conseils de notre jeune Mars;
Ses rayons éternels dißiperent les nuës Qui couuoient en leur ſein des flames inconnuës, Et d’un funeſte orage alloient tout rauager;	Ses rayons éternels disipérent les nues Qui couvaient en leur sein des flammes inconnues, Et d'un funeste orage allaient tout ravager;
Le troſne en un moman je ciunors ue vanger, Et la France außi-toſt de gloire enuironnée Fit craindre aux étrangers l’heur de ſa deſtinée:	Le trône en un moman je ciunors ue venger, Et la France aussitôt de gloire environnée Fit craindre aux étrangers l'heur de sa destinée:
Sous cet aſtre nouueau l’on vid tout refleurir;	Sous cet astre nouveau l'on vit tout refleurir;
Il ſeruit aux moiſſons à les faire meurir, Et la vigne eut par tout ſes grapes colorées;	Il servit aux moissons à les faire mûrir, Et la vigne eut par tout ses grapes colorées;
Les riues des ruiſſeaux de cent beautez parées Firent dans leurs patis engraiſſer les troupeaux;	Les rives des ruisseaux de cent beautés parées Firent dans leurs pâtis engraisser les troupeaux;
Tandis que les paſteurs au ſon des chalumeaux E notionem tomme Alcandre auoit acquis au monde V ne gloire immortelle à nulle autre ſeconde.	Tandis que les pasteurs au son des chalumeaux E notionem tomme Alcandre avait acquis au monde V ne gloire immortelle à nulle autre seconde.
PHILINTE, On ne peut rien oüir de plus delicieux;	PHILINTE, On ne peut rien ouïr de plus délicieux;
Vne ſi douce vois enchanteroit les Dieux, Et je n'oZe après vous animer ces bocages Des vulgaires accords de mes petis ouurages.	Une si douce vois enchanterait les Dieux, Et je n'oSe après vous animer ces bocages Des vulgaires accords de mes petis ouvrages.
MENALQVE.	MENALUQUE.
ui ſe vous tn vonfuie uu nom ue lu beauté Qui tient en ſes appas votre cœur arresté N’auray-je pas de vous tout ce que je ſouhaite?	Oui se vous ten fuie u nom ue lu beauté Qui tient en ses appas votre cœur arrêté N'aurai-je pas de vous tout ce que je souhaite?
PHILINTE.	PHILINTE.
Ie ne vous puis donner qu’une choſe imparfaite.	Je ne vous puis donner qu'une chose imparfaite.
MENALQVE.	MENALUQUE.
Dites gentil berger, & n’apprehendez pas Que jamais vos chãſons mãquent pour nous d’appas.	Dites gentil berger, et n'appréhendez pas Que jamais vos chansons monquent pour nous d'appas.
PHILINTE.	PHILINTE.
O ſameux demi-Dieu qui finis nos miſeres, Et te rendis l’auteur des fortunes proſperes,	Ô sameux demi-Dieu qui finis nos misères, Et te rendis l'auteur des fortunes prospères,
Arbitre ſouuerain des Rois de l’uniuers Alcandre ſois außi le ſujet de mes vers;	Arbitre souverain des Rois de l'univers Alcandre sois aussi le sujet de mes vers;
I’aime le ſouuenir de ton illuſtre vie;	J'aime le souvenir de ton illustre vie;
La gloire de ton reigne à chanter me conuie, Et rien ne me plaiſt tant que les gentils eſpris Qui de ta renommée honnorent leurs écris;	La gloire de ton reigne à chanter me convie, Et rien ne me plaît tant que les gentils épris Qui de ta renommée honorent leurs écris;
Après tant de malheurs que nos peres ſouffrirent;	Après tant de malheurs que nos pères souffrirent;
Après les déplaiſirs où leurs eſpris languirent;	Après les déplaisirs où leurs épris languirent;
Après tant de combas, & de meurtres diuers Dont les champs deſolez étoient toujours couuerts, Ce fut par ton moyen qu’ils reprirent l’uſage De mener les troupeaux dedans le paturage;	Après tant de combas, et de meurtres divers Dont les champs désolés étaient toujours couverts, Ce fut par ton moyen qu'ils reprirent l'usage De mener les troupeaux dedans le pâturage;
Vn agréable calme aux troubles ſucceda, Et d’un œil adoucy le Ciel nous regarda;	Un agréable calme aux troubles succéda, Et d'un œil adouci le Ciel nous regarda;
Les plaiſirs à leur tour parurent dans nos plaines, Et les bords verdoyans de nos claires fontaines Reçeurent les bergers qui dans un dous loiſir Employerent le temps au gré de leur deſir;	Les plaisirs à leur tour parurent dans nos plaines, Et les bords verdoyants de nos claires fontaines Reçurent les bergers qui dans un dous loisir Employerent le temps au gré de leur désir;
Nous ferons tous les ans des jeux en ta mémoire;	Nous ferons tous les ans des jeux en ta mémoire;
Vn de nous tour à tour recitera l’hiſtoire Des belles actions qui mirent ſous tes lois Les peuples mutinez, les Princes, & les Rois Qui trop audacieux conjurerent ta perte;	Un de nous tour à tour récitera l'histoire Des belles actions qui mirent sous tes lois Les peuples mutinez, les Princes, et les Rois Qui trop audacieux conjurèrent ta perte;
La campagne d’Iury ſera toute couuerte De ſoldats déconfis, d’armes, & de cheuaux;	La campagne d'Iuri sera toute couverte De soldats déconfis, d'armes, et de chevaux;
Rien ne pourra ternir tes glorieux trauaux, Et la poſterité te baſtiſſant un temple Ne formera ſes Rois que deſſus ton exemple.	Rien ne pourra ternir tes glorieux travaux, Et la postérité te bâtissant un temple Ne formera ses Rois que dessus ton exemple.
MENALQVE.	MENALUQUE.
Continuez Philinte aux deſſeins entrepris;	Continuez Philinte aux desseins entrepris;
AcquereZ une place entre les grands eſpris;	Acquerez une place entre les grands épris;
Heureux celuy qui vit dedans ces lieux ruſtiques Eloigné du tracas des affaires publiques, Heureux à qui le Ciel a donné le loiſir De joüir icy bas d’un ſi parfait plaiſir, Et a ouir its vtaux vtrs ui qui fui nos nuages Votre Muſe a charmé les Deitez ſauuages.	Heureux celui qui vit dedans ces lieux rustiques Éloigné du tracas des affaires publiques, Heureux à qui le Ciel a donné le loisir De jouir ici bas d'un si parfait plaisir, Et a ouïr its vits vtrs U qui fui nos nuages Votre Muse a charmé les Dités sauvages.
Tous les bergers ſ'étoient approchez de Menalque, & de Philinte le plus près qu’ils auoient pu, afin de les mieux écouter, & chacun fit paroiſtre particulieremant à Menalque le contétemant qu’il auoit de le voir ſi porté à la gloire des Muſes, & a ſuiure l’agreable exercice qu’elles ont appris aux hommes qu’elles veulent éleuer au deſſus du vulgaire:	Tous les bergers s'étaient approchés de Ménalque, et de Philinte le plus près qu'ils avaient pu, afin de les mieux écouter, et chacun fit paraître particulièremant à Menalque le contétemant qu'il avait de le voir si porté à la gloire des Muses, et a suiure exercice agréable exercice qu'elles ont appris aux hommes qu'elles veulent élever au dessus du vulgaire:
ce bon vieillard auoit de tout temps fort aimé la Poëſie, & prenoit un ſingulier plaiſir d’y encourager la jeuneſſe, comme autrefois le diuin Ronſard l’auoit pouſſé à monter deſſus Parnaſſe, & à cueillir deſſus cette fameuſe montagne les belles feuilles qui donnent l’immortalité à ceux dont elles enuironnent la teſte;	ce bon vieillard avait de tout temps fort aimé la Poésie, et prenait un singulier plaisir d'y encourager la jeunesse, comme autrefois le divin Ronsard l'avait poussé à monter dessus Parnasse, et à cueillir dessus cette fameuse montagne les belles feuilles qui donnent l'immortalité à ceux dont elles environnent la tête;
auſſi étoit il chery generalemant de tout le monde;	aussi était il chéri généralemant de tout le monde;
il ſ’accommodoit à la capacité de ceux auec qui il conuerſoit;	il s'accommodait à la capacité de ceux seul qui il conversait;
il ne treuuoit point d’humeur qui fuſt incompatible auec la ſienne, d’autant que ſa benignité ſurmontoit les defauts de toutes les autres, & la courtoiſie qui luy étoit naturelle gagnoit les cœurs de tous ceux qui auoient le bon-heur de l’entretenir.	il ne trouvait point d'humeur qui fût incompatible avec la sienne, d'autant que sa bénignité surmontait les défauts de toutes les autres, et la courtoisie qui lui était naturelle gagnait les cœurs de tous ceux qui avaient le bonheur de l'entretenir.
Auſſi-toſt qu’il fut arriué en ſa maiſon, la compagnie ſe ſepara en diuers chemins, après toutefois qu’on eut dõné le rendez-vous au landemain deſſus le bord de Seine viz à viz de la ſuperbe demeure du grand Daphnis, qui comme le Dieu de leurs troupeaux, & de leurs paturages leur prodiguoit les felicitez d’une douce tranquilité, & les maintenoit dans la paiſible joüiſſance des biens que le trauail leur auoit fait acquerir:	Aussitôt qu'il fut arrivé en sa maison, la compagnie se sépara en divers chemins, après toutefois qu'on eut donner le rendez-vous au landemain dessus le bord de Seine z à viz de la superbe demeure du grand Daphnis, qui comme le Dieu de leurs troupeaux, et de leurs pâturages leur prodiguait les félicitez d'une douce tranquillité, et les maintenait dans la paisible jouissance des biens que le travail leur avait fait acquérir:
Melinte, Tarcis, Cerilas, & Aminte ſ'en retournerent enſemble, & comme ils entroient dans le hameau où ils faiſoient leur retraite ils oüirent un flageolet dont un berger joüoit aſſez près d’eux, puis ceſſant tout à coup il prononçoit quelques paroles;	Mélinte, Tarcis, Cérilas, et Aminte s'en retournèrent ensemble, et comme ils entraient dans le hameau où ils faisaient leur retraite ils ouïrent un flageolet dont un berger jouait assez près d'eux, puis cessant tout à coup il prononçoit quelques paroles;
la curioſité leur fit preſter l’oreille à ce qu’il diſoit, & ſ'en approchans dauentage auec le moindre bruit qui leur fuſt poſſible ils reconnurent leur amy Lizidor qui paſſoit le temps deſſous la feneſtre de la bergere Cleonice à qui il donnoit une ſerenade:	la curiosité leur fit prêter l'oreille à ce qu'il disait, et s'en approchants daventage avec le moindre bruit qui leur fût possible ils reconnurent leur ami Lisidor qui passait le temps dessous la fenêtre de la bergère Cleonice à qui il donnait une sérénade:
ce berger les ayant apperçeus courut au deuant, de fuidairt la gentilleſſe ordinaire il attaqua Melinte auecque ces paroles.	ce berger les ayant aperçus courut au devant, de fuidairt la gentillesse ordinaire il attaqua Melinte avec ces paroles.
EGLOGVE XII.	ÉGLOGUE XII.
LIZIDOR.	LIZIDOR.
MELINTE.	MELINTE.
’où vient que curieux des affaires d’autruy DTu me viens épier pour me combler d'ennuy?	U vient que curieux des affaires d'autrui DTu me viens épier pour me combler d'ennui?
MELINTE.	MELINTE.
Il eſt vray, je t’y prends, tu ne m’en peux dedire;	Il est vrai, je t'y prends, tu ne m'en peux dédire;
Toujours le feu d’Amour te donne du martire.	Toujours le feu d'Amour te donne du martyre.
LIZIDOR.	LIZIDOR.
Ie n’ay jamais nié que je n’en fuſſe épris Et que te trait fatut ſar rauit mes eſpris Ne m’ait dans les tourmans enuironné de gloire.	Je n'ai jamais nié que je n'en fusse épris Et que te trait fatut sar ravit mes esprit Ne m'ait dans les tourmants environné de gloire.
MELINTE.	MELINTE.
Celle qui ſur ton ame emporte la victoire Pour t’arreſter long-temps a trop de cruauté.	Celle qui sur ton âme emporte la victoire Pour t'arrêter longtemps a trop de cruauté.
DIZIDOR.	DIZIDOR.
