ADVIS AV LECTEVR.	ADVIS AU LECTEUR.
Le Baron qu prenoit ſes plaiſirs ailleurs eſperant d’avoir part à la faveur de ſa Maiſtreſſe, ſe montra commode, & conſenti volontiers à tout ce qu’elle voulut.	Le Baron qu prenait ses plaisirs ailleurs espérant d'avoir part à la faveur de sa Maîtresse, se montra commode, et consenti volontiers à tout ce qu'elle voulut.
Enguerrand ne pouſſoit point de vœux vers la Comteſſe, qu’il ne luy en coutaſt de grandes ſommes.	Enguerrand ne poussait point de vœux vers la Comtesse, qu'il ne lui en coût de grandes sommes.
Il luy faiſoit tous les iours des preſens euin qu'ui qursintendant des Finances de France, amoureux & liberal peut faire à ſa Maiſtreſſe, ſes biens eſtant pour ainſi dire, communs avec ceux de ſon Maiſtre.	Il lui taît tous les jours des présents euin qu'uit qursintendant des Finances de France, amoureux et libéral peut faire à sa Maîtresse, ses biens étant pour ainsi dire, communs avec ceux de son Maître.
Nos amans vécurent pendant quelque temps dans un accord admirable, le Miniſtre ne ſoupçonnoit point la trahiſon de ſa Maiſtreſſe, & le Baron menageoit ſeurement ſes entreveuës.	Nos amants vécurent pendant quelque temps dans un accord admirable, le Ministre ne soupçonnait point la trahison de sa Maîtresse, et le Baron ménageait sûrement ses entrevues.
La Comteſſe devint ſi opulente en fort peu de temps, qu’elle eſtonna tous ceux qui connoiſſoient ſes facultez;	La Comtesse devint si opulente en fort peu de temps, qu'elle étonna tous ceux qui connaissaient ses facultés;
elle augmentoit ſon train de iour en iour, & faiſant une dépenſe des plus conſiderables, 178 Pieces Diverſes, elle eſtoit bien venuë e Cour, tant il eſt vray que un merite quelque puiſſan qu’il puiſſe eſtre, n’eſt ſouſtenu par le bien ſon brillant demeure enſevely dan l’obſcurité de la miſere;	elle augmentait son train de jour en jour, et faisant une dépense des plus considérables, 178 Pièces Diverses, elle était bien venue e Cour, tant il est vrai que un mérite quelque puissan qu'il puisse être, n'est soutenue par le bien son brillant demeure enseveli dan l'obscurité de la misère;
mai auſſi pour peu qu’il ſoit enrichy, ſes appas, quelques foibles qu’ils ſoient, empruntent un grand luſtre des rayons de la fortune.	mai aussi pour peu qu'il soit enrichi, ses appas, quelques faibles qu'ils soient, empruntent un grand lustre des rayons de la fortune.
La Comteſſe qui n’avoit iamais paru, iettoit tous les iours un nouvel éclat;	La Comtesse qui n'avait jamais paru, jetait tous les jours un nouvel éclat;
par ſes aiuſtemens & par ſa profuſion elle effaçoit toutés les compagnes.	par ses aiustemens et par sa profusion elle effaçait toutés les compagnes.
Charles Comte de Valois, onci au Horere Roy C- l’ayant veuë pluſieurs fois chez la Reine Ieanne de Navarre Mere de ce meſme Monarque, ne put reſiſter à ſes charmes.	Charles Comte de Valois, onci au Hore Roi Ç- l'ayant vue plusieurs fois chez la Reine Jeanne de Navarre Mère de ce même Monarque, ne pût résister à ses charmes.
Croyant que ſa haute naiſſance pourroit ébloüir la Comteſſe, il luy declara la paſſion qu’il avoit priſe dans ſes beaux yeux;	Croyant que sa haute naissance pourrait éblouir la Comtesse, il lui déclara la passion qu'il avait prise dans ses beaux yeux;
mais qu’il ſe vit bien- toſt trompé, car ne diſpoſant pas a ſon gré des Finances de France comme Enguerrand, elle n’eut aucun égard au ſang dont il ſortoit, & dans la peur de perdre le Miniſtre, t lie rourat point écouter les vœux de ce Prince.	mais qu'il se vit bien- tôt trompé, car ne disposant pas à son gré des Finances de France comme Enguerrand, elle n'eut aucun égard au sang dont il sortait, et dans la peur de perdre le Ministre, t lie rat point écouter les vœux de ce Prince.
En eſſet, ne luy ertoiteii pas flite 180 Pieces Diverſes, poſſible de le favoriſer d’aucun amour, celuy d’intereſt pour le Chambellan, & celuy d’inclination pour ſon amant ſecret, partageants entierement ſon ame.	En esset, ne lui ertoitei pas flite 180 Pièces Diverses, possible de le favoriser d'aucun amour, celui d'intérêt pour le Chambellan, et celui d'inclination pour son amant secret, partage entièrement son âme.
Cét illuſtre ſoupirant alla pluſieurs fois luy rendre viſite, s’aſſurant que la pudeur de ſon ſexe eſtoit le ſeul obſtacle qui s’oppoſoit à ſes deſirs, & qu’elle ne luy diſputoit ſon cœur que pour rendre ſon triomphe d’autant plus agreable, que la conqueſte en ſeroit difficile à faire.	Cet illustre soupirant alla plusieurs fois lui rendre visite, s'assurant que la pudeur de son sexe était le seul obstacle qui s'opposait à ses désirs, et qu'elle ne lui disputait son cœur que pour rendre son triomphe d'autant plus agréable, que la conquête en serait difficile à faire.
Mais plus il luy témoignoit de lohts & d’empreſſemens, & plus il voyoit croiſtre à ſon égard la tiedeur de ſon indifference.	Mais plus il était de son lohts et d'empressements, et plus il voyait croître à son égard la tiédeur de son indifférence.
De ſorte qu’il fut contraint de ne la plus voir, pour eviter les peines que luy cauſoient des deſdains qu’il n’avoit pas meritez.	De sorte qu'il fut contraint de ne la plus voir, pour éviter les peines que deux causaient des dédains qu'il n'avait pas mérités.
Le Comte de Valois ſe voyant ſi indignement ſacrifié à un Surintendant, tourna ſa fureur contre luy, & concevant une haine extreme pour ce rival heureux, il forma le deſſein de le perdre, quand il entrouveroit l’occaſion.	Le Comte de Valois se voyant si indignement sacrifié à un Surintendant, tourna sa fureur contre autre, et concevant une haine extrême pour ce rival heureux, il forma le dessein de le perdre, quand il entrouverait l'occasion.
Le Miniſtre d’un autre coſté qui connut la fidelité de ſa Maiſtreſſe, ſentant redoubler les tranſports de ſon amour, luy fit ſentir à ſon tour les effets de Pieces Diverſes, ſa liberalité.	Le Ministre d'un autre côté qui connut la fidélité de sa Maîtresse, sentant redoubler les transports de son amour, lui fit sentir à son tour les effets de Pièces Diverses, sa libéralité.
Il fit preparer un feſtin dans ſon Chaſteau du Pleſſis, pour la traiter auſſi ſplendidement que ſon action avoit eſté genereuſe.	Il fit préparer un festin dans son Château du Plessis, pour la traiter aussi splendidement que son action avait été généreuse.
Mais de peur de donner luy meſme des armes à la cenſure de ſes ennemis contre ſa conduite il feignit que ce regale eſtoit preparé pour le Roy.	Mais de peur de donner homme même des armes à la censure de ses ennemis contre sa conduite il feignit que ce règale était préparé pour le Roi.
Ce Prince à ſa priere, accompagné du Comte de Valois ſon oncle, de la Reine ſa mere, & de toute ſa Cour, ſe rendit dans ce lieu de magniſicence.	Ce Prince à sa prière, accompagné du Comte de Valois son oncle, de la Reine sa mère, et de toute sa Cour, se rendit dans ce lieu de magnisicence.
L’on commença par un banquet des plus ſuperbes & des plus delicieux.	L'on commença par un banquet des plus superbes et des plus délicieux.
En ſuite noſtre Monarque ne parut pas & Galantes.	En suite notre Monarque ne parut pas et Galantes.
183 plutoſt ſur un balcon, qu’il partit huit mille fuſées volantes en meſme temps à ſa veuë;	183 plutôt sur un balcon, qu'il partit huit mille fusées volantes en même temps à sa vue;
de maniere qu’il fut fort agreablement ſurpris, voyant que l’air ſembloit mbraſé de toutes parts.	de manière qu'il fut fort agréablement surpris, voyant que l'air semblait mazé de toutes parts.
Le feu d’artifice ne fut pas plutoſt tiré, que l’on ioua une Comedie compoſée exprés pour cette Feſte, par un des meilleurs farceurs de ce temps là;	Le feu d'artifice ne fut pas plutôt tiré, que l'on joua une Comédie composée exprès pour cette Fête, par un des meilleurs farceurs de ce temps là;
dans les intermedes de laquelle on danſa un ballet, dont les entrées eſtoient merveilleuſement bien concertées.	dans les intermèdes de laquelle on dansa un ballet, dont les entrées étaient merveilleusement bien concertées.
Aprés une ſi agreable urverſité de plaiſirs, leurs Maieſtez qui ne partirent de ce 184 Pieces Diverſes, Chaſteau qu’à deux heure aprés minuit, à la clarté d’u grand nombre de flambeaur témoignerent en eſtre extre mement ſatisfaites.	Après une si agréable urversité de plaisirs, leurs Maiestez qui ne partirent de ce 184 Pièces Diverses, Château qu'à deux heure après minuit, à la clarté d'u grand nombre de flambeaur témoignerent en être extre mement satisfaites.
Le Com te de Valois qui n’avoit eſt de ce divertiſſement que pou y trouver matiere d’execute ſa reſolution, avoit fort bie remarqué tout ce qui s’y eſtoi paſſé.	Le Com te de Valais qui n'avait est de ce divertissement que pou y trouver matière d'exécute sa résolution, avait fort bye remarqué tout ce qui s'y étoi passé.
Le lendemain au leve du Roy s’en entretenant, il lu exagera la magnificence de e pompeux regale, & adiouſte malicieuſement, qu’il n’y a voit qu’un Sur-intendant de France qui pouvoit faire des de penſes ſi prodigieuſes.	Le lendemain au lève du Roi s'en entretenant, il lu exagéra la magnificence de e pompeux ralale, et ajoute malicieusement, qu'il n'y a voit qu'un Sur-intendant de France qui pouvait faire des de penses si prodigieuses.
Le Roy quoy que ieune encore connut connut bien ce que ſigniſoient de telles paroles.	Le Roi quoi que jeune encore connut connut bien ce que signisaient de telles paroles.
L’apreſdinée il fit tenir le Conſeil, où entr’autres ſe trouverent le Comte de Valois & le Miniſtre.	L'apresdinée il fit tenir le Conseil, où entr'autres se trouvèrent le Comte de Valais et le Ministre.
Sa Maieſté demanda à ce dernier que pouvoient eſtre devenuës les ſnances du feu Roy ſon Pee, & tout l’argent de l’Epargne;	Sa Majesté demanda à ce dernier que pouvaient être devenues les snances du feu Roi son Pée, et tout l'argent de l'Épargne;
qu’enfin il falloit uu’il en rendit compte.	qu'enfin il fallait u'il en rendit compte.
Enjuerrand ne fut point ſurpris tun coup auquel apparemment il ſe preparoit de longtemps;	Enjuerrand ne fut point surpris tun coup auquel apparemment il se préparait de longtemps;
il luy aſſura qu’il ſeoit touſiours preſt de rendre compte de ce que l’on luy voit confié, quand il luy 186 Pieces Diverſes, plairoit d’ordonner qu’il fiſt.	il lui assura qu'il seait toujours prêt de rendre compte de ce que l'on lui voit confié, quand il lui 186 Pièces Diverses, plaierait d'ordonner qu'il fît.
Le Comte de Vale voyant l’affaire ſi avancé prit la parole, & luy „ Rendez donc compte tout mai tenant.	Le Comte de Vale voyant l'affaire si avancé prit la parole, et lui „ Rendez donc compte tout mai tenant.
Marigny repond Monſieur il ne me ſera pas difficile que vous croyez 9 6 mon compte ne contiendra ( deux articles:	Marigny répond Monsieur il ne me sera pas difficile que vous croyez 9 6 mon compte ne contiendra ( deux articles:
Les deniers les p clairs de l’Epargne ont eſté m entre vos mains, e le reſte l’ay employe a payer les debt du feu Roy, & par ſon ord Le Comte de Valois piqu de ce diſcours, luy dit, voen aveZ menty.	Les deniers les p clairs de l'Épargne ont été menti entre vos mains, e le reste l'ai emploie a payer les débt du feu Roi, et par son ord Le Comte de Valais piqu de ce discours, tu dit, voen avez menti.
Marign’y ou tré de l’affront, perdit le ſouycnir de uu prorunoo du Ro & ne pût eſtre aſſez maiſtre de ſa paſſion, qu’il ne repartit au Comte de Valois:	Marign'y ou tré de l'affront, perdit le souinir de u proruno du Ro et ne pût être assez maître de sa passion, qu'il ne répartit au Comte de Valais:
C’eſt vous meſme, Monſieur.	C'est vous -même, Monsieur.
Le Printe voulut tirer l’épée, & ſi Meſſieurs du Conſeil ne ſe fuſſent mis entre eux deux, l fuſt deſlors arrivé un grand malheur L’on fit retirer doutement le Miniſtre, & iuſques là les choſes n’eſtoient pas diſpoſées à paſſer plus avant contre luy.	Le Printe voulut tirer l'épée, et si Messieurs du Conseil ne se fussent mis entre eux deux, l fût délors arrivé un grand malheur L'on fit retirer doutement le Ministre, et jusqu' à les choses n'étaient pas disposées à passer plus avant contrefois.
Cét accident n’empeſcha pas Engueriand de continuer l’exercice de ſa charge à l’ordinaire, & ſon amour avec la Comteſſe.	Cet accident n'empêcha pas Engueriand de continuer l'exercice de sa charge à l'ordinaire, et son amour avec la Comtesse.
Cette adroite intereſſée conlidera ſon avanture comme - C--- -- ---- 188 Pieces Diverſes, un grand choc à ſa faveur Prevoyant qu’elle ne dureroi pas encore long-temps, el luy en reſtoit, & tira de generoſité des ſommes iman menſes, qu’elle mettoit auſſi toſt à couvert ſous le non du Baron, afin que le revers de fortune du Chambellan ne retombaſt point ſur elle.	Cette adroite intéressée conlidéra son aventure comme - Ç- -- , un 188 Pièces Diverses, un grand choc à sa faveur Prévoyant qu'elle ne durerais pas encore longtemps, elle -même en restait, et tira de générosité des sommes iman menses, qu'elle mettait aussi tôt à couvert sous le non du Baron, afin que le revers de fortune du Chambellan ne retombât point sur elle.
L Baron de ſon coſté continuon 6 Il A ta touſiours ſes intrigues ſecreda tes avec la Comteſſe, maiſſſe qu’il eſt difficile de cacher un feu auſſi viſible que celuy de l’amour, puis qu’un coup d’œil, un geſte, en ſont des témoins irreprochables.	 Baron de son côté continuon 6 Il A ta toujours ses intrigues secréda tes avec la Comtesse, maissse qu'il est difficile de cacher un feu aussi visible que celui de l'amour, puis qu'un coup d'œil, un geste, en sont des témoins irréprochables.
NoAis (( I te raaſtre heureux amant n’avoit pas veu la Comteſſe depuis le divertiſſement que ſon rival luy avoit donné & à touſa te la Cour, & dans lequel il ne l’avoit point abandonné pendant qu’Enguerrand avoit nleſté attaché auprés du Roy.	NoAis (( I te raztre heureux amant n'avait pas vu la Comtesse depuis le divertissement que son rival lui avait donné et à tous te la Cour, et dans lequel il ne l'avait point abandonné pendant qu'Enguerrand avait nlesté attaché auprès du Roi.
s 2 ll prit le temps que le Miiiſtre eſtoit au Conſeil pour voir ſa Maiſtreſſe Elle le traita avec une froideur extreme, ayant appris quelqu’une de les infidelitez.	 2 s2 lit le temps que le Miiistre était au Conseil pour voir sa Maîtresse Elle le traita avec une froideur extrême, ayant appris quelqu'une de les infidélités.
Il employa toute ſon éloquence pour la lechir, & dans l’ardeur de ſa paſſion, il ſe ietta à ſes genoux, où il luy fit mille proteſtations, que les rapports I  111.	Il employa toute son éloquence pour la léchir, et dans l'ardeur de sa passion, il se jeta à ses genoux, où il lui fit mille protestations, que les rapports I 111.
2 190 Pieces Diverſes.	2 190 Pièces Diverses.
qui luy avoient eſté faits contre ſa fidelité n’eſtoient poin veritables, qu’il n’aimoit qu'elle au monde, & ne ceſſeroit iamais de l’adorer.	qui luitaît été faits contre sa fidélité n'étaient poin véritables, qu'il n'aimait qu'elle au monde, et ne cesserait jamais de l'adorer.
Enguerrand qui n’eſtoit poin attendu en ce moment, entr dans la chambre, & les ſur prit dans cette poſture amou reuſe.	Enguerrand qui n'était poin attendu en ce moment, entr dans la chambre, et les sur prit dans cette posture amou reuse.
Le Baron ſe releva a vec la derniere confuſion, ( la Comteſſe alla vers luy a vec une aſſurance qui euſt p paſſer pour effronterie.	Le Baron se releva a vec la dernière confusion, ( la Comtesse alla vers notre a vec une assurance qui eût p passer pour effronterie.
L Chambellan luy dit en rai lant, qu’il eſtoit au deſe ſpor de les troubler dans une con verſation qui ne leur pouvoi eſtre qu’agreable, & feign 8 O C de vouloir ſortir.	 Chambellan avait dit en ray lant, qu'il était au dese spor de les troubler dans une con versation qui ne leur pouvoi être qu'agréable, et feign 8 Ô Ç de vouloir sortir.
La Comteſſe le retint par le bras, & luy dit en raillant à ſon tour;	La Comtesse le retint par le bras, et lui dit en raillant à son tour;
ie vois bien, Comte, que la lalouſie vous fait agir, & que vous prenez Monſieur le Baion pour un ſoupirant;	Ce vois bien, Comte, que la lousie vous fait agir, et que vous prenez Monsieur le Baion pour un soupirant;
non, hon, deſabuſez vous, ne nettez point voſtre ame à la ceſne ſans ſuiet, ſi vous l’avez veu à mes genoux, ce n'eſtoit point par galanterie, mais par intereſt, puis qu’il ne la fait que pour me prier wec plus d’inſtance de vous demander une grace, dont ie ne veux point vous importuner.	non, hon, désabusez -vous, ne nettez point votre âme à la cène sans sujet, si vous l'avez vu à mes genoux, ce n'était point par galanterie, mais par intérêt, puis qu'il ne la fait que pour me prier ec plus d'instance de vous demander une grâce, dont vous ne veux point vous importuner.
Hé quelle grace, Madame, luy repartit Marigny?	Hé quelle grâce, Madame, Seigneur répartit Marigny?
L Pieces Diverſes, C’eſt, luy repondit-elle, le faire gratifier par ſa Maie ſté du Gouvernement de Ville d’Amiens, que vou ſçavez eſtre vaquant depu deux iours.	 Lièces Diverses, C'est, lui répondit-elle, le faire gratifier par sa Maie sté du Gouvernement de Ville d'Amiens, que vou lez être vaquant depu deux jours.
Quoy que vou ayez tout pouvoir ſur l’eſ prit de ſa Maieſté, & que vou le puiſſiez faire facilemen i’ay creu qu’une telle de mans de eſtoit incivile à mon eſgard, malgré la paſſion qu vous me témoignez, eſtan une verité en amour, que poult conſerver un Amant auſſi puiſſant que vous, il ne l faut iamais fatiguer de prie.	Quoi que vou ayez tout pouvoir sur l'es prit de sa Majesté, et que vou le puissiez faire facilemen j'ai cru qu'une telle de mans de mille incivile à mon égard, malgré la passion qu vous me témoignez, étan une vérité en amour, que poult conserver un Amant aussi puissant que vous, il ne l faut jamais fatiguer de prie.
res indiſcretes.	rés indiscrètes.
Vous me faites tort, Madame, de mece croire le troire fatiguable en executant e-vos volontez, & de douter la que je n’aye la derniere defeis S 15 8 3 te le 10 ience pour tout ce qu’il vous plaira exiger de moy.	Vous me faites tort, Madame, de mece croire le troire fatiguable en exécutant eut-vos volontés, et de douter la que je n'aie la dernière défeis S 15 8 3 te le 10 ience pour tout ce qu'il vous plaira exiger de moi.
Ie parleray, pourſuivit il, dés tantoſt de cette affaire au Roy, & je feray en ſorte qu’il vous ccorde une faveur que vous n’osés vous permettre de denander.	Je parlerai, poursuivit -il, dès tantôt de cette affaire au Roi, et je ferai en sorte qu'il vous corde une faveur que vous n'osez vous permettre de denander.
Le Baron qui d’un malheur tira un avantage coſilerable ſortit avec la derniere.	Le Baron qui d'un malheur tira un avantage cosilérable sortit avec la dernière.
oye, & laiſſa ſon Rival & ſa Maiſtreſſe enſemble.	oie, et laissa son Rival et sa Maîtresse ensemble.
Quoy u’Enguerrand parût eſtre gueri de la ialouſie que luy avoit donnée le Baron, il ne eſſa pourtant point d’en eſtre R 194 Pieces Diverſes, inquieté.	Quoy ne Esnguerrand parut être guéri de la jalousie que lui avoit donnée le Baron, il ne essa pourtant point d'en être R 194 Pièces Diverses, inquiété.
Ce qu’il venoit de voir confirmoit à ſon ame le ſoupçons qu’il avoit conceu dans le divertiſſement don nous avons parlé.	Ce qu'il venait de voir confirmait à son âme le soupçons qu'il avait conçu dans le divertissement donc nous avons parlé.
Car il y a voit remarqué que le Baro avoit rendu mille petits ſoin à la Comteſſe, qui ne pou voient partir que de l’amour qu’il ne s’eſtoit point ſepar d’elle, & qu’ils s’eſtoient re gardés un peu trop ſouven pour n’en eſtre encore qu' l’eſtime Il obtint donc c Roy dés le méme iour le Gouſde vernement d’Amiens, en faveur de ſon Rival;	Car il y a voit remarqué que le Baro avait rendu mille petits soin à la Comtesse, qui ne pou voient partir que de l'amour qu'il ne s'était point sépar d'elle, et qu'ils s'étaient re gardés un peu trop souven pour n'en être encore qu' estime Il obtint donc ç Roy ès le même jour le Goûde vernement d'Amiens, en faveur de son Rival;
Mais ce pe I n’eſtoit qu’à deſſein de l’éloisſe gner de ſa Maiſtreſſe, il l’en n 6 9.	Mais ce pe I n'était qu'à dessein de l'éloisse gner de sa Maîtresse, il l'en n 6 9.
inveſtit à la charge pour le bien de l’Eſtat d’y demeurer touſiours, & de ne point paroiſtre à la Cour ſans ordre exprés du Roy, ſur peine d’en eſtre privé dans le même temps.	investit à la charge pour le bien de l'État d'y demeurer toujours, et de ne point paraître à la Cour sans ordre exprès du Roi, sur peine d'en être privé dans le même temps.
Cette condition ne plût pas fort au Baron, qui ne vouloit point s’abſenter de la Comteſſe, de peur que ſon abſence ne r’allentît ſes feux, il fut toutefois contraint de partir.	Cette condition ne plut pas fort au Baron, qui ne voulait point s'absenter de la Comtesse, de peur que son absence ne rallentît ses feux, il fut toutefois contraint de partir.
Comme c’eſt l’ordinaire que l’amour aſſoupy dans ſon bon-heur ne ſe fait pas ſentir dans un plain calne auſſi violent que dans ſes emotions, le Baron ne coneût l’excez de ſa paſſion pour R ij 196 Pieces Diverſes, ſa Maiſtreſſe, que lors qu' la fallut quitter.	Comme c'est l'ordinaire que l'amour assoupi dans son bonheur ne se fait pas sentir dans un plain calne aussi violent que dans ses émotions, le Baron ne conut l'excès de sa passion pour R ij 196 Pièces Diverses, sa Maîtresse, que lors qu' la fallut quitter.
Il alla pren dre congé d’elle la larme l’œil, & luy aſſeura que ma gré l’ordre qu’il avoit rec il ne ſeroit pas long-tem ſans la revoir.	Il alla pren dre congé d'elle la larme l'œil, et même assura que ma gré l'ordre qu'il avait rec il ne serait pas long-tem sans la revoir.
Ayant pris po ſeſſion de ſon Gouvernemer il feignit eſtre malade de s’é tre trop échauffé dans lès exe cices qu’il avoit fait, ſoit à courſe de la Bague ou autre ment, il fut viſité des prin cipaux de la Province, il con manda enſuite de faire publie qu’il alloit prendre des eau qui luy eſtoient neceſſaires, au lieu de prendre la route Bourbon, nl vinle on poſtée Paris incogntio, pour voir la Comteſſe.	Ayant pris pô session de son Gouvernemer il feignit être malade de s'é tre trop échauffé dans lès exe cices qu'il avait fait, soit à course de la Bague ou autre ment, il fut visité des prin cipaux de la Province, il con manda ensuite de faire publie qu'il allait prendre des eau qui prendre des nécessaires, au lieu de prendre la route Bourbon, n vinle on postée Paris incogntio, pour voir la Comtesse.
N’oſant aller chez luy de peur que ſon retour, quelque ſecret qu’il fuſt n’eclataſt, il alla deſcendre dans une hoſtellerie & ſe fit paſſer pour Italien.	N'osant aller chez lui de peur que son retour, quelque secret qu'il fût n'éclatât, il alla descendre dans une hôtellerie et se fit passer pour Italien.
Ayant eſté trois ans Ambaſſadeur à Rome, il en ſçavoit parfaitement la langue & les galantes manieres d’agir.	Ayant été trois ans Ambassadeur à Rome, il en savait parfaitement la langue et les galantes manières d'agir.
Il changea ſon nom en celuy d’Ergaſte, il cacha ſes cheveux blonds ſous une perruque noire, & enfin il ſe déguiſa de telle ſorte qu’à peine eſtoit-il reconoiſſable aux yeux même de ceux qui avoient intereſt à ſçavoir qui il étoit.	Il changea son nom en celui d'Érgaste, il cacha ses cheveux blonds sous une perruque noire, et enfin il se déguisa de telle sorte qu'à peine était-il reconnaissable aux yeux même de ceux qui avaient intérêt à savoir qui il était.
Côme c’eſt une maxime R iij certaine que quand deux Amants ayant eſté de ſunis pour un temps par le dépit, l’Amour renoüant leur intelligence, ſemble pour les reſcompenſer de leurs peines faire renaiſtre les plaiſirs qu’ils ont perdus, & les confondre avec la douceur qu’ils ont de ſe revoir.	Côme c'est une maxime R aj our que quand deux Amants ayant été de sunis pour un temps par le dépit, l'Amour renouvant leur intelligence, semble pour les récompenser de leurs peines faire renaître les plaisirs qu'ils ont perdus, et les confondre avec la douceur qu'ils ont de se revoir.
Marigny qui depuis le depart du Baron, avoit querel é avec la Comteſſe, ne l’avoit point veuë pendant quatre iours, & s’eſtoit reconcilié avec elle, luy témoignoit une tendreſſe encore plus empreſſée qu’auparavant.	Marigny qui depuis le départ du Baron, avait querel é avec la Comtesse, ne l'avait point vue pendant quatre jours, et s'était reconcilié avec elle, Seigneur témoignait une tendresse encore plus empressée qu'auparavant.
Il eſtoit touſiours auprés d’elle ou en ſon abſence il la faiſoit fort-bien obſerver;	Il était toujours auprès d'elle ou en son absence il la faisait fort-bien observer;
Mais noſtre nouveau Gouverneur, malgré̂ tous ſes ſoins trouva bientoſt le moyen de l’aller voir chez elle.	Mais notre nouveau Gouverneur, malgré tous ses soins trouva bientôt le moyen de l'aller voir chez elle.
Le voyant elle en fut fort ſurpriſe & fort reſiouie, il luy temoigna ſon amour, elle luy donna des marques de ſa reconnoiſſance.	Le voyant elle en fut fort surprise et fort réjouie, il lui témoigna son amour, elle lui donna des marques de sa reconnaissance.
Ils prirent leurs meſures pour entretenir ce commerce ſecret pendant le temps qu’il pourroit eſtre à Paris.	Ils prirent leurs mesures pour entretenir ce commerce secret pendant le temps qu'il pourrait être à Paris.
Le Baron ne pouvoit voir ſa Maiſtreſſe tous les lours, & cependant ſa galanterie ne pouvoit eſtre oyſive, il fit connoiſſance avec quelques filles qui le charmerent R iiij Pieces Diverſes pluſtoſt par leur beauté que par leur condition:	Le Baron ne pouvait voir sa Maîtresse tous les lours, et cependant sa galanterie ne pouvait être oissive, il fit connaissance avec quelques filles qui le charmèrent R ijà Pières Diverses plutôt par leur beauté que par leur condition:
un iouril eſtoit auprés d’une perſonne dont à la verité la qualité n’eſtoit pas fort relevée, mais qui neanmoins n’eſtoit pas d’une condition tout à fait ravallée.	un jouril était auprès d'une personne dont à la vérité la qualité n'était pas fort relevée, mais qui néanmoins n'était pas d'une condition tout à fait ravallée.
Comme les gens de qualité ſe croient tout permis avec ceur qui ſemblent leur eſtre inegaux, ce Baron preſſa cette aymable perſonne un peu plus fort que ieu;	Comme les gens de qualité se croient tout permis avec ceur qui semblent leur été inégaux, ce Baron pressa cette aimable personne un peu plus fort que jeu;
mais l’ou ſçait que quelque merite dont on ſoit enrichy & quelque penchant que les filles bien nées ayent aux plaiſirt y l'on ne vient pas facillement au but où le Baron ſouhaittoit ie d’arriver, la crainte du deſpil honneur de toute une famile, le, celle d’eſtre en butte aux e- traits de la médiſance, & la pudeur du ſexe leur donnant ne des forces pour reſiſter à leurs ei plus tendres deſirs;	mais l'ou sçait que quelque mérite dont on soit enrichi et quelque penchant que les filles bien nées aient aux plaisirt y l'on ne vient pas facillement au but où le Baron souhaittoit ainsi d'arriver, la crainte du dépil honneur de toute une famile, le, celle d'être en butte aux e- traits de la médisance, et la pudeur du sexe leur donnant ne des forces pour résister à leurs ei plus tendres désirs;
Il eſt imſe poſſible d’en venir à la conx cluſion avec elles ſi en contentant leur amour l’on ne ſatisfait à leur devoir.	Il est imse possible d'en venir à la conx clusion avec elles si en contentant leur amour l'on ne satisfait à leur devoir.
Le Baron ſe voyant en cét eſtat auprés d’une perſonne dont la beauté l’enflamoit de telle ſorte, que pour contenter ſes ſens il eût donné en ce moment ce qu’il avoit de plus cher au monde:	Le Baron se voyant en cet état auprès d'une personne dont la beauté l'enflamait de telle sorte, que pour contenter ses sens il eût donné en ce moment ce qu'il avait de plus cher au monde:
La fille qui n’eſtoit pas moins eſpriſe de ſes belPieces Diverſes, les qualitez qu’il eſtoit charmé de ſes apas, ne pouvoi pourtant point ſe reſoudre abandonner à ſa diſcretion le threſor le plus precieux de ſon ſexe;	La fille qui n'était pas moins éprise de ses belPièces Diverses, les qualités qu'il était charmé de ses appas, ne pouvais pourtant point se résoudre abandonner à sa discrétion le trésor le plus précieux de son sexe;
voyant qu’il n’en pouvoit rien obtenir par inclina, tion, il creut que l’intereſt feroit plus d’effet ſur ſon ame.	voyant qu'il n'en pouvait rien obtenir par inclina, tion, il crut que l'intérêt ferait plus d'effet sur son âme.
il luy promit de l’é pouſer pour prix d’une faveur à laquelle il ſeroit redevable de la vie.	il avait promit de l'é pouser pour prix d'une faveur à laquelle il serait redevable de la vie.
Il luy donna ſa foy avec toute l’ardeur d’un amant des plus paſſionnez, & enfin ſurprenant ſa foibleſſe à la faveur d’une promeſſe de mariage.	Il avait donna sa foi avec toute l'ardeur d'un amant des plus passion, et enfin surprenant sa faiblesse à la faveur d'une promesse de mariage.
faite par écrit en bonne & deuë forme, il ſe vit le vainqueur d’une conqueſte ſi reoit cherchée & ſi rare pour les e à gens qui ne ſçavent pas ménager les momens du plaiſir.	faite par écrit en bonne et due forme, il se vit le vainqueur d'une conquête si réait cherchée et si rare pour les é gens il ne savent pas ménager les moments du plaisir.
Noſtre heureux Conquerant fut fort aiſe de voir qu’un morceau de papier écrit pouvoit luy faire ſurmonter les obſtacles qui s’oppoſoient au cours de ſes victoires amoureuſes.	Notre heureux Conquérant fut fort aise de voir qu'un morceau de papier écrit pouvait : faire surmonter les obstacles qui s'opposaient au cours de ses victoires amoureuses.
