E SUS MARIA.	 EUS MARIA.
ARISTOBULE.	ARISTOBULE.
Accablé ſous le poids d’un mal inſuportable, Il ſouffre un deſeſpoir qui n’eſt pas concevable;	Accablé sous le poids d'un mal insuportable, Il souffre un désespoir qui n'est pas concevable;
n ous dirles que ce Friee a peiuu tous les ſens;	 nous dirles que ce Frie a puive tous les sens;
De ſes ordres donnés contre les Innocens, Il eſt impatient d’en avoir des nouvelles, Il écume de rage en ſes douleurs cruelles, Il ſemble que ſon mal doit être par leur mort, Incontinent ſuivi d’un plus fortuné ſort.	De ses ordres donnés contre les Inocents, Il est impatient d'en avoir des nouvelles, Il écume de rage en ses douleurs cruelles, Il semble que son mal doit être par leur mort, Incontinent suivi d'un plus fortuné sort.
HYRENROS.	HYRENROS.
Je crains de l’aborder dans ſa fureur terrible, Donnés-moi vôtre avis pour le rendre poſſible.	Je crains de l'aborder dans sa fureur terrible, Donnez-moi votre avis pour le rendre possible.
ARISTOBULE.	ARISTOBULE.
Cher ami, je ne ſçai quel avis vous donner, Ecumant de colere, il vient de m’ordonner, De ſçavoir au plûtôt ſi ſes gens de Juſtice;	Cher ami, je ne sais quel avis vous donner, Ecumant de colère, il vient de m'ordonner, De Savoir au plûtôt si ses gens de Justice;
Ont fait à ſes Arrêts répondre le ſupplice:	Ont fait à ses Arrêts répondre le supplice:
Si Juda, Mathias, & d’autres avec eux, Pour leur pretendu crime ont peri dans les feux, Dechiré par la rage & plein de jalouſie, Il veut abſolument qu’ils perdent tous la vie.	Si Juda, Mathias, et d'autres avec eux, Pour leur prétendu crime ont péri dans les feux, Déchiré par la rage et plein de jalousie, Il veut absolument qu'ils perdent tous la vie.
HYRCANUS.	HYRCANUS.
O Ciel!	Ô Ciel!
ô Dieu vengeur!	ô Dieu vengeur!
ah!	ah!
quelle cruauté!	quelle cruauté!
Dois-je m’en étonner?	Dois-je m'en étonner?
ce n’eſt pas nouveauté;	ce n'est pas nouveauté;
Nous en avons bien vû ſortir de ſa cervelle, souvent il en paroit d’invention nouvelle, La mort des Innocens, ces petits nourriſſons, Ne nous prouve que trop ſes injuſtes ſoupçons.	Nous en avons bien vu sortir de sa cervelle, souvent il en parait d'invention nouvelle, La mort des Inocents, ces petits nourrissons, Ne nous prouve que trop ses injustes soupçons.
ARISTOBULE.	ARISTOBULE.
cene de leo enano e cene de la leile, Qui brûloit jour & nuit d’une celeſte flâme, Sont encor les effets de ſon eſprit jaloux:	cène de leo enano e cène de la leile, Qui brûlait jour et nuit d'une céleste flamme, Sont encor les effets de son esprit jaloux:
Le Ciel pour l’en punir l’accable de ſes coups.	Le Ciel pour l'en punir l'accable de ses coups.
HYRCANUS.	HYRCANUS.
Helas!	Hélas!
ſans balancer, il en convient lui même, Il en a de l’horreur, ſa peine en eſt extrême, Ce crime deteſtable en tout lieu le pourſuit, Marianne en ſa bouche éclate jour & nuit;	sans balancer, il en convient lui -même, Il en a de l'horreur, sa peine en est extrême, Ce crime détestable en tout lieu le poursuit, Marianne en sa bouche éclate jour et nuit;
Il lui parle en dormant, & ſe croit auprés d’elle, Mais le Ciel l’a reçûë en la gloire éternelle.	Il lui parle en dormant, et se croit auprès d'elle, Mais le Ciel l'a reçue en la gloire éternelle.
Un Poëte en a fait l’éloge en racourci;	Un Poète en a fait l'éloge en racourci;
Si vous voulés l’entendre, écoûtés;	Si vous voulez l'entendre, écoutés;
le voici.	le voici.
» Une beauté celeſte étoit donc le partage, » D’un barbare mari qui d’une extrême rage, » Forma la tyrannie & l’horrible attentat, ,, Auſſi-bien dans l’amour qu’il fit dans ſon Etat, ,.	" Une beauté celeste était donc le partage, " D'un barbare mari qui d'une extrême rage, " Forma la tyrannie et l'horrible attentat, ,, Aussi-bien dans l'amour qu’il fit dans son État, ,.
Elle a vêcu de fiel pour mourir de l’épée, » Qui dans le ſang de Dieu voulut être trempée, » Anticiper la croix, partager ſa douleur, , Avec un Dieu mourant, c’eſt un heureux malheur, » Qui finiſſant ſa vie honore ſa memoire, a ſon carps moins de ſang » Auſſi la ſainte Reine en achevant ſes jours, », A Dieu ſon bien-aimé ſoûpiroit ſes amours, ,, Et rendoit en ſilence au Ciel cette grande ame, .	Elle a vécu de fiel pour mourir de l'épée, " Qui dans le sang de Dieu voulut être trempée, " Anticiper la croix, partager sa douleur, , Avec un Dieu mourant, c'est un heureux malheur, " Qui finissant sa vie honore sa mémoire, à son carps moins de sang " Aussi la sainte Reine en achevant ses jours, ", À Dieu son bien-aimé soupirait ses amours, ,, Et rendoit en silence au Ciel cette grande âme, .
La lavant dans ſes pleurs, l’épurant dans ſa flâme, 33 vlvre & mou aiſi, ceſt faiſe avec enort, , D’une mourante vie, une vivante mort.	La lavant dans ses pleurs, l'épurant dans sa flamme, 33 veulvre et mou aisy, cette faise avec enort, , D'une mourante vie, une vivante mort.
ARISTOBULE.	ARISTOBULE.
Je louë avec ſujet cet éloge & la Sainte, L’une par ſes vertus, & l’autre par ſa pointe, Par tout avec éclat elle ſe fait ſentir, Dit le vrai des époux ſans craindre de mentir, L’un & l’autre ſeront d’éternelle memoire, L’un ſera malheureux, & l’autre dans la gloire, Quelque amitié qu’Herode ait toûjours eu pour moi.	Je loue avec sujet cet éloge et la Sainte, L'une par ses vertus, et l'autre par sa pointe, Par tout avec éclat elle se fait sentir, Dit le vrai des époux sans craindre de mentir, L'un et l'autre seront d'éternelle mémoire, L'un sera malheureux, et l'autre dans la gloire, Quelque amitié qu'Hérode ait toujours eu pour moi.
L’ayant ſi bien connu pour de mauvaiſe foi;	L'ayant si bien connu pour de mauvaise foi;
Pour un homme, en un mot, tel qu’on vient de dépeindre, S’il a diſſimulé, j’ai tâché de bien feindre, Si j’ai reçû de lui de ſi grandes faveurs, Si ſur tous ſes Sujets je fus comblé d’honneurs, J’ai crû les meriter par d’excellens ſervices,  Avec fidélité j’ai rempli mes offices, Pour bien ſervir l’Etat, j’ai tout ſacrifié;	Pour un homme, en un mot, tel qu'on vient de dépeindre, S'il a dissimulé, j'ai tâché de bien feindre, Si j'ai reçu de lui de si grandes faveurs, Si sur tous ses Sujets je fus comblé d'honneurs, J'ai cru les mériter par d'excellents services, Avec fidélité j'ai rempli mes offices, Pour bien servir l'État, j'ai tout sacrifié;
Mais à l’égard du Roi, je m’en ſuis déſié, C’eſt par là que j’ai ſçû me mettre en aſſurance, Toûjours bien gouverné par la ſage prudence.	Mais à l'égard du Roi, je m'en suis désié, C'est par là que j'ai su me mettre en assurance, Toujours bien gouverné par la sage prudence.
HYRCANUS.	HYRCANUS.
Si des biens, des honneurs que nous en avons acquis, Des fruits delicieux nous en goûtons d’exquis;	Si des biens, des honneurs que nous en avons acquis, Des fruits délicieux nous en goûtons d'exquis;
Je veux que la fortune à nous plus favorable, Ait rendu nôtre ſort par tout recommandable;	Je veux que la fortune à nous plus favorable, Ait rendu notre sort par tout recommandable;
Et que hotre derthi hous drt iis dans un rang, Au deſſus de celui que nous donne le ſang;	Et que hotre derthi hous drt jis dans un rang, Au dessus de celui que nous donne le sang;
Mais il faut convenir qu’une ſage conduite, Nous a pour la grandeur acquis un vrai merite:	Mais il faut convenir qu'une sage conduite, Nous a pour la grandeur acquis un vrai mérite:
A combien de Bergers, les Grecs & les Romains, Ont-ils pour leurs vertus mis des ſceptres aux mains.	À combien de Bergers, les Grecs et les Romains, Ont-ils pour leurs vertus mis des sceptres aux mains.
ARISTOBULE.	ARISTOBULE.
Ne nous écartons point du ſujet qui nous preſſe, Vous ſçavés que le Roi m’aimoit avec tendreſſe, aſſés prudent, ſage Me livroit de ſon cœur le plus profond ſecret;	Ne nous écartons point du sujet qui nous presse, Vous savez que le Roi m'aimait avec tendresse, assez prudent, sage Me livrait de son cœur le plus profond secret;
Mais tranſporté qu’il eſt de rage & de furie, Il veut de ſes Su ets faire une boucherie;	Mais transporté qu'il est de rage et de furie, Il veut de ses Su ets faire une boucherie;
Si je n’ai prés de lui qu’un difficile accés, Pour mille autres je crains un tragique ſuccés, Quoiqu’il voye en ſes maux que ſa mort eſt prochaine, Il marque à ſes Sujets moins d’amour que de haine, Il ſe plaint nuit & jour qu’il eſt perſecuté, Que ſon ordre n’eſt pas encore executé, Impatient qu’il eſt d’en avoir des nouvelles, Il dit que ſes Sujets lui ſont toûjours rebelles, Il menace, il foudroye, il dit dans ſes tranſports, Que pour venir au Trône, il fera ſes efforts, Qu’il y fera ſentir l’effet de ſa puiſſance, S’il n’a de ſes Sujets l’entiere obéïſſance, Il ſe leve en ſurſaut, il veut ſortir du lit, Il commande au plûtôt d’apporter ſon habit, Alors ſes Officiers dans une grande peine;	Si je n'ai prés de lui qu'un difficile accès, Pour mille autres je crains un tragique succès, Quoiqu'il voie en ses maux que sa mort est prochaine, Il marque à ses Sujets moins d'amour que de haine, Il se plaint nuit et jour qu'il est persécuté, Que son ordre n'est pas encore executé, Impatient qu'il est d'en avoir des nouvelles, Il dit que ses Sujets lui sont toujours rebelles, Il menace, il foudraie, il dit dans ses transports, Il dit venir au Trône, il fera ses efforts, Qu'il y fera sentir l'il de st poste, il sea de sa Pu y obéïssance, Il se leve en sursaut' il veut sortir du lit, N' en a plûtôt apporter son habit, Alors ses Officiers dans une grande peine;
Pour le meux louiager le mertent nors d’Haichc:	Pour le meux louiager le mertent nors d'Haich:
Effrayé de ſes cris je me ſuis retiré, Et dans vôtre chemin vous m’avés attiré, Je ne ſçai s’il pourra jamais ſe ſatisfaire.	Effrayé de ses cris je me suis retiré, Et dans votre chemin vous m'avez attiré, Je ne sçai s'il pourra jamais se satisfaire.
HYRCANUS.	HYRCANUS.
Eh bien, dites-moi donc ce que je pourrai faire, Mais je crois, cher ami, que le voilà qui vient, Deua ocigneurs ſur ſeuis bras ſui ſervent de ſoutient, Il eſt déja de nous à fort peu de diſtance;	Eh bien, dites-moi donc ce que je pourrai faire, Mais je crois, cher ami, que le voilà qui vient, Deua ocigneurs sur sévis bras zvi vent de soutient, Il est déjà de nous à fort peu de distance;
Faut il nous retirer?	Faut -il nous retirer?
éviter ſa preſence, Je vois dans ſon maintien dans ſon geſte & ſes yeux, Comme vous l’avés dit qu’il eſt tout furieux.	éviter sa présence, Je vois dans son maintien dans son geste et ses yeux, Comme vous l'avez dit qu'il est tout furieux.
ARISTOBULE.	ARISTOBULE.
Non, cher ami, je crois ſçachant bien qu’il vous aime, Qu’il ſe confie en vous comme il fait à moi-même, Qu’il faut ſans differer vous rendre auprés de lui;	Non, cher ami, je crois sachant bien qu'il vous aime, Qu'il se confie en vous comme il fait à moi-même, Qu'il faut sans différer vous rendre auprès de lui;
Puiſqu’il vous a mandé d’y venir aujourd’hui, Il auroit contre vous grand ſujet de ſe plaindre, Et vous de ſa colere en avoir tout à craindre, Tâchés de l’adoucir dans ſes reſſentimens, Entrés, ſi vous pouvés, dans tous ſes ſentimens, Pour ſon ordre accomplir, je m’en vais au plus vîte;	Puisqu'il vous a mandé d'y venir aujourd'hui, Il aurait contre vous grand sujet de se plaindre, Et vous de sa colère en avoir tout à craindre, Tâchez de l'adoucir dans ses ressentimen, Ts, si vous pouvez, dans tous ses sentiments, Pour son ordre accomplir, je m'en vais au plus vite;
Le voici qui paroit, ſur le champ je vous quitte.	Le voici qui parait, sur le champ je vous quitte.
SCENE SECONDE.	SCÈNE SECONDE.
HERODE, HYRCANUS, LES OFFICIERS DU ROI.	HÉRODE, HYYRCANUS, LES OFFICIERS DU ROI.
HERODE.	HÉRODE.
Uoi!	Uoi!
vous ſeul en ce lieu;	vous seul en ce lieu;
quel orguëil fut pareil?	quel orgueil fut pareil?
Un tel a-t’il jamais paru ſous le ſoleil ?	Un tel a-t-il jamais paru sous le soleil ?
Quelle rebellion à mon obeiſſance?	Quelle rébellion à mon obéissance?
Je veux faire éprouver juſqu’où va ma puiſſance, Par mes bons Officiers & mes vaillans Soldats, Je ferai reſſentir la rigueur de mon bras, Par d’affreux chatimens punirai les rebelles, Ils forment contre moi des intrigues nouvelles;	Je veux faire éprouver jusqu'où va ma puissance, Par mes bons Officiers et mes vaillants Soldats, Je ferai ressentir la rigueur de mon bras, Par d'affreux châtiments punirai les rebelles, Ils forment contre moi des intrigues nouvelles;
Je vois que l’on me jouë en l’état où je ſuis;	Je vois que l'on me joue en l'état où je suis;
Eh bien je ferai voir à tous ce que je puis:	Eh bien je ferai voir à tous ce que je puis:
Quoi donc on me mépriſe avec tant d’arrogance, Et l’on abuſe enfin de ma douce clemence, Aprés avoir reçû de ſi grandes faveurs, Loin de me ſecourir dans mes vives douleurs, De compatir aux maux que l’on voit que j’endure, Je crois qu’on me voudroit von daiis la ſepuitdre;	Quoi donc on me méprise avec tant d'arrogance, Et l'on abuse enfin de ma douce clémence, Après avoir reçu de si grandes faveurs, Loin de me secourir dans mes vives douleurs, De compatir aux maux que l'on voit que j'endure, Je crois qu'on me voudrait von daiis la sépuitdre;
Pour venir juſqu’ici j’ai fait de grands efforts, Mais tandis que la vie animera mon corps, Pour maintenir toûjours mon pouvoir legitime, Des rebelles Sujets je punirai le crime.	Pour venir jusqu'ici j'ai fait de grands efforts, Mais tandis que la vie animera mon corps, Pour maintenir toujours mon pouvoir légitime, Des rebelles Sujets je punirai le crime.
HYRCANUS.	HYRCANUS.
A vos ordres, grand Roi, j’obéirai toûjours, Et mon bras ſera prêt à vous donner ſecours, Pour les executer vous m’avés vû fidelle, Si de quelques momens j’ai tardé la nouvelle, Que vôtre Majeſté ſouhaite de ſçavoir, Je n’ai pas crû manquer aux loix de mon devoir;	À vos ordres, grand Roi, j'obéirai toujours, Et mon bras sera prêt à vous donner secours, Pour les exécuter vous m'avez vu fidèle, Si de quelques moments j'ai tardé la nouvelle, Que votre Majesté souhaite de savoir, Je n'ai pas cru manquer aux lois de mon devoir;
Avec mon bon ami, le cher Ariſtobule, Je me ſuis arrêté deſſous un veſtibule;	Avec mon bon ami, le cher Aristobule, Je me suis arrêté dessous un vestibule;
Là je fus conſterné de tout ce qu’il m’apprit, Des maux dont je vous vois fortement entrepris, Il pleure, il ſe lamente, il eſt inconſolable, Dans ſon affliction qu’il croit être incurable, Et moi, Sire, de même en retenant mes pleurs, Pour vous faire plaiſir, j’augmente mes douleurs.	Là je fus consterné de tout ce qu'il m'apprit, Des maux dont je vous vois fortement entrepris, Il pleure, il se lamente, il est inconsolable, Dans son affliction qu'il croit être incurable, Et moi, Sire, de même en retenant mes pleurs, Pour vous faire plaisir, j'augmente mes douleurs.
HERODE.	HÉRODE.
Quoi!	Quoi!
pour me conſoler dans mes maux, l’un & l’autre, Eſt-ce aſſés de marquer ſa douleur & la vôtre?	pour me consoler dans mes maux, l'un et l'autre, Est-ce assez de marquer sa douleur et la vôtre?
Il s’agit d’obéïr à mon commandement, De n’y point apporter aucun retardement, C’eſt par là qu’on me peut ſoulager davantage;	Il s'agit d'obéir à mon commandement, De n'y point apporter aucun retardement, C'est par là qu'on me peut soulager davantage;
A ce plaiſir pour moi, vôtre amour vous engage, Son ordre eſt de preſſer les Docteurs de ma part, De vemn ence neu, pourquordone te détard?	À ce plaisir pour moi, votre amour vous engage, Son ordre est de presser les Docteurs de ma part, De vemn ence neu, pourquordone te détard?
Il augmente mes maux, rend ma douleur plus vive, Je pourrai bien mourir avant qu’un d’eux arrive.	Il augmente mes maux, rend ma douleur plus vive, Je pourrai bien mourir avant qu'un d'eux arrive.
HYRCANUS.	HYRCANUS.
Oüi, Sire, Ariſtobule a dit en me quittant;	Oui, Sire, Aristobule a dit en me quittant;
Qu'il va chés les Docteurs & revient à l’inſtant.	Qu'il va chez les Docteurs et revient à l'instant.
HERODE.	HÉRODE.
Je jure par le Ciel, s’ils tardent davantage, Je ferai de leurs corps un terrible carnage.	Je jure par le Ciel, s'ils tardent davantage, Je ferai de leurs corps un terrible carnage.
Qu’on m’apporte une pomme avec mon coûteau.	Qu'on m'apporte une pomme avec mon coûteau.
On preſente au Roi une pomme & un couteau, alors faiſant ſemblant de la peler, voyant qu’il prend le couteau pour le l’enfoncer dans le ventre;	On présente au Roi une pomme et un couteau, alors faisant semblant de la peler, voyant qu'il prend le couteau pour le l'enfoncer dans le ventre;
Hyrcanus lui retient le bras, en lui diſant,	Hircanus lui retient le bras, en lui disant,
HYRCANUS.	HYRCANUS.
An!	An!
sire, voules-vous être mon Bourreau ?	sire, voulez-vous être mon Bourreau ?
Que faites-vous?	Que faites-vous?
grand Roi, penſés y bien vous-même, Voulés-vous nous priver du tendre objet qu’on aime?	grand Roi, pensez y bien vous-même, Voulez-vous nous priver du tendre objet qu'on aime?
Vous faites nôtre gloire & nôtre grand bonheur;	Vous faites notre gloire et notre grand bonheur;
Quel eſt donc le ſujet qui vous aigrit le cœur?	Quel est donc le sujet qui vous aigrit le cœur?
HERODE.	HÉRODE.
Aprés ce qui s’y paſſe, ô la belle demande!	Après ce qui s'y passe, ô la belle demande!
C’eſt la crainte que j’ai qu’un autre vous commande;	C'est la crainte que j'ai qu'un autre vous commande;
Qu’on n’obéïſſe pas à mon commandement, Vous en pouvés douter par ſon retardement, Depuis un ſi long tems je comptois qu’Alexandre, Seroit auprés de moi déja venu ſe rendre, Qu’il m’auroit informé de toute l’action, Mais il m’eſt infidelle en cette occaſion, Peut-être avec ces Rois eſt-il d’intelligence, Je ne ſçai qu’en penſer, ou ſi c’eſt negligence;	Qu'on n'obéisse pas à mon commandement, Vous en pouvez douter par son retardement, Depuis un si long temps je comptais qu'Alexandre, Serait auprès de moi déjà venu se rendre, Qu'il m'aurait informé de toute l'action, Mais il m'est infidèle en cette occasion, Peut-être avec ces Rois est-il d'intelligence, Je ne sais qu'en penser, ou si c'est négligence;
Muis douncommne de ſui je içaurar Men venger, Comme tous mes Sujets à leur devoir ranger.	Muis douncommne de su je içaurar Men venger, Comme tous mes Sujets à leur devoir ranger.
HYRCANUS.	HYRCANUS.
J’apperçois, Sire, enfin Ariſtobule en marche, Je crois qu’il n’aura rien à dire qui vous fache,	J'aperçois, Sire, enfin Aristobule en marche, Je crois qu'il n'aura rien à dire qui vous fache,
SCENE TROISIE'ME.	SCÈNE -TROISIE'ME.
HERODE, ARISTOBULE, HYRCANUS, ANANIE, & les autres Docteurs.	HÉRODE, ARISTOBULE, HYYRCANS, ANANIE, et les autres Docteurs.
ARISTOBULE.	ARISTOBULE.
pronuy ole, imname ce les autles Docteurs, V Par vôtre ordre venus vous rendre, leurs honneurs.	pronui ole, imname ce les autles Docteurs, V Par votre ordre venus vous rendre, leurs honneurs.
puis il leur dit.	puis il leur dit.
J’ai de vous à me plaindre, Et je vous apprendrai davantage à me craindre;	J'ai de vous à me plaindre, Et je vous apprendrai davantage à me craindre;
Quoi donc aprés avoir par mes exploits guerriers, Pour ma gloire & l’Etat moiſſonné des lauriers, Soûtenu cet Empire aux dépens de ma vie, ( Si je l’ai conſervé, ce n’eſt pas ſans envie) Aprés l’avoir rendu, comme il eſt, floriſſant, Fait rebâtir un Temple au Seigneur Tout-puiſſant, Et l’avoir enrichi par des dons magnifiques, Avoir rempli mes jours d’actions heroïques, Qui ſeront en memoire aux ſiécles avenir.	Quoi donc après avoir par mes exploits guerriers, Pour ma gloire et l'État moissonné des lauriers, Soutenu cet Empire aux dépens de ma vie, ( Si je l'ai conservé, ce n'est pas sans envie) Après l'avoir rendu, comme il est, florissant, Fait rebâtir un Temple au Seigneur Tout-puissant, Et l'avoir enrichi par des dons magnifiques, Avoir rempli mes jours d'actions héroïques, Qui seront en mémoire aux siècles avenir.
Loin d’en avoir de vous le moindre ſouvenir, Au lieu de m’en marquer vôtre reconnoiſſance, Avec le nouveau Roi dont je ſçai la naiſſance;	Loin d'en avoir de vous le moindre souvenir, Au lieu de m'en marquer votre reconnaissance, Avec le nouveau Roi dont je sais la naissance;
Vous êtes de concert & d’intrigue aujourd’hui, Comme avec les trois Rois qui cherchent ſon appui;	Vous êtes de concert et d'intrigue aujourd'hui, Comme avec les trois Rois qui cherchent son appui;
Ces Rois qui ſont venus m’inſulter ſur mon Trône,	Ces Rois qui sont venus m'insulter sur mon Trône,
Qui lui donnoient déja mon Sceptre & ma Couronne;	Qui lui donnaient déjà mon Sceptre et ma Couronne;
Puiſqu’ils lui déferoient le nom de Roi des Juifs, Sont liés avec vous par les mêmes motifs?	Puisqu'ils lui déferaient le nom de Roi des Juifs, Sont liz avec vous par les mêmes motifs?
C’eſt pour ce grand deſſein que vous avés ſans doute, Avertis ces trois Rois de prendre une autre route, Empêché qu’on ait fait mourir tous les enfans, Qui ſont dans Bethléem au deſſous de deux ans, Vous ſçaviés que par là ce pretendu Meſſie, Ne me donneroit plus la moindre jalouſie;	C'est pour ce grand dessein que vous avez sans doute, Avertis ces trois Rois de prendre une autre route, Empêché qu'on ait fait mourir tous les enfants, Qui sont dans Bethléem au dessous de deux ans, Vous savez que par là ce prétendu Messie, Ne me donnerait plus la moindre jalousie;
Vous êtes des ingrats;	Vous êtes des ingrats;
je vous ferai ſentir, A ces dernitres paroles les Docteurs ſe proſternent:	je vous ferai sentir, À ces dernitres paroles les Docteurs se prosternent:
Herode les fait relever, en leur diſant, Levés-vous, levés-vous, hipocrites, perfides, D’honneurs, de dignités, vous êtes trop avides, A tout ce que j’ai dit:	Hérode les fait relever, en leur disant, Lévez-vous, levez-vous, hypocrites, perfides, D'honneurs, de dignités, vous êtes trop avides, À tout ce que j'ai dit:
que me répondés-vous?	que me répondez-vous?
ANANIE parlant pour tous.	ANANIE parlant pour tous.
Sire, vous n’avés pas à vous plaindre de nous, Dans un profond reſpect je m’en vais vous répondre, Pour vous faire plaiſir, & non pour vous confondre;	Sire, vous n'avez pas à vous plaindre de nous, Dans un profond respect je m'en vais vous répondre, Pour vous faire plaisir, et non pour vous confondre;
Bien loin d’avoir formé contre vous des deſſeins, D’aſpirer aux honneurs pour de mauvaiſes fins, Charmés par mille endroits de vôtre bienveillance, Joyeux de vous marquer nôtre reconnoiſſance, Des ſoins que vous prenés de nôtre Nation, Nous vous aurons toûjours en benediction, Nous vous reconnoiſſons par d’éclatantes marques.	Bien loin d'avoir formé contre vous des desseins, D'aspirer aux honneurs pour de mauvaises fins, Charmez par mille endroits de votre bienveillance, Joyeux de vous marquer notre reconnaissance, Des soins que vous prenezez de notre Nation, Nous vous aurons toujours en bénédiction, Nous vous reconnaissons par d'éclatantes marques.
Vous êtes de nos Rois un des plus grands Monarques, Vous faites nôtre gloire & tout nôtre bonheur, Vous avés fait bâtir un beau Temple au Seigneur, On le voit enrichi de vos dons magnifiques;	Vous êtes de nos Rois un des plus grands Monarques, Vous faites notre gloire et tout notre bonheur, Vous avez fait bâtir un beau Temple au Seigneur, On le voit enrichi de vos dons magnifiques;
Nous loüons en tout lieu vos exploits heroïques, Sur vos predeceſſeurs ils vous donnent le prix;	Nous louons en tout lieu vos exploits héroïques, Sur vos prédécesseurs ils vous donnent le prix;
Avec ces ſentimens aurions-nous entrepris, Quelque lâche deſſein qui vous fit un outrage, Où qui pût vous donner de nous le moindre ombrage;	Avec ces sentiments aurions-nous entrepris, Quelque lâche dessein qui vous fit un outrage, Où qui pût vous donner de nous le moindre ombrage;
Dans peu vous apprendrés la verité de tout, Et que l’on a pouſſé vôtre deſſein à bout.	Dans peu vous apprendrez la vérité de tout, Et que l'on a poussé votre dessein à bout.
ARISTOBULE.	ARISTOBULE.
Voici, Sire, un Courier que l’Empereur envoye, Un paquet eſt pour vous,	Voici, Sire, un Courier que l'Empereur envoie, Un paquet est pour vous,
HERODE.	HÉRODE.
Donnés que je le voye, Il l'ouvre, & donne la lettre à Ariſtobule pour la lire, en lui diſant:	Donnez que je le voie, Il l'ouvre, et donne la lettre à Aristobule pour la lire, en lui disant:
Faites-en la lecture, & faites là tout haut;	Faites-en la lecture, et faites là tout haut;
Parlés diſtinctement, prononcés comme il faut, Au fait d’Antipater, je veux qu’un chacun ſçache, uen je le puis, cent tout te qui ine faene;	Parlés distinctement, prononcez comme il faut, Au fait d'Antipater, je veux qu'un chacun sçache, uen je le puis, cent tout te qui ine faène;
Qu’à Ceſar j’ai remis l’affaire entierement, Et que j’approuverai toûjours ſon Jugement.	Qu'à César j'ai remis l'affaire entièrement, Et que j'approuverai toujours son Jugement.
ARISTOBULE lit la Lettre de l’Empereur à Herode.	ARISTOBULE lit la Lettre de l'Empereur à Hérode.
„ J’apprends avec douleur les facheuſes nouvelles, » Qu’il eſt de vos Sujets qui vous ſont infidelles, , Que les uns ont oſé par noire trahiſon, „ Se ſervir contre vous de l’horrible poiſon, , Sur tout Antipater vôtre fils legitime, „ Qui malgré vos bontés s’eſt noirci de ce crime;	„ J'apprends avec douleur les fâcheuses nouvelles, " Qu'il est de vos Sujets qui vous sont infidèles, , Que les uns ont osé par noire trahison, „ Se servir contre vous de l'horrible poison, , Sur tout Antipater vôtre fils legitime, Qui malgré vos bontés est noirci de ce crime;
» Je laiſſe à l’équité de vôtre Jugement, , De le punir de mort ou de banniſſement, 2.	" Je laisse à l'équité de votre Jugement, , De le punir de mort ou de bannissement, 2.
Mais traités le ſur tout avec vôtre tendreſſe, , Je crois que vous ferés la choſe avec ſageſſe, ,, Faites juſtice entiere & non pas par moitié, , Comptés ſur moi toûjours & ſur mon amitié,	Mais traités le sur tout avec vôtre tendresse, , Je crois que vous ferés la chose avec sagesse, ,, Faites justice entière et non Mais par moitié, , Le sur tout avec et sur mon dresse,
HERODE.	HÉRODE.
L’invincible Ceſar vous fait aſſés connoître, L’amour qu’il a pour moi par cette belle lettre, L’eſtime qu’il en fait avec ſincerité, Le porte à me donner la pleine liberté, De punir des ingrats & des Sujets rebelles, Par d’affreux chatimens par des peines cruelles, Même contre mon fils pour le punir de mort, Ou de banniſſement, ſelon qu’il aura tort;	L'invincible César vous fait assez connaître, L'amour qu'il a pour moi par cette belle lettre, L'estime qu'il en fait avec sincérité, Le porte à me donner la pleine liberté, De punir des ingrats et des Sujets rebelles, Par d'affreux châtiments par des peines cruelles, Même contre mon fils pour le punir de mort, Ou de bannissement, selon qu'il aura tort;
Mais qui vois-je venir?	Mais qui vois-je venir?
j’apperçois ce me ſemble, Alexandre ou quelqu’un dont le port lui reſſemble Pendant qu’il me dira ſon expedition, Que j’examinerai l’ample relation De tout ce que m’a dit le grand Prêtre Ananie;	j'aperçois ce me semble, Alexandre ou quelqu'un dont le port lui ressemble Pendant qu'il me dira son expédition, Que j'examinerai l'ample relation De tout ce que m'a dit le grand Prêtre Ananie;
Allés, Ariſtobule, avant l’heure finie:	Allz, Aristobule, avant l'heure finie:
Sçavoir d’Antipater quels ſont ſes ſentimens, Montrés-lui cette lettre & mes reſſentimens.	Savoir d'Antipater quels sont ses sentiments, Montrés-lui cette lettre et mes ressentiments.
SCENE QUATRIE'ME.	SCÈNE QUATRIE'ME.
HERODE, HYRCANUS, ALEXANDRE ANANIE, & les autres Docteurs.	HÉRODE, HYYRCANUS, ALEXANDRE ANANIE, et les autres Docteurs.
HERODE.	HÉRODE.
E crains avec ſujet de mauvaiſes nouvelles, o je tremble en vous voyant d’en apprendre de telles, En approchant d’ici je vous ai regardé, Pourquoi donc, Alexandre avés-vous tant tardé?	E crains avec sujet de mauvaises nouvelles, ô je tremble en vous voyant d'en apprendre de telles, En approchant d'ici je vous ai regardé, Pourquoi donc, Alexandre avez-vous tant tardé?
ALEXANDRE.	ALEXANDRE.
Sire, je ne pouvois plûtôt ici me rendre, La raiſon de cela, je m’en vais vous l’apprendre, J’ai fait executer vos ordres promptement, Vous devés en avoir bien du contentement;	Sire, je ne pouvais plutôt ici me rendre, La raison de cela, je m'en vais vous l'apprendre, J'ai fait exécuter vos ordres promptement, Vous devez en avoir bien du tôt;
