Source gallica.	Source galica.
Es voila mais ſans doute ils ne ſont pas contents Et i’en ſçay la raiſon.	Es voilà mais sans doute ils ne sont pas contents Et j'en sais la raison.
DONATE 1 A L'VANTE, ſuruenant la deſſus.	DONATE 1 À L'VANTE, survenant la dessus.
M DESPINE.	M DESPINE.
O Ciel, & tu l’entents Et tu ne punis pas cet impudent blaſpheme?	Ô Ciel, et tu l'entents Et tu ne punis pas cet impudent blâpheme?
Quoy fut-ce pas Aluante?	Quoi fut-ce pas Alvante?
DE MEEELET.	DE MÊELET.
MLAANIE.	MLANIE.
Ouy le voicy luy meſme, D'agreable nouuelle agreable porteur Luy qui de vos ennuis ſut l’innocent autheur Ouy Madarne c’eſt moy, c’eſt moy meſme & nul autre Qui cauſe innocemment, & ſon trouble & le voſtre, Ayant creu que le Ciel deteſtoit vos amours Iay voulu par adreſſe en trauerſer le cours, Pour cette occrſion i’ayvos lettres rompuës	Oui le voici au mesme, D'agréable nouvelle agréable porteur Lui qui de vos ennuis sut l'innocent auteur Oui Madarne c'est moi, c'est moi -même et nul autre Qui cause innocemment, et son trouble et le vôtre, Ayant cru que le Ciel détestait vos amours Iay voulu par adresse en traverser le cours, Pour cette ocrsion j'aivos lettres rompues
DESPINE.	DÉPINE.
{rlulle puinorene cn Mimce:	{rlulle puinorène cîn Mimce:
ALVANTE.	ÀLVANTE.
Ilne les à point veuës	Ilne les à point vues
O Dieux!	Ô Dieux!
DESPINE.	DÉPINE.
ALVANTE.	ÀLVANTE.
Le ſeul Aluante à tout fait & tout dit Pour vous emplir le cœur de hayne, & de deſpit, Mais que l’eſprit humain, a peu de connoiſſance Et du vouloir du Ciel & de ſa prouidence, Il luy plaiſt auiourd’huy d’accomplir vos deſirs Et moy qui deſormais, prens part à vos plaiſirs, Ie viens vous aporter ce meſſage de ioye Parle commandement du Roy qui vous l’enuoye	Le seul Alvante à tout fait et tout dit Pour vous emplir le cœur de haine, et de dépit, Mais que l'esprit humain, a peu de connaissance Et du vouloir du Ciel et de sa providence, Il lui plaît aujourd'hui d'accomplir vos désirs Et moi qui désormais, prends part à vos plaisirs, Je viens vous apporter ce message de joie Parle commandement du Roi qui vous l'envoie
N ii Regardez maintenant, s’il vous faut affliger.	NI ji Regardez maintenant, s'il vous faut affliger.
DESPINE.	DÉPINE.
Quels prodiges O!	Quels prodiges Ô!
Dieux.	Dieux.
MVSTAPHA.	MUSTAPHA.
Ahdiuin meſſager.	Ahdivin messager.
Ta fourbe obtient de moyſa grace, & ſon excuſe Tomrutemnoponemounonconme yone feconde ruſe Ne me donne pas lieu de me plaindre de toy.	Ta fourbe obtient de moisa grâce, et son excuse Tomrutemnoponemounonconme ione féconde ruse Ne me donne pas lieu de me plaindre de toi.
MEAE Non, non, ſur ma parole, allons treuuerle Roy,	MEAE Non, non, sur ma parole, allons trouverle Roi,
DESPINE.	DÉPINE.
Ie crains auec raiſon quelque nouuelle feinte Car comme à t' il ſi toſt & ſa cholere eſteinte, Et porte ſa penſée a me fauoriſer?	Je crains auec raison quelque nouvelle feinte Car comme à t' il si tôt et sa cholère éteinte, Et porte sa pensée à me favoriser?
Mon Pere on vous abuſe, afin de m’abuſer.	Mon Père on vous abuse, afin de m'abuser.
ALVANTE.	ÀLVANTE.
Ma fille, point dutout, ce vieillard venerable Qui tantoſt d’vn accueil, & d’vn mot fauorable M'a raproché du Roy dont i'eſtois rebuté.	Ma fille, point dutout, ce vieillard vénérable Qui tantôt d'un accueil, et d'un mot favorable M'a raproché du Roi dont j'étais rebuté.
A pourvos intéreſts ſi long temps disputé Qu'enfin le Roy vaincu des raiſons qu’il à dites (Et poßible en faueur de ſes propres merites, D'vne levre riante, & d’vn œil adoucy S'eſt tourné deuers moy pour me parler ainſi Ua vieillard vatreuuer ta belle & grande Reyne Mon cher fils l’entretient dy luy qui nous l’ameine, Les plus iudicieux ne me blameront point De ioindre encore mieux ce que l’amonr à ioint	À pourvos intérêts si long temps disputé Qu'enfin le Roi vaincu des raisons qu'il à dites (Et possible en faveur de ses propres mérites, D'une lèvre riante, et d'un œil adouci S'est tourné devers moi pour me parler ainsi Ua vieillard vatreuuer ta belle et grande Reine Mon cher fils l'entretient dy même qui nous l'âme, Les plus judicieux ne me blâmeront point De joindre encore mieux ce que l'amonr à joint
MVBTAPHA.	MUBTAPHA.
Dieux, d’ou vient que le dueil, comme vn ſubit orage Trouble mal à propos l’air de voſtre viſage?	Dieux, d'ou vient que le deuil, comme un subit orage Trouble mal à propos l'air de votre visage?
Le ſoupçon de ma foy, cauſe t’il point en vous Quelque iniuſte regret de m'auoir pour eſpoux?	Le soupçon de ma foi, cause t'il point en vous Quelque injuste regret de m'avoir pour époux?
DESPINE.	DÉPINE.
Aucontrane Seigneur, apres ia connoiſſance Que i’ay de mon erreur, & de voſtre innocence Ie croy meriter moins d’eſtre voſtre moitié.	Aucontrane Seigneur, après ia connaissance Que j'ai de mon erreur, et de votre innocence Je crois mériter moins d'être votre moitié.
ALVANTE.	ÀLVANTE.
Laiſſez pour d’autres temps ces combats d’amitié Et venez ou pour vous le deſtin ſe prepare A faire quelque choſe, & de grand, & de rare, N iij	Laissez pour d'autres temps ces combats d'amitié Et venez ou pour vous le destin se prépare A faire quelque chose, et de grand, et de rare, N ijà
dn V 1 T	Un V 1 T
SCENE PREMIERE SOLTMAN, MVSTAPMIA, DES PINE, ACMAT, OSMAN.	SCÈNE PREMIÈRE SOLTMAN, MUSTAPIA, DES PINE, ACMAT, OSMAN.
S 3 DOAME SOLIMAN.	 3 DÔME SOLIMAN.
Vy, loin de rendre vains mille amoureux ſerments Et donnez & receus entre ces deux Amans, Loin de rompre le nœud qu’ils ſerrerent enſemble Ie veux qu'vn plus eſtroit auiourd’huy les aſſemble.	Vis, loin de rendre vains mille amoureux serments Et donnez et reçus entre ces deux Amants, Loin de rompre le nœud qu'ils serrèrent ensemble Je veux qu'un plus étroit aujourd'hui les assemble.
ACMAT.	ÀCAT.
Ainſi vous vous donnez le repos & la paix,	Ainsi vous vous donnez le repos et la paix,
SOLIMAN.	SOLIMAN.
Ie le ſçay bien Acmat, c’eſt pourquoy ie le fais Ce n'eſt pas Muſtapha que mon cœur n’y reſiſte, Cette ſorte d’hymen me deplaiſt & m’attriſte Mais par raiſon d’Eſtat, ie le feray pourtant Pluſtoſt que par deſſein de vous rendre content.	Je le sais bien Acmat, c'est pourquoi Elle le fais Ce n'est pas Mustapha que mon cœur n'y résiste, Cette sorte d'hymen me déplaît et m'attriste Mais par raison d'État, je le ferai pourtant Plutôt que par dessein de vous rendre content.
MVSTAPHA.	MUSTAPHA.
O le plus grand des Roys, & le meilleur des Peres Ainſi vous ſoient touſiours toutes choſes proſperes, Comme vous obligez cette Princeſſe & moy A vous garder touſiours le respect & la foy	Ô le plus grand des Rois, et le meilleur des Pères Ainsi vous soient toujours toutes choses prospères, Comme vous obligez cette Princesse et moi À vous garder toujours le respect et la foi
DESPINE.	DÉPINE.
Ah Seigneur couronnez cette faueur inſigne D’vne autre dont encor ie m’eſtime peu digne meriemtei qu u genonue yvo cunjo onboneue mattis Sous qui tremble deſia la moitié des humains.	Ah Seigneur couronnez cette faveur insigne D'une autre dont encor tu m'estime peu digne meriemtei qu' est génonue yvo cunjout onbonève mattis Sous qui tremble déjà la moitié des humains.
Et qui bien toſt ſur l’autre eſtendront leurs conqueſtes.	Et qui bien tôt sur l'autre étendront leurs conquêtes.
SOLIMAN.	SOLIMAN.
C’eſt trop il nous ſied mal, ſçachant ce que vous eſtes De voir à mes genoux le ſang du Roy Thacmas Et de plus le ſuiet ne le merite pas.	C'est trop il nous sied mal, sachant ce que vous êtes De voir à mes genoux le sang du Roi Thacmas Et de plus le sujet ne le mérite pas.
MVSTAPHA.	MUSTAPHA.
Sire c’eſt à vos pieds que ie prens ia licence A eſeraereu voſurc eſprit aucc mon tnnocence.	Sire c'est à vos pieds que je prends ja licence À eseraereu vosurc esprit aucc mon tnocence.
SOLIMAN, Leuez vous, & briſons ces diſcours ſuperflus Uous pouuez bien penſer que ie n'y penſe plus Et verrez parvn trait bien digne de memoire Qui ie n'en ay rien creu que ce qu’il en faut croire Non non ne parlez plus de vous iuſtiſier, Parlons d’aller au Iemple & vey quoitper, Pour obliger le Ciel a vous eſtre propice Entrez Entrez Oſman, & bien le ſacrifice?	SOLIMAN, Leuez -vous, et brisons ces discours superflus Uous pouvez bien penser que je n'y pense plus Et verrez par trait bien digne de mémoire Qui me n'en ai rien cru que ce qu'il en faut croire Non non ne parlez plus de vous justisier, Parlons d'aller au Jemple et vei quaitper, Pour obliger le Ciel a vous être propice Entrez Entrez Osman, et bien le sacrifice?
OSMAN.	OSMAN.
Sire i’enſuis teſmoin, tout eſt preſt dez long temps Et l’autel & le Preſtre, & les trois aßiſtans,	Sire j'ensuis témoin, tout est prêt dé long temps Et l'autel et le Prêtre, et les trois assistans,
SOLIMAN.	SOLIMAN.
Oſman aprochez, vous.	Osman approchez, vous.
DESPINE.	DÉPINE.
O l’auanture eſtrange Dieux comme en peu de temps, la fortune ſe change?	Ô l'aventure étrange Dieux comme en peu de temps, la fortune se change?
MV	MV
ELMAIRET	ÉLMAIRET
MVSTAPHA.	MUSTAPHA.
Acmat cet entretien me donne à ſoupçonner.	Acmat cet entretien me donne à soupçonner.
ACMAT.	ÀCAT.
Pourquoy?	Pourquoi?
ie n’y voy rien qui vous doiue eſtonner Gupeuommvsru Ruſtan, & le Roy ie m'aſſure Luy demande en ſecret l’eſtat de ſa bleſſure	Ce n'y vois rien qui vous doive étonner Gupeuommustru Rûtan, et le Roi ! m'assure Lui demande en secret l'état de sa blessure
SOLIMAN.	SOLIMAN.
Faites mais promptement.	Faites mais promptement.
d O al le la.	d Ô al le la.
Ie vay m'en acquiter.	Je vais m'en acquitter.
SOLIMAN.	SOLIMAN.
Un affaire preſſant, m’oblige à vous quiter Ne vous ennuyez, pas couple d’Amans fidelles, Si les preſents nouueaux ont des graces nouuelles Ie vay vous enuoyer un meuble precieux Qui vous doit occuper les espris & les yeux, Uous Acmatſuiuez, moy, ces amoureuſes ames Pourront mieux ſans teſmoin entretenir leurs flames.	Un affaire pressant, m'oblige à vous quitter Ne vous ennuyez, pas couple d'Amant fidèles, Si les présents nouueaux ont des grâces nouvelles Je vais vous envoyer un meuble précieux Qui vous doit occuper les épris et les yeux, Uous Acmatsuez, moi, ces amoureuses âmes Pourront mieux sans témoin entretenir leurs flammes.
129 H AEAVEI I MVSTAPHA, DESPINE.	129 H AEAVEI I MUSTAPHA, DÉPINE.
M an M DESPINE.	M an M DESPINE.
Ieux, le Prince paſlit ie crains quelque malheur Seigneur d’ou peut venir cette morne paſleur.	Jeux, le Prince pâlit votre crains quelque malheur Seigneur d'ou peut venir cette morne pâleur.
Qui du teint de la mort à peint voſtre viſage?	Qui du teint de la mort à peint votre visage?
MVSTAPHA.	MUSTAPHA.
Ah que ce mot encore eſt de mauuais preſage.	Ah que ce mot encore est de mauvais présage.
DESPINE, Quoy vous trouuez vous mal?	DÉPINE, Quoi vous trouvez -vous mal?
ou ſi c’eſt qu’à mon tour Il faut que ie vous faſſe vn reproche d’amour?	ou si c'est qu'à mon tour Il faut que je vous fasse un reproche d'amour?
Au lieu de teſmoigner vne exceßiue ioye Dubien inesperé que le Ciel nous enuoye, Voſtre œil s’eſt obſcurcy, voſtre teint à changé Comme ſi noſtre hymen vous auoit affligé.	Au lieu de témoigner une excessiue joie Dubien inespéré que le Ciel nous envoie, Votre œil s'est obscurci, votre teint à changé Comme si notre hymen vous avait affligé.
MVSTAPHA.	MUSTAPHA.
Ah ne m’impoſez pas vne peine plus grande Que celle que ie ſens du coup que i’aprehende, O diuine beaute, pleut il pleut ilau ſort Que vous fußiez en Peiſe, & que ie fuſſe mort.	Ah ne m'imposez pas une peine plus grande Que celle que je sens du coup que j'appréhende, Ô Œuine beauté, pleut il pleut ilau sort Que vous fussiez en Peise, et que sans fusse mort.
DESPINE.	DÉPINE.
1e nre pinociciuner enene eferen (e crtabamtane Vous oblige à des vœux de ſemblable nature.	1e nre pinociciuner enène éféren (e crtabamtane Vous oblige à des vœux de semblable nature.
MVSTAPHA.	MUSTAPHA.
Außi n’auez vous pas obſerué comme moy Les diuers mouuements du viſage du Roy, Vous n’auez pas pris garde à ce ſens Equiuoque Qui fait qu'en nous flattant il ſemble qu’ilſe mocque Sur tout i’ay remarqué qu’auſortir de ce lieu Non œilm a ſemblé dire vn eternel Adieu De rage, ou de pitie deux larmes eſchapées En ont viſiblement les paupieres trempées.	Aussi n'avez -vous pas observé comme moi Les divers mouuements du visage du Roi, Vous n'avez pas pris garde à ce sens Équivoque Qui fait qu'en nous flattant il semble qu'ilse moque Sur tout j'ai remarqué qu'ausortir de ce lieu Non œilmée a semblé dire un éternel Adieu De rage, ou de pitié deux larmes échappées En ont visiblement les paupières trempées.
DESPINE.	DÉPINE.
Mais pourquoy nous flatter, luy qui peut d’vn clin d œil Nous enuoyertous deux de la chambre au cercueil?	Mais pourquoi nous flatter, Seigneur qui peut d'un clin d œil Nous enuoyertous deux de la chambre au cercueil?
Quelfruit eſpere-t’il d’vn ſi laſche artifice?	Quelfruit espere-t-il d'un si lâche artifice?
MVSTAPHA, Le plaiſir d’agrauer noſtre dernier ſuplice Par le ſanglant despit, & la confuſion Qui ſuiuent le meſpris & la deriſion.	MUSTAPHA, Le plaisir d'agraver notre dernier suplice Par le sanglant dépit, et la confusion Qui suivent le mépris et la dérision.
DESPINE.	DÉPINE.
C’eſt donc moy ſeulement que ſa hayne regarde Car pour vous cher amant la nature vous garde Sice n'eſt que mon crime ou pluſtoſt mon amour, Ne luyſoit vnſuiet de vous priuer du iour, Ou que ſçachant peut-eſtre à quel point ie vous ayme Il veuille en vous perdant perdre vn autre moy meſme, Et par ce chaſtimentiniuſte & non commun Me donner deux arreſts & deux treſpas pour vn Que ſi pourvous ſauuer.	C'est donc moi seulement que sa haine regarde Car pour vous cher amant la nature vous garde Sice n'est que mon crime ou plutôt mon amour, Ne luysoit unsuite de vous priver du jour, Ou que sachant peut-être à quel point je vous aime Il veuille en vous perdant perdre un autre moi -même, Et par ce châtimentiniuste et non commun Me donner deux arrêts et deux trépas pour un Que si pourvous sauver.
MVSTAPHA.	MUSTAPHA.
N’acheuez pas le reſte D’vn diſcours tout enſemble obligeant & funeſte Cette preuue d’amour en l’eſtat ou ie ſuis En augmentant la mienne, augmente mes ennuis Mais changeõs de propos, on vient d’ouurir la porte.	N'achevez pas le reste D'un discours tout ensemble obligeant et funeste Cette preuve d'amour en l'état ou il suis En augmentant la mienne, augmente mes ennuis Mais changeõs de propos, on vient d'ouvrir la porte.
DESPINE.	DÉPINE.
C’eſt le preſent du Roy qu’vn Page nous apporte.	C'est le présent du Roi qu'un Page nous apporte.
PAGE.	PAGE.
Grand Prince en attendant vos ornements Royaux Receuez, s’il vous plaiſt quelques rares ioyaux, Que de la part du Roy i’aporte à voſtre Alteſſe Pour en parerdit-il, vous & voſtre Maiſtreſſe.	Grand Prince en attendant vos ornements Royaux Receuez, s'il vous plaît quelques rares joyaux, Que de la part du Roy j'apporte à votre Altesse Pour en parerdit-il, vous et votre Maîtresse.
MVSTAPHA.	MUSTAPHA.
Il faut que le preſent ſoit d’vn prix nompareil Piiis qne bons vuportes anec tant d’apareil Leuez donc ce drap d’or & voyons ce qu’il cache	Il faut que le présent soit d'un prix nompareil Piis qne bons vuportes anec tant d'appareil Lévez donc ce drap areil et voyons ce qu'il cache
DESPINE.	DÉPINE.
O ſpectacle mortel	Ô spectacle mortel
MVSTAPHA.	MUSTAPHA.
Une rre nonanic hâche Des liens, & du linge à nous faire vn bandeau!	Une ré nonanic hâche Des liens, et du linge à nous faire un bandeau!
O don, ſitun es riche, au moins es tu nouueau	Ô don, situn es riche, au moins es tu noyeau
EMAD.	EMAD.
Auec voſtre congé, Seigneur, ie me retire Mais vous comprenez, trop ce que ie n'oſe dire.	Avec votre congé, Seigneur, je me retire Mais vous comprenez, trop ce que je n'ose dire.
MVSTAPHA Enfin le voicy donc ce meuble precieux Qui deuoit occuper nos esprits & nos yeux, O iij Quelle occupation, quel meuble, & quelle veuse O preſent, dont ſur tout le partage me tuë, Preſent, accompagné de crainte & de terreur Preſent, qui fais fremir la Nature d’horreur, Et qui teſmoignes bien que le Ciel abandonne Celuy qui le reçoit, & celuy qui le donne.	MUSTAPHA Enfin le voici donc ce meuble précieux Qui devait occuper nos esprits et nos yeux, Ô j Quelle occupation, quel meuble, et quelle veuse Ô présent, dont sur tout le partage me tue, Present, accompagné de crainte et de terreur Présent, qui fais frémir la Nature d'horreur, Et qui témoignes bien que le Ciel abandonne Celui qui le reçoit, et celui qui le donne.
DESPINE.	DÉPINE.
Ces transports de douleur me ſemblent cher Eſpouas Dignes de voſtre ſortmais indignes de vous, Alors qu’en vn combat voſtre extreſme vaillance Uous gagna mon estime auec ma bienueillance, Vouc traitaſtes la mort auec tant de meſpris Que de Sla ie vouscreus, & jans peur, & ſansprix, Pourquoy n'uſez vous donc de la meſme conſtance En vneoccaſion de pareille importance?	Ces transports de douleur me semblent cher Espouas Dignes de votre sortmais indignes de vous, Alors qu'en un combat votre extrême vaillance Uous gagna mon estime avec ma bienveillance, Vouc traitâtes la mort avec tant de mépris Que de Sla été vouscreus, et jans peur, et sansprix, Pourquoi n'usez vous donc de la même constance En uneccasion de pareille importance?
MVSTAPHA.	MUSTAPHA.
Alors chere beauté, ie n’eſtois pas Amant Mais la Parque auiourd’huy nous frape egalement Et cette circonſtance eſt le maſque terrible Qui me la fait treuuer plus dure, & plus horrible, Voicy le traiſtre Oſman ſuiuy de ſes ſoldats Serrez vous contre moy.	Alors chère beauté, je n'étais pas Amant Mais la Parque aujourd'hui nous frappe également Et cette circonstance est le masque terrible Qui me la fait trouver plus dure, et plus horrible, Voici le traître Osman suivi de ses soldats Serrez -vous contre moi.
Source g France	Source g France
2 AETN ITI OSMAN, MVSTAPHA, DESPINE.	2 AETN ITI OSMAN, MUSTAPHA, DÉPINE.
OSMAN, à ſes ſatellites.	OSMAN, à ses satellites.
SUs donc ny manquez pas.	SUs donc rien manquez pas.
MVSLAIIIA.	MUSLAIIIA.
Oſman, n'aprochez point faites moy cêtte grace.	Osman, n'approchez point faites -moi cêtte grâce.
OSMAN.	OSMAN.
Seigneur excuſez moy, s’il faut que ie le faſſe C’eſt de la part du Roy.	Seigneur excusez -moi, s'il faut que sans le fasse C'est de la part du Roi.
MVSTAPHH.	MUSTAPHHH.
Ie dois croire que non Puis que le Roy mon Pere eſt trop iuſte & trop bon Pour me faire mourir contre toutes les formes Et creut-il mes forfaits encore plus enormes.	Je dois croire que non Puis que le Roi mon Père est trop juste et trop bon Pour me faire mourir contre toutes les formes Et crut-il mes forfaits encore plus énormes.
OSMAN.	OSMAN.
pymenune pomtumn O vous le ſçauez, bien.	pymenune pomptumn Ô vous le savez, bien.
Ie vous aydeſia dit que ie n’en croyois rien.	Je vous aydesia dit que ici n'en croyais rien.
C’eſt l’ordre des meſchans à qui l’affaire touche Ie n'en receuray point que de ſa propre bouche, Lt fe queiqu'onde vom emieprend d'aprocher Il ne fit iamais pas qui luy couſtat ſi cher.	C'est l'ordre des méchants à qui l'affaire touche Je n'en recevrai point que de sa propre bouche, Lt se queiqu'onde vom emprend d'aprocher Il ne fit jamais pas qui tour coûtat si cher.
OSMAN.	OSMAN.
Paure revenion, & ſe mettre en defence C’eſt vouloir entaſſer offence ſur offence Et vous ferez bien mieux.	Paure revenion, et se mettre en défense C'est vouloir entasser offense sur offense Et vous ferez bien mieux.
MVSTAPHA.	MUSTAPHA.
Iu ſçauras ſi mon bras.	Ju sçauras si mon bras.
Ampuueni uiſcoureur.	Ampuueni uiscoureur.
OSMAN.	OSMAN.
Euttons ſa fureur.	Euttons sa fureur.
MVSTAPHA.	MUSTAPHA.
La cholere m'emporte à l’aspect de ce traiſtre fapet ot.	La cholère m'emporte à l'aspect de ce traître fapet ot.
Qui trempe à noſtre mort außi bien que ſon maiſtre.	Qui trempe à notre mort aussi bien que son maître.
DESPINE.	DÉPINE.
Telle eſtoit des Hſeros la vaillante chaleur Mais quand noſtre puiſſance eſgaleroit la leur, Pouuons Pouuons nous tenir bon en l’eſtat ou nous ſommes Contre vn Roy qui commande à tant de milliers d’hommes, C’eſtoit à vos amis a faire ſouſleuer Et le Camp & la ville, afin de nous ſauuer Mais ne l'ayant pas fait noſtre esperace eſt morte,	Telle était des Héros la vaillante chaleur Mais quand notre puissance égalerait la leur, Pouvons Pouvons nous tenir bon en l'état ou nous sommes Contre un Roi qui commande à tant de milliers d'hommes, C'était à vos amis a faire soulever Et le Camp et la ville, afin de nous sauver Mais ne l'ayant pas fait notre espérace est morte,
MVSTAPHA.	MUSTAPHA.
On ne preſſeroit pas mon treſpas de la ſorte Si le Royn auoit crainte, ou s’ilne connoiſſoit Qu'on veut me deliurer à quel prix que ce ſoit Si bien que mes amis par des ſoins qui me nuiſſent Auancentles deſſeins de ceux qui me deſtruiſent.	On ne presserait pas mon trépas de la sorte Si le Roin avait crainte, ou s'ilne connaissait Qu'on veut me délivrer à quel prix que ce soit Si bien que mes amis par des soins qui me nuissent Avancentles desseins de ceux qui me détruisent.
DESPINE.	DÉPINE.
Grand Dieux c’eſt maintenant que nous ſommes perdus Nos ennemis plus forts viennent les arcs tendus.	Grand Dieux c'est maintenant que nous sommes perdus Nos ennemis plus forts viennent les arcs tendus.
OSMAN, & ſes Soldats pour la deuxielme fois.	OSMAN, et ses Soldats pour la deuxielme fois.
SCENE IN Je M lill & OSMAN.	SCÈNE IN Je M lill et OSMAN.
Duancez Compagnons la fleche ſur la 2 corde Et tirez, ſans reſpect ouſans miſericorcorde, Suiuant l’ordre du Roy, qu’il faut effectuer Nous deuons à ce coup les prendre, ou les tuer.	Duance Compagnons la flèche sur la 2 corde Et tirez, sans respect ousans miséricorde, Suivant l'ordre du Roi, qu'il faut effectuer Nous devons à ce coup les prendre, ou les tuer.
MVSTAPHA.	MUSTAPHA.
Commencez, donc Meurtriers, couurez, moy de vos fleſches Afin que mon esprit ſorte par mille breſches, Mais pour me prendre vif, n’aprochez point de moy Ou le fer que ie tiens	Commencez, donc Meurtriers, couvrez, moi de vos flèches Afin que mon esprit sorte par mille brèches, Mais pour me prendre vif, n'approchez point de moi Ou le fer que je tiens
SOLIMAN, mettant la teſte Muſtapha.	SOLIMAN, mettant la tête Mustapha.
à la feneſtre.	à la fenêtre.
DESPINE.	DÉPINE.
Voyez à la feneſtre.	Voyez à la fenêtre.
C’eſt le Roy	C'est le Roi
MVSTAPHA.	MUSTAPHA.
Quy c’eſt luy qui m’apélle.	Qui c'est beau qui m'apélle.
SOLIMAN.	SOLIMAN.
Vout faites hors de temps, le braue, & le rebelle Deſormais ces efforts ſont vains, & ſuperflus Donnez donc voſtre teſte & ne conteſtez, plus.	Vont faites hors de temps, le brave, et le rebelle Désormais ces efforts sont vains, et superflus Donnez donc votre tête et ne contestez, plus.
MVSTAHA.	MUSTAHA.
An Sire svieſturayqne oousm ayez fait naiſtre Mais le cruel qu’il eſt à fermé la feneſtre De peur que mon diſcours, ne vint à l’emouuoir.	An Sire sviesturayqne oousm ayez fait naître Mais le cruel qu'il est à fermé la fenêtre De peur que mon discours, ne vint à l'emouuoir.
SOLIMAN.	SOLIMAN.
Ie l’ouure encore vn coup pour vous faire ſçauoir Que ſi i’entens de vous ny murmure ny plainte, Si le moindre des miens en reçoit vne attainte Le corps de voſtre Amante exposé tout vn iour Seruira de ſpectacle aux Pages de ma Cour.	Je l'ouvre encore un coup pour vous faire savoir Que si j'entends de vous parler murmure ni plainte, Si le moindre des miens en reçoit une attainte Le corps de votre Amante exposé tout un jour Servira de spectacle aux Pages de ma Cour.
MVSTAPHA Cmeme eſfiojavle, o iigourena japuce.	MUSTAPHA Came esfiojavle, ô jigourena jappuce.
DESPINE.	DÉPINE.
Il ſufit, qu’on vous traicte auec peu de Iuſtice Sans qu'on me traicte encore auec indignité, Mais cedons cher Amant à la neceßité, Quittez donc cette hache, en qui voſtre innocence Ne rencontre außi bien qu’vne foible defence Non non, à mon aduis, il eſt plus à propos Tant pour noſtre vertu que pour noſtre repos, D’apriuoiſer la Mort en payant de conſtance Quede t'eſfaroutner en faiſant reſiſtance, Mettez les armes bas, vn ſemblable malheur ducsfointiovenfeunce, e non pur de caleur,	Il suffit, qu'on vous traite avec peu de Justice Sans qu'on me traite encore avec indignité, Mais cédons cher Amant à la necessité, Quittez donc cette hache, en qui votre innocence Ne rencontre aussi bien qu'une faible défense Non non, à mon avis, il est plus à propos Tant pour notre vertu que pour notre repos, D'aprivaiser la Mort en payant de constance Que t'esfaroutner en faisant résistance, Mettez les armes bas, vn semblable malheur ducsfointiovenfeunce, non pur de caleur,
OSMAN.	OSMAN.
Enfin il ſe rendra.	Enfin il se rendra.
MVSTAPHA.	MUSTAPHA.
Bien donc ie m’abandonne Oſman fay deſormais ce que le Roy t’ordonne.	Bien donc mille m'abandonne Osman fais désormais ce que le Roi t'ordonne.
VN SOLDAT.	UN SOLDAT.
Seigneur ou vouss lira ſi vous le permettez.	Seigneur ou vous lira si vous le permettez.
MVSTAPHA.	MUSTAPHA.
Accablez moy de fers, prenez vos ſeuretez Ronrnei que par msa tuaige ene jon ſoulagee;	Accablez moi de fers, prenez vos sûretés Ronrnei que par msa tuaige ene jon soulagée;
DESPINE.	DÉPINE.
Non non, ie ne veux point ny leur eſtre obligée Nyſouffrir en mourant vn traitement plus doux Que celuy que leurs mains exercent enuers vous.	Non non, Seigneur ne veux point mieux leur être obligée Nysouffrir en mourant un traitement plus doux Que celui que leurs mains exercent envers vous.
MVSTAPHA.	MUSTAPHA.
O!	Ô!
mes fiers ennemis quel demon vous conſeille De perdre auecque moy cette rare merueille Elle qui ne deuoit en aucune façon Uous mettre dans l’eſprit la crainte ou le ſoupçon, Elle qui parmy nous n’eut empeſché perſonne D'affecter les honneurs, les biens, ou la Couronne, Elle enfin dont le crime eſt de m’auoir chery Si c’eſt crime d’aymer vn malheureux Mary, Ainſi mon ſeul respect vous la rend criminelle Et parcontagion mon malheur paſſe en elle.	mes fiers ennemis quel démon vous conseille De perdre auecque moi cette rare merveille Elle qui ne devait en aucune façon Uous mettre dans l'esprit la crainte ou le soupçon, Elle qui parmi nous n'eut empêché personne D'affecter les honneurs, les biens, ou la Couronne, Elle enfin dont le crime est de m'avoir cheri Si c'est crime d'aimer un malheureux Mari, Ainsi mon seul respect vous la rend criminelle Et parcontagion est malheur passe en elle.
DESPINE.	DÉPINE.
C’eſt pluſtoſt noſtre hymen qui vous rend criminel Et qui vous fait l’obiet du courroux Paternel, P iis Ainſi l’ardente amour que vous m’auez portée A cauſé voſtre perte, & l’a precipitée, Mais vn Page du Roytire Oſman à quartier Nrrejypaepa,uiapuonnt on papier.	C'est plutôt notre hymen qui vous rend criminel Et qui vous fait l'objet du courroux Paternel, P is Ainsi l'ardente amour que vous m'avez portée A causé votre perte, et l'a précipitée, Mais un Page du Roi Osman à quartier Nrrejypaepa, on Papier.
MVSTAPHA.	MUSTAPHA.
Noſtre fort en tout cas ne ſcauroit eſtre pire,	Notre fort en tout cas ne saurait être pire,
OSMAN.	OSMAN.
Ouy Page on le fera ſelon qu’il le deſire.	Oui Page on le fera selon qu'il le désire.
RAVOIATIII.	RAUOIATIII.
Et bien que veut le Roy?	Et bien que veut le Roi?
OURIINN.	OÙRIINN.
Voyez le s’il vous plaiſt.	Voyez le s'il vous plaît.
Muſtapha lit.	Mustapha lit.
MVSTAPHA.	MUSTAPHA.
Oſman, depeſchez vous;	Osman, dépêchez -vous;
O Dieux!	Ô Dieux!
DESPINE,	DÉPINE,
Il paſſe le preMVSTAPHA.	Il passe le preMVSTAPHA.
