PREFACE	PRÉFACE
Allez, Achille, allez;	Allez, Achille, allez;
mais ne l’alarmez pas, Elle ignore l’Arreſt qu’a prononcé Calcàs.	mais ne l'alarmez pas, Elle ignore l'Arrest qu'a prononcé Calcàs.
Eſpere Clytemneſtre, & ceſſe de te plaindre, Hrenirie alie ta iille;	Espère Clytemnaître, et cesse de te plaindre, Hrenirie alie ta jille;
elle ne doit rien craindre, Il ſçaura triomphier des rigueurs de ſon ſort.	elle ne doit rien craindre, Il saura triomphier des rigueurs de son sort.
Amour de tous les Dieux eſt le Dieu le plus fort.	Amour de tous les Dieux est le Dieu le plus fort.
Fin du troiſiéme Acte.	Fin du troisième Acte.
ACTET	ACTET
SCENE PREMIERE.	SCÈNE PREMIÈRE.
IPHIGENIE.	IPHIGENIE.
CLYTIE.	CLYTIE.
IPHIGENIE.	IPHIGENIE.
UY, je l’ay veu Clytie, & j’ay ſujet de croire *Qu’Achille me cherit à l’égal de la gloire:	UI, je l'ai vu Clytie, et j'ai sujet de croire *Qu'Achille me chérit à l'égal de la gloire:
Ses regards languiſſans, ſes timides ſoûpirs M’ont dans leur retenuë expliqué ſes deſirs, Et voulant me parler de l’amour qui le touche, Son ſilence en a dit beaucoup plus que ſa bouche;	Ses regards languissants, ses timides soupirs M'ont dans leur retenue expliqué ses désirs, Et voulant me parler de l'amour qui le touche, Son silence en a dit beaucoup plus que sa bouche;
Mais ce n’eſt pas, Clytie, aujourd’huy ſeulement Que j’ay veu de ſon cœur le ſecret ſentiment, Quand ce Prince auſſi craint que le Dieu du Tonnerre, Et qui porte avec luy le deſtin de la guerre, Par l’adreſſe d’Ulyſſe arraché de Scyros Pour le ſecours des Grecs vint s’offrir dans Argos, Il me vid, je luy plûs, oüy, ſi je l’oſe dire De mes foibles attraits il reſſentit l’empire, Et ce Heros ſi fier au milieu des hazards Parût tout interdit à mes premiers regards:	Mais ce n'est pas, Clytie, aujourd'hui seulement Que j'ai vu de son cœur le se sentiment, Quand ce Prince aussi craint que le Dieu du Tonnerre, Et qui porte avec lui le destin de la guerre, Par l'adresse d'Ulysse arraché de Scyros Pour le secours des Grecs vint s'offrir dans Argos, Il me vit, je me plus, oui, si je l'ose dire De mes faibles attraits il ressentit l'empire, Et ce Héros si fier au milieu des hasards Part out interdit à mes premiers regards:
La Reine avec plaiſir le connut elle-meſme, Et de ſes hauts projets l’ambition extréme Par de ſoins obligeans l’attachant à la Cour De ce timide Amant encouragea l’amour.	La Reine avec plaisir le connut elle-même, Et de ses hauts projets l'ambition extrême Par de soins obligeants l'attachant à la Cour De ce timide Amant encouragea l'amour.
Seule par mes froideurs, par mon indifference Je ne fis dans ſon cœur naiſtre aucune eſperance, Et je le veis partir cet Amant enflammé Sans qu’il connuſt ſon ſort & s’il ſeroit aimé.	Seule par mes froideurs, par mon indifférence Je ne fis dans son cœur naître aucune espérance, Et je le veis partir cet Amant enflammé Sans qu'il connût son sort et s'il serait aimé.
Madame, me dit-il, j’aurois l’ame trop vaine De vous croire ſenſible à l’excez de ma peine, Qui n’a rien fait pour vous ne doit pas l’eſperer, Et doit ſouffrir ſon mal ſans jamais murmurer:	Madame, me dit-il, j'aurais l'âme trop vaine De vous croire sensible à l'excès de ma peine, Qui n'a rien fait pour vous ne doit pas l'espérer, Et doit souffrir son mal sans jamais murmurer:
Le Ciel à mon amour ouvre une belle voye, Il s’expliquera mieux ſur les cendres de Troye:	Le Ciel à mon amour ouvre une belle voie, Il s'expliquera mieux sur les cendres de Troie:
Le ſuccez d’une guerre où je ſuis engagé, Agamemnon content & Menelas vangé, Vous parleront pour moy, ſi la Parque cruelle Ne m’oſte une eſperance & ſi douce & ſi belle, Et ſi je ne meurs pas en partant de ce lieu.	Le succès d'une guerre où je suis engagé, Agamemnon content et Ménélas vengé, Vous parleront pour moi, si la Parque cruelle Ne m'ôte une espérance et si douce et si belle, Et si je ne meurs pas en partant de ce lieu.
Ses pleurs & ſes ſoûpirs acheverent l’adieu.	Ses pleurs et ses soupirs achevèrent l'adieu.
CLYTIE.	CLYTIE.
Madame, à tant d’amour fuſtes vous inſenſible?	Madame, à tant d'amour fûtes vous insensible?
Si le Ciel ne vous fit un cœur inacceſſible, Vous avez dû l’aimer?	Si le Ciel ne vous fit un cœur inaccessible, Vous avez dû l'aimer?
IPHIGENIE.	IPHIGENIE.
Epargne à ma pudeur L’aveu d’un dur combat qui déchire mon cœur.	Épargne à ma pudeur L'aveu d'un dur combat qui déchire mon cœur.
Avant qu’un triſte ſort m’euſt fait cõnoiſtre Achille, Diane avoit mes vœux & mon ame tranquille Voyant avec mépris le reſte des mortels N’avoit pour tout objet que l’amour ides Autels;	Avant qu'un triste sort m'eût fait cõnoistre Achille, Diane avait mes vœux et mon âme tranquille Voyant avec mépris le reste des mortels N'avait pour tout objet que l'amour ides Autels;
Mais pour t’ouvrir icy le ſecret de mon ame, Dés qu’Achille parût, que je connus ſa flame, Ma raiſon malgré moy s’en ſentit eſbloüir Et je veis tous mes vœux preſque s’évanoüir.	Mais pour t'ouvrir ici le secret de mon âme, Dès qu'Achille parut, que je connus sa flamme, Ma raison malgré moi s'en sentit éblouir Et je veis tous mes vœux presque s'évanouir.
Te le diray-je, helas!	Te le dirai-je, hélas!
un ſentiment profane Fait qu’Achille en mon cœur combat contre Diane, Et j’oſe encor douter ſi je dois aujourd’huy Donner mes jours pour elle, ou les garder pour luy.	un sentiment profane Fait qu'Achille en mon cœur combat contre Diane, Et j'ose encor douter si je dois aujourd'hui Donner mes jours pour elle, ou les garder pour lui.
Plûſt au Ciel, que mon ame à l’amour indocile Euſt toûjours ignoré le merite d’Achille, Ou qu’eſtant expoſée à paroiſtre à ſes yeux Diane m’euſt appris à m’en deffendre mieux.	Plût au Ciel, que mon âme à l'amour indocile Eut toujours ignoré le mérite d'Achille, Ou qu'étant exposée à paraître à ses yeux Diane m'eût appris à m'en défendre mieux.
Mon cœur remply des vœux offerts à la Deeſſe Euſt gardé ſa conſtance exempte de roibieiſe, Suno qun le vnt fequſt au choix injurieux Ou d’affliger Achille, ou d’offenſer les Dieux.	Mon cœur rempli des vœux offerts à la Déesse Eut gardé sa constance exempte de roibieise, Suno qu ' nt séquelle au choix injurieux Ou d'affliger Achille, ou d'offenser les Dieux.
CLYTIE.	CLYTIE.
quoy?	quoi?
ne touchons nous pas à l’heureuſe journée, Qui doit conclure icy cet illuſtre Hymenée.	ne touchons nous pas à l'heureuse journée, Qui doit conclure ici cet illustre Hyménée.
IPHIGENIE.	IPHIGENIE.
Je ne ſçay, mais, Clytie, un deſordre ſecret Qui fait qu’à cet Hymen je conſens à regret Me contraint à douter que le Ciel l'uccompliſſe.	Je ne sais, mais, Clytie, un désordre secret Qui fait qu'à cet Hymen je consens à regret Me contraint à douter que le Ciel l'uccomplisse.
CLYTIE.	CLYTIE.
Calcas pour cet Hymen prepare un ſacrifice.	Calcas pour cet Hymen prépare un sacrifice.
IPHIGENIE.	IPHIGENIE.
Le plaiſir, qu’au moment qu’on fatte ion eſpoir Achille en me voyant auroit dû recevoir M’a parû trop meſlé de douleur & de crainte;	Le plaisir, qu'au moment qu'on fatte ion espoir Achille en me voyant aurait dû recevoir M'a par trop mêlé de douleur et de crainte;
J’ay crû voir dans ſon ame une mortelle atteinte.	J'ai cru voir dans son âme une mortelle atteinte.
En vain il a voulu me cacher ſes douleurs, D iij De ſes yeux compoſez il eſt ſorti des pleurs.	En vain il a voulu me cacher ses douleurs, D ij à ses yeux composés il est sorti des pleurs.
Je vois meſme la Reine interdite, eſtonnée, Elle qui n’aſpiroit qu’aprez cet Hymenée, Depuis tantoſt, Clytie, il faut qu’elle ayt appris Quelque triſte accident qui troubie les eſprits.	Je vois même la Reine interdite, étonnée, Elle qui n'aspirait qu'aprez cet Hyménée, Depuis tantôt, Clytie, il faut qu'elle ait appris Quelque triste accident qui troubie les esprits.
CLYTIE.	CLYTIE.
Gueriſſez voſtre cœur de ces vaines alarmes.	Guérissez votre cœur de ces vaines alarmes.
La Reyne vient.	La Reine vient.
IPHIGENIE.	IPHIGENIE.
O Ciel!	Ô Ciel!
je voy couler les larmes.	je vois couler les larmes.
SCENE II.	SCÈNE II.
IPHIGENIE.	IPHIGENIE.
CLYTIE.	CLYTIE.
CLYTEMNESTRE.	CLYTEMNESTRE.
PHENISSE.	PHÉNISE.
IPHIGENIE.	IPHIGENIE.
MADAME, quel chagrin vous arrachedes pleurs?	MADAME, quel chagrin vous arrachèdes pleurs?
CLYTEMNESTRE.	CLYTEMNESTRE.
Laiſſe moy te cacher le plus grand des malheurs, Diane eſt implacable.	Laisse -moi te cacher le plus grand des malheurs, Diane est implacable.
IPHIGENIE.	IPHIGENIE.
Un novueau ſacrifice, Madame, ne peut-il nous la rendre propice?	Un noveau sacrifice, Madame, ne peut-il nous la rendre propice?
Que ne la puis-je, helas, appaiſer de mon ſang?	Que ne la puis-je, hélas, apaiser de mon sang?
CLYTEMNESTRE.	CLYTEMNESTRE.
Ce beau zele ſied bien à celles de ton rang;	Ce beau zèle sied bien à celles de ton rang;
miuis ment tiop eruer pour mon ame trop tendre, Et dit tout le ſecret que je n’oſe t’apprendre.	mivis ment tiop erver pour mon âme trop tendre, Et dit tout le secret que je n'ose t'apprendre.
IPHIGENIE.	IPHIGENIE.
Quel eſt-il ce ſecret, Madame, au nom des Dieux	Quel est-il ce secret, Madame, au nom des Dieux
CLYTEMNESTRE.	CLYTEMNESTRE.
On te veut pour victime en ces funeſte lieux, Pour conduire les Grecs aux murailles de Troye, Ton ſang à leurs vaiſſeaux en doit tracer la voye, Diane le demande.	On te veut pour victime en ces funeste lieux, Pour conduire les Grecs aux murailles de Troie, Ton sang à leurs vaisseaux en doit tracer la voie, Diane le demande.
IPHIGENIE.	IPHIGENIE.
O Ciel!	Ô Ciel!
que dites vous?	que dites -vous?
Diane m’a donc fait meriter ſon couroux?	Diane m'a donc fait mériter son courroux?
CLYTEMITHE TRL.	CLYTEMITHE -THRL.
Calcas juſques icy n’en a point dit la cauſe;	Calcas jusques ici n'en a point dit la cause;
Mais pour remede ſeul c’eſt ta mort qu’il propoſe, Et par un lâche aveu qui me comble d’horreur, Ton Pere eſt le premier à te percer le cœur.	Mais pour remède seul c'est ta mort qu'il propose, Et par un lâche aveu qui me comble d'horreur, Ton Père est le premier à te percer le cœur.
IPHIGENTE.	IPHIGENTE.
Ne vous étonnez pas ſi ce grand coup m’étonne.	Ne vous étonnez pas si ce grand coup m'étonne.
Je ne l’attendois pas du bras qui me le donne.	Je ne l'attendais pas du bras qui me le donne.
J’ay receu juſqu’icy trop de faveurs du ſort Pour ne pas friſſonner à l’Arreſt de ma mort, Les ſoins que l’on a pris d’élever mon enfance Pour mieux faire briller l’éclat de ma naiſſance, Le glorieux Eſpoux qu’on m’avoit deſtiné, En qui la vertu luit ſur un front couronné, Tant d’autres dons du Ciel, qui bornoiẽt mon envie Faiſoient qu’avec raiſon je cheriſſois la vie;	J'ai reçu jusqu'ici trop de faveurs du sort Pour ne pas frissonner à l'Arrest de ma mort, Les soins que l'on a pris d'élever mon enfance Pour mieux faire briller l'éclat de ma naissance, Le glorieux Espoux qu'on m'avait destiné, En qui la vertu luit sur un front couronné, Tant d'autres dons du Ciel, qui bornaient mon envie Taisaient qu'avec raison je chérissais la vie;
Mais s’il en faut ſortir par une triſte loy Croyez que je la crains plus pour vous que pour moy.	Mais s'il en faut sortir par une triste loi Croyez que je la crains plus pour vous que pour moi.
Mon ame en eſt ſurpriſe, & non pas abbatuë:	Mon âme en est surprise, et non pas abattue:
Diane veut ma mort, m’y voila reſoluë.	Diane veut ma mort, m'y voilà résolue.
CLYTEMNESTRE.	CLYTEMNESTRE.
Je le voy ce cruel, éclattez mes douleurs.	Je le vois ce cruel, éclattez mes douleurs.
SCENE III.	SCÈNE III.
AGAMEMNON.	AGAMEMNON.
CLYTEMNESTRE.	CLYTEMNESTRE.
IPHIGENIE.	IPHIGENIE.
CLYTIE.	CLYTIE.
PHENISSE.	PHÉNISE.
AGAMEMNON.	AGAMEMNON.
7UI peut vous obliger à répandre des pleurs Dans ce commun ſujet de triomphe & de joye?	UI peut vous obliger à répandre des pleurs Dans ce commun sujet de triomphe et de joie?
CLYTEMNESTRE.	CLYTEMNESTRE.
Le ſort qui nous ſepare, & qui vous mene a Troye;	Le sort qui nous sépare, et qui vous mène a Troie;
AGAMEMNON.	AGAMEMNON.
Il iaut tout elperer de la faveur des Dieux Madame, le retour en ſera glorieux, Et les heureux ſuccez d’une juſte vangeance Repareront bien-toſt la douleur de l’abſence.	Il iaut tout elperer de la faveur des Dieux Madame, le retour en sera glorieux, Et les heureux succès d'une juste vengeance Répareront bientôt la douleur de l'absence.
CLYTEMNESTRE.	CLYTEMNESTRE.
Juſques à cet Hymen le Ciel par ſa bonté A ma Fille doit-il conſerver la clarté?	Jusqu' à cet Hymen le Ciel par sa bonté À ma Fille doit-il conserver la clarté?
Calcas vous aura dit qu’elle eſt ſa deſtinée?	Calcas vous aura dit qu'elle est sa destinée?
AGAMEMNON.	AGAMEMNON.
matiallie, enle iela de gioire coufonnée,	matiaillie, enle jela de gioire coufonnée,
CLYTEMNESTRE.	CLYTEMNESTRE.
Parlons avec franchiſe, & ne deguiſons plus Son veritable ſort ſous des termes confus.	Parlons avec franchise, et ne déguisons plus Son véritable sort sous des termes confus.
Dites moy, quel Demon de divorce & de haine Veut rompre de nos cœurs la plus aimable chaine, Et ravir jacnement la rumere du jour Au gage le plus cher que j’eus de voſtre amour?	Dites -moi, quel Démon de divorce et de haine Veut rompre de nos cœurs la plus aimable chaine, Et ravir jacnement la rume du jour Au gage le plus cher que j'eus de votre amour?
AGAMEMNON.	AGAMEMNON.
Vous ſçavez un ſecret qu’Oronte n’a pû taire?	Vous savez un secret qu'Oronte n'a pu taire?
CLYTEMNESTRE.	CLYTEMNESTRE.
Hé quoy!	Hé quoi!
vous pretendiez de m'en faire un myſtere Et vous ne me preſſiez d’aller revoir Argos Que pour l’executer avec plus de repos?	vous prétendiez de m'en faire un mystère Et vous ne me pressiez d'aller revoir Argos Que pour l'exécuter avec plus de repos?
ACAMEMNON.	ACAMEMNON.
Ah!	Ah!
Madame, peut-on affliger ce qu’on aime?	Madame, peut-on affliger ce qu'on aime?
J’aurois voulu pouvoir le cacher à moy-meſme.	J'aurais voulu pouvoir le cacher à moi-même.
CLYTEMNESTRE.	CLYTEMNESTRE.
or ce runeſte coup vous touche autant que nous, Si vous nous aimez tant, que ne l’empeſchez vous	or ce runeste coup vous touche autant que nous, Si vous nous aimez tant, que ne l'empêchez vous
AGAMEMNON.	AGAMEMNON.
Hé!	Hé!
le puis-je, Madame, & vous & voſtre Ulyſt N’avez-vous pas conduit ma Fille au ſacrifice?	le puis-je, Madame, et vous et votre Ulist N'avez-vous pas conduit ma Fille au sacrifice?
Calcas ſi je balance eſt tout preſt d’éclater, Suis-je maiſtre d’un Camp qui va ſe revolter, Et quand je pourois tout dois-je perdre ma gloire, min pinis que jattens des mains de la victoire?	Calcas si je balance est tout prêt d'éclater, Suis-je maître d'un Camp qui va se révolter, Et quand je pourrais tout dois-je perdre ma gloire, min pinis que jattends des mains de la victoire?
CLYTEMNESTRE.	CLYTEMNESTRE.
Quel prix vous peut payer un ſang ſi precieux?	Quel prix vous peut payer un sang si précieux?
AGAMEMNON.	AGAMEMNON.
Le ſaiut de la Grece, & la faveur des Dieux Qui nous font de ſa perte un devoir neceſſaire.	Le saisut de la Grèce, et la faveur des Dieux Qui nous font de sa perte un devoir nécessaire.
IPHIGENIE.	IPHIGENIE.
Grand Roy, (car j’aurois peine à vous nommer mon Pere, De peur de réveiller des ſentimens trop doux Dans le cœur d’un Heros de ſa gloire jaloux,) Portez le coup mortel ſans craindre qu’il m’eſtonne, Je ſuis preſte à baiſer la main qui me le donne, Et je vay triompher des cruautez d’un lort, Ou l’auteur de ma vie eſt celuy de ma mort:	Grand Roi, (car j'aurais peine à vous nommer mon Père, De peur de réveiller des sentiments trop doux Dans le cœur d'un Héros de sa gloire jaloux,) Portez le coup mortel sans craindre qu'il m'étonne, Je suis prête à baiser la main qui me le donne, Et je vais triompher des cruautés d'un lort, Ou l'auteur de ma vie est celui de ma mort:
Je mourray glorieuſe & ma vertu conſtante Des hommes & des Dieux ſurpaſſera l’attente.	Je mourrai glorieuse et ma vertu constante Des hommes et des Dieux surpassera l'attente.
AGAMEMNON.	AGAMEMNON.
Je n’attendois pas moins d’uir tœur Il genereux.	Je n'attendais pas moins d'uir tœur Il généreux.
CLYTEMNESTRE.	CLYTEMNESTRE.
Ah!	Ah!
cruel, pour ſubir un ſort ſi rigoureux Quel intereſt a-t’elle à la perte d’Helene?	cruel, pour subir un sort si rigoureux Quel intérêt a-elle à la perte d'Helene?
Eſt-ce à nous d’épouſer ſon amour ou ſa haine;	Est-ce à nous d'épouser son amour ou sa haine;
Et devons-nous la rendre au lit de ſon époux Par la perte d’un bien & ſi cher & ſi doux?	Et devons-nous la rendre au lit de son époux Par la perte d'un bien et si cher et si doux?
De quel front, de quel air le verrez vous répandre Ce beau ſang, dont la voix ſe fait ſans ceſſe entendre, Et vous dit malgré vous, ô Pere trop cruel Traites-tu l’innocent comme le criminel.	De quel front, de quel air le verrez vous répandre Ce beau sang, dont la voix se fait sans cesse entendre, Et vous dit malgré vous, ô Père trop cruel Traites-tu l'innocent comme le criminel.
AGAMEMNON.	AGAMEMNON.
Ent tein vous réveillez les tendreſſes d’un Pere.	Ent tein vous rèveillez les tendresses d'un Père.
Je dois agir'en Roy, n vous pariez en Mere, J’ay ſenti le premier tout ce que vous ſentez.	Je dois agir'en Roi, n vous pariez en Mère, J'ai senti le premier tout ce que vous sentez.
CLYTEMNESTRE.	CLYTEMNESTRE.
Sa mort vous fait horreur & vous y conſentez.	Sa mort vous fait horreur et vous y consentez.
AGAMEMNON.	AGAMEMNON.
Helas!	Hélas!
mon mauvais ſort ne ſouffre point d’excuſes, Son abſolu decret a prevenu mes ruſes, Il a paré mes coups, confondu mes deſleins, Et contre la Nature a revolté mes mains.	mon mauvais sort ne souffre point d'excuses, Son absolu décret à prévenu mes ruses, Il a paré mes coups, confondu mes desleins, Et contre la Nature a révolté mes mains.
Ivon, n’Iaut qu’il men coute ulle n'enere teſte, Et j’ay dit à Calcas que ſa victime eſt preſte, Ce n’eſt plus qu’à ma Fille à ſatisfaire aux Dieux, Et nous montrer un cœur digne de ſes ayeux.	Ivon, n'Iaut qu'il men coute ulle n'enere tête, Et j'ai dit à Calcas que sa victime est prête, Ce n'est plus qu'à ma Fille à satisfaire aux Dieux, Et nous montrer un cœur digne de ses aïeux.
CLYTEMNESTRE.	CLYTEMNESTRE.
Barbare tu crois donc que ſa Mere y conſente?	Barbare tu crois donc que sa Mère y consente?
Qu’elle livre au ſupplice une Fille innocente?	Qu'elle livre au supplice une Fille innocente?
Celle, de qui les jours me ſont ſi precieux Se verroit par ſon Pere immolée à mes yeux?	Celle, de qui les jours me sont si précieux Se verrait par son Père immolée à mes yeux?
Je ſerois de ſa mort la premiere complice?	Je serais de sa mort la première complice?
MoyMoy-meſme je l’aurois conduite au ſacrifice?	MoiMoi-même je l'aurais conduite au sacrifice?
Non, non, de ſes beaux jours mes jours ſont le ſoûtien, Il faut percer mon cœur pour aller juſqu’au ſien, Je défendray ſans toy les droits de la Nature Contre la tyrannie & contre l’impoſture, Car la Divinité que fait parler Calcas N’a jamais approuvé de tels aſſaſſinats, On ne luy vid jamais autoriſer des crimes, Qu’Ulyſſe & Menelas cherchent d’autres rictimes, C’eſt l’intereit d'Trefene, elle Irrita les Dieux, Sa Fille par ſon ſang les appaiſera mieux.	Non, non, de ses beaux jours mes jours sont le soutien, Il faut percer mon cœur pour aller jusqu'au sien, Je défendrai sans toi les droits de la Nature Contre la tyrannie et contre l'imposture, Car la Divinité que fait parler Calcas N'a jamais approuvé de tels assassinats, On ne lui vid jamais autoriser des crimes, Qu'Ulysse et Ménélas cherchent d'autres rictimes, C'est l'intereit d'Trefene, elle Irrita les Dieux, Sa Fille par on sang les appaisera mieux.
IPHIGENIE.	IPHIGENIE.
C’eſt à moy que le Ciel reſerve cet ouvrage, Voudrois-je qu'Hermione euſt ce noble avantage Et qu’uſurpant ſur moy cet effort éclatant Elle vint m’enlever la gloire qui m’attend?	C'est à moi que le Ciel réserve cet ouvrage, Voudrais-je qu'Hermione eût ce noble avantage Et qu'usurpant sur moi cet effort éclatant Elle vint m'enlever la gloire qui m'attend?
Voſtre Fille, Seigneur, n’a pas l’ame aſſez baſſe, Pour recourir aux pleurs & tenter voſtre grace, Livrez voſtre Victime au celeſte couroux, Tout mon ſang citaur Bieux, tout mon ſang eſt à vous, S’ils ſont juſtes il faut que vous ſoyez ſevere, le dois vous dégager & veux les ſatisfaire.	Votre Fille, Seigneur, n'a pas l'âme assez basse, Pour recourir aux pleurs et tenter votre grâce, Livrez votre Victime au tout courroux, Tout mon sang citaur Sieux, tout mon sang est à vous, S'ils sont justes il faut que vous soyez sévère, le dois vous dégager et veux les satisfaire.
AGAMEMNON.	AGAMEMNON.
Ah!	Ah!
ma Fille, croyez que ce coup genereux Au lieu d’une Victime en immolera deux, Et confondant ma peine avec voſtre ſuplice Fera d’Agamemnon un triſte ſacrifice, Car enfin tout conſpire à ce ſanglant deſſein Qui doit percer mon cœur en vous perçant le ſein, Le Ciel dont le pouvoir ne ſouffre point d’obſtacle, En a formé l’Arreſt par la voix de l’Oracle, Tout le Camp qui ſur vous eſtablit ſon eſpoir, En attend ſon ſalut & veut vous le devoir, Aprés l’Arreſt des Dieux l’innocence eſt coupable, Leurs droits ſont abſolus, leur ordre irrevocable, De ce ſang innocent je ſcay quel eſt le prix, Mais il faut le verſer, le conſeil en eſt pris.	ma Fille, croyez que ce coup généreux Au lieu d'une Victime en immolera deux, Et confondant ma peine avec votre suplice Fera d'Agamemnon un triste sacrifice, Car enfin tout conspire à ce sanglant dessein Qui doit percer mon cœur en vous perçant le sein, Le Ciel dont le pouvoir ne souffre point d'obstacle, En a formé l'Arrest par la voix de l'Oracle, Tout le Camp qui sur vous établit son espoir, En attend son salut et veut vous le devoir, Aprés l'Arrest des Dieux l'innocence est coupable, Leurs droits sont lus, leur ordre ordre, De ce sang innocent je scay quel est le prix, Mais il faut le verser, le conseil en est pris.
SCENE IV.	SCÈNE IV.
CLYTEMNESTRE.	CLYTEMNESTRE.
IPHIGENIE.	IPHIGENIE.
CLYTIE.	CLYTIE.
PHENISSE.	PHÉNISE.
CLYTEMNESTRE.	CLYTEMNESTRE.
DIeNE heritier d’Atrée acheve une avanture Dont la ſimple penſée eſtonne la Nature, Donne un ſpectacle aux Grecs plus triſte & plus affreux Que celuy du feſtin qu’il fit de ſes neveux, Une ſeconde fois de ſa route ordinaire Fay reculer d’horreur l’Aſtre qui nous éclaire, Mais crains que ce ne ſoit une leçon pour moy, Qu’un exemple ſi grand ne me ſerve de loy, Et que ſur toy d’un coup également funeſte Je ne vange ma Fille & les Fils de Thyeſte.	DIeNE héritier d'Atrée achève une aventure Dont la simple pensée étonne la Nature, Donne un spectacle aux Grecs plus triste et plus affreux Que celui du festin qu'il fit de ses neveux, Une seconde fois de sa route ordinaire Fais reculer d'horreur l'Astre qui nous éclaire, Mais crains que ce ne soit une leçon pour moi, Qu'un exemple si grand ne me serve de loi, Et que sur toi d'un coup également funeste Je ne venge ma Fil et les Fils de Thyeste.
IPHIGENIE.	IPHIGENIE.
N’irritez point les Dieux.	N'irritez point les Dieux.
CLYTEMNESTRE.	CLYTEMNESTRE.
Quoy?	Quoi?
Calcas l’inhumain Tremperoit dans ton ſang ſa parricide main?	Calcas l'inhumain Sremperait dans ton sang sa parricide main?
Il pourroit dans ton cœur obſerver avec joye Les preſages heureux de la cheute de Troye, Et d’un ſi doux eſpoir le Camp s’applaudiroit, Lors que dans les douleurs ta Mere expireroit?	Il pourrait dans ton cœur observer avec joie Les présages heureux de la chute de Troie, Et d'un si doux espoir le Camp s'applaudirait, Lors que dans les douleurs ta Mère expirerait?
Je ſerois reſervée à ce triſte ſpectacle, Et ma juſte fureur n’y metroit point d’obſtacle?	Je serais réservée à ce triste spectacle, Et ma juste fureur n'y métrait point d'obstacle?
Non, toy meſme Calcas n’en eſt pas à couvert, Je previendray ce coup, je perdray qui me perd.	Non, toi -même Calcas n'en est pas à couvert, Je préviendrai ce coup, je perdrai qui me perd.
Ma Fille, le Heros que captivent tes charmes M’a promis de nouveau le ſecours de ſes armes, Sçachant qu’à te livrer ton Pere ſe reſout Pour prevenir ta perte il entreprendra tout.	Ma Fille, le Héros que captivent tes charmes M'a promis de nouveau le secours de ses armes, Sachant qu'à te livrer ton Père se résout Pour prévenir ta perte il entreprendra tout.
Je vay l’en avertir.	Je vais l'en avertir.
IPHTGENIE.	IPHTGENIE.
Où courez-vous Madame?	Où courez-vous Madame?
CLYTEMNESTRE.	CLYTEMNESTRE.
on faux zele t’aveugle, & je voy que ton ame Du barbare Calcas oſe ſuivre la loy, Cruelle, ſans ſonger que je meurs avec toy.	on faux zèle t'aveugle, et je vois que ton âme Du barbare Calcas ose suivre la loi, Cruelle, sans songer que je meurs avec toi.
IPHIGENIE.	IPHIGENIE.
Ah!	Ah!
ceſſez d’affoiblir au lieu de les accraiſtre Ces nobles ſentimens que vous avez fait naiſtre, Mon triſte cœur peut-il n’eſtre pas abbattu Quand la Mere & l’Amant attaquent ſa vertu?	cessez d'affaiblir au lieu de les accraître Ces nobles sentiments que vous avez fait naître, Mon triste cœur peut-il n'être pas abattu Quand la Mère et l'Amant attaquent sa vertu?
E i.	E y.
Mais ne me dois-je pas au ſalut de la Grece, Et quand le Ciel l'exige en ſuis-je la maiſtreſſe, Madame.	Mais ne me dois-je pas au salut de la Grèce, Et quand le Ciel l'exige en suis-je la maîtresse, Madame.
CLYTEMNESTRE.	CLYTEMNESTRE.
Au coup mortel tu te veux expoſer, Et pour t’en garantir moy je dois tout oſer Adieu.	Au coup mortel tu te veux exposer, Et pour t'en garantir moi je dois tout oser Adieu.
SCENE IPHIGENIE, CLYTIE.	SCÈNE IPHIGENIE, CLYTIE.
CLYTIE.	CLYTIE.
LE deſeſpoir s’empare de ſon ame.	LE désespoir s'empare de son âme.
IPHIGENIE.	IPHIGENIE.
Quand j’obeïs aux Dieux ſuis-je digne de blâme?	Quand j'obéis aux Dieux suis-je digne de blâme?
SCENE VI.	SCÈNE VI.
IPHIGENIE.	IPHIGENIE.
ACHILLE.	ACHILLE.
CLYTIE.	CLYTIE.
ACHILLE.	ACHILLE.
LEmeraires Soldats, indignes de mes coups, Ou changez de langage, ou craignez mon couroux.	LEmeraires Soldats, indignes de mes coups, Ou changez de langage, ou craignez mon courroux.
Seigneur.	Seigneur.
AGENIL.	AGENIL.
ACHILLE.	ACHILLE.
Quelle fureur, & quelle tyrannie!	Quelle fureur, et quelle tyrannie!
L’Armée à haute voix demande Iphigenie, Désja dans tout le Camp l’oracle répandu Madame, ne tient plus voſtre ſort ſuſpendu, Et mes propres ſoldats comme frappez du foudre A combatre pour vous n’oſeroient ſe reſoudre.	L'Armée à haute voix demande Iphigénie, Déjà dans tout le Camp l'oracle répandu Madame, ne tient plus votre sort suspendu, Et mes propres soldats comme frappez du foudre À combattre pour vous n'oseraient se résoudre.
