68 Qis Aſ	68 Qis As
LIVIE.	LIVIE.
Ie ne vous quitte point, cergheurs que mon amour n’aye ootenu ce point.	Je ne vous quitte point, cergheurs que mon amour n'aie ootenu ce point.
AVGVSTE.	AUGUSTE.
C’eſt l’amour des grandeurs qui vous rend importune.	C'est l'amour des grandeurs qui vous rend importune.
LIVIE.	LIVIE.
I'ayme voſtre perſonne & non voſtre fortune.	J'aime votre personne et non votre fortune.
Il m’échappe, ſuiuons, & le forçons de voir Qu’il peut en faiſant grace affermir ſon pouuoir, Et qu’enfin la clemence eſt la plus belle marque Qui face amrmueis cognomte vn vray Monarque.	Il m'échappe, suivons, et le forçons de voir Qu'il peut en faisant grâce affermir son pouvoir, Et qu'enfin la clémence est la plus belle marque Qui face amrmueis connomte un vrai Monarque.
SCENE IVC ÆMILIE.	SCÈNE IUC ÆMILIE.
FVLVIE.	FULVIE.
ÆMILIE.	NEMILIE.
Où me vient cette ioye, & que mal à propos DMon eſprit malgré moy gouſte vn entier reCéſar mãde Cinna ſans me dõner d’alarmes!	Où me vient cette joie, et que mal à propos DMon esprit malgré moi goûte un entier reCésar mãde Cinna sans me donner d'alarmes!
Tpos;	Tpos;
Mon cœur eſt ſans ſoûpirs, mes yeux n’ont point de larmes, Comme ſi i’apprenois d’vn ſecret mouuemene Que tout doit ſucceder à mon contentement!	Mon cœur est sans soupirs, mes yeux n'ont point de larmes, Comme si j'apprenais d'un secret mouuemene Que tout doit succéder à mon contentement!
Ay-ie bien entendu?	Ai-je bien entendu?
me l’as-tu dit, Fuluie?	me l'as-tu dit, Fuluie?
FVLVIE.	FULVIE.
l'auois gaigné ſur luy qu’il aymeroît la vie, Et ie vous l’amenois plus traitable & plus doux Faire vn ſecond effort contre ce grand couroux, l’en rendois grace aux Dieux, quand ſoudain Polyclete Des volontez d’Auguſte ordinaire interprete Eſt venu l’aborder & ſans ſuite & ſans bruit Et de ſa part ſur l’heure au Palais la conduit.	l'avais gagné sur même qu'il aymeroît la vie, Et je vous l'amenais plus traitable et plus doux Faire un second effort contre ce grand courroux, l'en rendais grâce aux Dieux, quand soudain Polyclete Des volontés d'Auguste ordinaire interprète Est venu l'aborder et sans suite et sans bruit Et de sa part sur l'heure au Palais la conduit.
Auguſte eſt fort troublé, l’on ignore la cauſe, Chacun diuerſement ſoupçonne quelque choſe, Tous préſument qu’il aye vn grand ſujet d’ennuy Et qu’il mande Cinna pour prendre aduis de luy:	Auguste est fort troublé, l'on ignore la cause, Chacun diversement soupçonne quelque chose, Tous présument qu'il aie un grand sujet d'ennui Et qu'il mande Cina pour prendre avis de lui:
Mais ce qui plus m’eſtõne & que ie viés d’apprẽdre, C’eſt que deux inconnus ſe ſont ſaiſis d’Euandre, Qu'iuphorbe eſt arreſté ſãs qu’õ ſçache pourquoy, Que meſmes de so maiſtre on ait ie ne içay quoy, On luy veut imputer vn deſeſpoir funeſte, On parle d’eaux, de Tybre, & l’on ſe taiſt du reſte.	Mais ce qui plus m'étienne et que je viès d'apprendre, C'est que deux inconnus se sont saisis d'Euandre, Qu'iuphorbe est arrêté sans qu'on sçache pourquoi, Que mêmes de so maître on ait été ne içay quoi, On lui veut imputer un désespoir funeste, On parle d'eaux, de Tibre, et l'on se taît du reste.
ÆMILIE.	NEMILIE.
Que de ſujets de craindre & de de ſeſperer Sans que mon triſte cœur en daigne murmurer?	Que de sujets de craindre et de de sespérer Sans que mon triste cœur en daigne murmurer?
A chaque occaſion le Ciel y fait deſcendre Vn ſentiment contraire à celuy qu’il doit prédre.	À chaque occasion le Ciel y fait descendre Un sentiment contraire à celui qu'il doit prédre.
Vne vaine frayeur m’a pû tantoſt troubler, Et ie ſuis inſenſible alors qu’il faut trẽbler.	Une vaine frayeur m'a pu tantôt troubler, Et tu suis insensible alors qu'il faut trẽbler.
[dore le vous entends, grands Dieux, vos bõtez que i’aNe peuuent conſentir que ie me deshonore, Et ne me permettant ſouſpirs, ſanglots, ny pleurs, Souſtiennent ma vertu contre de tels malheurs:	[dore le vous entends, grands Dieux, vos bontés que j'aNe peuvent consentir que ie me déshonore, Et ne me permettant soupirs, sanglots, ni pleurs, Soutiennent ma vertu contre de tels malheurs:
Vous voulez que ie meure auec ce grand courage Qui m’a fait entreprendre vn ſi fameux ouurage, et je veux bien perir comme vous l’ordonnez, t dans la meſme aſſiette où vous me retenez.	Vous voulez que Seigneur meure avec ce grand courage Qui m'a fait entreprendre un si fameux ouvrage, et je veux bien périr comme vous l'ordonnez, t dans la même assiette où vous me retenez.
C iiij O liberté de Rome, ô Manes de mon pere.	Ç Cijà Ô liberté de Rome, ô Manes de mon père.
I’ay fait de mon coſté tout ce que i’ay pû faite, Contre voſtre tyran i’ay ligué ſes amis, Et plus oſé pour vous qu’il ne m’eſtoit permis:	J'ai fait de mon côté tout ce que j'ai pu faite, Contre votre tyran j'ai ligué ses amis, Et plus osé pour vous qu'il ne m'était permis:
si l’effet a manqué, ma gloire n’eſt pas moindre;	si l'effet a manqué, ma gloire n'est pas moindre;
N’ayant pû vous vanger ie vous iray reioindre, Mais ſi fumante encor d’vn genereux couroux, Par vn trépas ſi noble & ſi digne de vous, Que d’abord ſon éclat vous fera recognoiſtre.	N'ayant pu vous venger un vous irai rejoindre, Mais si fumante encor d'un généreux courroux, Par un trépas si noble et si digne de vous, Que d'abord son éclat vous fera reconnaître.
Le ſang des grands Heros dont vous m’auez fait naiſtre.	Le sang des grands Héros dont vous m'avez fait naître.
SCENE V.	SCÈNE V.
MAXIME.	MAXIME.
ÆMILIE.	NEMILIE.
FVLVIE.	FULVIE.
al aii AuiDe Aïs ie vous voy, Maxime, & l’on vous faiM ſoit mort!	al aii AviDe Aïs Seigneur vous vois, Maxime, et l'on vous fait soit mort!
MAXIME.	MAXIME.
Euphorbe trompe Auguſte auec ce faux rapport, Se voyant arreſté, la trame découuerte, Il a feint ce trépas pour empeſcher ma perte.	Euphorbe trompe Auguste avec ce faux rapport, Se voyant arrêté, la trame découverte, Il a feint ce trépas pour empêcher ma perte.
ÆMILIE.	NEMILIE.
Que dit õn de Cinna?	Que dit on de Cinna?
MAXIME.	MAXIME.
Que ion prusgrana fegree Eſt de voir que Céſas ſçait tout voſtre ſecret, En vain il le dénie & le veut mécognoiſtre, Euandre a tout conté pour excuſer ſon maiſtre, Et par l’ordre d’Auguſte on vient vous arreſter.	Que pour prusgrana fégre St de voir que Césas sait tout votre secret, En vain il le dénie et le veut méconnaître, Euandre a tout conté pour excuser son maître, Et par l'ordre d'Auguste on vient vous arrêter.
ÆMILIE.	NEMILIE.
ctiey qerr l receu tarde à l’executer, ſe luis preite à le iuiure, & laſſe de l’attendre,	ctie , qerr l receu tarde à l'exécuter, se luis préite à le juivre, et lasse de l'attendre,
MAXIME.	MAXIME.
Il vous attend chez moy.	Il vous attend chez moi.
ÆMILIE.	NEMILIE.
Chez vous!	Chez vous!
MAXIME.	MAXIME.
C’eſt vous ſurprendre.	C'est vous surprendre.
Mais aprenez le ſoin que le Ciel a de vous, C’eſt vn des coniurez qui va fuyr auec nous.	Mais apprenez le soin que le Ciel a de vous, C'est un des conjurés qui va fuir avec nous.
rrenons noſtre auantage auant qu’on nous pourſuiue.	renons notre avantage avant qu'on nous poursuive.
Nous auons vn vaiſſeau tout preſt deſſus la riue.	Nous avons un vaisseau tout prêt dessus la rive.
ÆMILIE.	NEMILIE.
Me cognois-tu, Maxime, & ſçais-tu qui ie ſuis?	Me connais-tu, Maxime, et sais-tu qui tu suis?
MAXIME.	MAXIME.
En faueur de Cinna ie fais ce que ie puis, Et tâche à garentir de ce malheur extréme La plus belle moitié qui reſte de luy-meſme.	En faveur de Cinna ie fais ce que je puis, Et tâche à garentir de ce malheur extrême La plus belle moitié qui reste de lui-même.
Sauuons-nous Æmili e & conſeruons le iour Afin de le vanger par vn heureux retour.	Sauvons-nous Immili e et conservons le jour Afin de le venger par un heureux retour.
EMILIE.	EMILIE.
Cinna dans ſon malheur eſt de ceux qu’il faut ſuiure, Qu’il ne faut pas vanger de peur de leur ſuruiurez Quiconque apres ſa perte aſpire d re fauuer.	Cinna dans son malheur est de ceux qu'il faut suivre, Qu'il ne faut pas venger de peur de leur survivrez Quiconque après sa perte aspire d ès sauver.
Eit indigne du lour qu'ir taene a conſeruer,	Éit indigne du lour qu'ir taène a conserver,
MAXIME.	MAXIME.
Quel deſeſpoir aueugle à ces fureurs vous porte?	Quel désespoir aveugle à ces fureurs vous porte?
O Dieux!	Ô Dieux!
que de foibleſſe en vne ame ſi fortet Ce cœur ſi genereux rend ſi peu de combat, Et du premier reuers la fortune l’abat!	que de faiblesse en une âme si fort Ce cœur si généreux rend si peu de combat, Et du premier revers la fortune l'abat!
Rappelez, rappelez cette vertu ſublime, Ouurez enfin les yeux & cognoiſſez Maxime, C’eſt vn autre Cinna qu’en luy vous regardez, Le Ciel vous rend en luy l’amãt que vous perdez, Et puiſque l’amitié n’en faiſoit plus qu’vne ames Aymez en cét amy l’objet de voſtre flame:	Rappelez, rappelez cette vertu sublime, Ouvrez enfin les yeux et connaissez Maxime, C'est un autre Cinna qu'en lu vous regardez, Le Ciel vous rend en lui l'amant que vous perdez, Et puisque l'amitié n'en faisait plus qu'une âme Aymez en cet ami l'objet de votre flamme:
Auec la meſme ardeur il ſçaura vous cherir Que.	Avec la même ardeur il saura vous chérir Que.
ÆMILIE.	NEMILIE.
Tu m’oſes aymer, & tu n’oſes mourîrp Tu pretends vn peu trop, mais quoy que tu pretendes, Rends-toy dîgne du moins de ce que tu demanCeſſe de fuyr en lâche vn glorieux trépas, (des.	Tu m'oses aimer, et tu n'oses mourîtrp Tu prétends un peu trop, mais quoi que tu prétendes, Rends-toi dîgne du moins de ce que tu demanCesse de fuir en lâche un glorieux trépas, (des.
Ou de m’offrit vn cœur que tu fais voir ſi bas;	Ou de m'offrit un cœur que tu fais voir si bas;
Fay que ie porte enuie à ta vertu parfaite, Ne te pouuant aymer fay que ie te regrette, Monſtre d’vn vray Romain la derniere vigueur, Et merite mes pleurs au defaut de mon cœur.	Fais que seulement porte envie à ta vertu parfaite, Ne te pouvant aimer fais que sans te regrette, Montre d'Han nay Romain la dernière vigueur, Et mérite mes pleurs au défaut de mon cœur.
Quoy?	Quoi?
ſi ton amitie pour p̧ina emnterener Crois-tu qu’elle conſiſte à flater ſa maiſtreſſe?	si ton amitié pour patina emntérener Crois-tu qu'elle consiste à flatter sa maîtresse?
Aprens, aprens de moy quel en eſt le deuoir, Et donne m’en l’exemple, ou vien le receuoir.	Apprends, apprends de moi quel en est le devoir, Et donne m'en l'exemple, ou vien le recevoir.
MAXIME.	MAXIME.
joniciune domcar cle crop riapetusdie.	joniciune domcar clé crop riapétusdie.
ÆMILIE.	NEMILIE.
Ia tienne en ta faueur eſt trop ingenieuſe, Tu me parles deſià d’vn bien-heureux retour, Et dans tes déplaiſirs tu conçois de l’amour!	Ia tienne en ta faveur est trop ingénieuse, Tu me parles déjà d'un bienheureux retour, Et dans tes déplaisirs tu conçois de l'amour!
MAXIME.	MAXIME.
Cét amour en naiſſant eſt toutefois extréme, C’eſt voſtre amant en vous, c’eſt mon amy que i’ayme, Et des meſmes ardeurs dont il fut embrasé.	Cet amour en naissant est toutefois extrême, C'est votre amant en vous, c'est mon ami que j'aime, Et des mêmes ardeurs dont il fut embrasé.
ÆMILIE.	NEMILIE.
Maxime, en voilà trop pour vn homme aduiſé, ma perte iii a turprile de ne l a point croubleea Mon noble de ſeſpoir ne m’a point aueuglée, Ma vertu toute entiere agit ſans s’émouuoir, at le voy maigle moy plus que le de veux voits	Maxime, en voilà trop pour un homme avisé, ma perte ji a turprile de ne l a point croubléea Mon noble de sespoir ne m'a point aveuglée, Ma vertu toute entière agit sans s'émouvoir, at le vois maigle moi plus que le de veux oits
MAXIME.	MAXIME.
Quoy?	Quoi?
vous ſuis-ie fuſpect de quelque perfidie?	vous suis-je suspect de quelque perfidie?
ÆMILIE.	NEMILIE.
Ouy, tu l’es, puiſque en fin tu veux que ie le die, L’otdre de noſtre fuite eſt trop bien concerté Pour ne te ſoupçonnet d’aucune lâcheté, CV Les Dieux ſeroient pour nous prodigues en miracles S’ils en auoient ſans toy leué tous les obſtacles?	Oui, tu l'es, puisque en fin tu veux que sans le die, L'otdre de notre fuite est trop bien concerté Pour ne te soupçonnet d'aucune lâcheté, CV Les Dieux seraient pour nous prodigues en miracles S'ils en avaient sans toi lué tous les obstacles?
Fuy ſans moy, tes amours ſont icy ſuperflus.	Fui sans moi, tes amours sont ici superflus.
MAXIME.	MAXIME.
lla veus in enr dites tiop.	la vus in enr dites tiop.
ÆMILIE.	NEMILIE.
I'en preſume encor plus, Ne crain pas toutefois que i’éclate en iniures, Mais n’eſpere non plus m’éblouïr de pariures;	J'en présume encor plus, Ne crain pas toutefois que j'éclate en injures, Mais n'espère non plus m'éblouir de parjures;
ol cen te lane tont que de me deſier, Vien mourir auec moy pour te iuſtifier.	ol cen te lane tont que de me désier, Viens mourir avec moi pour te justifier.
MAXIME.	MAXIME.
Viuez, belle Æmilie, & ſouffrez qu’vn eſclaue.	Vivez, belle Æmilie, et souffrez esclaue.
ÆMILIE.	NEMILIE.
Ie ne t’écoute plus qu’en preſence d’Octaue.	Je ne t'écoute plus qu'en présence d'Octave.
Allons, Fuluie, allons.	Allons, Fuluie, allons.
SCENE VI.	SCÈNE VI.
1 MAXIME.	1 MAXIME.
DEſeſperé, confus, Et digne, s’il ſe peut, d’vn plus cruel refus, Que reſous-tu, Maxime, & quel eſt le ſupplice Que ta vertu prepare à ton vain arthares.	DEsespéré, confus, Et digne, s'il se peut, d'elle plus cruel refus, Que résous-tu, Maxime, et quel est le supplice Que ta vertu prépare à ton vain arthares.
Aucune illuſion ne te doit plus flater, Æmilie en mourant va tout faire éclater, Sur va meſme échaffaut la perte de ſa vie Eſtalera ſa gloire & ton ignominie, Et porte auec ſon nom à la poſterité L’infame ſouuenir de ta déloyauté.	Aucune illusion ne te doit plus flatter, 3milie en mourant va tout faire éclater, Sur va même échaffaut la perte de sa vie Étalera sa gloire et ton ignominie, Et porte avec son nom à la postérité L'infâme souvenir de ta déloyauté.
Vn meſme iour t’a veu par vne fauſſe adreſſe Trahit ton ſouuerain, ton amy, ta maiſtreſſe, Sans que de tant de droits en vn iour violez, Sans que de deux amans au tyran immolez Il te reſte autre fruit que la honte & la rage Qu’vn remords inutile allume en ton courage.	Un même jour t'a vu par une fausse adresse Trahit ton souverain, ton ami, ta maîtresse, Sans que de tant de droits en un jour violez, Sans que de deux amants au tyran immolés Il te reste autre fruit que la honte et la rage Qu'un remords inutile allume en ton courage.
Euphorbe, c’eſt l’effet de tes lâches conſeils, Mais que peut-on attendre auſſi de tes pareils?	Euphorbe, c'est l'effet de tes lâches conseils, Mais que peut-on attendre aussi de tes pareils?
T Iamais vn affranchy n’eſt qu’vn eſclaue infame, Et pour changer d’eſtat il ne change point d’ames La tienne encor ſeruile auec la liberté N’a pû prendre vn rayon de generoſité:	 Tamais un affranchi n'est qu'un esclave infâme, Et pour changer d'état il ne change point d'âmes La tienne encor servile avec la liberté N'a pu prendre un rayon de générosité:
Tu m’as fait releuer vne iniuſte puiſſance, Tu m’as fait démenrir l’honneur de ma naiſſãce, Mon cœur te reſiſtoit & tu l’as combatu Iuſqu’à ce que ta fourbe ait ſoüillé ſa vertu, Il m’en couſte la vie, il m’en couſte la gloire, Et i’ay tout merité pour t’auoir voulu croire:	Tu m'as fait relever une injuste puissance, Tu m'as fait démenrir l'honneur de ma naissance, Mon cœur te résistait et tu l'as combattu Iusqu'à ce que ta fourbe ait soüillé sa vertu, Il m'en coûte la vie, il m'en coûte la gloire, Et j'ai tout mérité pour t'avoir voulu croire:
Mais les Dieux permettront à mes reſſentimens De te ſacrifier aux yeux des deux amans, Et i’oſe m’aſſeurer qu’en dépit de mon crime Mon ſang leur feruira d’anrez pure victime, Si dans le tien mon bras iuſtement irrité Peut lauer le forfait de t’auoir écouté.	Mais les Dieux permettront à mes ressentiments De te sacrifier aux yeux des deux amants, Et j'ose m'assurer qu'en dépit de mon crime Mon sang leur fera d'anrez pure victime, Si dans le tien mon bras justement irrité Peut lauer le forfait de t'avoir écouté.
Ein du quatrieſine Acte.	Ein du quatriesine Acte.
ACTE V.	ACTE V.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
AVGVSTE.	AUGUSTE.
CINNA.	CINNA.
AVGVSTE.	AUGUSTE.
Rens vn ſiege, Cinna, prẽs, & ſur toute choſe Obſerue exactement la loy que ie t’impoſe.	Rends un siège, Cinna, prends, et sur toute chose Observe exactement la loi que tu t'impose.
A preſte ſans me troubler l’oreille à mes diſcours, D’aucun mot, d’aucun cry n’en interrõps le cours, Tien ta langue captiue, & ſi ce grand ſilence A ton émotion fait quelque violence, Tu pourras me reſpondre apres tout à loiſir, Sur ce point ſeulement contente mon deſir.	À prête sans me troubler l'oreille à mes discours, D'aucun mot, d'aucun cri n'en interrõps le nir, Tiens ta langue captive, et si ce grand silence À ton émotion fait quelque violence, Tu as me répondre après tout à loisir, Sur ce point seulement contente mon désir.
CINNA.	CINNA.
Ie vous obeïray, Seigneur?	Je vous obéirai, Seigneur?
AVGVSTE.	AUGUSTE.
Qe ia te louuremle De garder ta parole, & ie tiendray la mienne.	Que ia te louvremle De garder ta parole, et tu tiendrai la mienne.
Tu vois le ieur, Cinna, mais ceux dont tu le tiens Furent les ennemis de mon pere & les miens, Ce fut dedans leur camp que tu pris la naiſſance, Et quãd apres leur mort tu vins en ma puiſſance, Leur haine hereditaire ayant paſſé dans toy T’auoit mis à la main les armes contre moy.	Tu vois le jeur, Cinna, mais ceux dont tu le tiens Furent les ennemis de mon père et les miens, Ce fut dedans leur camp que tu pris la naissance, Et quand apres leur mort tu vins en ma puissance, Leur hé héréditaire ayant passé dans toi T'avait mis à la main les armes contre moi.
Tu fus mon ennemy meſme auant que de naiſtre, Et tu le fus encor quand tu me pûs cognoiſtre, Et le ſang t’ayant fait d’vn contraire party Ton inclination ne l’a point démenty.	Tu fus mon ennemi même avant que de naître, Et tu le fus encor quand tu me pus connaître, Et le sang t'ayant fait d'un contraire parti Ton inclination ne l'a point démenti.
Comme elle l’a ſuiuy, les effets l’ont ſuiuie, Ie ne m’en ſuis vangé qu’en te donnant la vie?	Comme elle l'a suivi, les effets l'ont suivie, Je ne m'en suis vengé qu'en te donnant la vie?
Ie te fis priſonnier pour te combler de biens, Ma Cour fut ta priſon, mes faueurs tes liens, Ie te reſtituay d’abord ton patrimoine, Ie t’enrichis apres des dépoüilles d’Antoine » Et tu ſçais que depuis à chaque occaſion Ie ſuis tombé pour toy dans la profuſion.	Je te fis prisonnier pour te combler de biens, Ma Cour fut ta prison, mes faveurs tes liens, Je te restituai d'abord ton patrimoine, Je t'enrichis après des dépouilles d'Antoine " Et tu sais que depuis à chaque occasion Je suis tombé pour toi dans la profusion.
Toutes les dignitez que tu m’as demandées, Ie te les ay ſur l’heure & ſans peine accordées, Iea’ay preferé meſme à ceux dont les parens Ont iadis dãs mon camp tenu les premiers rangss M’ont conſerué le iour qu’à preſent ie reſpire, Et m’ont de tout leur ſang achepté cét Empire, De la façon en fin qu’auec toy i’ay veſcu (cu.	Toutes les dignités que tu m'as demandées, Je te les ai sur l'heure et sans peine accordées, Jeaay préféré même à ceux dont les parents Ont jadis dans mon camp tenu les premiers rangss M'ont conservé le jour qu'à présent ie respire, Et m'ont de tout leur sang acheté cet Empire, De la façon en fin qu'avec toi j'ai vécu (cu.
Les vainqueurs ſont ialoux du bon-heur du vainQuand le Ciel me voulut en rappelant Mecéne Apres tant de faueurs monſtrer vn peu de haine, Ie te donnay ſa place en ce triſte accident Et te fis apres luy mon plus cher confident.	Les vainqueurs sont jaloux du bonheur du vainQuand le Ciel me voulut en rappelant Mecéne Après tant de faveurs montrer un peu de haine, Je te donnai sa place en ce triste accident Et te fis après avoir mon plus cher confident.
Auiourd’huy meſme encor mon ame irreſoluë Me preſſant de quitter ma puiſſance abſoluë De Maxime & de toy i’ay pris les ſeuls aduis, Et ce ſont malgré luy les tiens que i’ay ſuiuis.	Aujourd'hui même encor mon âme irresoluë Me pressant de quitter ma puissance absolue De Maxime et de toi j'ai pris les seuls avis, Et ce sont malgré lui les tiens que j'ai suivis.
Bien plus, ce meſme iout ie te donne Æmilie, Le digne obiet des vœux de toute l’Icalie, Et qu’ont miſe ſi haut mon amour & mes ſoins Qu’en te courõnant Roy ie t’aurois dõné moins.	Bien plus, ce même j' en te donne Æmilie, Le digne objet des vœux de toute l'Icalie, Et qu'ont mise si haut mon amour et mes soins Qu'en te cournant Roy ie t'aurais dõné moins.
Tu t’en ſouuiẽs, Cinna, tant d’heur &tant de gloiNe peuuent pas ſi toſt ſortir de ta memoire, Lre Mais ce qu’on ne pourroit iamais s’imaginet, Cinna, tu t’en ſouuiens & veux m’aſſaſſiner.	Tu t'en souuiẽs, Cina, tant d'heur ettant de gloiNe peuvent pas si tôt sortir de ta mémoire, Lre Mais ce qu'on ne pourrait jamais s'imaginet, Cinna, tu t'en souviens et veux m'assassiner.
CINNA.	CINNA.
Moy, Seigneur, moy que i’euſſe vne ame ſi traiQu'vn ſi lâche deſſein.	Moi, Seigneur, moi que j'eusse une âme si traiQu'un si lâche dessein.
Lſtreſſe!	Lstresse!
AVGVSTE.	AUGUSTE.
Tu tiens mal ta promeſſes Sied toy, ie n’ay pas dit encor ce que ie veux, Tu te iuſtifieras apres ſi tu le peux, Eſcoute cependant & tien mieux ta parole.	Tu tiens mal ta promesses Sied toi, je n'ai pas dit encor ce que ie veux, Tu te justifieras après si tu le peux, Escoute cependant et tien mieux ta parole.
Tu veux m’aſſaſſiner, demain, au Capitole, Pendant le ſacrifice, & ta main pour ſignal Me doit au lieu d’encens donner le coup fatal:	Tu veux m'assassiner, demain, au Capitole, Pendant le sacrifice, et ta main pour signal Me doit au lieu d'encens donner le coup fatal:
La moitié de tes gens doit occuper la porte, L’autre moitié te ſuyure & te preſter main forte Aſſeurée au beſoin du ſecours des premiers.	La moitié de tes gens doit occuper la porte, L'autre moitié te suivre et te prêter main forte Assurée au besoin du secours des premiers.
Te diray-je les noms de tous ces meurtriers?	Te dirai-je les noms de tous ces meurtriers?
Procule, Glabrion, Virginian, Rutile, Marcel, Plaute, Lenas, Pompone, Albin, Iciles Maxime qu’apres toy i’auois le plus aymé;	Procule, Glabrion, Virginian, Rutile, Marcel, Plaute, Lenas, Pompone, Albin, Iciles Maxime qu'après toi j'avais le plus aimé;
Le reſte ne vaut pas l’honneur d’eſtre nommé, Vn tas d’hommes perdus de debtes & de crimes Que preſſent de mes loix les ordres legitimes, Et qui deſeſperant de les plus éuiter Si tout n’eſt renuerſé ne ſçauroient ſubſiſter.	Le reste ne vaut pas l'honneur d'être nommé, Un tas d'hommes perdus de ttes et de crimes Que pressent de mes lois les ordres légitimes, Et qui désespérant de les plus éviter Si tout n'est renversé ne sauraient subsister.
Tu te tais mainrenant & gardés le ſilence Plus par confuſion que par obeïſſance.	Tu te tais mainrenant et gardés le silence Plus par confusion que par obéissance.
Quel eſtoit ton deſſein, & que pretendois-tu Apres m’auoir au Tempſe à tes pieds abbatû?	Quel était ton dessein, et que prétendais-tu Après m'avoir au Tempense à tes pieds abattu?
8 2	8 2
Affranchir ton pays d’vn pouuoir Monarchique?	Affranchir ton pays d'être pouvoir Monarchique?
Si i’ay bien entendu tantoſt ta Politique, Son ſalut deſormais dépend d’vn Souuerain Qui pour tout conſeruer tienne tout en ſa main, Et ſi ſa liberté te faiſoit entreprendre Tu ne m’euſſes iamais empeſché de la rendre, Tu l’aurois acceptée au nom de tout l’eſtat Sans vouloir l’acquerir par vn afſaſſinat.	Si j'ai bien entendu tantôt ta Politique, Son salut désormais dépend d'un Souuerain Qui pour tout conserver tienne tout en sa main, Et si sa liberté te faisait entreprendre Tu ne m'eusses jamais empêché de la rendre, Tu l'aurais acceptée au nom de tout l'état Sans vouloir l'acquérir par un afsassinat.
Quel eſtoit donc ton but?	Quel était donc ton but?
d’y regner en ma place?	d'y régner en ma place?
D’vn eſtrange malheur ſon deſtin le menace Si pour monter au trône & luy donner la loyTu ne trouues dans xome autre obſtacle que moy, Si iuſques à ce point ſon ſort eſt déplorable Que tu ſois apres moy le plus conſiderable, Et que ce grand fardeau de l’empire Romain Ne puiſſe apres ma mort tomber mieux qu’en ta main.	D'un étrange malheur son destin le menace Si pour monter au trône et lui donner la lois ne trouves dans xome autre obstacle que moi, Si jusques à ce point son sort est déplorable Que tu sois après moi le plus considérable, Et que ce grand fardeau de l'empire Romain Ne puisse après ma mort tomber mieux qu'en ta main.
Aprens à te cognoiſtre, & deſcens en toy-meſme.	Apprends à te connaître, et descends en toi-même.
On t’honore dãs Rome, on te courtiſe, on t’ayme, Chacun tremblé ſous toy, chacunt’offre des vœux, Ta fortune eſt bien haut, tu peux ce que tu veux, Mais en vn triſte eſtat on la verroit reduite, Si ie t’abandonnois à ton peu de merite.	On t'honore dans Rome, on te courtise, on t'aime, Chacun tremblé sous toi, chacunt-offre des vœux, Ta fortune est bien haut, tu peux ce que tu veux, Mais en un triste état on la verrait réduite, Si ie témabandonnois à ton peu de mérite.
Oſe me démentir, dy moy ce que tu vaux, Conte moy tes vertus, tes glorieux trauaux, Les rares qualitez par où tu m’as deu plaire, Et tout ce qui t’éleue au deſſus du vulgaire.	Ose me démentir, dis -moi ce que tu vaux, Conte moi tes vertus, tes glorieux travaux, Les rares qualités par où tu m'as dev plaire, Et tout ce qui t'éleue au dessus du vulgaire.
Ma faueur fait ta gloire, & ton pouuoir en vient, Elle ſeule t’éleue, & ſeule te ſouſtient, C’eſt elle qu’on adore & non pas ta perſonne, Tu n’as credit ny rang qu’autant qu’elle t’en dõEt pour te faire choir ie n’aurois auiourd’huy [ne, Qu’à retirer la main qui ſeule eſt ton appuy.	Ma faveur fait ta gloire, et ton pouvoir en vient, Elle seule t'éleue, et seule te soutient, C'est elle qu'on adore et non pas ta personne, Tu n'as crédit Seigneur rang qu'autant qu'elle t'en dompt pour te faire choir quelque n'aurais aujourd'hui [ne, Qu'à retirer la main qui seule est ton appui.
I’aime mieux toutefois ceder à ton enuie, Regne, ſi tu le peux, aux dépens de ma vie, Mais oſes-tu penſer que les Seruiliens, Les Coſſes, les Metels, les Pauls, les Fabiens, Et tant d’autres en fin de qui les grands courages Des Heros de leur ſang ſont les viues images, Quittent le noble orgueil d’vn ſang ſi genereux Iuſqu’à pouuoir ſouffrir que tu regnes ſur eux?	J'aime mieux toutefois céder à ton envie, Reine, si tu le peux, aux dépens de ma vie, Mais oses-tu penser que les Serviliens, Les Cosses, les Métels, les Pauls, les Fabiens, Et tant d'autres en fin de qui les grands courages Des Héros de leur sang sont les vives images, Quittent le noble orgueil d'un sang si généreux Jusqu'à pouvoir souffrir que tu régnès sur eux?
Parle, parle,lt ent temps.	Parle, parle,lt ent temps.
CINNA.	CINNA.
Ie demeure ſtuplde, Non que voſtre colere ou la mort m’intimide, Ie voy qu’on m’a trahy, vous m’y voyez reſver, Et i’en cherche l’autheur ſans le pouuoir trouuer.	Je demeure stuplède, Non que votre colère ou la mort m'intimide, Je vois qu'on m'a trahi, vous m'y voyez rêver, Et j'en cherche l'auteur sans le pouvoir trouver.
Cette ſtupidité s’eſt en fin diſſipée, Seigneur, ie ſuis Romain, & du ſang de Pompée, Le pere & les deux fils lâchement égorgez Par la mort de Céſar eſtoient trop peu vangez.	Cette stupidité s'est en fin dissipée, Seigneur, tu suis Romain, et du sang de Pompée, Le père et les deux fils lâchement égorgez Par la mort de César étaient trop peu vengez.
