ACT EVRS.	ACT EURS.
Cét éclat, ce credit, cette vaſte grandeur, Ne m’auoit fait gouſter que l’ombre du bonheur, Ce qui ſeul icy bas peut le rendre ſupréme, e oit dusundonner tout pour vn obiet qu’on aime, Ie le gouſte à pre ent ce bonheur ſi parfait, Et ie me ſens auſſi pleinement ſatisfait.	Cet éclat, ce crédit, cette vaste grandeur, Ne m'avait fait goûter que l'ombre du bonheur, Ce qui seul ici bas peut le rendre suprême, e oit dusundonner tout pour un objet qu'on aime, Je le goûte à prévoir ce bonheur si parfait, Et Ne me sens aussi pleinement satisfait.
LINDAMIRE.	LINDAMIRE.
Oüy, ſoyez-le, Seigneur, tant d’heur & tant de gloire I Ne ſeront pas perdus, ils ſont dans ma memoire, C’eſt là que la fortune auec tous ſes efforts, Ne peut plus vous oſter ces precieux treſor Ils graueront ſans ceſſe en dépit de ſa rage, De ce que ie vous dois vne viuante image, Mon cœur de ce portrait ſe laiſſant enflamer, Se va faire vn deuoir, Seigneur, de vous aimer?	Oui, soyez-le, Seigneur, tant d'heur et tant de gloire I Ne seront pas perdus, ils sont dans ma mémoire, C'est là que la fortune avec tous ses efforts, Ne peut plus vous ôter ces précieux trésor Ils graveront sans cesse en dépit de sa rage, De ce que je vous dois une vivante image, Mon cœur de ce portrait se laissant enflamer, Se va faire un devoir, Seigneur, de vous aimer?
Si vous perdez pour moy cette vaſte puiſſance, Vous ne perdez qu’vn bien ſujet à l’inconſtance;	Si vous perdez pour moi cette vaste puissance, Vous ne perdez qu'un bien sujet à l'inconstance;
Et ie vous donne icy pour vous en conſoler, Vn cœur que mon trépas pourra ſeul vous voler.	Et personne vous donne ici pour vous en consoler, Un cœur que mon trépas pourra seul vous voler.
MONCADE.	MONCADE.
Ah!	Ah!
digne recompenſe, ah!	digne récompense, ah!
gloire ſans ſeconde, Quoy donc quand ie me trouue hay de tout le monde, Quand la peur d’attirer la colere du Roy Chaſſe tous mes amis, vous vous donnez à moy:	gloire sans seconde, Quoi donc quand tu me trouve haï de tout le monde, Quand la peur d'attirer la colère du Roi Chasse tous mes amis, vous vous donnez à moi:
Pour eſtre malheureux en ſuis-je plus aimable, Et mes ſens m’ont-ils fait vn rapport veritable.	Pour être malheureux en suis-je plus aimable, Et mes sens m'ont-ils fait un rapport véritable.
LINDAMIRE.	LINDAMIRE.
Ouy, ouy, voſtre diſgrace attire mon amour;	Oui, oui, votre disgrâce attire mon amour;
Vous n’eſtiez pas à moy, Seigneur, auant ce iour Les ſoins de cét Eſtat vous occupoient ſans ceſſe, Et vous eſtiez à luy plus qu’à voſtre maiſtreſle;	Vous n'étiez pas à moi, Seigneur, avant ce jour Les soins de cet État vous occupaient sans cesse, Et vous étiez à lui plus qu'à votre maîtresle;
Voſtre cœur poſſedé par tous ces ſoins diuers, Me confondoit ſouuent auec tout l’vniuers:	Votre cœur possédé par tous ces soins divers, Me confondait souvent auec tout l'univers:
Cette confuſion en amour eſt fatale, Ie te rends graces, exil, tu m’oſte ma riuale;	Cette confusion en amour est fatale, Je te rends grâces, exil, tu m'ôte ma rivale;
Auiourd’huy ie triomphe, il n’eſt plus de faueur, Et Moncade pourra me donner tout ſon cœur:	Aujourd'hui nom triomphe, il n'est plus de faveur, Et Moncade pourra me donner tout son cœur:
Que d’innocens plaiſirs cét exil nous prepare, La fortune eſt, Seigneur, inquiette & bizarre, Et iette dans l’eſprit des ſoins tumultueux, Qui chaſſent bien ſouuent, & l’amour & ſes feux;	Que d'innocents plaisirs cet exil nous prépare, La fortune est, Seigneur, inquiette et bizarre, Et jette dans l'esprit des soins tumultueux, Qui chassent bien souvent, et l'amour et ses feux;
La diſgrace, au contraire, & ſenſible & touchante, Nous met dans vne aſſiette & tendre & languiſſante, Qui diſpoſe bien mieux noſtre cœur à l’amour, Que le faſte & le bruit d’vne nombreuſe Cour.	La disgrâce, au contraire, et sensible et touchante, Nous met dans une assiette et tendre et languissante, Qui dispose bien mieux notre cœur à l'amour, Que le faste et le bruit d'une nombreuse Cour.
MONCADE.	MONCADE.
O Dieux!	Ô Dieux!
de quels tranſports de plaiſir & de flâme, Ce diſcours amoureux embraſe-t’il mon ame:	de quels transports de plaisir et de flamme, Ce discours amoureux embrase-t-il mon âme:
Cuoy vous m’aimez?	Culois vous m'aimez?
helas!	hélas!
quelle felicité:	quelle félicité:
Mais, Madame, eſt-ce amour, ou generoſité?	Mais, Madame, est-ce amour, ou générosité?
Ie tremble;	Je tremble;
car enfin cette grande tendreſſe, S’eſt cachée à mes yeux auec tant de fineſſe, Et vous m’auez permis ſi long-temps d’en douter, Que mon cœur n’oſe encor qu’à peine s’en flatter;	car enfin cette grande tendresse, S'est cachée à mes yeux auec tant de finesse, Et vous m'avez permis si longtemps d'en douter, Que mon cœur n'ose encor qu'à peine s'en flatter;
Ie ne ſçay quel ſoupçon à mon repos funeſte, Me dit que malgré nous l’amour ſe manifeſte, Et qu’on ne peut ſi bien regler tous ſes deſirs, Qu’il n’êchappe à l’amour au moins quelques ſoû pirs:	Je ne sais quel soupçon à mon repos funeste, Me dit que malgré nous l'amour se manifeste, Et qu'on ne peut si bien régler tous ses désirs, Qu'il n'échappe à l'amour au moins quelques sou pirs:
Cependant tout l’effort d’vne ardeur legitime Ne m’a fait découurir au plus que de l’eſtime;	Cependant tout l'effort d'une ardeur légitime Ne m'a fait découvrir au plus que de l'estime;
Ce que deux ans de ſoins ont obtenu de vous, C’eſt ſeulement l’eſpoir d’eſtre vn iour voſtre eſpoux;	Ce que deux ans de soins ont obtenu de vous, C'est seulement l'espoir d'être jour votre époux;
Accepter vne foy ſans grande repugnance, N’eſt pas toûjours d’amour vne forte aſſeurance, ul ponuj deuuoutiprurques à ce moment, N’ayant pour mon eſpoir que ce ſeul fondement.	Accepter une foi sans grande répugnance, N'est pas toujours d'amour une forte assurance, ul ponuj deuuoutiprurques à ce moment, N'ayant pour mon espoir que ce seul fondement.
LINDAMIRE.	LINDAMIRE.
Hé-bien n’en doutez plus, que voſtre crainte ceſſe;	Hé-bien n'en doutez plus, que votre crainte cesse;
Il eſt vray que l’excés de ma delicateſſe, M’a fait apprehender d’offencer mon amour, En confondant ſes vœux auec ceux de la Cour;	Il est vrai que l'excès de ma délicatesse, M'a fait appréhender d'offenser mon amour, En confondant ses vœux avec ceux de la Cour;
Ie craignois qu’on ne creût mon ame aſſez commune, Ioul Ii aceulerd aierenvousvorcelercune » Voſtre exil oſte enfin cét obſtacle à mes feux, Ie vous aime, il eſt vray, croyez-le, ie le veux.	Je craignais qu'on ne crut mon âme assez commune, Joul Ii aceulerd aierenvousvorcelercune " Votre exil ôte enfin cet obstacle à mes feux, Je vous aime, il est vrai, croyez-le, je le veux.
MONCADE.	MONCADE.
Hé-bien, Madame, hé-bien i’oſeray donc le croire, Ce precieux amour qui fait toute ma gloire!	Hé-bien, Madame, hébien j'oserai donc le croire, Ce précieux amour qui fait toute ma gloire!
Mais, Dieux, pour mon mal-heur ie le croyray bien tart, Puiſque ie touche enfin l’heure de mon depart.	Mais, Dieux, pour mon mal-heur Je le crois bien tart, Puisque était touche enfin l'heure de mon départ.
LINDAMIRE.	LINDAMIRE.
Nous ſerons peu de iours éloignez l’vn de l’autre, I’ay des Maiſons, Seigneur tout proche de la voſtre, Mettez-vous en repos, i’iray m’y retirer Lorſque ie le pourtray ſans faire murmurer;	Nous serons peu de jours éloignez l'un de l'autre, J'ai des Maisons, Seigneur tout proche de la vôtre, Mettez-vous en repos, j'irai m'y retirer Lorsque le Seigneur pourtrai sans faire murmurer;
Laiſſez-moy ménager vn peu de bien-ſeance, Et du reſte.	Laissez-moi ménager un peu de bienséance, Et du reste.
MONCADE.	MONCADE.
Ah!	Ah!
grands Dieux, apres cette aſſeurance, Que puis-ie demander, ſouffrez qu’a vos genoux Mon cœur d’aiſe & d’amour.	grands Dieux, après cette assurance, Que puis-je demander, souffrez qu'a vos genoux Mon cœur d'aise et d'amour.
LINDAMIRE.	LINDAMIRE.
Ah!	Ah!
Seigneur, leuez-vous, Si l'on vous voit, helas!	Seigneur, levez-vous, Si l'on vous voit, hélas!
que penſez-vous.	que pensez-vous.
MONCADE.	MONCADE.
Madame, En quel rauiſſement auez-vous mis mon ame.	Madame, En quel ravissement avez-vous mis mon âme.
LINDAMIRE.	LINDAMIRE.
Ie crains qu’onr nous ale teus, ortoits lous de ce lieu;	Je crains qu'onr nous ale tus, ortaits lous de ce lieu;
Partez.	Partez.
Adieu, Moncade.	Adieu, Moncade.
MONCADE.	MONCADE.
Adieu, Madame, adieu.	Adieu, Madame, adieu.
Fin du troiſiéme Acte.	Fin du troisième Acte.
ACTE I	ACTE I
SCENE I.	SCÈNE I.
D.	D.
ELVIRE, LEONOR.	ÉLVIRE, LEONOR.
LEONOR.	LEONOR.
Euſſay-je eſtre pour vous vne amie incommode;	Eussé-je ici pour vous une amie incommode;
DNon, ie ne puis ſouffrir cette étrange methode, Dans vne heure Moncade eſt par vous oublié, Cẽt homme ſi parfait.	DNon, Seigneur ne puis souffrir cette étrange méthode, Dans une heure Moncade est par vous oublié, Cẽt homme si parfait.
D.	D.
ELVIRE.	ELVIRE.
Il eſt diſgracié.	Il est disgracié.
LEONOR.	LEONOR.
Et pour cette diſgrace en eſt-il moins le meſme:	Et pour cette disgrâce en est-il moins le vôtre:
Quoy voſtre cœur reſſent vne tendreſſe extréme.	Quoi votre cœur ressent une tendresse extrême.
Et puis ſans autre peine il n’a qu’à le vouloir, Vous changez d’vn amant comme on fait d’vn mouchoir.	Et puis sans autre peine il n'a qu'à le vouloir, Vous changez d'un amant comme on fait d'un mouchoir.
D.	D.
ELVIRE.	ELVIRE.
Et vous ne trouuez pas ma methode admirable, Mon cœur ayma Moncade autant qu’il fut aymable, Quand ſa faueur rendoit ſon amour precieux, Que les jeux & les ris le ſuiuoient en tous lieux;	Et vous ne trouvez pas ma méthode admirable, Mon cœur aima Moncade autant qu'il fut aimable, Quand sa faveur rendait son amour précieux, Que les jeux et les ris le suivaient en tous lieux;
Moy qui cherche par tout la ioye & l’allegreſſe, A pouuoir l’acquerir ie m’efforçois ſans ceſſe:	Moi qui cherche par tout la joie et l'allégresse, A pouuoir l'acquérir quelque m'efforçais sans cesse:
Mais dans ce grand reuers où l’on ne voit en luy Qu’vn eſprit accablé de chagrins & d’ennuy, Qu’il eſt moins vn objet de plaiſir que de larmes, Pourrois-je ſans erreur luy voir les meſmes charmes;	Mais dans ce grand revers où l'on ne voit en notre Qu'un esprit accablé de chagrins et d'ennui, Qu'il est moins objet de plaisir que de larmes, Pourrais-je sans erreur lui voir les mêmes charmes;
Où ſeroit mon eſprit & mon diſcernement:	Où serait mon esprit et mon discernement:
La, iouitenez vn peu voſtre raiſonnement?	La, jouitenez un peu votre raisonnement?
LEONOR.	LEONOR.
Hleront a Monitrer vn courage mtreplde, Vne grande conſtance.	Hleront a Monitrer un courage mtreplde, Une grande constance.
ELVIRE.	ELVIRE.
Hé, cherchons du folide?	Hé, cherchons du solide?
Fy de voſtre conſtance, on en eſt reuenu, Ce n’eſt qu’vne chimere habillée en vertu:	Fi de votre constance, on en est revenu, Ce n'est qu'une chimère habillée en vertu:
Si nos Peres ont eu cette folle manie, Le ſiecle eſt bien guery de cette maladie;	Si nos Pères ont eu cette folle manie, Le siècle est bien guéri de cette maladie;
Croyez-moy, Leonor, à preſent à la Cour Onne iģart plus domier de chamles aramour;	Croyez-moi, Leonor, à présent à la Cour Onne iģart plus domier de chamles aramour;
Comme il eſt vn enfant, on croit qu’il aime à rire, Et l’on traitte de jeu ce qui fut vn martyre.	Comme il est un enfant, on croit qu'il aime à rire, Et l'on traite de jeu ce qui fut un martyre.
LEONOR.	LEONOR.
Il eſt vray, qu’à vous voir traitter ainſi ſon feu, L’on ne peut vous nier que ce ne ſoit vn jeu :	Il est vrai, qu'à vous voir traiter ainsi son feu, L'on ne peut vous nier que ce ne soit un jeu :
Mais il faut ſur vn point que ie me ſatisface;	Mais il faut sur un point que ici me satisface;
N’aimiez-vous pas Moncade auant cette diſgrace, Eſtoit-ce feinte, ou non?	N'aimiez-vous pas Moncade avant cette disgrâce, Était-ce feinte, ou non?
ELVIRE.	ELVIRE.
Vous me connoiſſez bien, Ie hay tout ce qu’on aime, & n’aime iamais rien;	Vous me connaissez bien, Je hais tout ce qu'on aime, et n'aime jamais rien;
Tout ce qui peut m’oſter le nom de la plus belle, M’inſpire aueuglement vne hayne mortelle:	Tout ce qui peut m'ôter le nom de la plus belle, M'inspire aveuglement une haine mortelle:
Lindamire parut plus charmante que moy, Quand elle aſſujettit le Fauory d’vn Roy;	Lindamire parut plus charmante que moi, Quand elle assujettit le Favori d'un Roi;
Si-toſt qu’elle receut ce glorieux hommage, Elle attira ſur ſoy dés-lors toute ma rage:	Si-tôt qu'elle reçut ce glorieux hommage, Elle attira sur soi dès-lors toute ma rage:
Mais quoy que m’inſpiraſt ce courroux vehement, Ie haïs la Maiſtreſſe, & n’aimay point l’Amant:	Mais quoi que m'inspirât ce courroux véhément, Ie haïs la Et, et n'aimay point l'Amant:
Et pour mieux vous monſtrer comme i’aimois Moncade, I'ay fait vne conqueſte à cette promenade:	Et pour mieux vous montrer comme j'aimais Moncade, J'ai fait une conquête à cette promenade:
Car ſans trop me flatter, ie ne m’y connois pas, u Dom Lope a ſenty l’effet de mes appas;	Car sans trop me flatter, ie ne m'y connais pas, u Dom Lope a senti l'effet de mes appas;
I’ay ſurpris par hazard vn certain regard tendre.	J'ai surpris par hasard un certain regard tendre.
LEONOR.	LEONOR.
Certes plus vous parlez moins ie puis vous comprendre;	Certes plus vous parlez moins ie puis vous comprendre;
Cette façon d’aimer, & ces prompts changemens, Pour des gens tels que moy ſont des enchantemens:	Cette façon d'aimer, et ces prompts changements, Pour des gens tels que moi sont des enchantements:
Mais paſſe pour ce point, l’amour a des myſteres Qu’il ne profane pas aux Amans ordinaires;	Mais passe pour ce point, l'amour a des mystères Qu'il ne profane pas aux Amants ordinaires;
vous pouuez le enangei, vous pouuez le hair :	vous pouvez le enangei, vous pouvez le haïr :
Mais vous ioindre à Clotaire, Eluire, & le trahir, C’eſt le dernier effet d’vne ame foible & baſſe.	Mais vous joindre à Clotaire, Elvire, et le trahir, C'est le dernier effet d'une âme faible et basse.
ELVIRE.	ELVIRE.
Deurois-ie point pluſtoſt partager ſa diſgrace, Et paſſer en exil le plus beau de mes iours Par vn zele indiſcret qui n’eſt d’aucun ſecours;	Deurais-je point plutôt partager sa disgrâce, Et passer en exil le plus beau de mes jours Par un zèle indiscret qui n'est d'aucun secours;
I’ay fait penſer à tous auec vn ſoin extréme, Que i’aimois Lindamire à l’égal de moy-meſme;	J'ai fait penser à tous avec un soin extrême, Que j'aimais Lindamire à l'égal de moi-même;
Elle adore Moncade, & peut dans ſon ennuy Former quelque murmure, & ſe perdre auec luy:	Elle adore Moncade, et peut dans son ennui Former quelque murmure, et se perdre avec toujours:
Si ſon amour la porte à cette extrauagance On me ſoupçonnera d’eſtre d’intelligence, Et le moindre enuieux que i’auray prés du Roy, Peut d’vn mot attirer tout ſon courroux ſur moy;	Si son amour la porte à cette extravagance On me soupçonnera d'être d'intelligence, Et le moindre envieux que j'aurai près du Roi, Peut d'un mot attirer tout son courroux sur moi;
Il faut donc me parer de cette calomnie, En monſtrant que ie ſuis leur plus grande ennemie, Et me tirer ainſi finement du danger, Par mon empreſſement à les deſobliger:	Il faut donc me parer de cette calomnie, En montrant que je suis leur plus grande ennemie, Et me tirer ainsi finement du danger, Par mon empressement à les désobliger:
Car c’eſt vn beau recours pour vne mal-heureuſe, De penſer, on dira, que ie ſuis genereuſe:	Car c'est un beau recours pour une malheureuse, De penser, on dira, que ie suis généreuse:
La belle ambition, graces au Ciel, mon cœur Ne veut point à ce prix de ce titre d’honneur:	La belle ambition, grâces au Ciel, mon cœur Ne veut point à ce prix de ce titre d'honneur:
Penetre qui voudra ces ſublimes myſteres, Ie ne me repais point de ces vaines chimeres;	Penetre qui voudra ces sublimes mystères, Je ne me repais point de ces vaines chimères;
Ie ſçay ce qu’eſt la gloire & le parfait amour:	Je sais ce qu'est la gloire et le parfait amour:
Mais ie crains la diſgrace, & i’aime fort la cour;	Mais deux crains la disgrâce, et j'aime fort la cour;
Les yeux les plus brillans ſont ternis par les larmes, Et trois iours de chagrin moiſſonnent bien des charmes;	Les yeux les plus brillants sont ternis par les larmes, Et trois jours de chagrin moissonnent bien des charmes;
Moy i’ayme vn peu les miens, & pour les voir durer, Dés long temps i’ay fait vœu de ne iamais pleurer;	Moi j'aime un peu les miens, et pour les voir durer, Dès long temps j'ai fait vœu de ne jamais pleurer;
Voila mon ſentiment, à quoy qu’on me l’impute, Ie ne veux point auoir là deſſus de diſpute:	Voilà mon sentiment, à quoi qu'on me l'impute, Je ne veux point avoir là -dessus de dispute:
Si le chagrin vous plaiſt, partageons entre nous, Vous pleurerez pour moy, moy ie riray pour vous, Le party vous plaiſt-il?	Si le chagrin vous plaît, partageons entre nous, Vous pleurerez pour moi, moi , rirai pour vous, Le parti vous plaît-il?
LEONOR.	LEONOR.
On ne peut dauantage, Et vous m’obligez trop:	On ne peut davantage, Et vous m'obligez trop:
mais que nous veut ce Page?	mais que nous veut ce Page?
ELVIRE.	ELVIRE.
C’eſt au nouuel Amant:	C'est au nouvel Amant:
que veux-tu?	que veux-tu?
SCENEII.	SCENEII.
D.	D.
ELVIRE, LEONOR, VN PAGE.	ÉLVIRE, LEONOR, VN PAGE.
LE PAGE.	LE PAGE.
Vous l’apprendra, Madame?	Vous l'apprendra, Madame?
CE billet	CE billet
D.	D.
ELVIRE.	ELVIRE.
Il ſent bien ſon poullet.	Il sent bien son poulet.
BILLET.	BILLET.
Depuis ce moment d’entretien,	Depuis ce moment d'entretien,
Ie m’apperçois ſans que i’y penſe, D’vne certaine impatience, Que ie ne diſcerne pas bien, Ie ſens des mouuemens tous nouueaux pour mon ame, Mon cœur a des deſirs tumultueux & doux;	Je m'aperçois sans que j'y pense, D'une certaine impatience, Que ie ne discerne pas bien, Je sens des mouvements tous nouveaux pour mon âme, Mon cœur a des désirs tumultueux et doux;
le ne ieuj ce que ceit llaſe le pente, Madame, Que ce mal ne ſçauroit finir qu’auprés de vous.	le ne jeuj ce que ceit lâlase le pente, Madame, Que ce mal ne saurait finir qu'auprès de vous.
ELVIRE continuë.	ÉLVIRE continue.
Ha!	Ha!
rien n’eſt plus galant:	rien n'est plus galant:
de grace, noſtre amie, Ce billet plairoit-il à voſtre prud’homic:	de grâce, notre amie, Ce billet plairait-il à votre prud'homic:
le ne fors point ee loir, Page, iine trouueix, Dy-luy qu’il peut venir, & qu’il m’obligera?	le ne fors point ce loir, Page, iine trouveix, Dis-lui qu'il peut venir, et qu'il m'obligera?
SCENE III.	SCÈNE III.
D.	D.
ELVIRE, LEONOR.	ÉLVIRE, LEONOR.
ELVIRE.	ELVIRE.
T E bien noſtre conſtante, vn amour à ma mode I IEſt-il le plus aimable, ou le plus incommode;	 TOIT bien notre constante, un amour à ma mode I ESt-il le plus aimable, ou le plus incommode;
Parlez, qu’en dites-vous?	Parlez, qu'en dites-vous?
LEONOR, Q'vn cœur ſi toſt épris, Se refroidit de meſme, & n’eſt pas de grand prix.	LEONOR, Q'un cœur si tôt épris, Se refroidit de même, et n'est pas de grand prix.
ELVIRE.	ELVIRE.
La bonne illuſion, là là ie m’en contente, Il ſuffit qu’il occupe vne place vacquante;	La bonne illusion, là là femme m'en contente, Il suffit qu'il occupe une place vacquante;
Ie mets le reſte au ſort, il viendra quelque inſtant, Qu’il m’embaraſſeroit s’il eſtoit plus conſtant;	Je mets le reste au sort, il viendra quelque instant, Qu'il m'embarrasserait s'il était plus constant;
Il m’épargne du moins la diſgrace cruelle, D’eſtre vn iour ſans amant, & d’eſtre ieune & belle:	Il m'épargne du moins la disgrâce cruelle, D'être un jour sans amant, et d'être jeune et belle:
Mais Clotaire paroiſt.	Mais Clotaire paraît.
Et bien, Seigneur?	Et bien, Seigneur?
SCENE IV.	SCÈNE IV.
LEVIRE, CLOTAIRE, LEONOR.	LEUIRE, CLOTAIRE, LEONOR.
CLOTAIRE.	CLOTAIRE.
LE cort Pour nous fauoriſer ſemble faire vn effort;	LE cort Pour nous favoriser semble faire un effort;
Apprenez vn projet d’vne extreme importance, Et qui nous euſt perdus ſans vn peu de prudence, Lindamire au mépris de la fureur du Roy Suit l’exil de Moncade, & luy donne ſa foy.	Apprenez un projet d'une extrême importance, Et qui nous eût perdus sans un peu de prudence, Lindamire au mépris de la fureur du Roi Suit l'exil de Moncade, et lui donne sa foi.
ELVIRE.	ELVIRE.
O Dieux!	Ô Dieux!
qui l’euſt penſé d’vne prude ſemblable:	qui l'eût pensé d'une prude semblable:
Mais comment ſçauez-vous ce projet incroyable?	Mais comment sçauez-vous ce projet incroyable?
CLOTAIRE.	CLOTAIRE.
Par vn homme des ſiens qui m’aime cherement, Et que chez elle exprés i’entretiens ſourdement;	Par un homme des siens qui m'aime chèrement, Et que chez elle exprès j'entretiens sourdement;
Or l’exil de Moncade eſt dans vne prouince, Où Lindamire peut preſque autant que le Prince, Elle fut autresfois à ceux de ſa Maiſon, Et peut-eſtre cecy cache vne trahiſon:	Or l'exil de Moncade est dans une province, Où Lindamire peut presque autant que le Prince, Elle fut autrefois à ceux de sa Maison, Et peut-être ceci cache une trahison:
S’il eſt ainſi, Madame, vne telle auanture, Nous va mettre à la Cour en tres-haute poſture.	S'il est ainsi, Madame, une telle aventure, Nous va mettre à la Cour en très-haute posture.
Le Roy tenant de nous cét auis important;	Le Roi tenant de nous cet avis important;
De gracé, enuiſagez le rang qui nous attent, Il n’eſt point de faueurs dont on ne nous accable, Et nous pourrons remplir la place du coupable.	De grâce, envisagez le rang qui nous attent, Il n'est point de faveurs dont on ne nous accable, Et nous pourrons remplir la place du coupable.
ELVIRE.	ELVIRE.
O Ciel!	Ô Ciel!
courons donner cét auis precieux.	courons donner cet avis précieux.
LEONOR.	LEONOR.
Quoy, vous vous reſoudrez à ce crime odieux?	Quoi, vous vous résoudrez à ce crime odieux?
Quoy cette trahifon?	Quoi cette trahison?
ELVIRE.	ELVIRE.
Voyez-vous l’heroïque?	Voyez-vous l'héroïque?
Eſt-ce vn crime auiourd’huy que d’eſtre politique?	Est-ce un crime aujourd'hui que d'être politique?
Sçauez-vous queis fllai-ſeurs, & quelle auernté.	Savez-vous queis fll-vous, et quelle avernté.
Traine le nom d’amy d’vn ſuiet reuolté?	Traine le nom d'ami d'une sujet révolté?
CLOTAIRE.	CLOTAIRE.
Eluire le prend bien:	Elvire le prend bien:
ouy c’eſt vne maxime, Qu’icy tous ſes amis pâtiront de ſon crime:	oui c'est une maxime, Qu'ici tous ses amis pâtiront de son crime:
Crõyez-moy, Leonor, le point eſt delicat, Et nous raiſonnons trop ſur vn tel attentat, Couròns trouuer le Roy:	Crõyez-moi, Leonor, le point est délicat, Et nous raisonnons trop sur un tel attentat, Courns trouver le Roi:
mais au feſte, Madanle, Il me ſeroit honteux d’accuſer vne femme, C’eſt à vous.	mais au fête, Madanle, Il me serait honteux d'accuser une femme, C'est à vous.
ELVIRE.	ELVIRE.
Ouy, Seigneur, i’en prends tout le ſoucy.	Oui, Seigneur, j'en prends tout le souci.
CLOTAIRE.	CLOTAIRE.
Allons:	Allons:
mais à propos ce Prince vient icy.	mais à propos ce Prince vient ici.
SCENE V.	SCÈNE V.
LE ROY, ELVIRE, CLOTAIRE, LEONOR, CARLOS.	LE ROY, ÉLVIRE, CLOTAIRE, LEONOR, CARLOS.
LE ROY.	LE ROY.
2112 H!	2112 H!
iuſte Ciel, faut-il qu’en ce ſiecle barbare, AVn veritable amy foit deuenu ſi rare.	juste Ciel, faut-il qu'en ce siècle barbare, AUn véritable ami fait devenu si rare.
D.	D.
ELVIRE.	ELVIRE.
Oſeroit-je, Seigneur, ſans trop de liberté, Apprendre vne nouuelle à voſtre Majeſté?	Oserait-je, Seigneur, sans trop de liberté, Apprendre une nouvelle à votre Majesté?
Vous le pouuez.	Vous le pouvez.
LE ROY.	LE ROY.
D.	D.
ELVIRE.	ELVIRE.
Elle eſt fort difficile à croire, Cette fiere perſonne au cœur ſi plein de gloire, Cette ame impenetrable aux fléches de l’amour, Lindamire en vn mot eſt amante à ſon tour;	Elle est fort difficile à croire, Cette fière personne au cœur si plein de gloire, Cette âme impénétrable aux flèches de l'amour, Lindamire en un mot est amante à son tour;
Elle accompagnera Moncade en ſon voyage, Et la pitié ſurmonte enfin ce grand courage;	Elle accompagnera Moncade en son voyage, Et la pitié surmonte enfin ce grand courage;
C’eſtoit vn cœur d’acier, l’amour luy faitoit peur:	C'était un cœur d'acier, l'amour a faitoit peur:
Mais la compaſſion peut tout ſur vn grand cœur.	Mais la compassion peut tout sur un grand cœur.
LE ROY.	LE ROY.
Eſt-il poſſible, ô Dieux, quoy, cét orgueil ſupreme!	Est-il possible, ô Dieux, quoi, cet orgueil suprême!
Cette fiere beauté!	Cette fière beauté!
ELVIRE.	ELVIRE.
Ouy, ceigneur, enemmielme, Elle partagera l’exil de ſon amant?	Oui, ceigneur, enemmiel, Elle partagera l'exil de son amant?
LE ROY.	LE ROY.
Qui l’euſt pû ſoupçonner d’vn tel emportement?	Qui l'eût pu soupçonner d'un tel emportement?
ELVIRE.	ELVIRE.
Ah!	Ah!
Seigneur, de tout temps ces vertus exemplaires, Sont des maſques adroits pour cacher les affaires;	Seigneur, de tout temps ces vertus exemplaires, Sont des masques adroits pour cacher les affaires;
Ne vous fiez iamais à ces cœurs de rocher, Qu'ilrembre que l'amſour noſcron approener;	Ne vous fiez jamais à ces cœurs de rocher, Qu'ilrembre que l'amsour noscron approener;
On n’en aime pas moins pour ſçauoir vn peu feindre, Et ce feu qu’on renferme en eſt bien plus à craindre.	On n'en aime pas moins pour savoir un peu feindre, Et ce feu qu'on renferme en est bien plus à craindre.
LE ROY.	LE ROY.
Comme l’aimant beaucoup, ſon départ de ces lieux.	Comme l'aimant beaucoup, son départ de ces lieux.
ELVIRE.	ELVIRE.
Moy, ie l’aime, Seigneur, m'en preſeruent les Dieux;	Moi, Seigneur l'aime, Seigneur, m'en préservent les Dieux;
Elle va meriter voſtre iuſte colere, Elle ſuit vn banny qui vous a pû déplaire, Et mon cœur à l’aimer oſeroit conſentir, Encore vn coup le Ciel veuille m’en garentir:	Elle va mériter votre juste colère, Elle suit un banni qui vous a pu déplaire, Et mon cœur à l'aimer oserait consentir, Encore un coup le Ciel veuille m'en garantir:
De grace, iugez mieux des ſentimens d’Eluire;	De grâce, jugez mieux des sentiments d'Elvire;
Pour m’en iuſtifier, Seigneur, j’oſe vous dirc, Que ſi ie iuge bien ſur ce preſſant depart, Plus d’vnc paſſion y peut auoir ſa part;	Pour m'en justifier, Seigneur, j'ose vous dirc, Que si ici juge bien sur ce pressant départ, Plus d'un passion y peut avoir sa part;
Mon eſprit n’eſt pas grand, mais ie connois les femmes, Ie ſçay que le depit peut beaucoup ſur leurs ames;	Mon esprit n'est pas grand, mais ainsi connais les femmes, Je sais que le dépit peut beaucoup sur leurs âmes;
Vous bleſſez celle-cy par vn lieu delicat;	Vous blessez celle-cy par un lieu délicat;
le ne m’entens pas trop aux maximes d’Eſtat:	le ne m'entends pas trop aux maximes d'État:
Mais ie craindrois tout d’elle eſtant en voſtre place.	Mais ici craindrais tout d'elle étant en votre place.
Voyez ce qu’elle peut, & penſez-y de grace.	Voyez ce qu'elle peut, et pensez-y de grâce.
CLOTAIRE.	CLOTAIRE.
