AILITI Maot.	ÀILITI Maot.
Vous avez de Syphax conquis le vaſte Empire, L'Univers étonné vous craint & vous admire, Mais dans ce haut degré de gloire & de ſplendeur Scipſon, redoutez vôtre propre grandeur, La fortune eſt volage, il ne faut qu’un caprice, Un ſeul jour, un inſtant nous meine au précipice, Le ſort de Regulus effraya l’Univers, Du plus haut point de gloire il tomba dans nos fers, Et n’eût pas eprouvé tant d’affreuſes miſeres S’il eût donné la paix que demandoient nos peres:	Vous avez de Syphax conquis le vaste Empire, L'Univers étonné vous craint et vous admire, Mais dans ce haut degré de gloire et de splendeur Scipson, redoutez votre propre grandeur, La fortune est volage, il ne faut qu'un caprice, Un seul jour, un instant nous meine au précipice, Le sort de Regulus effraya l'Univers, Du plus haut point de gloire il tomba dans nos fers, Et n'eût pas éprouvé tant d'affreuses misères S'il eût donné la paix que demandaient nos pères:
Le ſort d’une bataille eſt toujours incertain, Mais celuy de la paix eſt tout en vôtre main, Pour Scipion, pour Rome étant pleine de gloire, Elle aura plus d’éclat pour vous qu’une victoire:	Le sort d'une bataille est toujours incertain, Mais celui de la paix est tout en votre main, Pour Scipion, pour Rome étant pleine de gloire, Elle aura plus d'éclat pour vous qu'une victoire:
Pour Cartage, j’avouë avec ſincerité Qu’elle aura moins d’honneur & plus d’utilité:	Pour Carthage, j'avoue avec sincérité Qu'elle aura moins d'honneur et plus d'utilité:
Mais j’aime mieux encor pour la cauſe cominun Suivre icy la raiſon que l’aveugle fortune;	Mais j'aime mieux encor pour la cause continun Suivre ici la raison que l'aveugle fortune;
Souffrez donc que j’en vienne aux termes d’un accord, Dont les conditions regleront nôtre ſort, Et ſi nous vous cedons tous nos droits ſur l’EſpãVous quittant la Sicile ainſi que la Sardaigne, Si nous abandonnons tant de païs conquis, Qui furent de la guerre & la cauſe, & le prix, Si nous nous reſſerrons en détroites limites, 1 Qui par l’ordre des Dieux nous võt être preſcritei, Pourons-nous à la fin obtenir une paix Qui va preſque nous mettre au rang de vos ſujets?	Souffrez donc que j'en vienne aux termes d'un accord, Dont les conditions régleront notre sort, Et si nous vous cédons tous nos droits sur l'EspãVous quittant la Sicile ainsi que la Sardaigne, Si nous abandonnons tant de pays conquis, Qui furent de la guerre et la cause, et le prix, Si nous nous resserrons en détroites limites, 1 Qui par l'ordre des Dieux nous vont être prescrite, Pourons-nous à la fin obtenir une paix Qui va presque nous mettre au rang de vos sujets?
Mais je lis dans vos yeux qu’aprés tant de batailles Vous voulez de Cartage attaquer les murailles, C’eſt là vôtre deſſein, je le vois, & je viens Ménager un accord pour mes concitoyens;	Mais je lis dans vos yeux qu'après tant de batailles Vous voulez de Carthage attaquer les murailles, C'est là votre dessein, je le vois, et je viens Ménager un accord pour mes concitoyens;
Juſqu’à vous en prier je ſléchis mon courage, Mais j’immole ma gloire au ſaiut de Cartage, Et je croy faite plus pour l’eclat de mon nom Que ſi j’avois ſoûmis & Rome, & Scipion.	Jusqu'à vous en prier je sléchis mon courage, Mais j'immole ma gloire au saisut de Carthage, Et je crois faite plus pour l'éclat de mon nom Que si j'avais soumis et Rome, et Scipion.
SCIPION.	SCIPION.
Souffrez que je démeſle avant que de répondre De preſſants interêts qu’on ne doit pas confondre.	Souffrez que je démêle avant que de répondre De pressants intérêts qu'on ne doit pas confondre.
Et je dois balancer avecque un ſoin égal Le mien, celuy de Rome, & celuy d’Annibals Pour le vôtre, Seigneur, je ſouffrirois ſans peine Que Rome par la paix pût éteindre ſa haine;	Et je dois balancer avec un soin égal Le mien, celui de Rome, et celui d'Hannibals Pour le vôtre, Seigneur, je souffrirais sans peine Que Rome par la paix pût éteindre sa haine;
Je connois vos vertus, j’admire vos exploits, Mais pour ma gloire il faut vous cõbattre uxe fois:	Je connais vos vertus, j'admire vos exploits, Mais pour ma gloire il faut vous combattre uxe fois:
Si Fabius acquit une immottelle gloire D’éviter Annibal, & de fuïr la victoire, Si Rome l’aplaudit de n’eſtre pas vaincu, n triomphant de vous quelle gloire eut-il eu?	Si Fabius acquit une immottelle gloire D'éviter Hannibal, et de fuir la victoire, Si Rome l'applaudit de n'être pas vaincu, n triomphant de vous quelle gloire eut-il eu?
Je n’oſe m’en flater, je ſerois temeraire, Mais du moins, il eſt beau de tenter de le faire, Neſſayer de vous mettre au nombre des vaincus, Et d’allet aujourd’huy plus loin que Fabius.	Je n'ose m'en flatter, je serais téméraire, Mais du moins, il est beau de tenter de le faire, Nessayer de vous mettre au nombre des vaincus, Et d'alllet aujourd'hui plus loin que Fabius.
ANNIBAL.	ANNIBAL.
Peut-être ferez-vous un effort inutlle?	Peut-être ferez-vous un effort inutlle?
Scipion, le chemin en fera difficile, je ſe rendray penible, & ſans douté fatal A quiconque voudra triompher d’Annibal.	Scipion, le chemin en fera difficile, je se rendrai pénible, et sans douté fatal A quiconque voudra triompher d'Hannibal.
CIPION.	CIPION.
Et c’eſt là ce qui doit en rehauſſer la gloire.	Et c'est là ce qui doit en rehausser la gloire.
ANNIBAL.	ANNIBAL.
J'ay bien prévû, Seigneur, qu’ardant à la victoire Vous pouriez dédaigner celle de Fabius, Mais regardez le ſort du fier Minutius;	J'ai bien prévu, Seigneur, qu'ardent à la victoire Vous pourriez dédaigner celle de Fabius, Mais regardez le sort du fier Minutius;
Ce Chef impetueux par un eſprit contraire, Emporté d’une ardeur boïillante & temeraire Accuſoit Fabius de crainte & de lenteur, J'eus bien-tôt rallenty ſon inutile ardeur, Quand le prudent Comul m'evitant par ſageſſe, Avec cette lenteur fatigua mon adreſſe, Et toujours devant moy ce grand homme ployant, Rétablit ſa patrie & ſȩût vainere en fuyant.	Ce Chef impétueux par un esprit contraire, Emporté d'une ardeur boïillante et téméraire Accusait Fabius de crainte et de lenteur, J'eus bientôt ralenti son inutile ardeur, Quand le prudent Comul m'évitant par sagesse, Avec cette lenteur fatigua mon adresse, Et toujours devant moi ce grand homme ployant, Rétablit sa patrie et sȩût vaine en fuyant.
SCIPION.	SCIPION.
Je m’accommode peu de pareille victoire, Et laiſſe à Fabius ſa lenteur & ſa gloire, Rome qui veut de moy de plus puiſſants efforts, Eſt dans un autre état qu’elle n’étoit alors;	Je m'accommode peu de pareille victoire, Et laisse à Fabius sa lenteur et sa gloire, Rome qui veut de moi de plus puissants efforts, Est dans un autre état qu'elle n'était alors;
Mais Cartage, Seigneur, & perſide, & cruelle Eſt indigne aprés tout que vous parliez pour elle;	Mais Carthage, Seigneur, et perside, et cruelle Est indigne après tout que vous parliez pour elle;
Nos Alliez pour elle indignement traitez Croyant eſtre à l’abry ſur la foy des traitez, Ont ſeſty les premiers toute ſa perfidie, Vos combats ttop heuteux l’ont depuis enhardie, Les Mammertins vaineus, les Sagontins défaits, L’Italie embraſée aprés tant de ſuccés, Nos Conſuls terraſſez, Rome preſque aſſiegée, Tout cela veut que Rome à la finſoit vangée.	Nos Alliés par elle indignement traités Croyant être à l'abri sur la foi des traités, Ont sesti les premiers toute sa perfidie, Vos combats top heuteux l'ont depuis enhardie, Les Mammertins vainus, les Sagontins défaits, L'Italie embrasée après tant de succès, Nos Consuls terrassez, Rome presque assiégée, Tout cela veut que Rome à la finsait vengée.
ANNIBAL.	ANNIBAL.
Vous ferez plus pour elle en accordant la paix, La victoire toujours ne ſuit pas nos ſouhaits;	Vous ferez plus pour elle en accordant la paix, La victoire toujours ne suit pas nos souhaits;
De plus, conſiderez qu’en l’état où nous ſommes Je me vois à la tête encor de cent mille hommes, Que je fais avancer & camper à vos yeux, Nous combatrons,le reſte eſt en la main des Dieux;	De plus, considérez qu'en l'état où nous sommes Je me vois à la tête encor de cent mille hommes, Que je fais avancer et camper à vos yeux, Nous combatrons,le reste est en la main des Dieux;
Ils ſe levent tous deux.	Ils se levent tous deux.
Elle ſçaura regler vôtre ſort & le nôtre, Mais ſongez que la paix eſt, encor en la vôtre.	Elle saura régler votre sort et le nôtre, Mais songez que la paix est, encor en la vôtre.
J’ay négligé, Seigneur, de vout parler d’abord D'un lien qui pouroit cimenter un accord;	J'ai négligé, Seigneur, de vout parler d'abord D'un lien qui pourrait cimenter un accord;
Juſqu’icy vous n’avez aucun nœud qui vous lie:	Jusqu'ici vous n'avez aucun nœud qui vous lie:
oimna Feicee;	oimna Fée;
ocigneur, m'ineureule Mperſe A ce ſuprême honneur meritoit d’aſpirer.	ocigneur, m'inureule Mperse À ce suprême honneur méritait d'aspirer.
Mais le cœur d’un Romain ne ſçait pas ſoûpirer, Et le vôtre trop fier & tiop inexorable.	Mais le cœur d'un Romain ne sait pas soupirer, Et le vôtre trop fier et toujours inexorable.
CIPION.	CIPION.
Je reſpecte Iſperie, elle eſt toute adorable, Elle pouroit ſléchir le plus ſuperbe cœur, Mais pour la meriter il faut être vainqueur, Ette ſeroit pour moy le comble de la gloire, Que l’hymen d’Iſperie aprés une victoire, Je ne m’en défens point j’adore ſes vertus, Cependant vous l’avez promiſe à Lucejus, Et vôtre foy Seigneur.	Je respecte Ispérie, elle est toute adorable, Elle pourrait sléchir le plus superbe cœur, Mais pour la mériter il faut être vainqueur, Ette serait pour moi le comble de la gloire, Que l'hymen d'Ispérie après une victoire, Je ne m'en défens point j'adore ses vertus, Cependant vous l'avez promise à Lucejus, Et votre foi Seigneur.
ANNIBAL.	ANNIBAL.
Cette promeſſe eſt aine, Ce lien eſt rompu par ſa nouvelle chaîne, D ij Elle eſt vôtre captive, & ne peut être à luy, Et pouroit ttre à vous, Seigneur, dés aujourd’huy.	Cette promesse est aine, Ce lien est rompu par sa nouvelle chaîne, D éj Elle est votre captive, et ne peut être à lui, Et pourrait ttre à vous, Seigneur, dès aujourd'hui.
Dieux T SCIPIONA part.	Dieux T CIPIONAN part.
ANNIBAL.	ANNIBAL.
Heureux !	Heureux !
ſi mon ſang avoit cet avantags De cimenter la paix que demande Cartage;	si mon sang avait cet avantags De cimenter la paix que demande Carthage;
je réponds d’iſperie, elle y doit conſentir, puttens votie lepomte avant que de partir, En l’attendant ſouffrez que je parle à ma Niéce,	je réponds d'ispérie, elle y doit consentir, puttens votie lepomte avant que de partir, En l'attendant souffrez que je parle à ma Nièce,
SCIPIGN.	SCIPIGN.
Seigneur, vous le pouvez.	Seigneur, vous le pouvez.
SCENEV.	SCENEU.
SCIPIQN ſeul.	SCIPIQN seul.
COnnoit-il ma tendtelfe?	COnait-il ma tendtelfe?
Ah Ciel!	Ah Ciel!
que m’a-t-il dit!	que m'a-t-il dit!
il prévient mon ardeur, A-t-il lû dans mes yeux le ſecret de mon cœur?	il prévient mon ardeur, A-t-il lu dans mes yeux le secret de mon cœur?
Lotſque je veux éteindre une ſervile flâme, Il vient là rallumer dans le fonds de mon ame?	Lotsque je veux éteindre une servile flamme, Il vient là rallumer dans le fond de mon âme?
Il me donne Iſperie?	Il me donne Ispérie?
ah!	ah!
quel ſaiſiſſement vient de fraper mon cœur dans ce fatal moment?	quel saisissement vient de frapper mon cœur dans ce fatal moment?
Ayant mal dans mon Camp déguiſe ma tendreſſe, Il eſt pat Aurilear inſtruit de ma foibleſſe, Et ce grand politiqué autant que grand guerrier M’a ſans doute gardé ce trait pour le dernier;	Ayant mal dans mon Camp déguise ma tendresse, Il est pat Aurilear instruit de ma faiblesse, Et ce grand politiqué autant que grand guerrier M'a sans doute gardé ce trait pour le dernier;
Mais pourquoy refuſer l’accord qu’il me demande?	Mais pourquoi refuser l'accord qu'il me demande?
Qu’y s’opoſe à mes vœux?	Quy s'oppose à mes vœux?
qu’eſt-ce que j’aprehende?	qu'est-ce que j'appréhende?
Quoy pour Rome la paix eſt-elle à dédaigner?	Quoi pour Rome la paix est-elle à dédaigner?
Que de pleurs?	Que de pleurs?
que de ſang nous pouvons éparer!	que de sang nous pouvons éparer!
Le Senat m'a remis une pleine puiſſance De faire les Traitez de paix & d’alliance, Et ménageant ſa gloire avec ſes interêts, Rome ſçaura ſouſerire à tout ce que je fais?	Le Sénat m'a remis une pleine puissance De faire les Traités de paix et d'alliance, Et ménageant sa gloire avec ses intérêts, Rome saura souserire à tout ce que je fais?
A Cartage d’ailleurs cette paix eſt honteuſe, A Rome elle ne peut être que glorieuſe, Annibal a fléchy, ſon orgueil a plié, Et par là n’eſt-il pas aſſez humilié?	À Carthage d'ailleurs cette paix est honteuse, À Rome elle ne peut être que glorieuse, Hannibal a fléchi, son orgueil a plié, Et par là n'est-il pas assez humilié?
Que ſaire cependant en ce deſordre extrême?	Que zaïre cependant en ce désordre extrême?
Dois-je Accorder la paix & m’oublier moy-même?	Dois-je Accorder la paix et m'oublier moi-même?
Dieux!	Dieux!
ſoûtenez ma gloire, & verſez dans mon ſein Un conſeil ſalutaire à l’Empire Romain.	soutenez ma gloire, et versez dans mon sein Un conseil salutaire à l'Empire Romain.
Fin du troiſiéme Atte.	Fin du troisième Atte.
ACAIT SCENE PREMIERE.	ACAIT SCÈNE PREMIÈRE.
ISPERIE, ERMILIE.	ISPERIE, ERMILIE.
EREMILIE.	EREMILIE.
UY, Madame, Annibal par l'éclat de vos charmes Du fameux Seipion a ſuſpeadu les armes;	OUI, Madame, Hannibal par l'éclat de vos charmes Du fameux Sipion a suspeadu les armes;
On dit qu’il a d’abord rejetté fieremẽt luſqu’au moindre projet d’un accomodement, Mais qu’à la fin quittant ſon ſuperbe langage, De Rome il a connu la gloire, l’avantage;	On dit qu'il a d'abord rejeté fièrement lusqu’au moindre projet d'un accommodement, Mais qu'à la fin quittant son superbe langage, De Rome il a connu la gloire, l'avantage;
Qu’il a vû que la paix qu’il tenoit en ſa main Etoit avantageuſe à l’Empire Romain, Qu’il pouvoit accorder l’amour, la politique, Et ſuivant ſon panchant ſervir ſa Republique;	Qu'il a vu que la paix qu'il tenait en sa main Était avantageuse à l'Empire Romain, Qu'il pouvait accorder l'amour, la politique, Et suivant son penchant servir sa République;
Vos yeux ont captivé cet illuſtre Vainqueur.	Vos yeux ont captivé cet illustre Vainqueur.
SPERIE Annibal veut qu’il ſoit le maître de mon cœur Juſte Dieux!	SPERIE Hannibal veut qu'il soit le maître de mon cœur Juste Dieux!
de la paix je ſeray la victime, Ou ſi je la refuſe il va m’en faire un crime, I va parler en maître, Aurilcar a voulu:	de la paix je serai la victime, Ou si je la refuse il va m'en faire un crime, I va parler en maître, Aurilcar a voulu:
Deja me preparer à cet ordte abſolu,, Je ne le vois que trop, ſa fiere politique Veut me ſacrifief au repos de l’Affrique;	Déjà me préparer à cet ordte absolu, Je ne le vois que trop, sa fière politique Veut me sacrifief au repos de l'Afrique;
Que fera Lucejus helas?	Que fera Lucejus hélas?
contre Annibal, Lorſqué dans Scipion il rencontre un rival, Ce Prince infortuné, dont j’expoſe la vie, Il va venir, ah Dieux;	contre Hannibal, Lorsqué dans Scipion il rencontre un rival, Ce Prince infortuné, dont j'expose la vie, Il va venir, ah Dieux;
que luy dire Etmilie?	que Ne dire Émilie?
Mais toy-même, va, cours au devant de ſes pas;	Mais toi-même, va, cours au devant de ses pas;
Va dire à Lucejus qu’il ne paroiſſe pas, Qu’il parte de ce Camp, qu’il m’évite, qu’il fuye Les regardi d’Annibal & les yeux d’Iſperie, Que c’eſt moy qui l'ordonne, & qu’enfin je prétens-  u Coun eſ piue temps.	Va dire à Lucejus qu'il ne paraisse pas, Qu'il parte de ce Camp, qu'il m'évite, qu'il fuie Les regardi d'Hannibal et les yeux d'Ispérie, Que c'est moi qui l'ordonne, et qu'enfin je prétends- tu Coun es pive temps.
SCENE II.	SCÈNE II.
LUCEJUS, ISPERIE, EMILIE.	LÙCEJEUS, ISPERIE, EMILIE.
LUCEJUS.	LÙCEJEUS.
E' bien, aprenez-moy quelle eſt ma deſtinée?	E bien, apprenez-moi quelle est ma destinée?
FTMadame, eſt-elle heureuſe?	FTMadame, est-elle heureuse?
eſt-elle infortunée?	est-elle infortunée?
Que j’ay ſouffert, grands Dieux!	Que j'ai souffert, grands Dieux!
attendant cemoment?	attendant cemoment?
Mais qu’a-t-on reſolu?	Mais qu'a-t-on résolu?
quel accommodement?	quel accommodement?
Quel accord Annibal a-t-il fait ?	Quel accord Hannibal a-t-il fait ?
ISPERIE.	ISPERIE.
ciel!	ciel!
je tremble?	Je tremble?
Partez, Seigneut, je crains qu’il ne nous voye enſemble, Sçavez-vous quels perils vous courez en ces lieux, rour ia dcinſelelois Iecevet mes adicuss.	Partez, Seigneut, je crains qu'il ne nous voit ensemble, Savez-vous quels périls vous courez en ces lieux, rour ja dcinselelois Iecevet mes adicuss.
LUCEJUS.	LÙCEJEUS.
Je ne partiray point, & de grace, Madame Parlez, expliquez-moy le trouble de vôtre amt,	Je ne partirai point, et de grâce, Madame Parlez, expliquez-moi le trouble de votre amt,
ISPERIE.	ISPERIE.
On veut que do la pau je roiie noud latal, C’eſt vous en dire aſſez.	On veut que do la pau je roiie nouvd latal, C'est vous en dire assez.
LOCEJUS.	LOCEJEUS.
Hé quoy donc Annibal.	Hé quoi donc Hannibal.
TSPERIE.	TSPERIE.
Me donne à Scipion.	Me donne à Scipion.
LUCEJUS.	LÙCEJEUS.
Barbare politique?	Barbare politique?
Malgré tant de ſermens voila la foy punique.	Malgré tant de serments voilà la foi punique.
Je m’en étois douté;	Je m'en étais douté;
quoy?	quoi?
malgré vôtre foy, L'aveu d’un pere helas!	malgré votre foi, L'aveu d'un père hélas!
qui vous donnoit à moy;	qui vous donnait à moi;
Le crüel vous engage en une autre alliance, Je veux le voir, je veux courir à la vangeance, Laiſſez-moy luy parler & j’y vais.	Le cruel vous engage en une autre alliance, Je veux le voir, je veux courir à la vengeance, Laissez-moi toujours parler et j'y vais.
ISPERIE.	ISPERIE.
Arreſtez, Aprenez les malheuis que vous vous apréſtez;	Arrêtez, Aprenez les malheuis que vous vous après;
Fuyez, Seigneur, fuyez de ce Camp redoutable, Où vous venez chercher un deſtin déplorable, Vous n’y pouvez trouver que la mort ou les fere.	Fuyez, Seigneur, fuyez de ce Camp redoutable, Où vous venez chercher un destin déplorable, Vous n'y pouvez trouver que la mort ou les sere.
LUCEJUS.	LÙCEJEUS.
Et qu’ais-je à ménager encor ſi je vous perds, Annibal, Scipion, je cherche l'un, ou l’autre, ye veun poicorcutce qui m'arrache le vôtre;	Et qu'ai-je à ménager encor si je vous perds? Hannibal, Scipion, je cherche l'un, ou l'autre, y veun poicorcutce qui m'arrache le vôtre;
Encor pour Scipion, s’il vous aime aujourd’huy, Madame, en vous voyant qui feroit moins que luy, Je dois luy pardonner une tendreſſe extrême, Il n’a pû l'éviter, j'on juge par moy-même, Vos yeux me répondoient qu’il ſeroit mon rivalMais je dois me vanger du perflde Annibal, C elt iul luj.	Encor pour Scipion, s'il vous aime aujourd'hui, Madame, en vous voyant qui ferait moins que lui' On dois même pardonner une tendresse extrême, Il n'a pu l'éviter, j'on juge par moi-même, Vos yeux me répondaient qu'il serait mon rivalMais je dois me venger du perflède Hannibal, Ç el l .
ISPERIE.	ISPERIE.
Moderez cette vaine colere, Attendez tout de moy quand tout vous eſt cõtraites Je ne rompray jamais le ſerment ſolemnel Que m’impoſe un lien qui doit être éternel, Ny Scipion, ny Rome, & toute ſa puiſſance N’obtiendront point de moy de lâche obéïſſance, Je réponds de mon éœur, fépondez-moy de vous, Mais de grace évitez Annibal en couroux, Partez, car je fremis, & tout mon ſang ſe glace Dans un ſi grand peril de vous voir tant d’audace;	Modérez cette vaine colère, Attendez tout de moi quand tout vous est comtraites Je ne romprai jamais le serment solennel Que m'impose un lien qui doit être éternel, Ny Scipion, ni Rome, et toute sa puissance N'obtiendront point de moi de lâche obéissance, Je réponds de mon éœur, fondez-moi de vous, Mais de grâce évitez Hannibal en courroux, Partez, car je frémis, et tout mon sang se glace Dans un si grand péril de vous voir tant d'audace;
Si vous m'aimez, Seigneur, partez au nom des Dieux, Sauvez-vous au plûtôt de ces funeſtes lieux;	Si vous m'aimez, Seigneur, partez au nom des Dieux, Sauvez-vous au plûtôt de ces funestes lieux;
Mais n’entreprenez rien pour la triſte Iſperie, Pour le prix de ſa foy conſervez vôtre vie, Peut-êtte Scipion quoyque vôtre rival, Sera bien moins pour vous à craindte qu’Annibal, Il va venir, Seigneur, évitez ſa colere,	Mais n'entreprenez rien pour la triste Ispérie, Pour le prix de sa foi conservez votre vie, Peut-être Scipion quoique votre rival, Sera bien moins pour vous à craindte qu'Hannibal, Il va venir, Seigneur, évitez sa colère,
LUCEJUS.	LÙCEJEUS.
Et je demeurerois tranquille pour vous plaire:	Et je demeurerais tranquille pour vous plaire:
l'attaqueray ce Camp, Madame, avant la nuit, Quand une mort certaine en deviendroit le fruit;	l'attaquerai ce Camp, Madame, avant la nuit, Quand une mort certaine en deviendrait le fruit;
Permettez ſeulement ſi les Dieux me ſecondent, Si d’un heureux ſuecés à mes vœux ils répondent, Si je puis penetrer juſqu’à vous dans ces lieux, Que mon bras vous atrache à ce Camp odieux, Madame, ou ſi le ſort ttahit mon entrepriſe, Conſervez-moy la foy que vous m’avez promiſe, Honorez de vos pleurs un Amant, un époux, Et ſi je meurs, du moins, ſongez que c’eſt pour vouss;	Permettez seulement si les Dieux me secondent, Si d'un heureux succès à mes vœux ils répondent, Si je puis pénétrer jusqu'à vous dans ces lieux, Que mon bras vous atrache à ce Camp odieux, Madame, ou si le sort tahit mon entreprise, Conservez-moi la foi que vous m'avez promise, Honorez de vos pleurs un Amant, un époux, Et si je meurs, du moins, songez que c'est pour vouss;
ciuica , beaicailes	ciuica , baicailes
SCENE III.	SCÈNE III.
ISPERIE, ERMILIE.	ISPERIE, ERMILIE.
FI Elast que va-t-il entreprendre:	FI Elast que va-t-il entreprendre:
Il va perir, c’eſt tout ce que j’en dois attendre?	Il va périr, c'est tout ce que j'en dois attendre?
Détournez ce malheur, guidez ſes pas grandi Dieux!	Détournez ce malheur, guidez ses pas grandi Dieux!
Donnez à cet Amantun deſtin plus heureux, Qu’il regagne ſon Camp, & qu’enfin il revienne Soûtenir dignement & ſa gloire & la mienne?	Donnez à cet Amantun destin plus heureux, Qu'il regagne son Camp, et qu'enfin il revienne Soutenir dignement et sa gloire et la mienne?
Dieuxl!	Dieux!
Annibal paroît.	Hannibal paraît.
SCENE IV.	SCÈNE IV.
ANNTDAL,STERITERMILIE	ANNTDAL,STERITERMILIE
ISPERIE.	ISPERIE.
’Embraſſe vos genoux, ocigleur, dde los bontl.	Ç'Embrasse vos genoux, ocigleur, dde los bontl.
ANNIBAL.	ANNIBAL.
Madame, levez-vous.	Madame, levez-vous.
ISPERIE.	ISPERIE.
Seigneur, ſi vous uſez par un ordre ſevere Du pouvolr que ſur moy vous a donné mon pere, uiijcrour en mourane remca volle ley ;	Seigneur, si vous usez par un ordre sévère Du pouvoler que sur moi vous a donné mon père, uiijcrour en mourane rema volle ley ;
Si vous n’avez pitié du trouble où je me voy, Et ſi vous violez une ſainte promeſſe, Sut qui mon cœur ſoûmis a reglé ſa tendreſſe.	Si vous n'avez pitié du trouble où je me vois, Et si vous violez une sainte promesse, Sut qui mon cœur soumis a réglé sa tendresse.
ANNIBAL.	ANNIBAL.
Non, ne m’opoſez point de frivolles ardeurs, L’amour ne regle pas le deſtin des grands cœurs, 21 le suue Moner auolende la paulle , Et ſongez que Cartage aujourd’huy vous en prie.	Non, ne m'opposez point de frivoles ardeurs, L'amour ne règle pas le destin des grands cœurs, 21 le suve Moner avolende la paulle , Et songez que Carthage aujourd'hui vous en prie.
ISPERIE.	ISPERIE.
Et pourquoy cette paix, Seigneur, n’avez-vous pas Cent mille hõmes encot dont les cœurs & les bras.	Et pourquoi cette paix, Seigneur, n'avez-vous pas Cent mille hommes encot dont les cœurs et les bras.
ANNIBAL.	ANNIBAL.
Oüy, je me vois encore une nombreuſe Armée, Mais Dieux:	Oui, je me vois encore une nombreuse Armée, Mais Dieux:
elle n’eſt plus à vainere acoûtumée, Madame, je u’ay plus d’intrepides ſoldats, Leurs cœurs ſont affoiblis auſſi bien que leurs bras, Fatalles voluptez, délices de Capoüe!	elle n'est plus à vainere accoutumée, Madame, je ay plus intrépides soldats, Leurs cœurs sont affoiblis aussi bien que leurs bras, Fatalles volupté, délices de Capoüe!
Vous nous coûtâtes chet, il eſt vray, je l’avoüe, Nous avions triomphé dans les adverſitez, Et nous fûmes vaincus par les proſperitez,  oorepundeomueue utonuſaut ie courage, Capoile a ſauvé Rome & menace Cartage,	Vous nous coûtâtes chet, il est vrai, je l'avoue, Nous avions triomphé dans les adversités, Et nous fûmes vaincus par les prospérités, oorepundeomue utonusaut ce courage, Capoile a sauvé Rome et menace Carthage,
SPERIE.	SPERIE.
Si le cœur des ſoldats au vôtre eſt inégal, Ils retrouvent en vous le même General;	Si le cœur des soldats au vôtre est inégal, Ils retrouvent en vous le même Général;
Seigneur, vôtre valeur & vôtre renommée.	Seigneur, votre valeur et votre renommée.
ANNIBAL.	ANNIBAL.
Qu'on me faſſe trouver auſſi la même Armée?	Qu'on me fasse trouver aussi la même Armée?
Annibal répondant de ſemblables ſuccés Ne ſeroit pas reduit à demander la paix;	Hannibal répondant de semblables succès Ne serait pas réduit à demander la paix;
Mais il me reſte peu de troupes aguerries, Dans le ſein du repos celles-cy ſont nouries, J’ay Scipion en tête avec trop de vertus, Et je n’ay plus à faire à des Flaminius.	Mais il me reste peu de troupes aguerries, Dans le sein du repos celles-cy sont nouries, J'ai Scipion en tête avec trop de vertus, Et je n'ai plus à faire à des Flaminius.
Madame, à cet aveu j’ay bien voulu deſcendre, Pour matquer l'intereſt que vous y devez prendre;	Madame, à cet aveu j'ai bien voulu descendre, Pour matquer l'intérêt que vous y devez prendre;
Il faut donc:	Il faut donc:
eu ce jour épouſer ce Heros, Pour tendre aux Africains la gloire & le repos, Il faut que de la paix vous ſoyez un iju.	eu ce jour épouser ce Héros, Pour tendre aux Africains la gloire et le repos, Il faut que de la paix vous soyez un iju.
gage, Votre hymen va ſauver & l’Afrique & Cartage, Qoutetolpuo vour eu vous iaiale dequil i Ce n’eſt plus moy, c’eſt vous qui pouvez l’affranchir.	gage, Votre hymen va sauver et l'Afrique et Carthage, Qoutétolpo vour eu vous jaiale de y Cequ'est plus moi, c'est vous qui pouvez l'affranchir.
ISPERIE.	ISPERIE.
Moy, Seigneur?	Moy, Seigneur?
ANNIBAL.	ANNIBAL.
N’ais-je pas ſacrifié ma gloire?	N'ai-je pas sacrifié ma gloire?
I'ay demandé la paix, ah Ciel!	J'ai demandé la paix, ah Ciel!
qui l’eût pû croire?	qui l'eût pu croire?
Madame, Madame, & cet eſfort a cent fois plus coûté A L’orgueil d’Annibal, à toute ſa fierte, Qu’il n’en poura jamais coûter à vôtre flâme, saey cemercacple pauuee Mdoy;	Madame, Madame, et cet esfort a cent fois plus coûté À L'orgueil d'Hannibal, à toute sa fierté, Qu'il n'en pourra jamais coûter à votre flamme, saein cemercacple pauve Moi;
Madame, Il faut ſacrifier vos feux à vôtre tour.	Madame, Il faut sacrifier vos feux à votre tour.
ISPERIE.	ISPERIE.
J'immoleray ma vie & non pas mon amour, A la perdre, Seigneur, me voila toute piête, Ordonnes de mon ſort, diſpoſez de ma téte, Je l’immole à Cartage.	J'immolerai ma vie et non pas mon amour, À la perdre, Seigneur, me voilà toute pieste, Ordonnes de mon sort, disposez de ma tête, Je l'immole à Carthage.
, & ne puis tien de plur;	, et ne puis tien de plur;
Mais je couſerveray mon cœut à Lucejus.	Mais je couserveray mon cœur à Lucejus.
ANNIBAL.	ANNIBAL.
A Lucejus?	À Lucejus?
ah Ciel!	ah Ciel!
quand Scipion vous aime, Ce Heros revêtu d’une gloire ſuprême, Se peut-il que le Chef des Celtibériens Oſe luy diſputer l’honneur de vos liens?	quand Scipion vous aime, Ce Héros revêtu d'une gloire suprême, Se peut-il que le Chef des Celtibériens Ose aux disputer l'honneur de vos liens?
